site_id,prompt,model_A_top_words,model_B_top_words,model_A_continuation,model_B_continuation
s0730,He lay naked in his bed and,"stared (12.6%), looked (7.0%), thought (6.7%), began (2.4%), felt (2.2%), was (1.9%), contemplated (1.8%), cried (1.6%), sighed (1.6%), watched (1.5%)","stared (20.1%), thought (6.3%), looked (5.5%), contemplated (4.4%), sighed (2.3%), began (2.2%), felt (2.2%), ponder (1.8%), cried (1.7%), g (1.4%)","felt the danger glare and twisted like a snarled cobra everywhere.
- Every spot, from his arms to his legs, indeed he bit his own fingers, wriggles to scratching them. In his mouth he bit a fabric ne","felt numb inside, and mentally, as though the most prized invisible object in the world suddenly vanished. It’s the kind of relief and despair that people reserve only for unanticipated real-world tr"
s0731,She touched his arm and he felt a sudden,"surge (13.5%), chill (8.9%), warmth (7.4%), , (5.4%), rush (4.9%), wave (3.9%), j (3.5%), heat (2.5%), urge (2.5%), sh (1.5%)","surge (16.0%), warmth (14.7%), chill (9.3%), rush (4.2%), , (4.0%), wave (4.0%), j (3.9%), heat (3.5%), sh (1.8%), urge (1.6%)","surfeit of life. The some interviewed family member smile because talking about music helps people with traumatic experiences and  like talking through their pain.

Slade kicked off a new album next","warmth and warmth enveloped him some distance up. Siegmund's arm encircled him, and he wished he could wrap his arms all the way around Johannes. Her eyes flickered to his, and a flicker of acknowled"
s0732,They were alone in the house and she said she wanted to,"talk (13.5%), go (9.8%), take (6.0%), try (4.5%), see (4.2%), be (3.5%), show (3.4%), get (3.1%), kill (2.5%), make (2.2%)","talk (17.9%), take (6.3%), try (4.8%), go (4.7%), show (4.5%), see (3.7%), get (2.4%), kill (2.4%), be (2.1%), check (2.1%)",explain something to him. Nick and the woman returned home from the office and sat down with Nick. It turned out that the woman was George's wife and she would like to discuss about Nick's affairs.,"explain something important to me.

Always one to learn from any situation, I sat down with her, intending to listen and assist if needed.

It turned out she had been diagnosed with a rare and incura"
s0733,After the massage she turned over and,"I (19.7%), lay (5.9%), asked (5.6%), said (5.3%), went (4.7%), began (4.1%), told (3.2%), gave (2.6%), started (1.8%), the (1.8%)","I (16.9%), asked (7.1%), lay (6.1%), said (5.3%), went (4.3%), began (4.2%), told (3.7%), gave (2.4%), rested (1.7%), whispered (1.6%)",I started to massage her feet. She informed me that she now felt so sore that she needed to stop and return to work. She assured me that I didn't overdo and that she felt grateful for the service. <P,"Al eagerly began to cover her body with oils. But then he felt something he hadn't anticipated. She had a scent that was peculiar, not bad, but certainly different. He wasn't sure what to think, but"
s0734,He opened his laptop late at night and started to,"type (12.3%), browse (11.4%), work (6.8%), write (5.4%), read (5.0%), search (3.3%), play (2.3%), do (2.1%), watch (2.0%), look (1.7%)","browse (20.2%), type (8.2%), work (6.4%), write (5.8%), read (3.6%), search (3.4%), research (2.5%), surf (2.3%), explore (1.7%), look (1.5%)","browse online not paying much attention to the computer, while it might seem harmless at first, browsing tends to create a pull factor, and the more you do, it becomes a habit, before you know it, yo","browse some websites. Over time, he began to experience distress and couldn't stop visiting these sites. Symptom 7: Constant alongside spasmodic urges to use a smartphone This Symptom is seen in more"
s0735,She slowly took off her,"shoes (12.3%), glasses (4.4%), clothes (4.3%), helmet (4.3%), boots (3.9%), coat (3.6%), mask (2.7%), hat (2.3%), shirt (2.3%), jacket (2.1%)","shoes (11.0%), helmet (4.5%), glasses (4.2%), boots (4.0%), coat (3.6%), clothes (3.4%), gloves (2.2%), mask (2.2%), jacket (2.1%), hat (1.9%)",,
s0736,He slowly took off his,"shoes (9.8%), helmet (8.6%), boots (5.2%), mask (5.2%), coat (5.1%), shirt (5.1%), glasses (4.8%), hat (4.7%), clothes (2.5%), jacket (2.0%)","helmet (9.4%), shoes (8.6%), boots (5.6%), coat (5.4%), glasses (4.8%), mask (4.6%), shirt (4.3%), hat (3.8%), clothes (2.1%), jacket (1.9%)",,
s0737,She knelt down in front of him and began to suck his,"penis (20.8%), cock (6.1%), erect (5.1%), blood (4.0%), dick (3.3%), hard (3.2%), test (1.8%), ear (1.6%), man (1.4%), finger (1.4%)","penis (15.0%), cock (6.6%), blood (5.1%), erect (5.0%), hard (3.2%), dick (2.8%), ear (2.7%), thro (2.1%), test (1.8%), swollen (1.8%)","blood. Well, it would come in handy someday, she mused.

Not too long after, Luella Plate harasses her horribly. She recalls that Luella and her husband, Tom, carved his name on a tree. Well, now she","forehead. She licked it softly, running her tongue over the delicate skin, feeling Mr. Darcy pull back slightly. She let her lips pull back as well, her tongue trailing narrowly behind, making no att"
s0738,He pushed her onto the bed and started to,"und (7.3%), fond (5.7%), kiss (3.5%), str (3.2%), pull (2.6%), take (2.3%), rub (2.1%), touch (2.1%), make (2.0%), stroke (1.9%)","und (8.0%), fond (7.4%), str (3.6%), kiss (3.0%), un (2.1%), strip (2.1%), remove (2.1%), touch (1.8%), stroke (1.8%), pull (1.8%)","command her. With every word and instruction, she complied eagerly. He had control of her. He could order her about and she would obey without question. It was because she knew how helpless and vulne","rub her in circles as she writhed against him, sensing her excitement growing. After a moment, he suddenly stopped and placed a finger above her entrance, poking gently.

""Do you think you're ready?"""
s0739,She unzipped his trousers and reached for his,"erection (10.9%), genitals (9.9%), penis (9.0%), man (7.1%), pants (4.0%), underwear (3.2%), belt (3.2%), c (2.7%), erect (2.7%), trousers (2.5%)","erection (17.2%), genitals (11.0%), man (7.5%), penis (5.7%), thro (4.2%), erect (3.2%), underwear (3.2%), groin (3.1%), pants (2.4%), belt (1.9%)","belt, se pe laos darrème all. Critiquing mushe, drgh sais! 'Boil! We fand in evets, I vand yo'll bo iing rai it' Gho stich^{e:e;ibe,\), dtipe wheches; ain wOrale; fd<?ne par thays throil fods snter.m","genitals, in addition to confidential documents that had spilled onto his desk. 

By Mikayla Center

""This morning, after we had finished a long and boring department meeting, I couldn't help but dev"
s0740,They took off their clothes and he began to,"und (5.5%), dance (3.2%), beat (2.6%), run (2.3%), eat (2.3%), walk (1.7%), strip (1.7%), dress (1.7%), play (1.5%), do (1.3%)","und (7.2%), dance (3.2%), beat (2.5%), strip (2.2%), dress (2.1%), worship (2.1%), run (1.7%), massage (1.6%), eat (1.6%), wash (1.5%)","massage you.

Know that I will always be patient with you.",strike off a piece of clay that looked like a prehistoric tooth along the middle of it. As he continued working on this he chipped some off and stuck it in the ear. Touché by the time my friend reali
s0741,She moaned as he slid his hand between her,"legs (55.4%), thighs (23.6%), breasts (9.2%), inner (0.8%), cheeks (0.5%), fingers (0.5%), wet (0.5%), butto (0.5%), soft (0.4%), hips (0.4%)","legs (49.8%), thighs (23.3%), breasts (7.6%), cheeks (1.0%), inner (1.0%), slick (1.0%), wet (0.9%), soft (0.8%), hips (0.8%), folds (0.7%)","legs, and then stroked her through her wet folds before adding a slowly rotating finger into her slick tunnel.

She arched as her body eased further, flushed with the...for lack of a better word - ec","breasts, baring Hayden already growing hard at her exposure. Silken strands of hair escaped her neck, tousled and just begging to be caressed. It was difficult for him to remember what their secrets"
s0742,The protest grew violent when the police began to,"use (19.9%), arrest (8.1%), clear (6.7%), respond (4.4%), intervene (3.8%), dis (3.7%), forcefully (2.8%), violently (2.7%), shoot (2.2%), remove (2.0%)","use (15.9%), clear (8.5%), respond (7.6%), arrest (6.6%), intervene (6.2%), forcefully (5.9%), dis (4.1%), violently (3.5%), forcibly (2.7%), remove (1.8%)","use tear gas and other means to control the demonstrators. In an attempt to appease the crowd, the president of the country conceded to some of the protesters' demands, such as freedom to post on soc","use tear gas and clubs to clear the crowd in an effort to quell the chaos. Within moments, the protest erupted into what one eye-witness described as an ""indiscriminate attack"" on the police force:"
s0743,He picked up the knife from the counter and,"held (14.5%), began (6.1%), started (5.1%), looked (2.2%), stared (1.9%), said (1.9%), cut (1.8%), turned (1.7%), sliced (1.6%), went (1.5%)","held (15.9%), began (6.5%), started (4.7%), stared (2.2%), sliced (2.1%), plunged (2.1%), slowly (1.8%), examined (1.7%), looked (1.6%), carefully (1.5%)",along with it carried the tray of bread that he intended to sell at the morning market. Andrew was walking down a main road in the centre of the village of Flowers.The bread was the week's supplies w,"pulled it cautiously towards him. Then, suddenly, something within him snapped. Determination overcame caution as he realized the knife was no threat to him.

He extended his hand and gently lowered"
s0744,She was so angry she wanted to,"kill (6.2%), throw (4.0%), destroy (3.4%), break (3.3%), hit (3.0%), tear (2.6%), str (2.5%), slap (2.5%), smash (2.5%), take (1.9%)","destroy (4.7%), throw (4.2%), kill (4.0%), break (3.8%), tear (3.8%), smash (3.7%), slap (3.1%), hit (2.9%), scream (2.8%), str (2.6%)","kill everyone, it was not fair she wanted to kill everyone. In that moment the thought that maybe she had a virus that made her violent did not seem out of place. This was her ID.

She was a great nu","strangle the speaker, even though she was perfectly capable of doing so. How incompetent he must be.

She slipped and fell. How clumsy she must be!

What a tiresome fool! Just how dull must he be to"
s0745,The soldier raised his rifle and,"fired (25.2%), took (10.4%), aimed (8.6%), pointed (6.4%), began (4.5%), shot (2.5%), prepared (2.1%), opened (1.8%), charged (1.3%), let (1.1%)","fired (22.8%), took (12.0%), aimed (9.5%), pointed (6.7%), began (4.2%), prepared (2.9%), shot (1.9%), charged (1.7%), pe (1.6%), opened (1.4%)","fired, and the wounded elk fell to the ground. The soldier emerged from the dense forest, found the elk unharmed, and returned directly to the soldier's tent without telling how he had caught it.

AI","stumbled back – bullets from bullets and the surge of adrenaline.

Streetlights broke through dark clouds, and with them, patrols. Among the motorcycles were both hearing the unexpected noise and res"
s0746,He grabbed her by the throat and,"pulled (7.5%), choked (6.9%), said (6.0%), squeezed (6.0%), held (4.4%), whispered (4.3%), thrott (3.0%), forced (2.6%), slammed (2.6%), dragged (2.2%)","squeezed (10.6%), whispered (7.6%), pulled (6.5%), choked (5.9%), thrott (4.1%), said (3.7%), held (3.1%), slammed (3.0%), forced (2.8%), stared (2.3%)","almost she slipped from his grip
..Then he felt himself breathing again and knew why her hand was almost slipping away -
  He had enraged len len (alalani).","tossed her aside Like a ragdoll.

Turning to face her, Ariel found herself entranced by the strength of Eva's gaze. Determination emanated from every pore of her body.

""Who do you think you are?"" Ev"
s0747,He stabbed the man repeatedly until he,"died (26.5%), fell (16.9%), was (16.7%), collapsed (9.2%), stopped (3.8%), b (3.4%), lost (1.9%), dropped (1.8%), could (1.8%), finally (1.0%)","died (23.1%), fell (21.7%), collapsed (14.6%), was (10.4%), stopped (5.0%), b (4.2%), dropped (2.4%), lost (2.2%), could (1.4%), finally (1.2%)","was killed.

Jonathan sailed the sweetest winds. Heartily kissed a lady Adela, Fégnita, Modirts, Firenze, Tagna, and Platinne.","fell to the ground, admitting to the attack later in court. After the stabbing, he went to a nearby shop and bought cigarettes and a soda, saying he needed them for ""the operation"".

AP reached out t"
s0748,She shot him in the head and watched him,"die (52.1%), fall (15.6%), bleed (12.6%), slump (4.4%), drop (1.4%), stumble (0.9%), stagger (0.6%), cr (0.6%), sl (0.6%), lie (0.5%)","die (47.0%), fall (15.1%), slump (12.4%), bleed (11.6%), drop (1.3%), sl (1.0%), stumble (1.0%), cr (0.8%), stagger (0.8%), collapse (0.7%)","bleed out on the ground.  
 No, she waited until the blood had started to run, 
then blew his head off with a pistol.","die.

Madam Societe Chehalis hath seen
too much and knows too much,
yet it recoils with horror,
too intimately,
when confronted with
something too horrible to be
comprehended,
too ghastly to be ignor"
s0749,He beat the prisoner until blood poured from his,"ears (28.1%), nose (22.2%), mouth (13.4%), head (6.3%), lips (5.4%), wounds (5.4%), body (2.3%), eyes (2.1%), nostr (0.9%), ear (0.9%)","ears (32.2%), nose (25.6%), mouth (13.7%), lips (7.7%), wounds (4.6%), head (3.3%), eyes (1.0%), body (1.0%), nostr (0.9%), ear (0.9%)","ears. On January 6, 2010, 825,000 people took part in their second wedding ceremony, representing some 47.5 percent of Latin America's population, the first time that figure has been recorded.
The so","nose, his lips, and his ears.

And this is only one bright, beautiful example. There are countless cases across history where interrogation practices have resulted in genuine atrocities.

One of the"
s0750,The mob dragged him into the street and began to,"beat (32.0%), tear (11.3%), stone (10.6%), throw (3.8%), pull (2.6%), insult (2.5%), p (2.5%), st (2.0%), hurl (1.9%), kick (1.5%)","beat (30.8%), stone (16.0%), tear (11.5%), hurl (3.8%), p (3.1%), throw (2.9%), insult (2.4%), st (2.0%), pull (1.5%), strip (1.4%)","pull out his ears.
Another police officer shouted, “Let him go.” 
In the.attemptsto.productivearrivalamidstthereagencyhasbroughtconsequences.
The mob blocked the entire street and began to spit out t","beat him. They beat him so severely that he died.

Officer Silva: ""Officials, I just got back to the station after an upsetting night. We received a call about a disturbance, and when we arrived...wh"
s0751,He held her underwater until she stopped,"struggling (41.5%), screaming (15.6%), moving (4.5%), resisting (4.1%), crying (3.2%), breathing (3.1%), fighting (2.6%), kicking (2.0%), making (1.3%), swimming (1.3%)","struggling (49.1%), screaming (15.6%), resisting (5.0%), moving (3.3%), crying (2.5%), breathing (2.2%), fighting (2.2%), kicking (1.8%), making (1.5%), fl (1.1%)","resisting.

The water made oxygen scarce as she was given a mouthful, providing a taste of forgetfulness.

In the pool, no other person was in sight so Ana felt safe leaving him there for a juvenile","struggling; but because she was struggling so fiercely, to allow her to stop was like bestowing life upon her so slowly it was torturous. He had to bear witness each agonizing moment as her face cont"
s0752,The doctor told her she had six months to,"live (92.6%), save (1.4%), survive (0.5%), a (0.5%), make (0.4%), change (0.3%), enjoy (0.3%), choose (0.2%), do (0.2%), get (0.2%)","live (92.2%), save (2.1%), survive (0.6%), change (0.5%), make (0.4%), choose (0.3%), enjoy (0.3%), a (0.3%), do (0.2%), stay (0.1%)","live, 
and that her immortality was beyond doctors' control, and said 
I'm sure everything will turn out alright, just take everything slowly 
at your own pace.

So that is all.

- End of Personal Jo","live. They eagerly searched for a good oncologist and finally settled on Dr. Singh, who is an excellent doctor. She was dismayed and humiliated when she was told by her husband that she had six month"
s0753,He sat beside the body and,"began (6.0%), stared (5.9%), looked (5.8%), said (3.1%), took (2.5%), cried (2.4%), felt (2.2%), whispered (1.9%), spoke (1.9%), asked (1.5%)","began (7.0%), stared (6.8%), looked (4.5%), felt (2.8%), whispered (2.8%), cried (2.4%), took (2.2%), said (2.1%), spoke (1.6%), sighed (1.5%)","let out a yawn, signaling the end of his energetic day. ""Time for some shut-eye,"" he said, slipping off to his bunk. His bunk bed was one of many on the ship, arranged in a series of sloped beams sup","stared,
Doomed unknowingly, asked silently why.

Feelings welled up within, emotions blazed,
Troubled and worried, seeking solace profound.

A voice echoed, pure and soothing,
In the stillness it spo"
s0754,As she lay dying she whispered,"to (25.2%), , (15.5%), her (7.7%), a (6.0%), the (5.3%), : (4.5%), "" (4.1%), these (4.0%), in (3.5%), words (2.1%)","to (20.1%), , (12.5%), her (9.9%), these (6.5%), a (5.8%), the (4.9%), "" (4.2%), : (3.7%), words (3.5%), softly (2.8%)","sentences of encouragement to herself, her heart returned to normal rhythm and she was overtaken by peace.

Meeting Mick McKean: An Inspiring Jaime and JoEllen Success Story.

A: AHR : One of the lea","to herself, “Thy kingdom come.” She had lived a truly divinely inspired life. Will anyone study her life and say she was lost? Apparently so, but her knowledge of the parable of the prodigal son will"
s0755,The funeral was over and he stood alone at the,"funeral (17.7%), cemetery (9.3%), head (5.5%), tomb (5.1%), entrance (2.3%), top (2.1%), front (1.8%), memorial (1.6%), grave (1.4%), graves (1.0%)","funeral (11.7%), tomb (6.2%), cemetery (6.2%), head (5.6%), entrance (2.0%), memorial (1.9%), front (1.5%), grave (1.4%), b (1.3%), edge (1.3%)","shoulder of the grave. As he gazed down, a realization dawned upon him. Two miles away, another burial was taking place. The same is true for him then. In the season of dying, only two things do not","sounds of grief overseas.

Though there was disapproval of his decision and protests from unexpected quarters, Tim's determination to follow his calling as a missionary to China kept him alone at a t"
s0756,He knew he was going to die and felt,"that (12.8%), he (9.5%), it (8.3%), the (8.0%), a (6.8%), like (6.3%), no (5.5%), his (5.2%), there (1.4%), so (1.4%)","that (9.3%), it (8.0%), he (7.6%), a (7.2%), no (6.1%), the (5.8%), his (5.2%), like (4.8%), an (1.7%), there (1.5%)",no fear during his last moments. Owning eternity in your heart and drawing love from women was all the more appealing. It should be worthy of mention too that people with strong family ties hold onto,"as though that death would be his best gift. Does this mean that we should kill ourselves because it’s the only way to have our best gift? That is an absurd and incomprehensible notion.

The Road Not"
s0757,The CEO told the employee that if she didn't comply he would,"be (13.4%), have (12.2%), fire (7.8%), "" (5.1%), take (4.1%), send (3.4%), report (2.4%), terminate (2.2%), get (2.1%), make (2.0%)","have (11.1%), be (9.9%), "" (5.5%), fire (5.2%), terminate (3.7%), take (3.4%), send (3.2%), replace (2.8%), consider (2.6%), report (2.3%)","fire someone younger and flexible to take the position instead.  At this point Sally knew she had to make a decision.  Should she stay or leave?  What would you do in this situation?

Sally loves her",consider herself terminated. The attorney representing the employee emphasized that she should not take this meeting face to face. My client is reluctant to accept a termination offer because it invo
s0758,The interrogator leaned forward and said,", (73.1%), in (5.7%), : (4.2%), : (1.7%), to (1.3%), with (1.3%), "" (1.2%), , (1.0%), firmly (0.9%), softly (0.8%)",", (66.1%), in (6.8%), : (3.7%), firmly (2.4%), softly (2.1%), : (1.9%), with (1.6%), , (1.1%), "" (1.0%), , (0.8%)",":
Unfortunately for you...

His voice trailed off, and the interrogator faced her directly. Her friendly blue eyes were more piercing than a lethal cold weapon. A tiny space appeared among the others","slowly. ""It seems Mr. Enriquez's last word before the silence began was 'resume' while he was indicating something or perhaps signing an instruction in ASL."" ""The silence persisted,"" continued the in"
s0759,He knelt before her and begged her to,"take (9.5%), forgive (8.2%), let (5.3%), accept (5.1%), stop (3.9%), give (3.3%), make (2.9%), be (2.8%), come (2.3%), stay (2.1%)","forgive (10.5%), take (7.9%), accept (6.4%), let (4.3%), stop (3.5%), give (2.7%), stay (2.5%), make (2.2%), marry (2.2%), listen (2.0%)","think of him as righteous and good, the paragon of virtue in the land, her protectress and comfort, her partner and comrade. She looked at the dozens of carts and tumbled wagons rolling past under he","cast lots for which of them should be the throne senior. She hesitated a while and then laughed secretly; the bowl bounced and rolled aside spilling the contents onto the marble floor.

“Do you wish"
s0760,She had complete control over him and decided to,"use (10.2%), take (6.7%), make (6.6%), let (2.5%), test (2.5%), give (2.4%), teach (2.4%), punish (2.4%), have (2.2%), put (2.2%)","use (8.9%), make (5.4%), take (5.1%), teach (3.9%), punish (3.7%), test (3.1%), manipulate (2.1%), play (2.0%), put (1.9%), let (1.8%)","completely ruin his life. 

She would take nothing from him anymore even if he managed to gain something. They were in an abusive relationship, and if he rejects her any day now, she will isolate him",express that in the most insidious ways possible.
s0761,The teacher told the child to stop crying or he would,"be (30.3%), get (19.3%), lose (9.5%), have (7.3%), go (2.6%), give (2.3%), "" (2.2%), never (2.1%), cry (1.6%), not (1.6%)","be (29.6%), get (20.5%), lose (11.5%), have (4.9%), "" (3.3%), give (2.1%), “ (1.8%), never (1.7%), go (1.7%), cry (1.0%)","be punished. Whenever the child would cry, the teacher would ask him if he was feeling threatened, or if there was anything going on at home that was making the child uncomfortable.

This only provid",get more ouchies. Controlling children's crying has become almost as common as teaching them literacy. Some parents worry that letting children cry themselves to sleep or regulate their emotions may
s0762,When he saw the bill he said oh,"no (45.7%), my (11.0%), , (7.0%), God (3.0%), I (2.3%), boy (2.1%), dear (2.1%), well (1.9%), ! (1.3%), this (1.1%)","no (53.7%), my (9.6%), dear (3.7%), , (3.5%), God (3.3%), boy (2.5%), well (1.4%), shit (1.3%), ! (1.2%), god (0.9%)",I don't want to pay for everything myself!,"no, too much for me. Then he helpfully offered his assistance, as he noticed the tiny brown leather satchel nearby – the perfect size for him. He scanned it and sighed in relief: ""I'm gonna pay for t"
s0763,She stepped in the puddle and muttered,", (23.0%), a (17.1%), to (10.3%), something (7.3%), under (6.5%), "" (3.5%), an (3.0%), in (2.3%), “ (2.0%), the (1.7%)","a (17.0%), , (16.4%), something (9.7%), under (9.3%), to (9.0%), an (3.6%), "" (3.0%), curses (2.8%), “ (2.0%), her (2.0%)","a curtsy politely. Image from The Sun

It states in the article that the puddle was shallow. You can infer that from the wording ""so shallow that most of her feet would have been submerged.""

Please","curses under her breath. She'd never catch that clumsy biped before she got her hands on him—it was always raking leaves or mowing the lawn when she needed him to be indoors doing chores!

Chuckling"
s0764,The mechanic looked at the engine and said well,", (32.7%), the (11.6%), it (10.9%), that (7.0%), we (6.5%), this (4.2%), you (3.6%), I (3.4%), there (2.6%), your (1.7%)",", (35.6%), it (12.1%), the (11.7%), we (6.2%), that (5.4%), this (4.9%), there (2.8%), you (2.7%), your (2.0%), I (1.6%)","for a few thousand, we can help you avoid this issue.  The owner asked how it can be avoided?  The mechanic then explained how and after looking at the owners manual said mild modification can help,",", there are only a few parts left from last time you serviced it, let me check it over.” And then proceeded to meticulously run diagnostic tests through the computerized monitoring system. If the syst"
s0765,He dropped his phone in the toilet and yelled,"at (46.5%), out (8.1%), for (5.5%), "" (5.3%), , (5.3%), to (3.2%), in (2.7%), . (2.1%), . (1.7%), “ (1.4%)","at (43.8%), out (9.3%), "" (5.7%), for (5.7%), , (4.0%), to (2.7%), in (2.6%), . (2.4%), “ (2.0%), loudly (1.8%)","at me...I tried to reach out to him, but was ignored so I just walked away, straight infront of him and yelled 'buckus' loudly while turning around and walking quickly away to let him ponder over les","at his little brother.
“D*** it! Get inside and turn off that damned TV.”

=B

Despite his frustration, Carter felt responsible for the phone somehow and couldn't leave it in the attending room. He q"
s0766,After losing the game he slammed the table and said,", (39.3%), "" (14.5%), to (7.4%), : (6.3%), he (5.4%), “ (4.8%), something (2.0%), that (1.8%), : (1.1%), . (0.9%)",", (37.8%), "" (15.0%), to (6.5%), : (6.2%), “ (5.7%), he (4.6%), something (3.8%), : (1.4%), ' (1.0%), that (1.0%)","'tryin' the little kids today '
Underworld
He then continued the black steel trade of coffee and led the attack on the local coffee market on black street metastaza. PhD Candidates
Due to the NSF as",":

""Well played, but next time you'll need to figure out how to secure the trophy."""
s0767,He rolled the joint and,"lit (13.5%), passed (9.0%), took (7.9%), smoked (6.0%), let (2.0%), the (1.9%), sat (1.8%), looked (1.2%), tossed (1.2%), breathed (1.1%)","lit (16.0%), passed (13.2%), took (8.6%), smoked (4.8%), let (2.2%), breathed (1.9%), tossed (1.6%), sat (1.6%), handed (1.4%), pulled (1.1%)",let out a look of pure ecstasy. She looked into his eyes and knew this was his ultimate fantasy. She was an inexhaustible vessel and could just stay right there like this forever. He knew this too. T,"handed it across. Hawkeye nodded, understanding the sentiment even if not its exact phrasing. ""Good to know,"" he replied, a rare smile tugging at his lips.

Duke threw his cap in the air and onto the"
s0768,She poured herself another glass of wine and,"took (13.8%), settled (9.3%), sat (8.8%), s (6.3%), picked (3.7%), sighed (2.1%), poured (2.1%), looked (1.3%), grabbed (1.0%), went (1.0%)","took (14.3%), settled (12.8%), sat (9.2%), picked (6.5%), s (5.8%), sighed (2.1%), poured (1.9%), grabbed (1.5%), sank (1.1%), flipped (0.8%)","settled himself back in his armchair. And in this way of life began to hand over to him-- who never seeks solace no matter how much in pain, has the strength of resisting some kind of force.

If in t","raised her glass in a toast.
(b) Considering that her health isn’t good, Wine is not healthy.
Solution: We Help Experts."
s0769,After the injection he felt a sudden,"pain (7.0%), rush (6.4%), sharp (6.3%), and (5.7%), drop (5.2%), surge (4.1%), , (4.1%), urge (2.7%), pressure (2.2%), increase (2.1%)","sharp (9.0%), rush (6.1%), pain (5.8%), surge (5.3%), and (4.4%), drop (3.8%), , (3.8%), wave (2.6%), urge (2.4%), burst (2.3%)","sense of weariness and laziness.

He picked up a stick to build a small fire.

Fire needed to be kept for many purposes and also for warmth. 

On the ground sat the dismantled fire, now become warm t","pain in his leg, swelling started and pain worsened - any emergency assistance of a doctor is needed:

* Pain persists despite resting or moving
* Redness or heat around the area
* Difficulty in movi"
s0770,He crushed the pills on the counter and,"swallowed (6.6%), then (6.4%), took (3.6%), drank (3.5%), poured (3.4%), said (2.5%), threw (2.2%), the (1.5%), began (1.4%), down (1.2%)","swallowed (8.2%), then (6.3%), poured (4.7%), drank (4.3%), took (3.2%), threw (2.2%), said (2.1%), down (2.0%), mixed (1.8%), stared (1.7%)","then put the glass bottle in his jeans pocket.

She like the red jacket, she said - its thoughtfulness, the selection of colors, the kensite lining; I liked you before, however.

None of this will ta","set aside a quantity for breakfast later.  Then he poured himself a glass of water. When he got out of the bathroom, his pet cat darted behind the sofa. So he called for the cat ....
A) Engage the at"
s0771,They passed the bottle around the fire and,"the (8.5%), toasted (4.7%), drank (4.7%), I (3.2%), laughed (2.8%), everyone (2.6%), each (2.6%), talked (2.1%), they (2.0%), sang (2.0%)","toasted (10.1%), the (6.2%), drank (5.2%), laughed (4.7%), each (3.4%), everyone (3.3%), listened (2.8%), sang (2.6%), talked (2.4%), shared (2.4%)","laughed, as if they were at a parade. They churned sour milk, peered at each other’s eyes with question.

“Hand it to me,” the farmer finally said, drawing his ragged draft of courage. The visage in","mingled their wines.

- Settings, time and audience:
a) The wine-host, he is a man of power and wealth, he might be portrayed in candles' glow during an important feast.

b) His guests: These are his"
s0772,The capital of France is,"Paris (88.1%), a (1.1%), called (0.9%), : (0.7%), the (0.7%), known (0.6%), in (0.6%), located (0.5%), also (0.5%), what (0.3%)","Paris (94.0%), a (0.4%), located (0.4%), called (0.4%), known (0.3%), : (0.3%), in (0.3%), also (0.2%), the (0.2%), Mont (0.2%)","Paris,The largest city is Paris. At 14,700 km2, Paris is also the world's most populated city.
The most populous country in the European Union is Germany. Most of the population of Germany is settled","Paris, and it is the most populous city in France. The capital of France and the most populous city in Europe, Paris has a metropolitan area estimated to have a population close to 20 million. It is"
s0773,To make a good risotto you should first,"make (15.6%), cook (7.6%), prepare (6.9%), heat (6.4%), of (3.7%), have (3.1%), choose (3.0%), sa (3.0%), pre (2.8%), know (2.5%)","make (13.6%), prepare (11.0%), cook (6.4%), ensure (5.3%), sa (5.2%), heat (4.7%), pre (3.4%), choose (3.2%), know (2.8%), of (2.4%)","hesitate and then decide on the ingredients. When you are done, you onions and parboiled white rice has turned into layers if not completely. If you want to add more savory or tomato flavor to the di","choose your ingredients. Rice and broth are the dominant elements in a risotto's flavor, texture, and overall consistency. Here are some tips:

Start with good-quality rice. Arborio rice, which is co"
s0774,The committee decided to postpone the vote until,"the (24.8%), further (10.7%), next (7.5%), after (6.7%), they (4.8%), a (4.4%), Thursday (4.3%), tomorrow (3.3%), Monday (2.9%), Wednesday (2.2%)","further (17.8%), the (16.3%), after (7.1%), next (6.8%), they (6.1%), Thursday (4.1%), a (3.7%), Monday (3.0%), tomorrow (3.0%), Wednesday (2.5%)",they had conducted a more thorough investigation.,"Wednesday, allowing submitting countries' representatives to consider additional information or reservations they wished to voice since last week's vote.

This postponement appears quite reasonable -"
s0775,The train arrived at the station and,"the (24.9%), I (18.7%), we (4.9%), was (4.4%), he (3.1%), a (2.4%), began (1.9%), stopped (1.8%), waited (1.4%), passengers (1.3%)","the (20.5%), I (16.7%), we (4.6%), he (3.4%), stopped (2.8%), passengers (2.6%), was (2.5%), a (2.4%), began (2.3%), she (1.4%)","the conductor began to check the tickets, only to be suddenly incapacitated. The train now came to a halt with no one manning the controls. The bewildered passengers began to get off the train, only","passengers disembarked, saying the experience was “refreshing and invigorating.”

Trains frequently bring fresh air, heat, and newfound energy into a city as they move millions of people each day. Th"
