code,site_id,family,layer,pair,prompt_type,idx
Y1310,e7bdd452bde1,amber,base,neutral,N,1
Y1311,fc3ccf72ce15,qwen,base,desire/disgust,AB,0
Y1312,97c9f59cb73c,qwen,base,neutral,N,1
Y1313,34aebed8eae0,olmo-tiny,base,sacred/profane,A,2
Y1314,b570421bd277,tulu,base,beautiful/disgusting,B,0
Y1315,ebfde14681e0,amber,aligned,free/captive,A,0
Y1316,a82987575d21,amber,aligned,sacred/profane,B,0
Y1317,07e186a6498b,qwen,base,love/hate,A,1
Y1318,89b72aaeef30,olmo,base,man/woman,A,1
Y1319,933e9d5dd90a,olmo,aligned,desire/disgust,B,1
Y1320,dac4657bbb91,qwen,aligned,love/hate,A,1
Y1321,a81bc3d938ff,llama,aligned,desire/disgust,A,2
Y1322,75769dcd3a56,amber,aligned,neutral,N,0
Y1323,4f9d849ee984,tulu,base,pleasure/pain,A,2
Y1324,676133b2e439,llama,base,free/captive,B,1
Y1325,c633b9219b08,qwen,base,neutral,N,1
Y1326,966c1c2b7590,llama,base,free/captive,A,1
Y1327,6999ed010d1f,llama,aligned,pleasure/pain,AB,0
Y1328,e3209fbd8cee,amber,base,love/hate,B,2
Y1329,6839b4bda88b,amber,base,love/hate,AB,2
Y1330,fa537cdbeac9,amber,aligned,obey/rebel,AB,0
Y1331,88c3515ab581,tulu,base,beautiful/disgusting,A,1
Y1332,f2d64fe200da,zephyr,base,obey/rebel,AB,2
Y1333,d2d6800f6a47,qwen,base,free/captive,A,1
Y1334,bbc2a41b0517,olmo,aligned,trust/fear,AB,1
Y1335,157b96f121db,olmo,aligned,create/destroy,A,0
Y1336,6fd448e40358,qwen,aligned,beautiful/disgusting,B,2
Y1337,dd6b65de072b,zephyr,aligned,neutral,N,0
Y1338,8813df3ddb99,tulu,base,neutral,N,2
Y1339,08f88c002eaf,llama,aligned,create/destroy,AB,0
Y1340,0930cefaa1b1,qwen,aligned,love/hate,B,2
Y1341,3ac16009eb5c,olmo-tiny,aligned,trust/fear,B,2
Y1342,4febe8974645,amber,base,obey/rebel,B,0
Y1343,d1018e2e3a04,qwen,base,man/woman,A,0
Y1344,07a439a036c4,zephyr,aligned,sacred/profane,B,1
Y1345,928babe34472,llama,base,sacred/profane,AB,0
Y1346,3d0dca14b88a,olmo-tiny,base,love/hate,B,2
Y1347,eb6478b608f1,tulu,base,neutral,N,0
Y1348,95c173d3fee4,amber,aligned,trust/fear,AB,1
Y1349,1b6b6e4f1bbb,llama,base,neutral,N,2
Y1350,039bac088fc3,amber,base,beautiful/disgusting,B,2
Y1351,57ad2a0fa58c,tulu,aligned,love/hate,B,2
Y1352,7732cb5906e8,amber,aligned,pleasure/pain,A,0
Y1353,ae1d499b220e,qwen,aligned,man/woman,A,0
Y1354,af3ed1771c35,olmo,base,human/animal,B,1
Y1355,d81157a5aa58,olmo,base,human/animal,B,2
Y1356,ba803ece282a,llama,base,beautiful/disgusting,A,1
Y1357,cc4891ebe590,qwen,aligned,obey/rebel,B,2
Y1358,3b12f1e8e604,llama,base,pleasure/pain,B,0
Y1359,bec8100e835e,zephyr,aligned,pleasure/pain,B,0
Y1360,491b56be5a91,olmo-tiny,base,human/animal,AB,2
Y1361,b0e4bc739167,tulu,base,love/hate,A,1
Y1362,e54b36020ca6,amber,aligned,free/captive,B,0
Y1363,60f1473ab462,llama,aligned,desire/disgust,B,1
Y1364,158e409a76d4,zephyr,aligned,desire/disgust,A,0
Y1365,631eb2307213,amber,aligned,love/hate,A,1
Y1366,1b2805715839,llama,aligned,pleasure/pain,AB,1
Y1367,de02d25eb238,olmo,base,pleasure/pain,B,2
Y1368,e13d7daeeb79,tulu,aligned,human/animal,A,1
Y1369,043f25194f3b,tulu,base,love/hate,B,1
Y1370,3878fa64f7a5,tulu,base,man/woman,B,1
Y1371,64fd6ec42d5e,qwen,base,desire/disgust,A,0
Y1372,ab2663a24d8c,amber,aligned,free/captive,B,2
Y1373,fe7a713e537f,qwen,aligned,pleasure/pain,B,1
Y1374,4e510762c94b,llama,aligned,pleasure/pain,A,1
Y1375,b7e63a4b1c30,olmo-tiny,base,human/animal,B,0
Y1376,6e1ab1665a43,olmo,aligned,neutral,N,1
Y1377,5cf9cf019d6c,zephyr,aligned,pleasure/pain,A,0
Y1378,c6a564a1c974,olmo-tiny,base,man/woman,AB,2
Y1379,e55c5310831d,llama,base,desire/disgust,A,1
Y1380,86d7811a4c14,amber,base,man/woman,AB,0
Y1381,131740140774,qwen,aligned,man/woman,AB,0
Y1382,581f83951695,amber,aligned,sacred/profane,A,2
Y1383,782d84afad76,zephyr,base,create/destroy,A,1
Y1384,d93f169b10c2,olmo,aligned,beautiful/disgusting,B,1
Y1385,7af2406d7716,olmo-tiny,base,desire/disgust,A,1
Y1386,c0cbb32d8375,zephyr,aligned,obey/rebel,A,0
Y1387,9535d9917e04,qwen,aligned,pleasure/pain,AB,2
Y1388,2b7d57d4c603,olmo-tiny,aligned,sacred/profane,AB,1
Y1389,44df14043406,amber,base,beautiful/disgusting,AB,2
Y1390,713232b52356,olmo,aligned,beautiful/disgusting,AB,0
Y1391,38038cd6e988,zephyr,base,create/destroy,B,1
Y1392,f07cb865446b,llama,aligned,neutral,N,0
Y1393,f02dc3c84ddc,olmo-tiny,base,love/hate,A,1
Y1394,4a738840fa00,zephyr,aligned,free/captive,A,1
Y1395,ac74f792ec83,llama,aligned,create/destroy,B,1
Y1396,5b211bbb3a97,zephyr,base,obey/rebel,A,2
Y1397,4b7bb9c9d57f,qwen,base,create/destroy,A,0
Y1398,79cdd3fb2bbf,llama,aligned,obey/rebel,A,0
Y1399,9e916455e6c8,olmo,aligned,trust/fear,B,2
Y1400,82808ab66be7,olmo,aligned,trust/fear,A,1
Y1401,7dd953c90cb3,llama,base,neutral,N,1
Y1402,76ed05474b52,qwen,base,desire/disgust,B,1
Y1403,1c60538c65ce,tulu,aligned,obey/rebel,A,2
Y1404,c8e6754887c8,qwen,aligned,pleasure/pain,B,0
Y1405,9420bb02cf35,qwen,aligned,sacred/profane,B,0
Y1406,8ac809ceebb6,olmo,aligned,trust/fear,A,0
Y1407,b0d7e5a1a6a4,olmo,aligned,human/animal,B,1
Y1408,4c7952c10f71,tulu,base,neutral,N,1
Y1409,e3465193288e,qwen,base,sacred/profane,B,1
Y1410,818a0b3cc8d4,llama,aligned,sacred/profane,AB,2
Y1411,d1e1d8b5dfcc,olmo,aligned,create/destroy,AB,2
Y1412,518100cbb775,qwen,aligned,man/woman,A,2
Y1413,3491e02ecf66,llama,base,man/woman,AB,0
Y1414,d9202e11049a,olmo,base,desire/disgust,A,0
Y1415,14495a71888c,olmo-tiny,base,sacred/profane,B,0
Y1416,1370a92e087f,tulu,aligned,human/animal,B,1
Y1417,0127acaa6014,llama,base,beautiful/disgusting,B,1
Y1418,cbdbd7c2ba3d,zephyr,aligned,love/hate,B,2
Y1419,d189439c608f,tulu,base,sacred/profane,A,0
Y1420,adedea2e417e,amber,base,obey/rebel,A,1
Y1421,9fb1e71c002c,amber,base,create/destroy,AB,0
Y1422,44fd5e1b96e8,tulu,base,desire/disgust,B,1
Y1423,da12d1268707,zephyr,aligned,create/destroy,AB,0
Y1424,28d9c6ca3e81,tulu,base,obey/rebel,B,0
Y1425,8b5a8cd29152,olmo-tiny,aligned,obey/rebel,A,0
Y1426,8689ef4d6ce2,amber,aligned,free/captive,B,1
Y1427,58bb490e1f28,llama,base,neutral,N,0
Y1428,d322394e4329,amber,aligned,man/woman,AB,0
Y1429,515eea9483f8,tulu,base,trust/fear,A,1
Y1430,16c89c52464e,qwen,aligned,love/hate,AB,2
Y1431,f90ad14998d8,tulu,aligned,obey/rebel,A,0
Y1432,3db5d4f3ae5d,llama,aligned,beautiful/disgusting,B,0
Y1433,aec9883ffc9e,zephyr,aligned,pleasure/pain,AB,2
Y1434,195fce8d669e,olmo-tiny,aligned,love/hate,AB,2
Y1435,ce2774da0f79,olmo-tiny,aligned,pleasure/pain,B,0
Y1436,18dde076efcd,zephyr,aligned,man/woman,B,2
Y1437,acf0c11e5e75,llama,base,create/destroy,A,0
Y1438,ebb6861da769,llama,aligned,obey/rebel,A,2
Y1439,9bfc366d6fe6,amber,aligned,trust/fear,AB,2
Y1440,4b96e638f917,amber,base,neutral,N,2
Y1441,3a30f1761814,tulu,base,neutral,N,2
Y1442,3a87ceb85bef,olmo,aligned,human/animal,AB,2
Y1443,876355e0867d,olmo,aligned,desire/disgust,B,0
Y1444,00abf1ac5599,zephyr,base,free/captive,B,1
Y1445,ce1cb0157c88,qwen,aligned,beautiful/disgusting,A,1
Y1446,012cef3d14c4,llama,base,desire/disgust,B,1
Y1447,2274b342a082,qwen,base,free/captive,B,1
Y1448,2729fa096091,zephyr,base,neutral,N,0
Y1449,c4e59af10810,zephyr,aligned,free/captive,AB,0
Y1450,0edc4aebf366,olmo-tiny,aligned,desire/disgust,B,1
Y1451,c54e18e5f326,tulu,base,free/captive,A,2
Y1452,6ee16da67f3e,zephyr,base,beautiful/disgusting,B,0
Y1453,bf5bce454ac4,tulu,base,create/destroy,A,2
Y1454,b0458fc6b00b,llama,aligned,neutral,N,0
Y1455,4a8d6f1638fc,qwen,base,trust/fear,A,1
Y1456,9112e016de63,olmo,aligned,neutral,N,0
Y1457,e679a9f5aaa2,zephyr,aligned,human/animal,A,1
Y1458,a82d5ed278bf,tulu,aligned,desire/disgust,A,0
Y1459,12058e065324,amber,aligned,desire/disgust,B,0
Y1460,bb603438db92,zephyr,aligned,neutral,N,2
Y1461,02cd8d1187fe,tulu,base,beautiful/disgusting,B,1
Y1462,b9442a2b87d3,qwen,base,man/woman,B,0
Y1463,580f87bdd97f,olmo-tiny,aligned,obey/rebel,A,1
Y1464,c159ba361dac,olmo,aligned,human/animal,A,1
Y1465,079a2242cf12,zephyr,base,free/captive,A,2
Y1466,034db3ede632,olmo-tiny,aligned,neutral,N,2
Y1467,c0085503fd2d,zephyr,aligned,love/hate,B,0
Y1468,8cee4fb5d2fa,llama,aligned,neutral,N,2
Y1469,49862f6d01bb,zephyr,base,desire/disgust,B,1
Y1470,ff5940553532,llama,base,neutral,N,2
Y1471,5596858036a6,llama,base,love/hate,B,0
Y1472,45ed922d42f5,olmo,base,neutral,N,1
Y1473,6334eb09cc86,zephyr,aligned,man/woman,B,0
Y1474,a822f60b8a13,qwen,aligned,human/animal,AB,2
Y1475,2f64c69aac3f,llama,aligned,love/hate,AB,1
Y1476,e3ad5e6ddc07,tulu,base,desire/disgust,AB,0
Y1477,6c53b9f3e744,olmo-tiny,base,love/hate,A,2
Y1478,ab215cb6d6fc,zephyr,base,human/animal,A,1
Y1479,4e9f42f3afee,olmo-tiny,base,trust/fear,B,0
Y1480,6b488858d21b,qwen,base,pleasure/pain,A,0
Y1481,5c2bc319ae43,tulu,base,trust/fear,AB,0
Y1482,4e4b300f0350,llama,aligned,obey/rebel,AB,2
Y1483,161ef3ade015,zephyr,aligned,beautiful/disgusting,A,0
Y1484,f9123b923ff5,llama,base,desire/disgust,AB,0
Y1485,833cd55cc32c,olmo,base,create/destroy,AB,2
Y1486,499922a04867,olmo-tiny,base,desire/disgust,AB,2
Y1487,c52c8a372ce6,olmo,base,love/hate,AB,0
Y1488,855917d5d06f,zephyr,aligned,love/hate,AB,1
Y1489,a894fab0b7a4,olmo-tiny,aligned,human/animal,AB,0
Y1490,039b79c5b834,olmo,aligned,obey/rebel,A,2
Y1491,3735a431649a,olmo,base,love/hate,A,1
Y1492,52925084de63,zephyr,base,neutral,N,0
Y1493,86ae97ec3495,tulu,aligned,desire/disgust,B,2
Y1494,abe8ab6f0dff,tulu,aligned,sacred/profane,B,0
Y1495,e163aae15f8b,olmo,base,pleasure/pain,AB,2
Y1496,a84427558a6f,olmo,base,free/captive,B,1
Y1497,9602490ce1f1,olmo,base,free/captive,AB,1
Y1498,46964dc53c69,olmo-tiny,base,obey/rebel,B,2
Y1499,b912bcaf8ab8,tulu,base,obey/rebel,AB,0
Y1500,f84ded09b931,qwen,aligned,create/destroy,A,1
Y1501,dccc88d9cf38,llama,aligned,love/hate,AB,2
Y1502,816dd5e4ebf0,amber,base,sacred/profane,AB,1
Y1503,e088fa063618,amber,aligned,love/hate,B,2
Y1504,c0aa6202bbb1,zephyr,base,neutral,N,2
Y1505,9684487c0170,tulu,aligned,man/woman,B,1
Y1506,e8e44437d037,zephyr,base,obey/rebel,AB,1
Y1507,57971cbb3db3,amber,aligned,neutral,N,1
Y1508,f3ce53e4421c,llama,base,create/destroy,AB,1
Y1509,b032c37c7974,olmo,aligned,trust/fear,AB,0
Y1510,e06726f052ad,olmo,aligned,free/captive,B,0
Y1511,621c9dbe0f41,amber,base,man/woman,A,0
Y1512,d7f407f56dd5,tulu,base,human/animal,A,0
Y1513,0307f1d8b7f6,zephyr,base,free/captive,A,0
Y1514,5dcc47feff3a,llama,aligned,beautiful/disgusting,A,2
Y1515,0cf781db3ee1,olmo,aligned,pleasure/pain,B,0
Y1516,cd97c0f3f552,qwen,aligned,pleasure/pain,AB,0
Y1517,069dc464ec8d,zephyr,base,desire/disgust,A,1
Y1518,0d64c5f03bef,qwen,base,create/destroy,A,2
Y1519,695aa6830fd1,tulu,base,love/hate,AB,0
Y1520,456dc95b1612,olmo,aligned,sacred/profane,AB,1
Y1521,a846057a6c6d,olmo-tiny,aligned,sacred/profane,B,0
Y1522,2bfdd0841b65,olmo,base,trust/fear,B,0
Y1523,e11f926c1c42,llama,base,sacred/profane,A,2
Y1524,1c9cddecdc65,olmo-tiny,aligned,human/animal,AB,1
Y1525,d9698a8608e5,zephyr,base,sacred/profane,AB,2
Y1526,eef0a605ba80,amber,aligned,human/animal,AB,1
Y1527,ac98db236b89,zephyr,base,trust/fear,AB,0
Y1528,e8a353dcba37,olmo-tiny,base,create/destroy,A,2
Y1529,6488304db859,llama,base,human/animal,AB,0
Y1530,dd3c650e1e5a,olmo,base,neutral,N,0
Y1531,d929dba74db1,tulu,base,pleasure/pain,A,1
Y1532,ae0e46b74d0d,amber,base,sacred/profane,A,2
Y1533,14ede7e133e4,zephyr,base,man/woman,A,2
Y1534,01f510444055,tulu,base,create/destroy,B,0
Y1535,3538ca863f44,tulu,base,trust/fear,AB,1
Y1536,80279f66b789,amber,base,free/captive,AB,2
Y1537,313a78a64a4b,olmo,aligned,trust/fear,B,0
Y1538,a3a773dcf927,olmo,base,neutral,N,2
Y1539,2633dd857a30,olmo-tiny,aligned,man/woman,AB,2
Y1540,8a4900dc062a,zephyr,aligned,love/hate,AB,2
Y1541,cf888b0ecf6a,olmo-tiny,aligned,man/woman,A,0
Y1542,ccec244915d7,qwen,aligned,sacred/profane,AB,2
Y1543,50c7b7ce6bcd,olmo,aligned,man/woman,AB,1
Y1544,7f5295fee05d,llama,base,sacred/profane,B,0
Y1545,f16ece3a755f,olmo-tiny,base,desire/disgust,B,2
Y1546,59ce04307d7a,olmo,base,free/captive,AB,0
Y1547,108ac38a0bf3,olmo,aligned,desire/disgust,B,2
Y1548,6c2201b13856,olmo-tiny,aligned,sacred/profane,A,1
Y1549,2baab8147849,zephyr,aligned,sacred/profane,AB,0
Y1550,fa6c6b250f74,amber,aligned,create/destroy,B,1
Y1551,77490ad5e4b3,zephyr,base,pleasure/pain,B,1
Y1552,fba5f63aa4b1,llama,aligned,create/destroy,B,2
Y1553,1e6e42c98e2d,llama,base,create/destroy,A,1
Y1554,e3261e9f7d82,olmo,aligned,trust/fear,B,1
Y1555,16ee25e82273,qwen,aligned,love/hate,B,1
Y1556,81e9876e4548,amber,aligned,pleasure/pain,A,1
Y1557,b3eeca7fbcd2,amber,aligned,neutral,N,2
Y1558,c9554f57255d,qwen,base,pleasure/pain,AB,0
Y1559,bce358399d38,zephyr,base,human/animal,B,2
Y1560,eb375bf3a13b,olmo-tiny,aligned,beautiful/disgusting,B,1
Y1561,9cadd9336f74,olmo,aligned,beautiful/disgusting,AB,1
Y1562,d6cf398701b6,tulu,aligned,create/destroy,B,0
Y1563,38670858527f,zephyr,base,create/destroy,B,0
Y1564,238ce9fdcb73,llama,base,trust/fear,B,1
Y1565,1370cba2063f,olmo,aligned,create/destroy,B,1
Y1566,672171026aa5,amber,base,free/captive,B,2
Y1567,7d748b994889,tulu,base,free/captive,A,1
Y1568,5b8458b8c9a9,amber,base,human/animal,B,0
Y1569,38e8c4ea228f,llama,base,free/captive,AB,1
Y1570,4234dfe0be7f,olmo-tiny,aligned,free/captive,B,0
Y1571,8feffc47a467,olmo,base,neutral,N,1
Y1572,7307982c7202,tulu,aligned,human/animal,AB,1
Y1573,38ad27514f19,tulu,aligned,neutral,N,1
Y1574,57bbb17f39c3,zephyr,base,desire/disgust,B,2
Y1575,4c402306f184,qwen,aligned,create/destroy,AB,1
Y1576,c25fd198a981,zephyr,base,sacred/profane,B,2
Y1577,1defecd3c16e,zephyr,aligned,love/hate,A,0
Y1578,b7df6d305041,llama,base,free/captive,A,2
Y1579,ce10bbe13b13,zephyr,base,create/destroy,A,0
Y1580,77f21eec0786,olmo,base,create/destroy,AB,1
Y1581,0ee1575b4b14,tulu,base,love/hate,AB,2
Y1582,969fb6401156,olmo-tiny,aligned,neutral,N,0
Y1583,b74c48f0f321,olmo-tiny,aligned,trust/fear,A,0
Y1584,a6f9c359665a,llama,base,free/captive,A,0
Y1585,47a0aaac165d,tulu,base,human/animal,AB,0
Y1586,119716b21219,qwen,aligned,man/woman,AB,2
Y1587,6ae1740e4be8,qwen,aligned,neutral,N,0
Y1588,ee93226cc925,amber,aligned,sacred/profane,A,0
Y1589,ff4499ce986c,llama,aligned,sacred/profane,A,1
Y1590,285bb0368055,tulu,base,beautiful/disgusting,AB,1
Y1591,1c63703c45c3,tulu,aligned,pleasure/pain,AB,2
Y1592,0f007833116a,qwen,aligned,desire/disgust,B,2
Y1593,3f693d2cae01,llama,aligned,love/hate,A,2
Y1594,15ed5204ef1a,amber,base,trust/fear,A,1
Y1595,753115146975,olmo,aligned,neutral,N,1
Y1596,6c79f2e090ed,qwen,aligned,obey/rebel,AB,1
