family,stage,model,word,layer,n_layers,layer_frac,prob
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,24,49,0.5,3.404434391995892e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,25,49,0.5208333333333334,3.166397800669074e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,26,49,0.5416666666666666,2.8950766136404127e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,27,49,0.5625,3.1074385333340615e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,28,49,0.5833333333333334,3.196193210897036e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,29,49,0.6041666666666666,3.1348747143056244e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,30,49,0.625,3.6139281291980296e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,31,49,0.6458333333333334,2.9523152988986112e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,32,49,0.6666666666666666,3.0484436138067394e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,33,49,0.6875,2.9621833164128475e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,34,49,0.7083333333333334,4.056811667396687e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,35,49,0.7291666666666666,6.19324273429811e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,36,49,0.75,7.480476051568985e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,37,49,0.7708333333333334,5.075006993138231e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,38,49,0.7916666666666666,9.426049655303359e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,39,49,0.8125,0.00015538073785137385
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,40,49,0.8333333333333334,7.819351594662294e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,41,49,0.8541666666666666,9.861826401902363e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,42,49,0.875,2.495068110874854e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,43,49,0.8958333333333334,1.774601150827948e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,44,49,0.9166666666666666,3.391453674339573e-06
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,45,49,0.9375,2.384076424277737e-06
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,46,49,0.9583333333333334,2.850013743227464e-06
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,47,49,0.9791666666666666,7.889576409070287e-06
yi,aligned,01-ai/Yi-1.5-9B-Chat,just,48,49,1.0,0.003035859204828739
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,0,49,0.0,1.5576157238683663e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,1,49,0.020833333333333332,1.546021485410165e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,2,49,0.041666666666666664,1.5315396012738347e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,3,49,0.0625,1.5036431250337046e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,4,49,0.08333333333333333,1.571824941493105e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,5,49,0.10416666666666667,1.6239560864050873e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,6,49,0.125,1.6786194464657456e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,7,49,0.14583333333333334,1.730702570057474e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,8,49,0.16666666666666666,1.628382051421795e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,9,49,0.1875,1.612265987205319e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,10,49,0.20833333333333334,1.590463398315478e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,11,49,0.22916666666666666,1.743566826917231e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,12,49,0.25,1.7067219232558273e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,13,49,0.2708333333333333,1.878016337286681e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,14,49,0.2916666666666667,1.730027906887699e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,15,49,0.3125,1.5909366993582807e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,16,49,0.3333333333333333,1.84080872713821e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,17,49,0.3541666666666667,1.820812758523971e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,18,49,0.375,1.492063620389672e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,19,49,0.3958333333333333,1.179432001663372e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,20,49,0.4166666666666667,9.28466488403501e-06
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,21,49,0.4375,1.0605375791783445e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,22,49,0.4583333333333333,9.975154171115719e-06
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,23,49,0.4791666666666667,1.4271517102315556e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,24,49,0.5,1.6791052985354327e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,25,49,0.5208333333333334,1.694230013526976e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,26,49,0.5416666666666666,1.880817762867082e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,27,49,0.5625,2.619921724544838e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,28,49,0.5833333333333334,2.692779162316583e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,29,49,0.6041666666666666,2.2585169062949717e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,30,49,0.625,2.1989264496369287e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,31,49,0.6458333333333334,2.0807663531741127e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,32,49,0.6666666666666666,1.5565175999654457e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,33,49,0.6875,1.3841168765793554e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,34,49,0.7083333333333334,1.384817369398661e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,35,49,0.7291666666666666,1.4686915164929815e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,36,49,0.75,2.09815025300486e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,37,49,0.7708333333333334,1.6780601072241552e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,38,49,0.7916666666666666,2.9186285246396437e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,39,49,0.8125,4.093126699444838e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,40,49,0.8333333333333334,4.516663102549501e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,41,49,0.8541666666666666,7.893305883044377e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,42,49,0.875,1.9431608961895108e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,43,49,0.8958333333333334,5.627826340059983e-06
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,44,49,0.9166666666666666,1.519944089523051e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,45,49,0.9375,1.2202298421470914e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,46,49,0.9583333333333334,3.865191956720082e-06
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,47,49,0.9791666666666666,1.8632686987984926e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,smack,48,49,1.0,0.005164170637726784
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,0,49,0.0,1.5421373973367736e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,1,49,0.020833333333333332,1.5696694390499033e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,2,49,0.041666666666666664,1.570948188600596e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,3,49,0.0625,1.532598071207758e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,4,49,0.08333333333333333,1.5509785953327082e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,5,49,0.10416666666666667,1.5405013982672244e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,6,49,0.125,1.5574993085465394e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,7,49,0.14583333333333334,1.603082455403637e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,8,49,0.16666666666666666,1.639201582293026e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,9,49,0.1875,1.661644819250796e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,10,49,0.20833333333333334,1.6905289157875814e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,11,49,0.22916666666666666,1.842782148742117e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,12,49,0.25,1.8668744814931415e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,13,49,0.2708333333333333,2.0523002604022622e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,14,49,0.2916666666666667,1.9098013581242412e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,15,49,0.3125,2.225441494374536e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,16,49,0.3333333333333333,2.455253343214281e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,17,49,0.3541666666666667,2.59121570707066e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,18,49,0.375,2.4351984393433668e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,19,49,0.3958333333333333,3.198210833943449e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,20,49,0.4166666666666667,5.464321293402463e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,21,49,0.4375,5.594935646513477e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,22,49,0.4583333333333333,5.095570668345317e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,23,49,0.4791666666666667,5.374192915041931e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,24,49,0.5,5.4588970670010895e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,25,49,0.5208333333333334,4.7186389565467834e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,26,49,0.5416666666666666,3.997885141870938e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,27,49,0.5625,3.816619937424548e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,28,49,0.5833333333333334,3.4626656997716054e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,29,49,0.6041666666666666,3.243876199121587e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,30,49,0.625,2.764138116617687e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,31,49,0.6458333333333334,2.8600850782822818e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,32,49,0.6666666666666666,2.8791702789021656e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,33,49,0.6875,2.8182659661979415e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,34,49,0.7083333333333334,3.0088838684605435e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,35,49,0.7291666666666666,3.8155460060806945e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,36,49,0.75,0.00010569785081315786
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,37,49,0.7708333333333334,0.0001649469486437738
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,38,49,0.7916666666666666,0.0001896690810099244
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,39,49,0.8125,0.00022607765276916325
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,40,49,0.8333333333333334,0.00017863750690594316
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,41,49,0.8541666666666666,0.000385498657124117
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,42,49,0.875,0.0005070551997050643
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,43,49,0.8958333333333334,0.000510574143845588
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,44,49,0.9166666666666666,0.0009185727685689926
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,45,49,0.9375,0.00018500341684557498
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,46,49,0.9583333333333334,1.552786852698773e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,47,49,0.9791666666666666,2.797097658913117e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,yell,48,49,1.0,0.004557364154607058
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,0,49,0.0,1.5611447452101856e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,1,49,0.020833333333333332,1.5696439731982537e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,2,49,0.041666666666666664,1.5492618331336416e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,3,49,0.0625,1.5718780559836887e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,4,49,0.08333333333333333,1.6490692360093817e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,5,49,0.10416666666666667,1.6908774341573007e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,6,49,0.125,1.725152469589375e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,7,49,0.14583333333333334,1.664251249167137e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,8,49,0.16666666666666666,1.7138037947006524e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,9,49,0.1875,1.723097011563368e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,10,49,0.20833333333333334,1.7669952285359614e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,11,49,0.22916666666666666,2.113534173986409e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,12,49,0.25,2.1407742679002695e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,13,49,0.2708333333333333,2.234014027635567e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,14,49,0.2916666666666667,2.317480721103493e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,15,49,0.3125,2.0004816178698093e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,16,49,0.3333333333333333,1.9278562831459567e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,17,49,0.3541666666666667,2.4194099751184694e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,18,49,0.375,2.2748474293621257e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,19,49,0.3958333333333333,2.1634894437738694e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,20,49,0.4166666666666667,2.1916741388849914e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,21,49,0.4375,3.0553110264008865e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,22,49,0.4583333333333333,2.9104656277922913e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,23,49,0.4791666666666667,3.389460835023783e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,24,49,0.5,4.076564437127672e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,25,49,0.5208333333333334,3.5237582778790966e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,26,49,0.5416666666666666,3.8919486541999504e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,27,49,0.5625,3.7046174838906154e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,28,49,0.5833333333333334,3.39072103088256e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,29,49,0.6041666666666666,3.56792334059719e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,30,49,0.625,3.789213951677084e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,31,49,0.6458333333333334,3.0744224204681814e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,32,49,0.6666666666666666,2.6266396162100136e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,33,49,0.6875,2.5899775209836662e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,34,49,0.7083333333333334,2.801850496325642e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,35,49,0.7291666666666666,3.331230254843831e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,36,49,0.75,6.330024189082906e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,37,49,0.7708333333333334,0.0001297214621445164
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,38,49,0.7916666666666666,0.0002748910046648234
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,39,49,0.8125,0.0005114678642712533
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,40,49,0.8333333333333334,0.0004951644223183393
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,41,49,0.8541666666666666,0.00028759954147972167
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,42,49,0.875,5.869589585927315e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,43,49,0.8958333333333334,6.440706783905625e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,44,49,0.9166666666666666,0.0005193139077164233
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,45,49,0.9375,0.00013748285709880292
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,46,49,0.9583333333333334,7.524589454988018e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,47,49,0.9791666666666666,0.00018526594794820994
yi,aligned,01-ai/Yi-1.5-9B-Chat,slap,48,49,1.0,0.012583287432789803
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,0,49,0.0,1.533642534923274e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,1,49,0.020833333333333332,1.5445124518009834e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,2,49,0.041666666666666664,1.5248238014464732e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,3,49,0.0625,1.5352663467638195e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,4,49,0.08333333333333333,1.5282845197361894e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,5,49,0.10416666666666667,1.4994980119809043e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,6,49,0.125,1.5017686564533506e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,7,49,0.14583333333333334,1.5467117918888107e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,8,49,0.16666666666666666,1.4398516213987023e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,9,49,0.1875,1.5540301319560967e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,10,49,0.20833333333333334,1.7072818081942387e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,11,49,0.22916666666666666,1.816982876334805e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,12,49,0.25,1.6913740182644688e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,13,49,0.2708333333333333,1.6041969502111897e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,14,49,0.2916666666666667,2.1326188289094716e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,15,49,0.3125,2.138097261195071e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,16,49,0.3333333333333333,2.4307993953698315e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,17,49,0.3541666666666667,2.3432556190527976e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,18,49,0.375,2.194386070186738e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,19,49,0.3958333333333333,3.304570054751821e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,20,49,0.4166666666666667,4.042933142045513e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,21,49,0.4375,4.5309174311114475e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,22,49,0.4583333333333333,5.252189657767303e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,23,49,0.4791666666666667,5.16326617798768e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,24,49,0.5,5.995425453875214e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,25,49,0.5208333333333334,4.9668702558847144e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,26,49,0.5416666666666666,3.5040855436818674e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,27,49,0.5625,3.2693136745365337e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,28,49,0.5833333333333334,2.77825711236801e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,29,49,0.6041666666666666,2.4895962269511074e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,30,49,0.625,2.7654881705529988e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,31,49,0.6458333333333334,2.6412746592541225e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,32,49,0.6666666666666666,2.7226184101891704e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,33,49,0.6875,2.883691013266798e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,34,49,0.7083333333333334,3.096826185355894e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,35,49,0.7291666666666666,7.397877925541252e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,36,49,0.75,0.0001569759042467922
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,37,49,0.7708333333333334,0.00045632346882484853
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,38,49,0.7916666666666666,0.001168691786006093
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,39,49,0.8125,0.005498798098415136
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,40,49,0.8333333333333334,0.19286267459392548
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,41,49,0.8541666666666666,0.11877740919589996
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,42,49,0.875,0.18052415549755096
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,43,49,0.8958333333333334,0.14836204051971436
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,44,49,0.9166666666666666,0.0801432654261589
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,45,49,0.9375,0.1405314803123474
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,46,49,0.9583333333333334,0.016376029700040817
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,47,49,0.9791666666666666,0.005946406628936529
yi,aligned,01-ai/Yi-1.5-9B-Chat,cry,48,49,1.0,0.03447318822145462
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,0,49,0.0,1.5414316294481978e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,1,49,0.020833333333333332,1.53100882016588e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,2,49,0.041666666666666664,1.5114808775251731e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,3,49,0.0625,1.4482916412816849e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,4,49,0.08333333333333333,1.4297441339294892e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,5,49,0.10416666666666667,1.4110574738879222e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,6,49,0.125,1.4480322533927392e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,7,49,0.14583333333333334,1.4336210369947366e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,8,49,0.16666666666666666,1.4783214282942936e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,9,49,0.1875,1.4184191968524829e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,10,49,0.20833333333333334,1.3741228940489236e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,11,49,0.22916666666666666,1.655922460486181e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,12,49,0.25,1.7501306501799263e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,13,49,0.2708333333333333,1.8959832232212648e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,14,49,0.2916666666666667,2.188796133850701e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,15,49,0.3125,1.7742766431183554e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,16,49,0.3333333333333333,2.554929960751906e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,17,49,0.3541666666666667,2.8773321901098825e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,18,49,0.375,2.3072887415764853e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,19,49,0.3958333333333333,2.7449408662505448e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,20,49,0.4166666666666667,4.805792559636757e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,21,49,0.4375,4.741409793496132e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,22,49,0.4583333333333333,5.0658014515647665e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,23,49,0.4791666666666667,4.386288492241874e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,24,49,0.5,5.833708928548731e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,25,49,0.5208333333333334,4.591361357597634e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,26,49,0.5416666666666666,3.583680882002227e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,27,49,0.5625,3.355024091433734e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,28,49,0.5833333333333334,3.4915276046376675e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,29,49,0.6041666666666666,3.11808216792997e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,30,49,0.625,2.552044861658942e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,31,49,0.6458333333333334,2.1269923308864236e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,32,49,0.6666666666666666,2.4838185709086247e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,33,49,0.6875,2.498674984963145e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,34,49,0.7083333333333334,2.2968755729380064e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,35,49,0.7291666666666666,2.9354969228734262e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,36,49,0.75,8.71146548888646e-05
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,37,49,0.7708333333333334,0.0001902239309856668
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,38,49,0.7916666666666666,0.0003474947880022228
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,39,49,0.8125,0.00032257873681373894
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,40,49,0.8333333333333334,0.0006741708493791521
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,41,49,0.8541666666666666,0.001056112814694643
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,42,49,0.875,0.0020211711525917053
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,43,49,0.8958333333333334,0.01049834955483675
yi,aligned,01-ai/Yi-1.5-9B-Chat,scream,44,49,0.9166666666666666,0.020263390615582466
