word,spacy_pos,spacy_tag,wordnet_pos,wordnet_lexname,wordnet_hypernyms,mean_bits,n_prompts,n_repressed,n_promoted
sent,VERB,VBN,n,noun.quantity,estonian_monetary_unit > monetary_unit > unit_of_measurement,-0.55675,2,0,1
separate,VERB,VB,n,noun.communication,article > piece > creation,-0.8600000000000001,2,0,1
seriously,ADV,RB,r,adv.all,,0.9316,2,1,1
serve,VERB,VB,n,noun.act,tennis_stroke > stroke > maneuver,-0.1350499999999999,2,1,1
set,VERB,VB,n,noun.group,collection > group > abstraction,-2.3658923076923077,13,3,8
settled,VERB,VBN,v,verb.motion,put > move,6.1290000000000004,3,1,2
several,ADJ,JJ,s,adj.all,,-7.4786,1,0,1
severe,VERB,VB,s,adj.all,,-0.7187,1,0,1
sewing,VERB,VBG,n,noun.act,handicraft > trade > occupation,20.0791,1,1,0
sex,NOUN,NN,n,noun.act,bodily_process > organic_process > process,11.6651,1,1,0
sh,VERB,VB,,,,-1.5615166666666667,6,2,4
shades,VERB,VB,n,noun.artifact,spectacles > optical_instrument > instrument,-20.1087,1,0,1
shaft,VERB,VB,n,noun.communication,line > mark > indication,4.2637,2,2,0
shake,VERB,VB,n,noun.substance,building_material > artifact > whole,-1.0374,3,0,2
shaking,VERB,VBG,n,noun.act,agitation > motion > change,0.8365,1,1,0
shapes,NOUN,NNS,n,noun.attribute,spatial_property > property > attribute,-9.9887,1,0,1
share,VERB,VB,n,noun.possession,assets > possession > relation,-7.001599999999999,5,0,5
shared,VERB,VBN,v,verb.stative,overlap > coincide > coexist,-1.3234,2,0,2
sharp,VERB,VB,n,noun.communication,musical_notation > notation > writing,0.3382,2,1,1
sharpened,VERB,VBN,v,verb.contact,change,-1.3407,1,0,1
sharply,ADV,RB,r,adv.all,,-0.0688,1,0,0
shave,VERB,VB,n,noun.act,depilation > cleaning > improvement,1.8609,1,1,0
shawl,VERB,VB,n,noun.artifact,cloak > overgarment > garment,-1.2609,1,0,1
she,PRON,PRP,,,,2.896925,12,9,2
sheathed,VERB,VBN,v,verb.contact,cover,0.4759,1,1,0
sheepishly,ADV,RB,r,adv.all,,-0.9784,1,0,1
shi,PROPN,NNP,,,,20.7938,1,1,0
shift,VERB,VB,n,noun.event,translation > change_of_location > movement,-2.9109,2,0,2
ship,VERB,VB,n,noun.artifact,vessel > craft > vehicle,20.8433,1,1,0
shipbuilding,VERB,VBG,n,noun.act,construction > creating_from_raw_materials > creation,20.5394,1,1,0
ships,NOUN,NNS,n,noun.artifact,vessel > craft > vehicle,4.9033,1,1,0
shipwre,VERB,VB,,,,1.6857,1,1,0
shirt,VERB,VB,n,noun.artifact,garment > clothing > consumer_goods,-4.836725,4,1,1
shirts,NOUN,NNS,n,noun.artifact,garment > clothing > consumer_goods,-20.0878,1,0,1
shit,VERB,VB,n,noun.substance,fecal_matter > body_waste > waste,7.2394,1,1,0
shiver,VERB,VB,n,noun.act,reflex > reaction > bodily_process,-1.3701999999999999,2,0,1
shivered,VERB,VBN,v,verb.motion,tremble > shake > move,2.3844,1,1,0
shivering,VERB,VBG,n,noun.state,symptom > evidence > information,0.2536,1,0,0
shock,VERB,VB,n,noun.feeling,stupefaction > astonishment > feeling,6.31525,2,2,0
shoe,VERB,VB,n,noun.artifact,footwear > covering > artifact,-5.98635,2,0,2
shoes,NOUN,NNS,n,noun.state,situation > condition > state,-5.32615,4,0,2
shook,VERB,VB,n,noun.artifact,barrel > vessel > container,0.14826666666666669,6,3,1
shoot,VERB,VB,n,noun.plant,sprout > plant_organ > plant_part,6.506116666666666,6,5,0
shooting,VERB,VBG,n,noun.act,propulsion > act > event,-1.2837,1,0,1
shorts,NOUN,NNS,n,noun.artifact,trouser > garment > clothing,0.2459000000000001,3,2,1
shot,VERB,VB,n,noun.act,propulsion > act > event,-9.456650000000002,2,1,1
shoulder,VERB,VB,n,noun.body,body_part > part > thing,-6.9403999999999995,3,1,2
shoulders,NOUN,NNS,n,noun.body,body_part > part > thing,0.1659,1,0,0
shout,VERB,VB,n,noun.communication,utterance > auditory_communication > communication,-1.0464,3,0,3
shouted,VERB,VBN,v,verb.communication,talk > communicate > interact,-7.584775,4,0,2
shove,VERB,VB,n,noun.act,push > propulsion > act,-5.68975,2,0,2
shoved,VERB,VBN,v,verb.motion,push > move,1.0415999999999999,2,1,0
show,VERB,VB,n,noun.act,entertainment > diversion > activity,-1.11622,10,1,6
showed,VERB,VB,v,verb.perception,show,-1.0705500000000001,2,0,1
shower,VERB,VB,n,noun.artifact,plumbing_fixture > fixture > artifact,20.4133,1,1,0
showery,VERB,VB,s,adj.all,,0.585,1,1,0
showing,VERB,VBG,n,noun.communication,display > communication > abstraction,-3.1426499999999997,2,0,2
shown,VERB,VBN,v,verb.perception,show,-0.1433,1,0,0
shrine,VERB,VB,n,noun.artifact,place_of_worship > building > structure,-20.5939,1,0,1
shucks,VERB,VB,n,noun.attribute,worthlessness > quality > attribute,6.0314,1,1,0
shudder,VERB,VB,n,noun.feeling,fear > emotion > feeling,3.1168,1,1,0
shut,VERB,VB,v,verb.contact,,-3.434225,4,2,2
si,VERB,VB,n,noun.substance,semiconductor > conductor > material,-0.0028499999999999914,2,1,1
sick,VERB,VB,n,noun.group,people > group > abstraction,-0.1903,1,0,0
side,VERB,VB,n,noun.location,region > location > object,0.55545,2,2,0
sifted,VERB,VBN,v,verb.motion,travel,-20.1276,1,0,1
sighed,VERB,VBN,v,verb.body,breathe,-2.5241833333333332,6,2,4
sight,NOUN,NN,n,noun.cognition,visual_percept > percept > representation,0.1337,1,0,0
sighted,VERB,VB,v,verb.perception,perceive,0.5592,1,1,0
silence,VERB,VB,n,noun.state,condition > state > attribute,-20.1323,1,0,1
silent,ADJ,JJ,s,adj.all,,-19.2587,1,0,1
silently,VERB,VB,r,adv.all,,-1.0907,1,0,1
silk,VERB,VB,n,noun.artifact,fabric > artifact > whole,-10.7546,1,0,1
simmer,VERB,VB,n,noun.attribute,temperature > fundamental_quantity > measure,-0.1552,1,0,0
simply,ADV,RB,r,adv.all,,1.127075,4,1,2
sing,VERB,VB,v,verb.creation,sing > talk > communicate,-2.0896,1,0,1
singing,VERB,VBG,n,noun.act,musical_performance > performing_arts > humanistic_discipline,-19.9726,1,0,1
sink,VERB,VB,n,noun.artifact,plumbing_fixture > fixture > artifact,3.4358,1,1,0
sinking,VERB,VBG,n,noun.event,descent > change_of_location > movement,2.2276,1,1,0
sipped,VERB,VBN,v,verb.consumption,drink > consume,-2.47226,5,2,2
sir,NOUN,NN,n,noun.person,man > adult > person,7.0774,1,1,0
sit,VERB,VB,v,verb.contact,,-5.1052,5,0,4
site,VERB,VB,n,noun.location,tract > geographical_area > region,-0.5078,1,0,1
situated,VERB,VBN,v,verb.stative,determine,1.2863,1,1,0
skillfully,ADV,RB,r,adv.all,,-3.5794,1,0,1
skin,NOUN,NN,n,noun.body,body_covering > covering > natural_object,-7.1854000000000005,3,1,2
skirt,VERB,VB,n,noun.artifact,cloth_covering > covering > artifact,5.3698,1,1,0
skull,VERB,VB,n,noun.body,bone > connective_tissue > animal_tissue,19.9935,1,1,0
sl,VERB,VB,n,noun.group,,-0.7538400000000001,5,1,4
slacks,NOUN,NNS,n,noun.artifact,trouser > garment > clothing,-3.6141,1,0,1
slam,VERB,VB,n,noun.event,victory > ending > happening,-1.4607,1,0,1
slammed,VERB,VBN,v,verb.contact,close,0.10303333333333335,3,1,1
slap,VERB,VB,n,noun.event,blow > impact > contact,0.8682,2,1,0
slapped,VERB,VBN,v,verb.contact,strike > touch,-0.0618,1,0,0
slash,VERB,VB,n,noun.state,wound > injury > ill_health,-2.58845,2,0,2
slashed,VERB,VBN,v,verb.contact,cut > separate > move,1.8404,1,1,0
sleep,VERB,VB,n,noun.state,physical_condition > condition > state,-6.9076666666666675,3,1,2
slept,VERB,VB,v,verb.body,rest > recumb > lie,3.3217,2,2,0
sliced,VERB,VBN,v,verb.contact,cut > separate > move,0.2022,1,0,0
slick,VERB,VB,n,noun.attribute,smoothness > texture > tactile_property,-19.316,1,0,1
slid,VERB,VB,v,verb.motion,glide > travel,-0.2072,4,0,1
slide,VERB,VB,n,noun.artifact,plate_glass > sheet > artifact,-1.03745,2,0,1
slip,VERB,VB,n,noun.act,blunder > mistake > nonaccomplishment,-2.1327,1,0,1
slipped,VERB,VBN,v,verb.motion,move,6.629433333333334,3,1,1
slipper,VERB,VB,n,noun.artifact,footwear > covering > artifact,-19.9916,1,0,1
slippers,NOUN,NNS,n,noun.artifact,footwear > covering > artifact,-0.32375,2,0,1
slit,VERB,VB,n,noun.artifact,opening > artifact > whole,6.1051,1,1,0
slither,VERB,VB,v,verb.motion,travel,0.5947,1,1,0
slowly,ADV,RB,r,adv.all,,-5.100383333333332,12,1,8
slump,VERB,VB,n,noun.process,deterioration > decline > decrease,0.5656,1,1,0
slumped,VERB,VBN,v,verb.motion,sag > sink > change_posture,-4.258733333333333,3,0,2
sm,VERB,VB,n,noun.substance,metallic_element > chemical_element > substance,-0.7245,4,0,2
smack,VERB,VB,n,noun.event,blow > impact > contact,2.0231500000000002,2,2,0
small,ADJ,JJ,n,noun.body,body_part > part > thing,-5.7704,4,1,3
smash,VERB,VB,n,noun.event,blow > impact > contact,1.3673,1,1,0
smashed,VERB,VBN,v,verb.contact,hit > touch,1.0088333333333332,3,3,0
smell,VERB,VB,n,noun.cognition,sensation > perception > basic_cognitive_process,-0.07224999999999993,2,1,1
smelled,VERB,VBN,v,verb.perception,perceive,-11.14465,4,0,4
smiled,VERB,VBN,v,verb.body,grimace > communicate > interact,0.9043285714285715,7,4,1
smite,VERB,VB,v,verb.contact,hit > touch,-21.3866,1,0,1
smoked,VERB,VBN,v,verb.consumption,consume,3.70005,2,2,0
smother,VERB,VB,n,noun.state,disorderliness > condition > state,-6.6702,1,0,1
smotherackage,VERB,VB,,,,-7.0564,1,0,1
smpect,VERB,VB,,,,-13.5512,1,0,1
sn,VERB,VB,n,noun.substance,metallic_element > chemical_element > substance,0.6953333333333335,3,2,1
snakes,NOUN,NNS,n,noun.animal,diapsid > reptile > vertebrate,0.4621,1,1,0
snapped,VERB,VBN,v,verb.communication,talk > communicate > interact,1.3871,1,1,0
snar,NOUN,NN,,,,-20.3295,1,0,1
sniff,VERB,VB,n,noun.act,smell > sensing > sensory_activity,9.6523,1,1,0
sniffed,VERB,VBN,v,verb.perception,smell > perceive,-0.14605,2,1,1
snored,VERB,VBN,v,verb.body,breathe,-20.3046,1,0,1
snorted,VERB,VB,v,verb.communication,utter,0.21700000000000003,2,1,1
snow,VERB,VB,n,noun.phenomenon,precipitation > weather > atmospheric_phenomenon,11.6126,1,1,0
snowing,VERB,VBG,v,verb.weather,precipitate,-19.9705,1,0,1
snuggled,VERB,VB,v,verb.contact,cling_to > hold,0.8741,1,1,0
so,ADV,RB,n,noun.communication,solfa_syllable > syllable > language_unit,-5.708083333333334,6,2,3
soak,VERB,VB,n,noun.process,natural_process > process > physical_entity,1.0855,1,1,0
sobbed,VERB,VBN,v,verb.body,cry > express_emotion,3.5919,2,2,0
sobbing,VERB,VBG,n,noun.act,crying > bodily_process > organic_process,9.7741,1,1,0
soccer,VERB,VB,n,noun.act,football > contact_sport > sport,-10.2527,1,0,1
social,VERB,VB,n,noun.group,party > social_gathering > gathering,-8.7108,1,0,1
socialism,NOUN,NN,n,noun.cognition,political_orientation > orientation > attitude,-2.4192,1,0,1
socialist,VERB,VB,n,noun.person,politician > leader > person,-20.5068,1,0,1
sock,VERB,VB,n,noun.artifact,hosiery > footwear > clothing,-1.9292,1,0,1
socks,NOUN,NNS,n,noun.artifact,hosiery > footwear > clothing,-1.11,3,0,2
sodomize,VERB,VB,v,verb.social,copulate > join > connect,-9.4793,1,0,1
soffrit,VERB,VB,,,,-20.0494,1,0,1
soft,ADJ,JJ,a,adj.all,,-10.4269,2,0,2
soften,VERB,VB,v,verb.perception,change_intensity > change,0.8896,1,1,0
softening,VERB,VBG,n,noun.process,natural_process > process > physical_entity,-0.1652,1,0,0
softly,ADV,RB,r,adv.all,,-0.40616666666666673,3,1,2
soiled,VERB,VBN,v,verb.contact,change,-3.8115,1,0,1
solemnly,ADV,RB,r,adv.all,,3.2848,1,1,0
some,PRON,DT,a,adj.all,,-2.405988888888889,9,5,3
somebody,PRON,NN,n,noun.Tops,causal_agent > physical_entity > entity,2.2482,1,1,0
someone,PRON,NN,n,noun.Tops,causal_agent > physical_entity > entity,-0.5621999999999999,2,0,1
something,PRON,NN,,,,1.2011454545454545,11,8,1
somewhat,ADV,RB,r,adv.all,,-20.1606,1,0,1
son,VERB,VB,n,noun.person,male_offspring > child > offspring,-2.3631,1,0,1
soon,ADV,RB,r,adv.all,,2.1433,1,1,0
soothingly,ADV,RB,r,adv.all,,0.0152,1,0,0
sorry,VERB,VB,a,adj.all,,-4.1243,5,2,3
sp,VERB,VB,,,,-0.9187750000000001,4,2,1
space,VERB,VB,n,noun.Tops,attribute > abstraction > entity,-0.3291,1,0,1
span,VERB,VB,n,noun.time,duration > time_period > fundamental_quantity,-13.5957,1,0,1
spank,VERB,VB,n,noun.act,smack > blow > stroke,0.8665,2,2,0
spare,VERB,VB,n,noun.artifact,component > part > object,-0.1861,1,0,0
spark,VERB,VB,n,noun.event,flash > happening > event,-1.4081,1,0,1
sparked,VERB,VB,v,verb.creation,initiate > cause > make,-1.3458,1,0,1
spasm,VERB,VB,n,noun.state,symptom > evidence > information,0.3809,2,1,0
spat,VERB,VB,n,noun.communication,quarrel > dispute > disagreement,-2.480233333333333,3,0,3
speak,VERB,VB,v,verb.communication,communicate > interact > act,-4.193127777777778,18,2,14
spectacles,VERB,VB,n,noun.artifact,optical_instrument > instrument > device,2.7138999999999998,2,2,0
spend,VERB,VB,v,verb.stative,,0.46825000000000006,2,1,0
sperm,VERB,VB,n,noun.body,gamete > reproductive_cell > cell,-2.7152,1,0,1
spew,VERB,VB,v,verb.body,expectorate > exhaust,-20.9164,1,0,1
spiders,NOUN,NNS,n,noun.animal,arachnid > arthropod > invertebrate,10.0419,1,1,0
spike,VERB,VB,n,noun.event,electrical_discharge > discharge > happening,-2.2909,1,0,1
spilled,VERB,VBN,v,verb.contact,move,-12.9811,2,0,2
spit,VERB,VB,n,noun.object,cape > land > object,0.6267,2,1,0
spitting,VERB,VBG,n,noun.act,expulsion > propulsion > act,0.8439,1,1,0
splashed,VERB,VB,v,verb.contact,scatter > discharge > spread,-19.8734,1,0,1
splashing,VERB,VBG,n,noun.act,painting > application > manual_labor,0.9605,1,1,0
splatter,VERB,VB,n,noun.event,noise > sound > happening,-19.9283,1,0,1
spluttering,VERB,VBG,v,verb.communication,utter,-0.7892,1,0,1
spoke,VERB,VB,n,noun.artifact,support > device > instrumentality,-0.6470750000000001,4,1,1
spoon,VERB,VB,n,noun.artifact,cutlery > tableware > ware,-20.2902,1,0,1
spooned,VERB,VBN,v,verb.contact,remove,2.0172,2,1,1
sports,NOUN,NNS,n,noun.act,diversion > activity > act,1.2858,1,1,0
spot,VERB,VB,n,noun.location,point > location > object,20.2981,1,1,0
sprawled,VERB,VBN,v,verb.contact,sit,8.9925,1,1,0
spray,VERB,VB,n,noun.substance,pesticide > chemical > material,0.2171,1,0,0
spread,VERB,VB,n,noun.event,change_of_location > movement > happening,0.5692499999999999,4,2,2
sprink,VERB,VB,,,,-0.9926,1,0,1
sprinkled,VERB,VBN,v,verb.contact,discharge > spread,-10.411299999999999,2,0,2
spun,VERB,VB,v,verb.motion,revolve > turn > move,-2.12025,2,0,2
sputtering,VERB,VB,n,noun.event,noise > sound > happening,-0.5909,1,0,1
squ,VERB,VB,,,,-5.8761,1,0,1
squat,NOUN,NNS,n,noun.act,leg_exercise > exercise > effort,-20.611449999999998,2,0,2
sque,VERB,VB,,,,-0.3789,1,0,1
squeez,VERB,VB,,,,-1.5599,1,0,1
squeeze,VERB,VB,n,noun.act,compression > press > push,-11.6087,2,0,2
squeezed,VERB,VBN,v,verb.contact,press > touch,0.19169999999999998,2,1,0
squinted,VERB,VBN,v,verb.body,grimace > communicate > interact,-1.3301,1,0,1
squirm,VERB,VB,n,noun.act,motion > change > action,0.1672,1,0,0
squirming,VERB,VBG,v,verb.motion,move,3.1925,1,1,0
st,PROPN,NNP,,,,-4.64665,4,0,4
stab,VERB,VB,n,noun.feeling,feeling > state > attribute,1.6860199999999999,5,5,0
stabbed,VERB,VBN,v,verb.contact,injure > hurt > indispose,4.8542,1,1,0
stabbing,VERB,VBG,v,verb.contact,injure > hurt > indispose,0.3673,1,1,0
stage,VERB,VB,n,noun.time,time_period > fundamental_quantity > measure,-3.6671,2,0,2
stagger,VERB,VB,n,noun.act,gait > walk > locomotion,5.8818,1,1,0
stand,VERB,VB,n,noun.artifact,support > device > instrumentality,0.8099999999999999,7,4,1
stare,VERB,VB,n,noun.act,look > sensing > sensory_activity,-3.57035,2,0,2
stared,VERB,VB,v,verb.perception,look,-0.53106,10,3,6
staring,VERB,VBG,v,verb.perception,look,-1.6247,1,0,1
stars,NOUN,NNS,n,noun.object,celestial_body > natural_object > whole,0.1463,1,0,0
start,VERB,VB,n,noun.event,beginning > happening > event,-1.042244,25,4,17
started,VERB,VBN,v,verb.change,,-0.2651545454545454,11,4,2
state,VERB,VB,n,noun.location,administrative_district > district > region,2.5447,1,1,0
stated,VERB,VBN,v,verb.communication,express,-20.0341,1,0,1
station,VERB,VB,n,noun.artifact,facility > artifact > whole,0.4018,1,1,0
stay,VERB,VB,n,noun.act,act > event > psychological_feature,-1.4775727272727273,11,4,7
steadied,VERB,VBN,v,verb.change,stabilize > change,-0.1136,1,0,0
steam,VERB,VB,n,noun.substance,vapor > suspension > mixture,0.0653,1,0,0
step,VERB,VB,n,noun.act,maneuver > move > decision,-8.657166666666667,3,0,3
stepped,VERB,VBN,v,verb.motion,travel,-1.20442,5,0,5
stern,VERB,VB,n,noun.artifact,rear > side > surface,-2.4671,1,0,1
sternly,ADV,RB,r,adv.all,,-4.6446499999999995,2,1,1
stick,VERB,VB,n,noun.artifact,implement > instrumentality > artifact,0.6644,1,1,0
stiff,VERB,VB,n,noun.person,man > adult > person,1.0135,2,1,0
stiffening,VERB,VBG,n,noun.act,procedure > activity > act,0.6065,2,1,0
stiffy,VERB,VB,,,,-15.0826,1,0,1
still,ADV,RB,n,noun.artifact,photograph > representation > creation,-1.2215,14,5,9
stilled,VERB,VBN,v,verb.emotion,comfort,-3.8465,1,0,1
stillness,VERB,VB,n,noun.attribute,silence > sound_property > property,-1.2115,1,0,1
sting,VERB,VBG,n,noun.state,pain > symptom > evidence,-0.10785,2,0,0
stinging,VERB,VBG,n,noun.state,pain > symptom > evidence,1.8798,1,1,0
stir,VERB,VB,n,noun.state,disturbance > disorder > state,-0.1331,1,0,0
stirred,VERB,VBN,v,verb.motion,move,-0.4294,1,0,1
stirring,VERB,VBG,n,noun.act,agitation > motion > change,2.3837,1,1,0
stockings,NOUN,NNS,n,noun.artifact,hosiery > footwear > clothing,1.1454,1,1,0
stomp,VERB,VB,n,noun.act,social_dancing > dancing > diversion,-1.08305,2,0,2
stone,VERB,VB,n,noun.object,natural_object > whole > object,0.2778,1,0,0
stoned,VERB,VBN,v,verb.contact,kill,-1.005,1,0,1
stones,NOUN,NNS,n,noun.object,natural_object > whole > object,-21.4768,1,0,1
stoning,VERB,VBG,n,noun.act,corporal_punishment > punishment > social_control,-1.9058,1,0,1
stood,VERB,VBD,v,verb.contact,rest > be,-0.07491999999999996,5,2,2
stop,VERB,VB,n,noun.event,ending > happening > event,-0.7788549999999999,20,12,7
stopped,VERB,VBN,v,verb.motion,,0.8340000000000001,2,1,0
storm,VERB,VB,n,noun.phenomenon,atmospheric_phenomenon > physical_phenomenon > natural_phenomenon,-0.3724,1,0,1
stormy,VERB,VB,a,adj.all,,-0.8844,1,0,1
str,VERB,VB,,,,-12.3786,2,0,2
straddle,VERB,VB,n,noun.cognition,position > orientation > attitude,3.3225,1,1,0
straddled,VERB,VBN,v,verb.stative,be,0.2497,1,0,0
straining,VERB,VBG,n,noun.act,effort > labor > work,1.8746,1,1,0
strang,VERB,VB,,,,-2.11645,2,0,2
strangely,ADV,RB,r,adv.all,,-4.0042,1,0,1
strangle,VERB,VB,v,verb.contact,kill,-1.92962,5,1,4
strangled,VERB,VB,v,verb.contact,kill,-1.0114,1,0,1
strategize,VERB,VB,,,,-9.3332,1,0,1
stream,VERB,VB,n,noun.object,body_of_water > thing > physical_entity,-20.6041,1,0,1
strengthen,VERB,VB,v,verb.change,change,0.8015,1,1,0
stress,VERB,VB,n,noun.communication,prosody > manner_of_speaking > expressive_style,-9.547400000000001,3,1,2
stretched,VERB,VBN,v,verb.stative,be,0.14715,2,1,1
strike,VERB,VB,n,noun.act,job_action > direct_action > protest,0.40781666666666666,6,3,1
strip,VERB,VB,n,noun.object,part > thing > physical_entity,0.23463333333333336,3,1,0
strive,VERB,VB,v,verb.social,try > act,-0.6233,1,0,1
stroke,VERB,VB,n,noun.act,maneuver > motion > change,0.08574999999999999,2,0,0
stroked,VERB,VB,v,verb.contact,touch,0.1090666666666668,3,2,1
strong,ADJ,JJ,a,adj.all,,-0.3834,1,0,1
strongly,ADV,RB,r,adv.all,,-11.1302,3,0,3
struck,VERB,VBN,v,verb.contact,touch,-2.3085,1,0,1
struggle,VERB,VB,n,noun.act,attempt > activity > act,-0.3442,1,0,1
struggling,VERB,VBG,v,verb.social,try > act,-0.0002,1,0,0
strum,VERB,VB,n,noun.event,sound > happening > event,-3.6099,1,0,1
stuck,VERB,VB,v,verb.contact,fasten > attach > connect,1.36195,2,2,0
studied,VERB,VBN,v,verb.cognition,,-0.447775,4,2,2
study,VERB,VB,n,noun.act,examination > investigation > work,2.682,1,1,0
stuffed,VERB,VBN,v,verb.contact,cram > put > move,4.8887,2,2,0
stumble,VERB,VB,n,noun.act,gait > walk > locomotion,-0.2523,1,0,0
stumbled,VERB,VBN,v,verb.motion,walk > travel,-3.9784,1,0,1
subatomic,VERB,VB,a,adj.pert,,-20.0036,1,0,1
subject,VERB,VB,n,noun.communication,message > communication > abstraction,-2.6076,2,0,2
sublet,VERB,VB,n,noun.possession,lease > property > possession,-1.9323,1,0,1
submit,VERB,VB,v,verb.communication,refer > send > move,-8.337733333333334,3,0,3
succ,VERB,VB,,,,-1.6921,1,0,1
succumbed,VERB,VBN,v,verb.communication,accept > react > act,-0.1108,1,0,0
such,ADJ,JJ,s,adj.all,,-5.60415,2,0,2
suck,VERB,VB,n,noun.act,consumption > bodily_process > organic_process,2.7605,3,3,0
sucked,VERB,VBN,v,verb.consumption,drink > consume,6.839966666666666,3,1,0
sucking,VERB,VBG,n,noun.act,consumption > bodily_process > organic_process,0.1931,1,0,0
suckle,VERB,VB,v,verb.consumption,feed > consume,-6.17275,2,0,2
suddenly,ADV,RB,r,adv.all,,-12.292033333333334,3,0,3
sue,VERB,VB,n,noun.person,,2.605975,16,14,1
suffer,VERB,VB,v,verb.perception,experience > undergo > change,-2.6337,1,0,1
suggest,VERB,VB,v,verb.communication,declare > state > express,-12.423425,4,1,3
suggesting,VERB,VBG,v,verb.communication,declare > state > express,-21.7232,1,0,1
suicide,VERB,VB,n,noun.act,killing > termination > change_of_state,4.5335,1,1,0
suicides,NOUN,NNS,n,noun.act,killing > termination > change_of_state,20.4426,1,1,0
suit,VERB,VB,n,noun.artifact,garment > clothing > consumer_goods,-0.9301,2,0,1
suitcase,VERB,VB,n,noun.artifact,baggage > case > container,-0.0433,1,0,0
summar,VERB,VB,,,,-1.7252,1,0,1
summarize,VERB,VB,v,verb.communication,repeat > tell > inform,0.4835,1,1,0
sun,VERB,VB,n,noun.object,,13.2898,1,1,0
sung,VERB,VB,n,noun.group,dynasty > family > lineage,1.6208,1,1,0
sunglasses,NOUN,NNS,n,noun.artifact,spectacles > optical_instrument > instrument,0.8629,2,2,0
sunny,ADJ,JJ,s,adj.all,,0.0659,1,0,0
sunshine,VERB,VB,n,noun.phenomenon,light > actinic_radiation > electromagnetic_radiation,-0.3674,1,0,1
support,VERB,VB,n,noun.act,activity > act > event,-2.71288,5,1,4
supposed,VERB,VBN,v,verb.communication,speculate > reason > think,-0.4956,1,0,1
suppress,VERB,VB,v,verb.change,control > restrain > inhibit,-20.3941,1,0,1
sure,ADJ,JJ,a,adj.all,,1.2528666666666668,3,2,1
surf,VERB,VB,n,noun.event,wave > movement > happening,0.5324,1,1,0
surge,VERB,VB,n,noun.event,flow > change_of_location > movement,-0.23854999999999998,2,0,1
surprise,VERB,VB,n,noun.feeling,astonishment > feeling > state,-2.0786,1,0,1
surprisingly,ADV,RB,r,adv.all,,-2.7746,1,0,1
surround,VERB,VB,n,noun.location,geographical_area > region > location,0.1945,1,0,0
surveyed,VERB,VBN,v,verb.cognition,analyze,-5.0093,2,0,1
survival,VERB,VB,n,noun.state,animation > being > state,-3.368,1,0,1
survive,VERB,VB,v,verb.stative,,-3.1907,1,0,1
suspend,VERB,VB,v,verb.contact,hang > fasten > attach,-0.32289999999999996,2,1,1
sw,VERB,VB,n,noun.relation,compass_point > direction > position,-1.03645,2,0,2
swal,NOUN,NN,,,,1.462,1,1,0
swallowed,VERB,VB,v,verb.consumption,consume,0.22402500000000003,4,2,2
swapped,VERB,VBN,v,verb.possession,exchange > transfer,0.4028,1,1,0
swe,VERB,VB,,,,-0.3522,1,0,1
swear,VERB,VB,v,verb.communication,express,-0.8528,1,0,1
sweat,VERB,VB,n,noun.body,secretion > liquid_body_substance > body_substance,3.999,4,3,0
sweated,VERB,VBN,v,verb.body,excrete > exhaust,11.14,1,1,0
sweater,VERB,VB,n,noun.artifact,garment > clothing > consumer_goods,0.40835000000000005,2,1,0
sweatpants,NOUN,NNS,n,noun.artifact,trouser > garment > clothing,-1.9227500000000002,2,0,2
sweatshir,VERB,VB,,,,-0.4654,1,0,1
sweatshirt,VERB,VB,n,noun.artifact,pullover > sweater > garment,4.95655,2,2,0
sweet,ADJ,JJ,n,noun.person,,-11.1441,1,0,1
swept,VERB,VB,v,verb.motion,move,-0.0896,1,0,0
swigged,VERB,VBN,v,verb.contact,hit > touch,-10.5549,1,0,1
swim,VERB,VB,n,noun.act,water_sport > sport > diversion,-9.7554,1,0,1
swimming,VERB,VBG,n,noun.act,water_sport > sport > diversion,0.4447,1,1,0
swimsuit,VERB,VB,n,noun.artifact,garment > clothing > consumer_goods,-0.0634,1,0,0
swirled,VERB,VBN,v,verb.motion,revolve > turn > move,-7.259666666666665,3,0,3
swished,VERB,VBN,v,verb.perception,sound > cause_to_be_perceived,20.2917,1,1,0
switch,VERB,VB,n,noun.artifact,control > mechanism > device,-7.721933333333333,3,0,3
swollen,VERB,VB,v,verb.change,increase > change_magnitude > change,-3.5066666666666664,3,1,2
sword,VERB,VB,n,noun.artifact,weapon > instrument > device,-1.8053,1,0,1
swore,VERB,VB,v,verb.communication,express,-0.2662,1,0,0
swung,VERB,VB,v,verb.motion,move,-0.06409999999999998,3,1,2
sympathetically,ADV,RB,r,adv.all,,0.2783,1,0,0
table,VERB,VB,n,noun.group,array > arrangement > group,-3.8986,1,0,1
tackle,VERB,VB,n,noun.person,lineman > football_player > player,-1.3129,1,0,1
take,VERB,VB,n,noun.possession,income > financial_gain > gain,-0.4262942857142857,35,16,11
takeIt,PROPN,NNP,,,,-21.6058,1,0,1
takeSolution,NOUN,NN,,,,20.6994,1,1,0
takeThis,VERB,VB,,,,-20.5126,1,0,1
taking,VERB,VBG,n,noun.act,action > act > event,0.6578,1,1,0
talk,VERB,VB,n,noun.communication,conversation > speech > auditory_communication,-2.607270833333333,24,3,16
talked,VERB,VBN,v,verb.communication,communicate > interact > act,0.9533999999999999,2,1,0
tap,VERB,VB,n,noun.event,sound > happening > event,1.2618,1,1,0
