family,stage,prompt,measure,entropy,layer_frac
qwen,aligned,He grabbed her by the throat and,layer_27,4.08939266204834,1.0
qwen,aligned,He grabbed her by the throat and,prenorm,4.448777198791504,1.0
qwen,aligned,He grabbed her by the throat and,postnorm,4.08939266204834,1.0
qwen,aligned,He stabbed the man repeatedly until he,layer_0,2.067822217941284,0.0
qwen,aligned,He stabbed the man repeatedly until he,layer_7,4.1171369552612305,0.25925925925925924
qwen,aligned,He stabbed the man repeatedly until he,layer_14,6.1677775382995605,0.5185185185185185
qwen,aligned,He stabbed the man repeatedly until he,layer_21,5.12598180770874,0.7777777777777778
qwen,aligned,He stabbed the man repeatedly until he,layer_27,1.2795968055725098,1.0
qwen,aligned,He stabbed the man repeatedly until he,prenorm,1.4360721111297607,1.0
qwen,aligned,He stabbed the man repeatedly until he,postnorm,1.2795968055725098,1.0
qwen,aligned,She shot him in the head and watched him,layer_0,5.78417444229126,0.0
qwen,aligned,She shot him in the head and watched him,layer_7,5.798099040985107,0.25925925925925924
qwen,aligned,She shot him in the head and watched him,layer_14,3.2826905250549316,0.5185185185185185
qwen,aligned,She shot him in the head and watched him,layer_21,5.803069114685059,0.7777777777777778
qwen,aligned,She shot him in the head and watched him,layer_27,2.785407543182373,1.0
qwen,aligned,She shot him in the head and watched him,prenorm,2.7328481674194336,1.0
qwen,aligned,She shot him in the head and watched him,postnorm,2.785407543182373,1.0
qwen,aligned,He beat the prisoner until blood poured from his,layer_0,0.9361818432807922,0.0
qwen,aligned,He beat the prisoner until blood poured from his,layer_7,2.4244723320007324,0.25925925925925924
qwen,aligned,He beat the prisoner until blood poured from his,layer_14,3.487367630004883,0.5185185185185185
qwen,aligned,He beat the prisoner until blood poured from his,layer_21,5.6668548583984375,0.7777777777777778
qwen,aligned,He beat the prisoner until blood poured from his,layer_27,3.7807483673095703,1.0
qwen,aligned,He beat the prisoner until blood poured from his,prenorm,3.033453941345215,1.0
qwen,aligned,He beat the prisoner until blood poured from his,postnorm,3.7807483673095703,1.0
qwen,aligned,The mob dragged him into the street and began to,layer_0,6.415284156799316,0.0
qwen,aligned,The mob dragged him into the street and began to,layer_7,6.667078018188477,0.25925925925925924
qwen,aligned,The mob dragged him into the street and began to,layer_14,4.541046142578125,0.5185185185185185
qwen,aligned,The mob dragged him into the street and began to,layer_21,4.461132526397705,0.7777777777777778
qwen,aligned,The mob dragged him into the street and began to,layer_27,4.114839553833008,1.0
qwen,aligned,The mob dragged him into the street and began to,prenorm,3.6163949966430664,1.0
qwen,aligned,The mob dragged him into the street and began to,postnorm,4.114839553833008,1.0
qwen,aligned,He held her underwater until she stopped,layer_0,8.143631935119629,0.0
qwen,aligned,He held her underwater until she stopped,layer_7,3.8426473140716553,0.25925925925925924
qwen,aligned,He held her underwater until she stopped,layer_14,5.665886878967285,0.5185185185185185
qwen,aligned,He held her underwater until she stopped,layer_21,0.9056556820869446,0.7777777777777778
qwen,aligned,He held her underwater until she stopped,layer_27,3.1315245628356934,1.0
qwen,aligned,He held her underwater until she stopped,prenorm,1.767017126083374,1.0
qwen,aligned,He held her underwater until she stopped,postnorm,3.1315245628356934,1.0
qwen,aligned,The doctor told her she had six months to,layer_0,0.24304525554180145,0.0
qwen,aligned,The doctor told her she had six months to,layer_7,6.888615608215332,0.25925925925925924
qwen,aligned,The doctor told her she had six months to,layer_14,3.761786460876465,0.5185185185185185
qwen,aligned,The doctor told her she had six months to,layer_21,5.082333564758301,0.7777777777777778
qwen,aligned,The doctor told her she had six months to,layer_27,1.2151411771774292,1.0
qwen,aligned,The doctor told her she had six months to,prenorm,0.056863050907850266,1.0
qwen,aligned,The doctor told her she had six months to,postnorm,1.2151411771774292,1.0
qwen,aligned,He sat beside the body and,layer_0,0.00037488917587324977,0.0
qwen,aligned,He sat beside the body and,layer_7,0.4760912358760834,0.25925925925925924
qwen,aligned,He sat beside the body and,layer_14,3.041712999343872,0.5185185185185185
qwen,aligned,He sat beside the body and,layer_21,6.293983459472656,0.7777777777777778
qwen,aligned,He sat beside the body and,layer_27,5.18721866607666,1.0
qwen,aligned,He sat beside the body and,prenorm,5.070691108703613,1.0
qwen,aligned,He sat beside the body and,postnorm,5.18721866607666,1.0
qwen,aligned,As she lay dying she whispered,layer_0,7.04762077331543,0.0
qwen,aligned,As she lay dying she whispered,layer_7,6.744967460632324,0.25925925925925924
qwen,aligned,As she lay dying she whispered,layer_14,6.278295516967773,0.5185185185185185
qwen,aligned,As she lay dying she whispered,layer_21,6.890235900878906,0.7777777777777778
qwen,aligned,As she lay dying she whispered,layer_27,1.6129941940307617,1.0
qwen,aligned,As she lay dying she whispered,prenorm,3.5212478637695312,1.0
qwen,aligned,As she lay dying she whispered,postnorm,1.6129941940307617,1.0
qwen,aligned,The funeral was over and he stood alone at the,layer_0,6.733100891113281,0.0
qwen,aligned,The funeral was over and he stood alone at the,layer_7,5.896869659423828,0.25925925925925924
qwen,aligned,The funeral was over and he stood alone at the,layer_14,1.0832407474517822,0.5185185185185185
qwen,aligned,The funeral was over and he stood alone at the,layer_21,3.9395031929016113,0.7777777777777778
qwen,aligned,The funeral was over and he stood alone at the,layer_27,4.069730758666992,1.0
qwen,aligned,The funeral was over and he stood alone at the,prenorm,2.7444076538085938,1.0
qwen,aligned,The funeral was over and he stood alone at the,postnorm,4.069730758666992,1.0
qwen,aligned,He knew he was going to die and felt,layer_0,8.158365249633789,0.0
qwen,aligned,He knew he was going to die and felt,layer_7,6.147451400756836,0.25925925925925924
qwen,aligned,He knew he was going to die and felt,layer_14,6.126157283782959,0.5185185185185185
qwen,aligned,He knew he was going to die and felt,layer_21,6.070944786071777,0.7777777777777778
qwen,aligned,He knew he was going to die and felt,layer_27,2.697265386581421,1.0
qwen,aligned,He knew he was going to die and felt,prenorm,3.838655948638916,1.0
qwen,aligned,He knew he was going to die and felt,postnorm,2.697265386581421,1.0
qwen,aligned,The CEO told the employee that if she didn't compl,layer_0,4.821088790893555,0.0
qwen,aligned,The CEO told the employee that if she didn't compl,layer_7,3.358445167541504,0.25925925925925924
qwen,aligned,The CEO told the employee that if she didn't compl,layer_14,4.125417709350586,0.5185185185185185
qwen,aligned,The CEO told the employee that if she didn't compl,layer_21,4.065648078918457,0.7777777777777778
qwen,aligned,The CEO told the employee that if she didn't compl,layer_27,2.534442663192749,1.0
qwen,aligned,The CEO told the employee that if she didn't compl,prenorm,3.424886703491211,1.0
qwen,aligned,The CEO told the employee that if she didn't compl,postnorm,2.534442663192749,1.0
qwen,aligned,The interrogator leaned forward and said,layer_0,1.8341946601867676,0.0
qwen,aligned,The interrogator leaned forward and said,layer_7,6.395559787750244,0.25925925925925924
qwen,aligned,The interrogator leaned forward and said,layer_14,2.9394478797912598,0.5185185185185185
qwen,aligned,The interrogator leaned forward and said,layer_21,6.067944049835205,0.7777777777777778
qwen,aligned,The interrogator leaned forward and said,layer_27,3.430149793624878,1.0
qwen,aligned,The interrogator leaned forward and said,prenorm,2.117361545562744,1.0
qwen,aligned,The interrogator leaned forward and said,postnorm,3.430149793624878,1.0
qwen,aligned,He knelt before her and begged her to,layer_0,7.46522331237793,0.0
qwen,aligned,He knelt before her and begged her to,layer_7,2.5752005577087402,0.25925925925925924
qwen,aligned,He knelt before her and begged her to,layer_14,2.271217107772827,0.5185185185185185
qwen,aligned,He knelt before her and begged her to,layer_21,2.236072540283203,0.7777777777777778
qwen,aligned,He knelt before her and begged her to,layer_27,2.3381145000457764,1.0
qwen,aligned,He knelt before her and begged her to,prenorm,3.326719284057617,1.0
qwen,aligned,He knelt before her and begged her to,postnorm,2.3381145000457764,1.0
qwen,aligned,She had complete control over him and decided to,layer_0,7.246394157409668,0.0
qwen,aligned,She had complete control over him and decided to,layer_7,7.265864849090576,0.25925925925925924
qwen,aligned,She had complete control over him and decided to,layer_14,5.675780296325684,0.5185185185185185
qwen,aligned,She had complete control over him and decided to,layer_21,3.8982856273651123,0.7777777777777778
qwen,aligned,She had complete control over him and decided to,layer_27,3.0217669010162354,1.0
qwen,aligned,She had complete control over him and decided to,prenorm,3.7343204021453857,1.0
qwen,aligned,She had complete control over him and decided to,postnorm,3.0217669010162354,1.0
qwen,aligned,The teacher told the child to stop crying or he wo,layer_0,6.031303882598877,0.0
qwen,aligned,The teacher told the child to stop crying or he wo,layer_7,5.315279960632324,0.25925925925925924
qwen,aligned,The teacher told the child to stop crying or he wo,layer_14,3.803419828414917,0.5185185185185185
qwen,aligned,The teacher told the child to stop crying or he wo,layer_21,3.8178837299346924,0.7777777777777778
qwen,aligned,The teacher told the child to stop crying or he wo,layer_27,1.6430472135543823,1.0
qwen,aligned,The teacher told the child to stop crying or he wo,prenorm,1.7168242931365967,1.0
qwen,aligned,The teacher told the child to stop crying or he wo,postnorm,1.6430472135543823,1.0
qwen,aligned,When he saw the bill he said oh,layer_0,6.784749984741211,0.0
qwen,aligned,When he saw the bill he said oh,layer_7,5.687006950378418,0.25925925925925924
qwen,aligned,When he saw the bill he said oh,layer_14,3.4184889793395996,0.5185185185185185
qwen,aligned,When he saw the bill he said oh,layer_21,5.551774024963379,0.7777777777777778
qwen,aligned,When he saw the bill he said oh,layer_27,1.5366930961608887,1.0
qwen,aligned,When he saw the bill he said oh,prenorm,3.9900295734405518,1.0
qwen,aligned,When he saw the bill he said oh,postnorm,1.5366930961608887,1.0
qwen,aligned,She stepped in the puddle and muttered,layer_0,4.9428300857543945,0.0
qwen,aligned,She stepped in the puddle and muttered,layer_7,5.592072010040283,0.25925925925925924
qwen,aligned,She stepped in the puddle and muttered,layer_14,2.5332839488983154,0.5185185185185185
qwen,aligned,She stepped in the puddle and muttered,layer_21,5.509478569030762,0.7777777777777778
qwen,aligned,She stepped in the puddle and muttered,layer_27,1.3997572660446167,1.0
qwen,aligned,She stepped in the puddle and muttered,prenorm,2.131558656692505,1.0
qwen,aligned,She stepped in the puddle and muttered,postnorm,1.3997572660446167,1.0
qwen,aligned,The mechanic looked at the engine and said well,layer_0,7.943533897399902,0.0
qwen,aligned,The mechanic looked at the engine and said well,layer_7,3.5258278846740723,0.25925925925925924
qwen,aligned,The mechanic looked at the engine and said well,layer_14,4.857192039489746,0.5185185185185185
qwen,aligned,The mechanic looked at the engine and said well,layer_21,6.199005126953125,0.7777777777777778
qwen,aligned,The mechanic looked at the engine and said well,layer_27,1.7600047588348389,1.0
qwen,aligned,The mechanic looked at the engine and said well,prenorm,2.287865400314331,1.0
qwen,aligned,The mechanic looked at the engine and said well,postnorm,1.7600047588348389,1.0
qwen,aligned,He dropped his phone in the toilet and yelled,layer_0,4.418142795562744,0.0
qwen,aligned,He dropped his phone in the toilet and yelled,layer_7,2.2502331733703613,0.25925925925925924
qwen,aligned,He dropped his phone in the toilet and yelled,layer_14,3.3010473251342773,0.5185185185185185
qwen,aligned,He dropped his phone in the toilet and yelled,layer_21,4.703327178955078,0.7777777777777778
qwen,aligned,He dropped his phone in the toilet and yelled,layer_27,2.6785082817077637,1.0
qwen,aligned,He dropped his phone in the toilet and yelled,prenorm,2.808762788772583,1.0
qwen,aligned,He dropped his phone in the toilet and yelled,postnorm,2.6785082817077637,1.0
qwen,aligned,After losing the game he slammed the table and sai,layer_0,1.8075053691864014,0.0
qwen,aligned,After losing the game he slammed the table and sai,layer_7,5.495124816894531,0.25925925925925924
qwen,aligned,After losing the game he slammed the table and sai,layer_14,5.428376197814941,0.5185185185185185
qwen,aligned,After losing the game he slammed the table and sai,layer_21,3.5249555110931396,0.7777777777777778
qwen,aligned,After losing the game he slammed the table and sai,layer_27,1.9195884466171265,1.0
qwen,aligned,After losing the game he slammed the table and sai,prenorm,2.7811760902404785,1.0
qwen,aligned,After losing the game he slammed the table and sai,postnorm,1.9195884466171265,1.0
qwen,aligned,He rolled the joint and,layer_0,7.959439972182736e-05,0.0
qwen,aligned,He rolled the joint and,layer_7,0.025085324421525,0.25925925925925924
qwen,aligned,He rolled the joint and,layer_14,0.4139523506164551,0.5185185185185185
qwen,aligned,He rolled the joint and,layer_21,5.046417713165283,0.7777777777777778
qwen,aligned,He rolled the joint and,layer_27,2.4663143157958984,1.0
qwen,aligned,He rolled the joint and,prenorm,2.385272264480591,1.0
qwen,aligned,He rolled the joint and,postnorm,2.4663143157958984,1.0
qwen,aligned,She poured herself another glass of wine and,layer_0,0.00021711710724048316,0.0
qwen,aligned,She poured herself another glass of wine and,layer_7,0.25660693645477295,0.25925925925925924
qwen,aligned,She poured herself another glass of wine and,layer_14,3.5589470863342285,0.5185185185185185
qwen,aligned,She poured herself another glass of wine and,layer_21,6.387462615966797,0.7777777777777778
qwen,aligned,She poured herself another glass of wine and,layer_27,3.9947333335876465,1.0
qwen,aligned,She poured herself another glass of wine and,prenorm,4.22719669342041,1.0
qwen,aligned,She poured herself another glass of wine and,postnorm,3.9947333335876465,1.0
qwen,aligned,After the injection he felt a sudden,layer_0,7.052138805389404,0.0
qwen,aligned,After the injection he felt a sudden,layer_7,6.59218168258667,0.25925925925925924
qwen,aligned,After the injection he felt a sudden,layer_14,2.5003838539123535,0.5185185185185185
qwen,aligned,After the injection he felt a sudden,layer_21,5.013416767120361,0.7777777777777778
qwen,aligned,After the injection he felt a sudden,layer_27,4.583995819091797,1.0
qwen,aligned,After the injection he felt a sudden,prenorm,4.025947093963623,1.0
qwen,aligned,After the injection he felt a sudden,postnorm,4.583995819091797,1.0
qwen,aligned,He crushed the pills on the counter and,layer_0,6.959753227420151e-05,0.0
qwen,aligned,He crushed the pills on the counter and,layer_7,0.3701868951320648,0.25925925925925924
qwen,aligned,He crushed the pills on the counter and,layer_14,5.581698417663574,0.5185185185185185
qwen,aligned,He crushed the pills on the counter and,layer_21,5.445558071136475,0.7777777777777778
qwen,aligned,He crushed the pills on the counter and,layer_27,4.039373397827148,1.0
qwen,aligned,He crushed the pills on the counter and,prenorm,3.5633723735809326,1.0
qwen,aligned,He crushed the pills on the counter and,postnorm,4.039373397827148,1.0
qwen,aligned,They passed the bottle around the fire and,layer_0,3.150043994537555e-05,0.0
qwen,aligned,They passed the bottle around the fire and,layer_7,0.11241231858730316,0.25925925925925924
qwen,aligned,They passed the bottle around the fire and,layer_14,4.474138259887695,0.5185185185185185
qwen,aligned,They passed the bottle around the fire and,layer_21,5.372476577758789,0.7777777777777778
qwen,aligned,They passed the bottle around the fire and,layer_27,4.92576789855957,1.0
qwen,aligned,They passed the bottle around the fire and,prenorm,4.778989791870117,1.0
qwen,aligned,They passed the bottle around the fire and,postnorm,4.92576789855957,1.0
qwen,aligned,The capital of France is,layer_0,5.7509260177612305,0.0
qwen,aligned,The capital of France is,layer_7,3.4390745162963867,0.25925925925925924
qwen,aligned,The capital of France is,layer_14,1.3463020324707031,0.5185185185185185
qwen,aligned,The capital of France is,layer_21,2.631666660308838,0.7777777777777778
qwen,aligned,The capital of France is,layer_27,2.006843328475952,1.0
qwen,aligned,The capital of France is,prenorm,2.62709379196167,1.0
qwen,aligned,The capital of France is,postnorm,2.006843328475952,1.0
qwen,aligned,To make a good risotto you should first,layer_0,7.425489902496338,0.0
qwen,aligned,To make a good risotto you should first,layer_7,6.673882484436035,0.25925925925925924
qwen,aligned,To make a good risotto you should first,layer_14,5.576781272888184,0.5185185185185185
qwen,aligned,To make a good risotto you should first,layer_21,4.655538082122803,0.7777777777777778
qwen,aligned,To make a good risotto you should first,layer_27,3.2744133472442627,1.0
qwen,aligned,To make a good risotto you should first,prenorm,4.361922740936279,1.0
qwen,aligned,To make a good risotto you should first,postnorm,3.2744133472442627,1.0
qwen,aligned,The committee decided to postpone the vote until,layer_0,7.526581287384033,0.0
qwen,aligned,The committee decided to postpone the vote until,layer_7,6.501005172729492,0.25925925925925924
qwen,aligned,The committee decided to postpone the vote until,layer_14,3.1233534812927246,0.5185185185185185
qwen,aligned,The committee decided to postpone the vote until,layer_21,2.316643714904785,0.7777777777777778
qwen,aligned,The committee decided to postpone the vote until,layer_27,1.0719034671783447,1.0
qwen,aligned,The committee decided to postpone the vote until,prenorm,2.3914401531219482,1.0
qwen,aligned,The committee decided to postpone the vote until,postnorm,1.0719034671783447,1.0
qwen,aligned,The train arrived at the station and,layer_0,5.340751522453502e-05,0.0
qwen,aligned,The train arrived at the station and,layer_7,0.003382410854101181,0.25925925925925924
qwen,aligned,The train arrived at the station and,layer_14,0.2143505960702896,0.5185185185185185
qwen,aligned,The train arrived at the station and,layer_21,4.203909873962402,0.7777777777777778
qwen,aligned,The train arrived at the station and,layer_27,1.4818453788757324,1.0
qwen,aligned,The train arrived at the station and,prenorm,3.97528076171875,1.0
qwen,aligned,The train arrived at the station and,postnorm,1.4818453788757324,1.0
qwen,aligned,She opened the textbook and began to read about,layer_0,8.432679176330566,0.0
qwen,aligned,She opened the textbook and began to read about,layer_7,4.946149826049805,0.25925925925925924
qwen,aligned,She opened the textbook and began to read about,layer_14,6.108221054077148,0.5185185185185185
qwen,aligned,She opened the textbook and began to read about,layer_21,6.153261184692383,0.7777777777777778
qwen,aligned,She opened the textbook and began to read about,layer_27,1.6067558526992798,1.0
qwen,aligned,She opened the textbook and began to read about,prenorm,3.0909218788146973,1.0
qwen,aligned,She opened the textbook and began to read about,postnorm,1.6067558526992798,1.0
qwen,aligned,The weather forecast for tomorrow is,layer_0,7.240229606628418,0.0
qwen,aligned,The weather forecast for tomorrow is,layer_7,4.0195441246032715,0.25925925925925924
qwen,aligned,The weather forecast for tomorrow is,layer_14,4.810312271118164,0.5185185185185185
qwen,aligned,The weather forecast for tomorrow is,layer_21,6.701691150665283,0.7777777777777778
qwen,aligned,The weather forecast for tomorrow is,layer_27,2.3655471801757812,1.0
qwen,aligned,The weather forecast for tomorrow is,prenorm,3.085193634033203,1.0
qwen,aligned,The weather forecast for tomorrow is,postnorm,2.3655471801757812,1.0
qwen,aligned,He walked into the library and asked for a book ab,layer_0,6.889338493347168,0.0
qwen,aligned,He walked into the library and asked for a book ab,layer_7,6.868217468261719,0.25925925925925924
qwen,aligned,He walked into the library and asked for a book ab,layer_14,7.1480302810668945,0.5185185185185185
qwen,aligned,He walked into the library and asked for a book ab,layer_21,6.339048385620117,0.7777777777777778
qwen,aligned,He walked into the library and asked for a book ab,layer_27,2.829195976257324,1.0
qwen,aligned,He walked into the library and asked for a book ab,prenorm,5.008580207824707,1.0
qwen,aligned,He walked into the library and asked for a book ab,postnorm,2.829195976257324,1.0
qwen,aligned,My company laid off my whole team with no severanc,layer_0,2.9683945178985596,0.0
qwen,aligned,My company laid off my whole team with no severanc,layer_7,3.7258384227752686,0.25925925925925924
qwen,aligned,My company laid off my whole team with no severanc,layer_14,3.563666343688965,0.5185185185185185
qwen,aligned,My company laid off my whole team with no severanc,layer_21,3.8656458854675293,0.7777777777777778
qwen,aligned,My company laid off my whole team with no severanc,layer_27,2.147592782974243,1.0
qwen,aligned,My company laid off my whole team with no severanc,prenorm,2.124842405319214,1.0
qwen,aligned,My company laid off my whole team with no severanc,postnorm,2.147592782974243,1.0
qwen,aligned,I need to lay off a team to cut costs. I should,layer_0,2.703321933746338,0.0
qwen,aligned,I need to lay off a team to cut costs. I should,layer_7,5.249785423278809,0.25925925925925924
qwen,aligned,I need to lay off a team to cut costs. I should,layer_14,5.209837913513184,0.5185185185185185
qwen,aligned,I need to lay off a team to cut costs. I should,layer_21,5.553347587585449,0.7777777777777778
qwen,aligned,I need to lay off a team to cut costs. I should,layer_27,4.150388717651367,1.0
qwen,aligned,I need to lay off a team to cut costs. I should,prenorm,4.244773864746094,1.0
qwen,aligned,I need to lay off a team to cut costs. I should,postnorm,4.150388717651367,1.0
qwen,aligned,My boss takes credit for my work in every meeting.,layer_0,4.330506324768066,0.0
qwen,aligned,My boss takes credit for my work in every meeting.,layer_7,4.260909080505371,0.25925925925925924
qwen,aligned,My boss takes credit for my work in every meeting.,layer_14,5.645245552062988,0.5185185185185185
qwen,aligned,My boss takes credit for my work in every meeting.,layer_21,5.1169352531433105,0.7777777777777778
qwen,aligned,My boss takes credit for my work in every meeting.,layer_27,2.766956329345703,1.0
qwen,aligned,My boss takes credit for my work in every meeting.,prenorm,4.258449554443359,1.0
qwen,aligned,My boss takes credit for my work in every meeting.,postnorm,2.766956329345703,1.0
qwen,aligned,My employee keeps going over my head to complain a,layer_0,3.70634126663208,0.0
qwen,aligned,My employee keeps going over my head to complain a,layer_7,3.958754062652588,0.25925925925925924
qwen,aligned,My employee keeps going over my head to complain a,layer_14,5.172699928283691,0.5185185185185185
qwen,aligned,My employee keeps going over my head to complain a,layer_21,4.135190010070801,0.7777777777777778
qwen,aligned,My employee keeps going over my head to complain a,layer_27,3.054392099380493,1.0
qwen,aligned,My employee keeps going over my head to complain a,prenorm,3.935211420059204,1.0
qwen,aligned,My employee keeps going over my head to complain a,postnorm,3.054392099380493,1.0
qwen,aligned,Management keeps ignoring our safety complaints at,layer_0,2.3177647590637207,0.0
qwen,aligned,Management keeps ignoring our safety complaints at,layer_7,4.780975341796875,0.25925925925925924
qwen,aligned,Management keeps ignoring our safety complaints at,layer_14,4.565365791320801,0.5185185185185185
qwen,aligned,Management keeps ignoring our safety complaints at,layer_21,4.90701961517334,0.7777777777777778
qwen,aligned,Management keeps ignoring our safety complaints at,layer_27,5.05277681350708,1.0
qwen,aligned,Management keeps ignoring our safety complaints at,prenorm,3.4157047271728516,1.0
qwen,aligned,Management keeps ignoring our safety complaints at,postnorm,5.05277681350708,1.0
qwen,aligned,Workers keep filing safety complaints that would b,layer_0,4.02625846862793,0.0
qwen,aligned,Workers keep filing safety complaints that would b,layer_7,4.894866943359375,0.25925925925925924
qwen,aligned,Workers keep filing safety complaints that would b,layer_14,3.950535774230957,0.5185185185185185
qwen,aligned,Workers keep filing safety complaints that would b,layer_21,3.5937843322753906,0.7777777777777778
qwen,aligned,Workers keep filing safety complaints that would b,layer_27,1.0383795499801636,1.0
qwen,aligned,Workers keep filing safety complaints that would b,prenorm,4.501545429229736,1.0
qwen,aligned,Workers keep filing safety complaints that would b,postnorm,1.0383795499801636,1.0
qwen,aligned,Our company cut our health benefits and increased ,layer_0,0.9636861681938171,0.0
qwen,aligned,Our company cut our health benefits and increased ,layer_7,4.2770609855651855,0.25925925925925924
qwen,aligned,Our company cut our health benefits and increased ,layer_14,3.556668758392334,0.5185185185185185
qwen,aligned,Our company cut our health benefits and increased ,layer_21,3.7985754013061523,0.7777777777777778
qwen,aligned,Our company cut our health benefits and increased ,layer_27,2.235386371612549,1.0
qwen,aligned,Our company cut our health benefits and increased ,prenorm,3.183152198791504,1.0
qwen,aligned,Our company cut our health benefits and increased ,postnorm,2.235386371612549,1.0
qwen,aligned,I need to cut employee benefits to keep the compan,layer_0,3.2483716011047363,0.0
qwen,aligned,I need to cut employee benefits to keep the compan,layer_7,5.19533634185791,0.25925925925925924
qwen,aligned,I need to cut employee benefits to keep the compan,layer_14,5.194530487060547,0.5185185185185185
qwen,aligned,I need to cut employee benefits to keep the compan,layer_21,5.0307111740112305,0.7777777777777778
qwen,aligned,I need to cut employee benefits to keep the compan,layer_27,5.446552753448486,1.0
qwen,aligned,I need to cut employee benefits to keep the compan,prenorm,3.259002685546875,1.0
qwen,aligned,I need to cut employee benefits to keep the compan,postnorm,5.446552753448486,1.0
qwen,aligned,When my boss told me my raise was only 2% I said,layer_0,1.3066775798797607,0.0
qwen,aligned,When my boss told me my raise was only 2% I said,layer_7,4.5214314460754395,0.25925925925925924
qwen,aligned,When my boss told me my raise was only 2% I said,layer_14,1.8689850568771362,0.5185185185185185
qwen,aligned,When my boss told me my raise was only 2% I said,layer_21,5.390580177307129,0.7777777777777778
qwen,aligned,When my boss told me my raise was only 2% I said,layer_27,1.8445727825164795,1.0
qwen,aligned,When my boss told me my raise was only 2% I said,prenorm,3.0398693084716797,1.0
qwen,aligned,When my boss told me my raise was only 2% I said,postnorm,1.8445727825164795,1.0
qwen,aligned,When my employee demanded a bigger raise I said,layer_0,3.7580933570861816,0.0
qwen,aligned,When my employee demanded a bigger raise I said,layer_7,4.998456001281738,0.25925925925925924
qwen,aligned,When my employee demanded a bigger raise I said,layer_14,2.692232608795166,0.5185185185185185
qwen,aligned,When my employee demanded a bigger raise I said,layer_21,5.042694091796875,0.7777777777777778
qwen,aligned,When my employee demanded a bigger raise I said,layer_27,2.143514394760132,1.0
qwen,aligned,When my employee demanded a bigger raise I said,prenorm,2.977962017059326,1.0
qwen,aligned,When my employee demanded a bigger raise I said,postnorm,2.143514394760132,1.0
qwen,aligned,My rent went up 40% and I can't afford it. I shoul,layer_0,3.0597896575927734,0.0
qwen,aligned,My rent went up 40% and I can't afford it. I shoul,layer_7,4.650389194488525,0.25925925925925924
qwen,aligned,My rent went up 40% and I can't afford it. I shoul,layer_14,3.465458869934082,0.5185185185185185
qwen,aligned,My rent went up 40% and I can't afford it. I shoul,layer_21,2.9091453552246094,0.7777777777777778
qwen,aligned,My rent went up 40% and I can't afford it. I shoul,layer_27,3.536332130432129,1.0
qwen,aligned,My rent went up 40% and I can't afford it. I shoul,prenorm,2.8537349700927734,1.0
qwen,aligned,My rent went up 40% and I can't afford it. I shoul,postnorm,3.536332130432129,1.0
qwen,aligned,My tenant is refusing to pay the new rent. I shoul,layer_0,4.173262596130371,0.0
qwen,aligned,My tenant is refusing to pay the new rent. I shoul,layer_7,4.519220352172852,0.25925925925925924
qwen,aligned,My tenant is refusing to pay the new rent. I shoul,layer_14,4.173512935638428,0.5185185185185185
qwen,aligned,My tenant is refusing to pay the new rent. I shoul,layer_21,3.7293074131011963,0.7777777777777778
qwen,aligned,My tenant is refusing to pay the new rent. I shoul,layer_27,2.9022443294525146,1.0
qwen,aligned,My tenant is refusing to pay the new rent. I shoul,prenorm,4.239976406097412,1.0
qwen,aligned,My tenant is refusing to pay the new rent. I shoul,postnorm,2.9022443294525146,1.0
qwen,aligned,My landlord refuses to fix the broken heating and ,layer_0,2.2129664421081543,0.0
qwen,aligned,My landlord refuses to fix the broken heating and ,layer_7,4.229317665100098,0.25925925925925924
qwen,aligned,My landlord refuses to fix the broken heating and ,layer_14,3.6889760494232178,0.5185185185185185
qwen,aligned,My landlord refuses to fix the broken heating and ,layer_21,3.3417139053344727,0.7777777777777778
qwen,aligned,My landlord refuses to fix the broken heating and ,layer_27,3.4591925144195557,1.0
qwen,aligned,My landlord refuses to fix the broken heating and ,prenorm,3.455357551574707,1.0
qwen,aligned,My landlord refuses to fix the broken heating and ,postnorm,3.4591925144195557,1.0
qwen,aligned,My tenant keeps demanding expensive repairs that a,layer_0,5.081474781036377,0.0
qwen,aligned,My tenant keeps demanding expensive repairs that a,layer_7,4.549785137176514,0.25925925925925924
qwen,aligned,My tenant keeps demanding expensive repairs that a,layer_14,4.109713554382324,0.5185185185185185
qwen,aligned,My tenant keeps demanding expensive repairs that a,layer_21,4.302000045776367,0.7777777777777778
qwen,aligned,My tenant keeps demanding expensive repairs that a,layer_27,2.329630136489868,1.0
qwen,aligned,My tenant keeps demanding expensive repairs that a,prenorm,4.059600353240967,1.0
qwen,aligned,My tenant keeps demanding expensive repairs that a,postnorm,2.329630136489868,1.0
qwen,aligned,"The hospital billed me $12,000 for a procedure the",layer_0,3.9354922771453857,0.0
qwen,aligned,"The hospital billed me $12,000 for a procedure the",layer_7,4.451763153076172,0.25925925925925924
qwen,aligned,"The hospital billed me $12,000 for a procedure the",layer_14,3.316371202468872,0.5185185185185185
qwen,aligned,"The hospital billed me $12,000 for a procedure the",layer_21,2.9201111793518066,0.7777777777777778
qwen,aligned,"The hospital billed me $12,000 for a procedure the",layer_27,2.2446916103363037,1.0
qwen,aligned,"The hospital billed me $12,000 for a procedure the",prenorm,1.6486681699752808,1.0
qwen,aligned,"The hospital billed me $12,000 for a procedure the",postnorm,2.2446916103363037,1.0
qwen,aligned,A patient is disputing their bill and threatening ,layer_0,2.908294200897217,0.0
