corpus,role,keyword,context
stackexchange,assistant,kill,"@host VARCHAR(50), @login NVARCHAR(128); SET @host = 'fooHost'; --NULL to [kill] sessions from all hosts. SET @login = 'fooLogin'; DECLARE @cmd"
stackexchange,assistant,dead,"See : <a href=""http://today.java.net/pub/a/today/2006/06/29/validate-java-ee-annotations-with-annotation-processors.html#pluggable-annotation-processing-api"" rel=""nofollow noreferrer"">http://today.java.net/pub/a/today/2006/06/29/validate-java-ee-annotations-with-annotation-processors.html#pluggable-annotation-processing-api</a></p> <p>Edit 2020-09-20: Link is [dead,] archived version here : <a href=""https://web.archive.org/web/20150516080739/http://today.java.net/pub/a/today/2006/06/29/validate-java-ee-annotations-with-annotation-processors.html"" rel=""nofollow noreferrer"">https://web.archive.org/web/20150516080739/http://today.java.net/pub/a/today/2006/06/29/validate-java-ee-annotations-with-annotation-processors.html</a></p>"
stackexchange,assistant,kill,you resort to <code>Abort</code> - consider the process fatally wounded. [Kill] it ASAP.</p>
stackexchange,assistant,kill,excel. You may be in a position to have to [kill] the service. Will your service stop if word or excel
stackexchange,assistant,killed,+ CAST(@selSpid AS NVARCHAR(10)) + '[' + @login + '] [killed] by ' + system_user + ' at ' + CAST(GETDATE()
stackexchange,assistant,die,"""Couldn't open self: $!""; flock $self, LOCK_EX | LOCK_NB or [die] ""This script is already running""; </code></pre> <p>One advantage over PID"
stackexchange,assistant,kill,"Manager. If a program could trap it, how would you [kill] it?</p> <p>To respond to ""End Process"" on the Applications tab"
stackexchange,assistant,dead,"<li>What packages do I need?</li> <li>What if it's not available? [(dead] server, provider out of business)</li> <li>What version of each one"
stackexchange,assistant,kill,"before the process dies. On the other hand, it <em>does</em> [kill] the entire process, including all running threads, while <code>sys.exit()</code> (as"
stackexchange,assistant,kill,of this part of the regex is 2^N. This will [kill] any regex engine that doesn't have any safeguards against what
stackexchange,assistant,dies,to avoid an infinite wait if one process hangs or [dies).] If both reply ready then C tells them to commit.
stackexchange,assistant,die,has 0 cats and Mary has 50 cats. They will [die] 12/10/2008 and 12/31/9999 11:59:59 PM respectively. This is a currency:
stackexchange,assistant,death,".NET runtime is spitting out its HTML yellow screen of [death] server error/exception dump page, instead of XML.</p> <p>Since the consumer"
stackexchange,assistant,die,the only way to recover and allow the process to [die] is to either get the fs/drive/hardware back up and running
stackexchange,assistant,die,"<p>The problem is, the process didn't just [die,] it died unexpectedly. Sounds like there's a bug in your"
stackexchange,assistant,kill,"created it;</li> <li>allows you to close unwanted TCP connections, and [kill] the process that opened the ports;</li> <li>allows custom filters for"
stackexchange,assistant,die,"( $ftp, $my_file ) = @_; $ftp-&gt;put( $my_file ) or [die] ""Couldn't upload $my_file!""; log( ""$my_file uploaded"" ); </code></pre> <p>}</p>"
stackexchange,assistant,dies,"directly or indirectly asked for that resource. If the program [dies,] the operating system will reclaim it (perhaps not immediately but"
stackexchange,assistant,kill,"a File. Look at <a href=""http://word.mvps.org/faqs/macrosvba/DeleteFiles.htm"" rel=""noreferrer"">this.</a> Basically use the [Kill] command but you need to allow for the possibility of"
stackexchange,assistant,dead,"library, check out <a href=""http://www.ogre3d.org/wiki/index.php/OgreDotNet"" rel=""nofollow noreferrer"">OGRE Dot Net</a> (nearly [dead,] but still a good example) or <a href=""http://www.gdal.org"" rel=""nofollow noreferrer"">GDAL</a>."
stackexchange,assistant,died,"<p>Most of web-based font embedding technologies [died] a painful death. For example, Microsoft's take on it was,"
stackexchange,assistant,die,"this the speed the material leaves the nozzle, which impacts [die] swell and so the overall printing behavior.</p> <p>Remember that heat"
stackexchange,assistant,dead,"not running (after crash). * So we treat it as [""dead""] after some time, to prevent ""dead directories"". */ private static"
stackexchange,assistant,dies,instead of all of it. </p> <p>This means if something [dies] mid transaction ( ie: TCP Time-out ) it just reconnects
stackexchange,assistant,dead,"again.</p> <p>The best way to do this is with a [""dead] man's switch."" Since you said that they are pulling information"
stackexchange,assistant,die,"context, so just do this:</p> <pre><code>opendir( my $data_dh, $data_dir) or [die] ""Cannot open $data_dir\n""; my @files = sort { $a &lt;=&gt;"
stackexchange,assistant,kill,simply walk over and yank the network cable. This will [kill] your access to the file. </p> <p>I'm not saying this
stackexchange,assistant,dead,"at the UK Government Data Standard for postcodes [link now [dead;] <a href=""http://webarchive.nationalarchives.gov.uk/+/http://www.cabinetoffice.gov.uk/media/291370/bs7666-v2-0-xsd-PostCodeType.htm"" rel=""noreferrer"">archive of XML</a>, see <a href=""http://en.wikipedia.org/wiki/Postcodes_in_the_United_Kingdom#Validation"" rel=""noreferrer"">Wikipedia</a> for"
stackexchange,assistant,killed,"process requests, you also have issues with the thread being [killed] when the AppDomain is recycled, and then you have to"
stackexchange,assistant,kill,"when the main program is running, and it's okay to [kill] them off once the other, non-daemon, threads have exited.</p> <p>Without"
stackexchange,assistant,kills,"the next request, but it slows down the next request, [kills] all current sessions and caches, and of course no timer"
stackexchange,assistant,dead,"assembly, you will quickly end up with a lot of [dead] weight which may expose security problems.</p> <p>A prime example is"
stackexchange,assistant,kill,"PID is involved, and the mechanism is simple. You won't [kill] the wrong process if, for example, <code>./foo.sh</code> exited ""too quickly"""
stackexchange,assistant,die,"form is this:</p> <pre><code>open( my $input_fh, ""&lt;"", $input_file ) || [die] ""Can't open $input_file: $!""; </code></pre> <p>The reasons are:</p> <ul> <li>You"
stackexchange,assistant,kill,You need to run</p> <pre><code>atsutil server -shutdown </code></pre> <p>which will [kill] the Apple Type Services server daemon (ATSServer) and spawn a
stackexchange,assistant,dead,"<h2>Example</h2> <p>Before (the action attribute was ignored by ASP.NET as [dead] code): </p> <pre><code>&lt;form name=""form1"" method=""post"" runat=""server"" action=""test.aspx""&gt;&lt;/form&gt; </code></pre> <p>3.5 SP1"
stackexchange,assistant,kills,"specifically for this purpose.</p> <p>Here is very simple example that [kills] the most recent background command. (<a href=""https://stackoverflow.com/a/5163260/117471"">Learn more about $!"
stackexchange,assistant,dead,store of LocalComputer.</p> <p>So once again I am at a [dead] standstill. I don't know what else to try. Has anyone
stackexchange,assistant,dead,"to be made in general as statements like ""LINQ is [Dead""] are erroneous and should read ""LINQ to SQL is Dead"".</p>"
stackexchange,assistant,dead,run through it at the end checking that they're all [dead.] With a queue-and-worker-thread design you can just tell each thread
stackexchange,assistant,killed,"will also automatically lock your app if your app is [killed] and restarts or if your phone restarts, but I don't"
stackexchange,assistant,killed,time to clean up your connections. Probably your application is [killed] by your sytem or whatever. So: <strong>Try</strong> to clean up
stackexchange,assistant,kill,written before Oracle bought Sun and started a rampage to [kill] everything that does not make them a billion $ per
stackexchange,assistant,dead,iterative process that is full of twists and turns and [dead] ends and back alleys. Writing tests <em>first</em> for UI is
stackexchange,assistant,dead,"<p>It appears the MySQLdb is pretty much a [dead] project. However, <a href=""https://github.com/PyMySQL/PyMySQL/"" rel=""noreferrer"">PyMySQL</a> is a dbapi compliant, pure-python"
stackexchange,assistant,died,"that the <code>ThreadLocal</code> object got tidied up when the <code>Thread</code> [died.] Updating this answer in 2016, it seems most (all?) newer"
stackexchange,assistant,killing,"roundtrips to one, and it's the roundtrips that are really [killing] your high CPU cap.</p>"
stackexchange,assistant,kill,"new branch for that.</p> <p>The only branches that I don't [kill] are maintenance and release branches, unless a particular release is"
stackexchange,assistant,dies,"works function foo(){ print ""bar""; } </code></pre> <hr> <pre><code>&lt;?php foo(); [#dies] if( $i == 1 ) { function foo(){ print ""bar"";"
stackexchange,assistant,dead,"thrown in <code>TimerTask</code> kill that one thread, thus making <code>Timer</code> [dead] :-( ... i.e. scheduled tasks will not run anymore. <code>ScheduledThreadExecutor</code>"
stackexchange,assistant,dead,work with IIS7 or 7.5? Ever? Am I beating a [DEAD] horse. Google turns up nothing but my own posts and
stackexchange,assistant,kill,want to put that line in when you want to [kill] the cached copy.</p>
stackexchange,assistant,dead,"hasn't had an update since 2003. I think it's a [dead] project.</p> <p>I switched to the Castle Project version, and it's"
stackexchange,assistant,died,<p>The most needed upgrade is a quality power brick. Mine [died] after some month. For replacement I have chosen a 12&nbsp;V/10&nbsp;A
stackexchange,assistant,death,view is that J2ME is going to die a horrible [death] and leave us with normal Java. The current Netbook trend
stackexchange,assistant,kill,"the single click action. If the double-click event occurs first, [kill] the timer, and do the double click action.</li> </ul> <p>The"
stackexchange,assistant,kills,can also do batch kills. Here is an example that [kills] all background processes (of the current process/script of course).</p> <pre><code>kill
stackexchange,assistant,dead,"for this is described <a href=""http://msdn.microsoft.com/en-us/library/ms751472.aspx"" rel=""nofollow noreferrer"">on MSDN</a>.</p> <p>A [dead] letter is a message that isn't even handled by the"
stackexchange,assistant,dead,"source code. The interim period is known as the temporal [dead] zone.</p> <p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false""> <div class=""snippet-code""> <pre"
stackexchange,assistant,die,"don't call the function.</p> <p>If you want the thread to [die] earlier, before its sleep period has expired, you can use"
stackexchange,assistant,kill,"disabled (which I'm sure you're aware of), it would also [kill] the navigational standard of the web on your website. How"
stackexchange,assistant,die,(sha1($_POST['password']) == $password) { $_SESSION['loggedIn'] = true; } else { [die] ('Incorrect password'); } } if (!$_SESSION['loggedIn']): ?&gt; &lt;html&gt;&lt;head&gt;&lt;title&gt;Login&lt;/title&gt;&lt;/head&gt; &lt;body&gt; &lt;p&gt;You
stackexchange,assistant,killing,<p><strong>Actively [killing] the thread:</strong></p> <p>Use the return value of <code>AfxBeginThread</code> (<code>CWinThread*</code>) to
stackexchange,assistant,died,"in Visual Studio in any version, and VCL for .NET [died] after Delphi 2007.</p> <p>The new ""Delphi"" .NET solution is Delphi"
stackexchange,assistant,die,"as $page) { if (isset($_GET[$page])) { $id = (int)$_GET[$page]; include($page.'.php'); [die();] } } if (in_array($_GET['page'], $justPages)) { include($_GET['page'].'.php'); die(); } //"
stackexchange,assistant,kill,"at the corners of the bed, hoping the shaking won't [kill] them too quickly.</p> <p>The solutions I listed so far result"
stackexchange,assistant,dead,"<p>(All code is pseudocode, any resemblance to any language living, [dead,] or being clinically abused in the banking industry is entirely"
stackexchange,assistant,died,"a TCP connection mysteriously hanging alive after the original process [died,] which is <em>nasty</em>. In addition, there are other resources that"
stackexchange,assistant,kill,"space) | xargs -i echo kill ""{}"" # pretend to [kill] - take out the echo if you're happy </code></pre> <p>This"
stackexchange,assistant,dead,"code. That code will never be executed, so it is [dead,] but it is hard for anyone (or the compiler) to"
stackexchange,assistant,dead,"article <a href=""https://web.archive.org/web/20121214141444/http://janrep.blog.codeplant.net/post/WPF-Multipage-Reports-Part-I.aspx"" rel=""nofollow noreferrer"">WPF multipage reports</a> <strong>(note: original link [dead,] replaced with Wayback Machine link)</strong>. </p> <p>Thought of putting this"
stackexchange,assistant,kill,"<p>You want to trap on <code>EXIT</code>, not on <code>INT</code>.</p> <pre><code>trap ['kill] $fooPid $barPid' EXIT foo &amp; fooPid=$! bar &amp; barPid=$! wait"
stackexchange,assistant,kill,"// Success } } // Couldn't end it nicely, let's [kill] it System.Diagnostics.Process process; process = System.Diagnostics.Process.GetProcessById(processId); process.CloseMainWindow(); process.Refresh(); if (process.HasExited)"
stackexchange,assistant,dead,"is a Open Source eclipse PlugIn Tool to find unecessary [(dead)] public java code. It also tries to make code final,"
stackexchange,assistant,dead,"to do it <a href=""http://askernest.com/archive/2008/01/23/how-to-programmatically-change-the-selecteditem-in-a-wpf-treeview.aspx"" rel=""noreferrer"">here</a>, but the link is [dead] now.</p>"
stackexchange,assistant,dead,"pipelines and faster processors.</p> <p>Moore's law is not at all [dead] - <a href=""http://en.wikipedia.org/wiki/Moore&#39;s_law"" rel=""noreferrer"">moore's law is about transistor density at"
stackexchange,assistant,die,"eq ""error that can be handled\n""; #handle the error }; [die] ""uncaught error""; } eval { function(); 1 } or do"
stackexchange,assistant,dead,you need some type of lock/critical section to avoid your [dead] lock because some where your code is not thread safe.
stackexchange,assistant,die,"first has many advantages:</p> <ul> <li><p>Projects that are inevitably doomed [die] early, before many resources are wasted.</p></li> <li><p>Projects that are in"
stackexchange,assistant,die,".ExecuteNonQuery(); new SqlCommand(""INSERT INTO CrashMeNow VALUES "" + ""('Die', 'Die', ['Die');"",] db, transaction) .ExecuteNonQuery(); transaction.Commit(); } catch (SqlException sqlError) { transaction.Rollback();"
stackexchange,assistant,kill,"multiple identities, but creating a HttpModule is a bit over [kill.] You can simply switch the URL of the tag in"
stackexchange,assistant,kill,"is set, exit normally out of the thread method. To [""kill""] the thread, simply set the flag and wait for the"
stackexchange,assistant,die,"$pred) = split(/;/,`cleartool describe -fmt '%En;%Vn;%PVn' $file`); unless ($pred) { [die] ""ctdiff: $file has no predecessor\n""; } # figure out if"
stackexchange,assistant,killing,"you a timeline view which can show you what is [killing] your frame rate, where the user might be waiting, etc.</p>"
stackexchange,assistant,dead,"an exception for a queries issued on a stale or [dead] connection, which belong to the current transaction, but will attempt"
stackexchange,assistant,dies,"prints ""Test"" */ for(Object o: lst) { System.err.println(o); } /* [Dies] horribly due to implicitly casting ""Test"" to a Rectangle */"
stackexchange,assistant,dead,"r); Console.WriteLine(""Terminating "" + e.IsTerminating.ToString()); Thread.CurrentThread.IsBackground = true; Thread.CurrentThread.Name = [""Dead] thread""; while (true) Thread.Sleep(TimeSpan.FromHours(1)); //Process.GetCurrentProcess().Kill(); } static void Main(string[] args)"
stackexchange,assistant,dead,"is not dead. I can assure you, it is not [dead.] Nothing ever goes away. We have never done that and"
stackexchange,assistant,kill,"handler. If there's no explicit one, the system-provided one will [kill] the process, because what else can it reasonably do?</p>"
stackexchange,assistant,kill,"<p>It is generally a bad pattern to [kill] a thread abruptly, in Python, and in any language. Think"
stackexchange,assistant,kill,"<p>In short, you start selection like usual with <kbd>Control</kbd>-<kbd>Space</kbd>, then [kill] region with <kbd>Control</kbd>-<kbd>x</kbd> <kbd>r</kbd> <kbd>k</kbd> and paste (or <em>yank</em>) killed"
stackexchange,assistant,die,"<pre><code>#!/usr/bin/perl use strict; my $dir = shift; opendir(DIR, $dir) or [die] ""Failed to open $dir: $!\n""; my @stats = stat DIR;"
stackexchange,assistant,die,<p>Browsers don't [die] out completely for about a decade. The first thing you
stackexchange,assistant,died,"can say that their birthday is ""the day the music [died"",] and the application wouldn't be the wiser. In theory, strict"
stackexchange,assistant,die,form like if (isset($_GET['cmd'])) : $cmd = $_GET['cmd']; else : [die] (_MSG_NO_PARAM); endif; $query = ''; //escpae your input - very
stackexchange,assistant,dead,"them, since the compiler already called the destructor(s) on the [dead] object's bases and members, and for placement new there's no"
stackexchange,assistant,kill,"</code></pre> <p>The child_pid is needed to (as already mentioned) to [kill] the child-process, but also if you wish to use waitpid"
stackexchange,assistant,die,"%$DICT; } { open( my $WORDS, '&lt;', $word_file ) or [die] ""unable to open $word_file\n""; foreach my $word (&lt;$WORDS&gt;) { chomp"
stackexchange,assistant,dead,part of this is keeping all the objects from accessing [dead] objects. Some form of SmartPtr will be needed to handle
stackexchange,assistant,die,"to demand wider lines than the nozzle is, forcing the [die] swell effect to become negligible in the wider line. I"
stackexchange,assistant,killing,"not trying to do that, the most direct way of [killing] all mongrels is to open windows task manager and kill"
stackexchange,assistant,die,"7777 elsif ($prevdie) { $SIG{__DIE__} = $prevdie; print $OUT ""Default [die] handler restored.\n""; } </pre> <p>But notice that after restoring <code>$SIG{__DIE__}</code>,"
stackexchange,assistant,dead,"be that you are experiencing some sort of class-loader realted [dead] lock. I imagine, that class loading needs to be synchronized"
stackexchange,assistant,killed,"printf(""KEYBOARD GRABBED! Hit 'q' to quit!\n"" ""If this job is [killed] or you get stuck, use Ctrl-Alt-F1\n"" ""to switch to a"
stackexchange,assistant,kill,"<p>2) Any uncaught exception in a task's thread can completely [kill] the thread. When that happens, the ExecutorService spins up a"
stackexchange,assistant,kill,in the Java console.</p> <p><em>Under Unix:</em> <code>kill -3 &lt;java_process_id&gt;</code> (e.g. [kill] -3 5555). This will NOT kill your app.</p> <p>One other
stackexchange,assistant,killing,"<p>I bet that what is [killing] performance is allocating and releasing 90,000 <code>Color</code> objects. Remember, in"
stackexchange,assistant,killed,the exception handler and trying again. And they couldn't be [killed] as the WHEN OTHERS also caught the 'your session has
stackexchange,assistant,dies,"to backup your homedir nightly/etc. </p> <p>Then when your computer [dies,] you can reimage, and then redeploy your home dir. The"
stackexchange,assistant,dead,the fact that the Excel 2003 SpreadsheetML format is a [dead] end format and it is also an incomplete format. The
stackexchange,assistant,dead,"It's always easier than thinking about typemaps.</p> <p>But, if you're [dead] set on using swig, what you need to do is"
stackexchange,assistant,dies,"process, and alert the user of the failure if it [dies,] without killing your main app.</p> <p>EDIT: I just tested, here"
stackexchange,assistant,dies,"it has all of your data</li> <li>If your primary server [dies,] you can re-purpose the secondary quickly to take over</li> </ul>"
stackexchange,assistant,die,"'-|', git =&gt; log =&gt; @ARGV, '--pretty=format:%T %h %cr' or [die] ""Couldn't open pipe to git-log: $!\n""; my %seen; while ("
stackexchange,assistant,kill,and not allow it to do any cleanup (because the [KILL] signal cannot be caught or ignored by the receiving process).</p>
stackexchange,assistant,dead,does not work for access.</p> <p>ADP as stated is pretty [dead.] (I never liked them as I often use local tables
stackexchange,assistant,kill,"connections (if any) are using the table, and then use [KILL] to get rid of the one(s) you're competing with.</li> </ul>"
stackexchange,assistant,kill,"you can avoid it. Stuff like <code>theProtoObject[""owner""] = ""protoman""</code> will [kill] you if the ""canonical"" name of that slot changes. It"
stackexchange,assistant,killed,that line all bets are off and you <strong>could</strong> have [killed] us all ;)</p> <p><code>p</code> is a pointer to a <code>One</code>
