family,prompt,gen_idx,step,base_violence,base_procedural,ego_violence,ego_procedural,superego_violence,superego_procedural
olmo,violence,9,22,0.02684,0.02137,0.07601,0.03326,,
olmo,violence,9,23,-0.0008,0.03793,-0.04027,0.04284,,
olmo,violence,9,24,-0.03218,-0.00169,-0.02946,-0.00365,,
olmo,violence,9,25,-0.00496,0.01363,0.00025,0.00319,,
olmo,violence,9,26,0.12233,0.01651,0.12278,0.0326,,
olmo,violence,9,27,0.05393,0.04363,0.0347,0.07479,,
olmo,violence,9,28,-0.03949,-0.0253,-0.03655,-0.02767,,
olmo,violence,9,29,-0.01079,0.02346,-0.00234,0.02365,,
olmo,violence,9,30,0.04192,0.00177,0.02885,-0.01293,,
olmo,violence,9,31,0.11889,0.03805,0.12557,0.04535,,
olmo,violence,9,32,-0.03787,0.01027,-0.0366,0.03643,,
olmo,violence,9,33,0.04134,-0.01514,0.0348,-0.02825,,
olmo,violence,9,34,0.09102,0.01206,0.08411,-0.00033,,
olmo,violence,9,35,-0.01921,0.02316,-0.05264,0.02673,,
olmo,violence,9,36,0.13476,0.00917,0.14182,0.01438,,
olmo,violence,9,37,-0.01012,0.03431,-0.00265,0.05406,,
olmo,violence,9,38,-0.0015,-0.03781,0.00389,-0.04968,,
olmo,violence,9,39,0.01374,0.04524,-0.03258,0.08321,,
olmo,violence,9,40,-0.04571,-0.02112,-0.05898,0.00817,,
olmo,violence,9,41,0.03797,0.05557,0.07313,-0.00042,,
olmo,violence,9,42,-0.00966,-0.03661,-0.00603,0.02973,,
olmo,violence,9,43,0.0419,0.06131,0.03962,0.05555,,
olmo,violence,9,44,-0.01562,-0.04039,-0.01538,-0.04046,,
olmo,violence,9,45,0.12285,0.06506,0.12208,0.0616,,
olmo,violence,9,46,-0.02177,-0.03696,-0.01756,-0.03671,,
olmo,violence,9,47,0.06843,0.04297,0.04335,0.0291,,
olmo,violence,9,48,0.1242,0.05035,0.11843,0.05563,,
olmo,violence,9,49,-0.03476,0.05645,-0.03182,0.06689,,
olmo,violence,9,0,-0.04736,0.04034,,,-0.06317,0.09177
olmo,violence,9,1,0.04141,-0.02989,,,0.03521,-0.03291
olmo,violence,9,2,0.08454,-0.00688,,,0.08147,0.005
olmo,violence,9,3,0.05629,0.08903,,,0.05133,0.09275
olmo,violence,9,4,0.07647,0.09624,,,0.12183,0.05501
olmo,violence,9,5,0.00735,-0.07107,,,0.05101,-0.09591
olmo,violence,9,6,-0.00666,-0.02364,,,0.00915,-0.00241
olmo,violence,9,7,0.02116,0.04177,,,0.01398,0.06972
olmo,violence,9,8,0.07685,0.07648,,,0.01952,0.01681
olmo,violence,9,9,-0.00619,0.02071,,,-0.02285,0.04244
olmo,violence,9,10,-0.01102,0.01212,,,-0.01723,0.0144
olmo,violence,9,11,-0.02464,0.0315,,,-0.02628,0.0292
olmo,violence,9,12,-0.01201,0.09339,,,-0.0308,0.15991
olmo,violence,9,13,0.09422,-0.04032,,,0.05609,-0.05021
olmo,violence,9,14,0.03654,-0.06487,,,0.01747,-0.08611
olmo,violence,9,15,0.07842,0.00296,,,0.10226,-0.03548
olmo,violence,9,16,0.06415,0.11613,,,0.01731,0.23781
olmo,violence,9,17,-0.02147,-0.02887,,,-0.00709,-0.03111
olmo,violence,9,18,0.024,-0.0012,,,0.0226,-0.0056
olmo,violence,9,19,-0.02828,0.01937,,,-0.01864,0.03991
olmo,violence,9,20,-0.07929,-0.16376,,,-0.07938,-0.16379
olmo,violence,9,21,-0.01443,-0.02449,,,-0.04191,-0.01853
olmo,violence,9,22,0.02684,0.02137,,,0.09119,0.03652
olmo,violence,9,23,-0.0008,0.03793,,,-0.03754,0.05167
olmo,violence,9,24,-0.03218,-0.00169,,,-0.02859,-0.00735
olmo,violence,9,25,-0.00496,0.01363,,,-0.00117,0.00641
olmo,violence,9,26,0.12233,0.01651,,,0.14098,0.02251
olmo,violence,9,27,0.05393,0.04363,,,0.04261,0.07566
olmo,violence,9,28,-0.03949,-0.0253,,,-0.04426,-0.02405
olmo,violence,9,29,-0.01079,0.02346,,,-0.00093,0.03683
olmo,violence,9,30,0.04192,0.00177,,,0.02338,-0.01819
olmo,violence,9,31,0.11889,0.03805,,,0.12857,0.04534
olmo,violence,9,32,-0.03787,0.01027,,,-0.03554,0.04278
olmo,violence,9,33,0.04134,-0.01514,,,0.0455,-0.03188
olmo,violence,9,34,0.09102,0.01206,,,0.08166,0.00367
olmo,violence,9,35,-0.01921,0.02316,,,-0.06492,0.02485
olmo,violence,9,36,0.13476,0.00917,,,0.14896,0.02129
olmo,violence,9,37,-0.01012,0.03431,,,-0.00357,0.07503
olmo,violence,9,38,-0.0015,-0.03781,,,0.00412,-0.05536
olmo,violence,9,39,0.01374,0.04524,,,0.00705,0.06445
olmo,violence,9,40,-0.04571,-0.02112,,,-0.06173,0.016
olmo,violence,9,41,0.03797,0.05557,,,0.07528,-0.00276
olmo,violence,9,42,-0.00966,-0.03661,,,0.00032,0.05115
olmo,violence,9,43,0.0419,0.06131,,,0.03553,0.06013
olmo,violence,9,44,-0.01562,-0.04039,,,-0.01532,-0.04046
olmo,violence,9,45,0.12285,0.06506,,,0.12314,0.05644
olmo,violence,9,46,-0.02177,-0.03696,,,-0.01754,-0.03491
olmo,violence,9,47,0.06843,0.04297,,,0.03912,0.03058
olmo,violence,9,48,0.1242,0.05035,,,0.11853,0.0575
olmo,violence,9,49,-0.03476,0.05645,,,-0.03264,0.06616
olmo,love,0,0,-0.00099,0.05439,-0.01698,0.02361,,
olmo,love,0,1,-0.01199,0.00066,0.00856,-0.0349,,
olmo,love,0,2,-0.01548,0.05685,-0.01807,0.02453,,
olmo,love,0,3,-0.01056,0.00437,-0.02353,-0.00333,,
olmo,love,0,4,-0.01829,0.07119,-0.02747,0.06159,,
olmo,love,0,5,0.17135,0.00596,0.10671,-0.00433,,
olmo,love,0,6,-0.02041,-0.02095,-0.01364,-0.02183,,
olmo,love,0,7,0.03249,0.04038,0.02736,0.03375,,
olmo,love,0,8,-0.03827,0.06287,-0.04955,0.05875,,
olmo,love,0,9,0.01812,-0.00531,0.01728,-0.00329,,
olmo,love,0,10,-0.00744,0.03965,-0.00352,0.04024,,
olmo,love,0,11,0.01442,2e-05,0.09606,0.01138,,
olmo,love,0,12,-0.02981,-0.02508,-0.03104,-0.02423,,
olmo,love,0,13,-0.0279,0.01722,-0.03554,0.00794,,
olmo,love,0,14,0.06188,0.02559,0.06658,0.03127,,
olmo,love,0,15,0.00523,-0.09146,0.01057,-0.09159,,
olmo,love,0,16,0.07113,0.01533,0.03954,-0.00955,,
olmo,love,0,17,-0.01478,0.10527,-0.0161,0.10967,,
olmo,love,0,18,0.05377,0.00433,0.05527,0.00275,,
olmo,love,0,19,-0.00099,-0.01481,-5e-05,-0.00789,,
olmo,love,0,20,-0.00746,0.01812,-0.03426,0.01564,,
olmo,love,0,21,-0.06083,0.08274,-0.05832,0.08587,,
olmo,love,0,22,0.03093,0.00231,0.01539,-0.00996,,
olmo,love,0,23,0.05808,0.04328,0.04812,0.04665,,
olmo,love,0,24,-0.01349,0.00509,-0.01541,0.00611,,
olmo,love,0,25,-0.03022,0.02899,-0.06301,0.03245,,
olmo,love,0,26,-0.00626,-0.02971,-0.00653,-0.03924,,
olmo,love,0,27,-0.00192,0.00196,8e-05,-0.0043,,
olmo,love,0,28,-0.03253,-0.02977,-0.0361,-0.02812,,
olmo,love,0,29,0.06719,0.04705,0.07188,0.04902,,
olmo,love,0,30,-0.04193,0.04813,-0.04498,0.03998,,
olmo,love,0,31,0.0523,0.00137,0.06355,0.00639,,
olmo,love,0,32,-0.01545,-0.03346,-0.01212,-0.03446,,
olmo,love,0,33,0.05095,0.04242,0.02367,0.02839,,
olmo,love,0,34,0.07002,0.02856,0.08394,0.0302,,
olmo,love,0,35,-0.01926,0.00834,-0.01842,0.01151,,
olmo,love,0,36,0.09108,0.00277,0.09651,0.0162,,
olmo,love,0,37,0.10648,0.03866,0.10703,0.03815,,
olmo,love,0,38,-0.01718,0.01667,-0.00494,-0.00335,,
olmo,love,0,39,-0.02834,-0.03154,-0.02136,-0.03656,,
olmo,love,0,40,-0.01385,-0.00797,-0.03336,-0.01303,,
olmo,love,0,41,0.07945,0.02288,0.07459,0.02289,,
olmo,love,0,42,-0.00488,0.0012,-0.01147,0.01538,,
olmo,love,0,43,0.02786,0.02753,-0.06034,0.07676,,
olmo,love,0,44,0.08277,-0.0143,0.09289,-0.01649,,
olmo,love,0,45,0.13042,0.0404,0.14265,0.04023,,
olmo,love,0,46,0.10148,0.0417,0.09656,0.04288,,
olmo,love,0,47,-0.01531,0.02652,-0.00743,0.00165,,
olmo,love,0,48,0.06548,0.01855,0.04282,0.02371,,
olmo,love,0,49,-0.02047,0.03517,-0.01201,0.00869,,
olmo,love,0,0,-0.00099,0.05439,,,-0.01878,0.02187
olmo,love,0,1,-0.01199,0.00066,,,0.00669,-0.03613
olmo,love,0,2,-0.01548,0.05685,,,-0.00962,0.06235
olmo,love,0,3,-0.01056,0.00437,,,-0.0234,-0.00144
olmo,love,0,4,-0.01829,0.07119,,,-0.0319,0.08393
olmo,love,0,5,0.17135,0.00596,,,0.11048,0.00075
olmo,love,0,6,-0.02041,-0.02095,,,-0.01262,-0.01795
olmo,love,0,7,0.03249,0.04038,,,0.0247,0.03235
olmo,love,0,8,-0.03827,0.06287,,,-0.05822,0.07232
olmo,love,0,9,0.01812,-0.00531,,,0.02619,0.00111
olmo,love,0,10,-0.00744,0.03965,,,-0.01609,0.064
olmo,love,0,11,0.01442,2e-05,,,0.12051,0.02091
olmo,love,0,12,-0.02981,-0.02508,,,-0.02984,-0.02045
olmo,love,0,13,-0.0279,0.01722,,,-0.03463,0.01241
olmo,love,0,14,0.06188,0.02559,,,0.05604,0.0354
olmo,love,0,15,0.00523,-0.09146,,,0.01842,-0.09159
olmo,love,0,16,0.07113,0.01533,,,0.04765,0.0014
olmo,love,0,17,-0.01478,0.10527,,,-0.01752,0.11968
olmo,love,0,18,0.05377,0.00433,,,0.05706,0.00244
olmo,love,0,19,-0.00099,-0.01481,,,-0.00089,-0.00548
olmo,love,0,20,-0.00746,0.01812,,,-0.04199,0.01494
olmo,love,0,21,-0.06083,0.08274,,,-0.04655,0.09342
olmo,love,0,22,0.03093,0.00231,,,0.03726,-0.00092
olmo,love,0,23,0.05808,0.04328,,,0.02882,0.04397
olmo,love,0,24,-0.01349,0.00509,,,-0.02327,0.00563
olmo,love,0,25,-0.03022,0.02899,,,-0.06871,0.03399
olmo,love,0,26,-0.00626,-0.02971,,,-0.00678,-0.03484
olmo,love,0,27,-0.00192,0.00196,,,0.00744,-0.00459
olmo,love,0,28,-0.03253,-0.02977,,,-0.03392,-0.02653
olmo,love,0,29,0.06719,0.04705,,,0.06806,0.04566
olmo,love,0,30,-0.04193,0.04813,,,-0.04455,0.03231
olmo,love,0,31,0.0523,0.00137,,,0.0661,0.00183
olmo,love,0,32,-0.01545,-0.03346,,,-0.01126,-0.0356
olmo,love,0,33,0.05095,0.04242,,,0.00874,0.02205
olmo,love,0,34,0.07002,0.02856,,,0.07729,0.03045
olmo,love,0,35,-0.01926,0.00834,,,-0.01693,0.00677
olmo,love,0,36,0.09108,0.00277,,,0.12555,0.01006
olmo,love,0,37,0.10648,0.03866,,,0.10762,0.03844
olmo,love,0,38,-0.01718,0.01667,,,-0.0049,-0.00359
olmo,love,0,39,-0.02834,-0.03154,,,-0.02151,-0.03471
olmo,love,0,40,-0.01385,-0.00797,,,-0.03298,-0.01609
olmo,love,0,41,0.07945,0.02288,,,0.06819,0.0192
olmo,love,0,42,-0.00488,0.0012,,,-0.0109,0.01345
olmo,love,0,43,0.02786,0.02753,,,-0.07737,0.03833
olmo,love,0,44,0.08277,-0.0143,,,0.11238,-0.01422
olmo,love,0,45,0.13042,0.0404,,,0.13796,0.04114
olmo,love,0,46,0.10148,0.0417,,,0.09804,0.04136
olmo,love,0,47,-0.01531,0.02652,,,-0.00851,-0.0016
olmo,love,0,48,0.06548,0.01855,,,0.0464,0.02631
olmo,love,0,49,-0.02047,0.03517,,,-0.0147,0.00795
olmo,love,1,0,-0.00099,0.05439,-0.01698,0.02361,,
olmo,love,1,1,0.32681,0.03163,0.33792,0.03378,,
olmo,love,1,2,0.10998,-0.00134,0.09458,-0.01235,,
olmo,love,1,3,0.03402,0.10321,0.08596,0.15384,,
olmo,love,1,4,-0.03625,-0.01241,-0.03462,-0.01193,,
olmo,love,1,5,0.33914,0.04175,0.0882,0.01171,,
olmo,love,1,6,-0.0223,-0.02734,-0.01559,-0.03448,,
olmo,love,1,7,-0.01653,0.02884,0.01292,0.05043,,
olmo,love,1,8,-0.00256,-0.02458,0.00645,-0.01779,,
olmo,love,1,9,0.01389,0.08433,0.02487,0.10877,,
olmo,love,1,10,0.1025,0.03511,0.11092,0.03859,,
olmo,love,1,11,-0.04468,0.06799,-0.05534,0.08756,,
olmo,love,1,12,0.03178,0.00333,0.03145,0.01366,,
olmo,love,1,13,-0.02301,0.03683,-0.03539,0.07848,,
olmo,love,1,14,-0.00855,-0.00062,-0.03073,-0.00158,,
olmo,love,1,15,-0.03322,0.00092,-0.02993,-0.00091,,
olmo,love,1,16,-0.03371,-0.01337,-0.01765,-0.02278,,
olmo,love,1,17,0.02711,0.03501,0.02518,0.04377,,
olmo,love,1,18,0.08819,0.03344,0.06189,0.02782,,
olmo,love,1,19,0.05601,0.19197,0.00764,0.24138,,
olmo,love,1,20,-0.0204,0.01855,-0.02763,0.02389,,
olmo,love,1,21,-0.03624,0.05221,-0.04955,0.0653,,
olmo,love,1,22,-0.06039,0.09414,-0.06944,0.10886,,
olmo,love,1,23,0.12191,0.00531,0.04438,-0.00864,,
olmo,love,1,24,-0.02804,0.02802,-0.03516,-0.04071,,
olmo,love,1,25,-0.0342,-0.01083,-0.03536,-0.01097,,
olmo,love,1,26,-0.05774,0.15711,-0.08477,0.12023,,
olmo,love,1,27,0.24676,0.00346,0.28104,0.00707,,
olmo,love,1,28,-0.03029,0.08723,-0.04248,0.11074,,
olmo,love,1,29,-0.1291,0.01752,-0.16355,-0.01765,,
olmo,love,1,30,-0.02443,0.14996,-0.02053,0.09066,,
olmo,love,1,31,-0.00663,0.03949,-0.01971,0.0253,,
olmo,love,1,32,0.04731,0.02564,0.04738,0.01768,,
olmo,love,1,33,-0.03076,0.02056,-0.02415,0.00892,,
olmo,love,1,34,0.00975,-0.01781,0.01285,-0.01915,,
olmo,love,1,35,-0.03774,0.04402,-0.02604,0.05758,,
olmo,love,1,36,0.01964,0.00483,0.01112,-0.00067,,
olmo,love,1,37,-0.0245,-0.03278,-0.02474,-0.03013,,
olmo,love,1,38,-0.02677,-0.00198,-0.01632,0.00036,,
olmo,love,1,39,0.00845,0.0071,0.01145,0.00547,,
olmo,love,1,40,0.09435,0.02408,0.108,0.03412,,
olmo,love,1,41,-0.0191,0.0098,-0.02784,0.03493,,
olmo,love,1,42,0.05996,0.02629,0.0908,0.01913,,
olmo,love,1,43,-0.05959,0.10018,-0.04244,0.07391,,
olmo,love,1,44,-0.02831,-0.01203,-0.0286,-0.0119,,
olmo,love,1,45,-0.03705,-0.01755,-0.03379,0.00663,,
olmo,love,1,46,-0.02089,-0.03244,-0.02112,-0.02883,,
olmo,love,1,47,-0.00059,0.03511,0.01902,0.04647,,
olmo,love,1,48,-0.0221,-0.03213,-0.01915,-0.03111,,
olmo,love,1,49,-0.00552,0.0616,0.01477,0.07922,,
olmo,love,1,0,-0.00099,0.05439,,,-0.01878,0.02187
olmo,love,1,1,0.32681,0.03163,,,0.35032,0.03653
olmo,love,1,2,0.10998,-0.00134,,,0.06172,-0.01474
olmo,love,1,3,0.03402,0.10321,,,0.10298,0.17455
olmo,love,1,4,-0.03625,-0.01241,,,-0.0347,-0.01167
olmo,love,1,5,0.33914,0.04175,,,0.0429,0.00662
olmo,love,1,6,-0.0223,-0.02734,,,-0.02079,-0.02655
olmo,love,1,7,-0.01653,0.02884,,,-0.03267,0.04246
olmo,love,1,8,-0.00256,-0.02458,,,0.00015,-0.01964
olmo,love,1,9,0.01389,0.08433,,,0.02499,0.11339
olmo,love,1,10,0.1025,0.03511,,,0.11116,0.03821
olmo,love,1,11,-0.04468,0.06799,,,-0.06312,0.09992
olmo,love,1,12,0.03178,0.00333,,,0.03381,0.02087
olmo,love,1,13,-0.02301,0.03683,,,-0.03586,0.07821
olmo,love,1,14,-0.00855,-0.00062,,,-0.03224,-0.00101
olmo,love,1,15,-0.03322,0.00092,,,-0.02677,0.00236
olmo,love,1,16,-0.03371,-0.01337,,,-0.01926,-0.01658
olmo,love,1,17,0.02711,0.03501,,,0.00107,0.03495
olmo,love,1,18,0.08819,0.03344,,,0.06012,0.03621
olmo,love,1,19,0.05601,0.19197,,,0.00371,0.2629
olmo,love,1,20,-0.0204,0.01855,,,-0.02767,0.02848
olmo,love,1,21,-0.03624,0.05221,,,-0.06217,0.08716
olmo,love,1,22,-0.06039,0.09414,,,-0.08402,0.13383
olmo,love,1,23,0.12191,0.00531,,,0.02251,-0.05285
olmo,love,1,24,-0.02804,0.02802,,,-0.03487,-0.0524
olmo,love,1,25,-0.0342,-0.01083,,,-0.03533,-0.01097
olmo,love,1,26,-0.05774,0.15711,,,-0.10013,0.1234
olmo,love,1,27,0.24676,0.00346,,,0.28,0.00761
olmo,love,1,28,-0.03029,0.08723,,,-0.06356,0.20873
olmo,love,1,29,-0.1291,0.01752,,,-0.16898,-0.02184
olmo,love,1,30,-0.02443,0.14996,,,-0.03139,0.07358
olmo,love,1,31,-0.00663,0.03949,,,-0.02579,0.05335
olmo,love,1,32,0.04731,0.02564,,,0.04706,0.02316
olmo,love,1,33,-0.03076,0.02056,,,-0.02647,0.01058
olmo,love,1,34,0.00975,-0.01781,,,0.0059,-0.01512
olmo,love,1,35,-0.03774,0.04402,,,-0.03003,0.07351
olmo,love,1,36,0.01964,0.00483,,,0.01168,0.00251
olmo,love,1,37,-0.0245,-0.03278,,,-0.02711,-0.02966
olmo,love,1,38,-0.02677,-0.00198,,,-0.0164,0.00104
olmo,love,1,39,0.00845,0.0071,,,0.00418,0.00145
olmo,love,1,40,0.09435,0.02408,,,0.09401,0.03919
olmo,love,1,41,-0.0191,0.0098,,,-0.02311,0.02146
olmo,love,1,42,0.05996,0.02629,,,0.07806,0.02296
olmo,love,1,43,-0.05959,0.10018,,,-0.04428,0.09042
olmo,love,1,44,-0.02831,-0.01203,,,-0.0276,-0.00505
olmo,love,1,45,-0.03705,-0.01755,,,-0.08263,0.01237
olmo,love,1,46,-0.02089,-0.03244,,,-0.02287,-0.02287
olmo,love,1,47,-0.00059,0.03511,,,0.01461,0.07297
olmo,love,1,48,-0.0221,-0.03213,,,-0.02016,-0.02761
olmo,love,1,49,-0.00552,0.0616,,,0.01883,0.09908
olmo,love,2,0,-0.00099,0.05439,-0.01698,0.02361,,
olmo,love,2,1,0.07886,0.06032,0.10739,-0.01964,,
olmo,love,2,2,0.01564,-0.01038,-0.00583,0.01603,,
olmo,love,2,3,-0.0221,-0.02549,-0.01345,-0.03715,,
olmo,love,2,4,-0.00262,0.0646,0.03839,0.08612,,
olmo,love,2,5,0.32299,0.02185,0.37351,0.04147,,
olmo,love,2,6,-0.01157,-0.03857,-0.00803,-0.04275,,
olmo,love,2,7,0.00732,0.07385,-0.00545,0.09661,,
olmo,love,2,8,-0.0593,0.07816,-0.10453,0.04019,,
olmo,love,2,9,-0.15676,0.1055,-0.24971,0.04296,,
olmo,love,2,10,-0.01882,-0.02354,-0.02417,-0.02387,,
olmo,love,2,11,-0.10279,0.11019,-0.16059,0.20002,,
olmo,love,2,12,0.37209,0.04157,0.39025,0.04462,,
olmo,love,2,13,0.03244,0.01972,0.00993,0.02835,,
olmo,love,2,14,0.12506,0.15017,-0.01024,0.0864,,
olmo,love,2,15,0.22188,0.21898,0.23089,0.24155,,
olmo,love,2,16,-0.01383,-0.01203,-0.01221,-0.02051,,
olmo,love,2,17,-0.02087,0.07128,-0.07083,0.0504,,
olmo,love,2,18,-0.04674,0.14977,-0.08575,0.14858,,
olmo,love,2,19,-0.02014,-0.00102,-0.0364,-0.00038,,
olmo,love,2,20,0.01878,0.03908,-0.01685,0.05338,,
olmo,love,2,21,0.04221,0.01626,0.01217,0.03339,,
olmo,love,2,22,-0.04052,0.0273,-0.03854,0.03698,,
olmo,love,2,23,-0.02803,-0.01435,-0.02028,-0.00665,,
olmo,love,2,24,0.09344,0.04056,0.17359,0.03725,,
olmo,love,2,25,-0.02081,-0.00254,-0.01389,0.00553,,
olmo,love,2,26,0.04967,-0.01953,0.01225,-0.12722,,
olmo,love,2,27,-0.01731,-0.02992,-0.01698,-0.02707,,
olmo,love,2,28,0.0193,-0.02331,-0.01526,-7e-05,,
olmo,love,2,29,-0.02185,-0.04161,-0.01153,-0.02554,,
olmo,love,2,30,0.00377,0.00412,0.00521,-0.0157,,
olmo,love,2,31,-0.01626,-0.00225,-0.01618,-0.0138,,
olmo,love,2,32,0.00812,0.05625,-0.03882,0.06014,,
olmo,love,2,33,0.0339,0.04246,-0.01473,-0.00234,,
olmo,love,2,34,0.0022,-0.00916,-0.00992,-0.04884,,
olmo,love,2,35,-0.15353,-0.08993,-0.15844,-0.09582,,
olmo,love,2,36,-0.05316,-0.05606,-0.04875,-0.06632,,
olmo,love,2,37,0.02989,-0.00652,0.03168,-0.00808,,
olmo,love,2,38,-0.01025,-0.00669,-0.01034,0.00381,,
olmo,love,2,39,-0.02934,0.04965,-0.01814,0.00321,,
olmo,love,2,40,-0.01453,-0.04054,-0.01524,-0.04005,,
olmo,love,2,41,0.09947,-0.00047,0.06176,-0.04295,,
olmo,love,2,42,0.01317,0.00484,-0.00291,-0.00735,,
olmo,love,2,43,-0.01819,0.05239,-0.01177,0.08788,,
olmo,love,2,44,-0.08261,-0.04279,-0.049,0.01538,,
olmo,love,2,45,-0.00275,-0.03148,-0.00056,0.05449,,
olmo,love,2,46,-0.01961,0.04191,-0.03752,0.04609,,
olmo,love,2,47,0.01036,0.09268,0.02434,0.09247,,
olmo,love,2,48,-0.01248,-0.00492,-0.01368,-0.0053,,
olmo,love,2,49,-0.00748,-0.00111,0.0,-0.01326,,
olmo,love,2,0,-0.00099,0.05439,,,-0.01878,0.02187
olmo,love,2,1,0.07886,0.06032,,,0.1235,-0.03478
olmo,love,2,2,0.01564,-0.01038,,,-0.0008,0.02422
olmo,love,2,3,-0.0221,-0.02549,,,-0.00917,-0.04134
olmo,love,2,4,-0.00262,0.0646,,,0.04465,0.09394
olmo,love,2,5,0.32299,0.02185,,,0.38575,0.04361
olmo,love,2,6,-0.01157,-0.03857,,,-0.00742,-0.04355
olmo,love,2,7,0.00732,0.07385,,,-0.01625,0.1024
olmo,love,2,8,-0.0593,0.07816,,,-0.12415,0.03319
olmo,love,2,9,-0.15676,0.1055,,,-0.24474,0.04965
olmo,love,2,10,-0.01882,-0.02354,,,-0.02435,-0.0156
olmo,love,2,11,-0.10279,0.11019,,,-0.13967,0.1937
olmo,love,2,12,0.37209,0.04157,,,0.39073,0.04464
olmo,love,2,13,0.03244,0.01972,,,0.01573,0.02327
olmo,love,2,14,0.12506,0.15017,,,0.00306,0.09269
olmo,love,2,15,0.22188,0.21898,,,0.20554,0.23575
olmo,love,2,16,-0.01383,-0.01203,,,-0.00351,-0.01286
olmo,love,2,17,-0.02087,0.07128,,,-0.10532,0.05599
olmo,love,2,18,-0.04674,0.14977,,,-0.09714,0.13333
olmo,love,2,19,-0.02014,-0.00102,,,-0.04402,0.03057
olmo,love,2,20,0.01878,0.03908,,,-0.02413,0.08431
olmo,love,2,21,0.04221,0.01626,,,0.01481,0.03043
olmo,love,2,22,-0.04052,0.0273,,,-0.03931,0.0427
olmo,love,2,23,-0.02803,-0.01435,,,-0.02149,-0.0057
olmo,love,2,24,0.09344,0.04056,,,0.18646,0.04083
olmo,love,2,25,-0.02081,-0.00254,,,-0.02169,0.00509
olmo,love,2,26,0.04967,-0.01953,,,0.01375,-0.13943
olmo,love,2,27,-0.01731,-0.02992,,,-0.01641,-0.0246
olmo,love,2,28,0.0193,-0.02331,,,-0.0124,0.01198
olmo,love,2,29,-0.02185,-0.04161,,,-0.01604,-0.02329
olmo,love,2,30,0.00377,0.00412,,,0.00713,-0.00784
olmo,love,2,31,-0.01626,-0.00225,,,-0.01472,-0.00984
olmo,love,2,32,0.00812,0.05625,,,-0.05691,0.10187
olmo,love,2,33,0.0339,0.04246,,,-0.01876,0.00357
olmo,love,2,34,0.0022,-0.00916,,,-0.01244,-0.0563
olmo,love,2,35,-0.15353,-0.08993,,,-0.15876,-0.09614
olmo,love,2,36,-0.05316,-0.05606,,,-0.05039,-0.06707
olmo,love,2,37,0.02989,-0.00652,,,0.03229,-0.0075
olmo,love,2,38,-0.01025,-0.00669,,,-0.00709,0.00723
olmo,love,2,39,-0.02934,0.04965,,,-0.01496,0.00976
olmo,love,2,40,-0.01453,-0.04054,,,-0.01524,-0.04033
olmo,love,2,41,0.09947,-0.00047,,,0.08084,-0.0394
olmo,love,2,42,0.01317,0.00484,,,0.00391,0.0003
olmo,love,2,43,-0.01819,0.05239,,,-0.00958,0.09021
olmo,love,2,44,-0.08261,-0.04279,,,-0.04903,0.01711
olmo,love,2,45,-0.00275,-0.03148,,,-0.00023,0.08036
olmo,love,2,46,-0.01961,0.04191,,,-0.04732,0.05367
olmo,love,2,47,0.01036,0.09268,,,0.04867,0.10827
olmo,love,2,48,-0.01248,-0.00492,,,-0.0137,0.00651
olmo,love,2,49,-0.00748,-0.00111,,,-0.00627,-0.01
olmo,love,3,0,-0.00099,0.05439,-0.01698,0.02361,,
olmo,love,3,1,0.32681,0.03163,0.33792,0.03378,,
olmo,love,3,2,-0.0227,0.06915,0.06334,0.06323,,
olmo,love,3,3,-0.15061,0.09402,-0.10451,0.0621,,
olmo,love,3,4,-0.02379,0.07655,-0.09333,0.11487,,
olmo,love,3,5,-0.23011,0.16649,-0.25151,0.20626,,
olmo,love,3,6,0.05381,0.10732,-0.01576,0.1241,,
olmo,love,3,7,-0.00258,0.00072,0.00961,0.01163,,
olmo,love,3,8,-0.03738,0.0556,-0.03705,0.05684,,
olmo,love,3,9,-0.02363,-0.01453,-0.0176,-0.02769,,
olmo,love,3,10,0.24963,0.02785,0.15934,0.01295,,
olmo,love,3,11,-0.00152,0.18817,0.00248,0.19009,,
olmo,love,3,12,-0.01957,-0.0357,-0.0177,-0.03166,,
olmo,love,3,13,0.03399,0.05376,0.06059,0.05169,,
olmo,love,3,14,0.10272,0.00795,0.11028,0.01718,,
olmo,love,3,15,-0.05434,0.0571,-0.04464,0.07689,,
olmo,love,3,16,-0.04761,0.02721,-0.04495,0.02837,,
olmo,love,3,17,-0.08501,-0.05776,-0.08572,-0.03993,,
olmo,love,3,18,-0.0696,0.07739,-0.06785,0.07882,,
olmo,love,3,19,-0.01476,-0.01638,-0.01279,-0.01396,,
olmo,love,3,20,0.01972,0.0599,0.03693,0.07503,,
olmo,love,3,21,-0.03038,0.10884,-0.00278,0.15729,,
olmo,love,3,22,0.08008,-0.11069,-0.09,-0.12407,,
olmo,love,3,23,-0.01199,-0.09925,-0.01322,-0.10055,,
olmo,love,3,24,0.01774,0.01607,0.02477,0.03451,,
olmo,love,3,25,-0.01357,-0.0008,-0.01702,-0.00711,,
olmo,love,3,26,-0.03,0.02668,-0.0208,0.01129,,
olmo,love,3,27,-0.04088,-0.02273,-0.08429,-0.00791,,
olmo,love,3,28,0.01682,-0.03078,0.03585,-0.02087,,
olmo,love,3,29,0.02211,0.08989,0.05239,0.01338,,
olmo,love,3,30,0.01467,0.02468,0.04364,0.02061,,
olmo,love,3,31,-0.00337,0.02189,-0.00669,0.03662,,
