idx,_id,year,author,title,n_words,passage_seq,dialogue_density,blt_bits_per_char,pythia_loss,pythia_chars_per_token,pythia_n_tokens,qc
1954,_chadwyck/Nineteenth-Century_Fiction/ncf3103.14,1830,"Scott, Walter, Sir, 1771&ndash;1832","Waverley; or, 'Tis Sixty Years Since [in, the Waverley Novels]",514,69,sparse,1.1044396628817774,3.0379655361175537,4.0341655716162945,512,1800
1955,_chadwyck/Nineteenth-Century_Fiction/ncf3103.14,1830,"Scott, Walter, Sir, 1771&ndash;1832","Waverley; or, 'Tis Sixty Years Since [in, the Waverley Novels]",506,139,none,1.8813776953447516,2.9725944995880127,4.0719131614654005,512,1800
1956,_chadwyck/Nineteenth-Century_Fiction/ncf3103.14,1830,"Scott, Walter, Sir, 1771&ndash;1832","Waverley; or, 'Tis Sixty Years Since [in, the Waverley Novels]",563,314,none,,3.100494146347046,4.149936467598475,512,1800
1957,_chadwyck/Nineteenth-Century_Fiction/ncf3206.02,1830,"Shelley, Mary Wollstonecraft, 1797&ndash;1851","The Fortunes of Perkin Warbeck, A Romance",518,34,none,1.711506435334994,3.0973966121673584,4.208955223880597,512,1800
1958,_chadwyck/Nineteenth-Century_Fiction/ncf3206.02,1830,"Shelley, Mary Wollstonecraft, 1797&ndash;1851","The Fortunes of Perkin Warbeck, A Romance",510,104,sparse,2.135120411592305,3.299970865249634,3.9986033519553073,512,1800
1959,_chadwyck/Nineteenth-Century_Fiction/ncf3206.02,1830,"Shelley, Mary Wollstonecraft, 1797&ndash;1851","The Fortunes of Perkin Warbeck, A Romance",532,138,sparse,2.1144241057107824,3.4268295764923096,4.015727391874181,512,1800
1960,_chadwyck/Nineteenth-Century_Fiction/ncf3206.02,1830,"Shelley, Mary Wollstonecraft, 1797&ndash;1851","The Fortunes of Perkin Warbeck, A Romance",501,173,sparse,,3.107553720474243,3.869220607661823,512,1800
1961,_chadwyck/Nineteenth-Century_Fiction/ncf3206.02,1830,"Shelley, Mary Wollstonecraft, 1797&ndash;1851","The Fortunes of Perkin Warbeck, A Romance",504,242,sparse,2.4180322951891093,3.4336607456207275,3.8746666666666663,512,1800
1962,_chadwyck/Nineteenth-Century_Fiction/ncf2702.01,1831,"Peacock, Thomas Love, 1785&ndash;1866",Crotchet Castle.,539,19,sparse,1.4060178203425993,3.1805670261383057,3.707594936708861,512,1800
1963,_chadwyck/Nineteenth-Century_Fiction/ncf2702.01,1831,"Peacock, Thomas Love, 1785&ndash;1866",Crotchet Castle.,509,26,sparse,1.5817057812060187,3.0307345390319824,3.789672544080605,512,1800
1964,_chadwyck/Nineteenth-Century_Fiction/ncf2702.01,1831,"Peacock, Thomas Love, 1785&ndash;1866",Crotchet Castle.,510,52,sparse,,3.030895233154297,3.951219512195122,512,1800
1965,_chadwyck/Nineteenth-Century_Fiction/ncf3103.07,1831,"Scott, Walter, Sir, 1771&ndash;1832","Kenilworth [in, the Waverley Novels]",542,171,sparse,,3.321019411087036,4.041025641025641,512,1800
1966,_chadwyck/Nineteenth-Century_Fiction/ncf3103.07,1831,"Scott, Walter, Sir, 1771&ndash;1832","Kenilworth [in, the Waverley Novels]",540,275,none,,3.1203842163085938,4.168010752688172,512,1800
1967,_chadwyck/Nineteenth-Century_Fiction/ncf3103.10,1831,"Scott, Walter, Sir, 1771&ndash;1832","Quentin Durward [in, the Waverley Novels]",518,244,sparse,,2.980724334716797,4.185714285714286,512,1800
1968,_chadwyck/Nineteenth-Century_Fiction/ncf3206.03,1831,"Shelley, Mary Wollstonecraft, 1797&ndash;1851","Frankenstein: Or, The Modern Prometheus ... Revised, Corrected, And Illustrated With A New Introduction, By the Author.",513,30,none,,2.688182830810547,4.310751104565537,512,1800
1969,_chadwyck/Nineteenth-Century_Fiction/ncf3206.03,1831,"Shelley, Mary Wollstonecraft, 1797&ndash;1851","Frankenstein: Or, The Modern Prometheus ... Revised, Corrected, And Illustrated With A New Introduction, By the Author.",510,60,none,,2.9643287658691406,4.126721763085399,512,1800
1970,_chadwyck/Nineteenth-Century_Fiction/ncf3206.03,1831,"Shelley, Mary Wollstonecraft, 1797&ndash;1851","Frankenstein: Or, The Modern Prometheus ... Revised, Corrected, And Illustrated With A New Introduction, By the Author.",524,75,sparse,1.7746921089058572,2.84454607963562,4.077656675749319,512,1800
1971,_chadwyck/Nineteenth-Century_Fiction/ncf3206.03,1831,"Shelley, Mary Wollstonecraft, 1797&ndash;1851","Frankenstein: Or, The Modern Prometheus ... Revised, Corrected, And Illustrated With A New Introduction, By the Author.",503,91,none,1.069294438706971,2.756133794784546,4.1006006006006,512,1800
1972,_chadwyck/Nineteenth-Century_Fiction/ncf3206.03,1831,"Shelley, Mary Wollstonecraft, 1797&ndash;1851","Frankenstein: Or, The Modern Prometheus ... Revised, Corrected, And Illustrated With A New Introduction, By the Author.",516,106,none,1.2365137374369932,3.0243046283721924,4.286118980169972,512,1800
1973,_chadwyck/Nineteenth-Century_Fiction/ncf3206.03,1831,"Shelley, Mary Wollstonecraft, 1797&ndash;1851","Frankenstein: Or, The Modern Prometheus ... Revised, Corrected, And Illustrated With A New Introduction, By the Author.",513,136,sparse,,2.878593921661377,3.938746438746439,512,1800
1974,_chadwyck/Nineteenth-Century_Fiction/ncf0702.02,1832,"Lytton, Edward Bulwer Lytton, Baron, 1803&ndash;1873",Eugene Aram.,501,147,sparse,1.5033405722906663,3.147706985473633,3.7857142857142856,512,1800
1975,_chadwyck/Nineteenth-Century_Fiction/ncf0702.02,1832,"Lytton, Edward Bulwer Lytton, Baron, 1803&ndash;1873",Eugene Aram.,516,207,none,1.5624415929290612,3.30111312866211,4.1547116736990155,512,1800
1976,_chadwyck/Nineteenth-Century_Fiction/ncf3103.11,1832,"Scott, Walter, Sir, 1771&ndash;1832","Redgauntlet [in, the Waverley Novels]",539,68,sparse,1.850652317139423,3.327773332595825,3.9036939313984167,512,1800
1977,_chadwyck/Nineteenth-Century_Fiction/ncf3103.11,1832,"Scott, Walter, Sir, 1771&ndash;1832","Redgauntlet [in, the Waverley Novels]",464,341,sparse,1.8736993961729485,3.107656478881836,4.207055214723926,512,1800
1978,_chadwyck/Nineteenth-Century_Fiction/ncf3103.13,1832,"Scott, Walter, Sir, 1771&ndash;1832","St. Ronan's Well [in, the Waverley Novels]",501,131,none,1.920271624703638,3.3384599685668945,4.280453257790368,512,1800
1979,_chadwyck/Nineteenth-Century_Fiction/ncf2101.01,1834,"Marryat, Frederick, 1792&ndash;1848",Peter Simple,523,37,none,2.391922626251421,2.77497935295105,3.8990318118948823,512,1800
1980,_chadwyck/Nineteenth-Century_Fiction/ncf2101.01,1834,"Marryat, Frederick, 1792&ndash;1848",Peter Simple,516,185,sparse,2.071693239730584,2.933072090148926,4.081896551724138,512,1800
1981,_chadwyck/Nineteenth-Century_Fiction/ncf2101.01,1834,"Marryat, Frederick, 1792&ndash;1848",Peter Simple,516,333,sparse,2.0217080826328324,2.6497228145599365,3.797720797720798,512,1800
1982,_chadwyck/Nineteenth-Century_Fiction/ncf3206.06,1835,"Shelley, Mary Wollstonecraft, 1797&ndash;1851",Lodore,510,85,none,1.3170815414569323,2.8956611156463623,3.977433004231312,512,1800
1983,_chadwyck/Nineteenth-Century_Fiction/ncf3206.06,1835,"Shelley, Mary Wollstonecraft, 1797&ndash;1851",Lodore,509,142,none,,3.014476537704468,4.158865248226951,512,1800
1984,_chadwyck/Nineteenth-Century_Fiction/ncf3206.06,1835,"Shelley, Mary Wollstonecraft, 1797&ndash;1851",Lodore,558,256,sparse,,3.0855958461761475,3.967046894803549,512,1800
1985,_chadwyck/Nineteenth-Century_Fiction/ncf3901.01,1836,"Gore, Mrs. (Catherine Grace Frances), 1799&ndash;1861","Mrs. Armytage; or, Female Domination.",530,27,sparse,,3.213999032974243,4.135430916552668,512,1800
1986,_chadwyck/Nineteenth-Century_Fiction/ncf3901.01,1836,"Gore, Mrs. (Catherine Grace Frances), 1799&ndash;1861","Mrs. Armytage; or, Female Domination.",511,108,sparse,,3.163027048110962,3.810301507537688,512,1800
1987,_chadwyck/Nineteenth-Century_Fiction/ncf3901.01,1836,"Gore, Mrs. (Catherine Grace Frances), 1799&ndash;1861","Mrs. Armytage; or, Female Domination.",545,217,none,,3.15297532081604,4.098191214470284,512,1800
1988,_chadwyck/Nineteenth-Century_Fiction/ncf22503.15,1837,"Dickens, Charles, 1812&ndash;1870","The Posthumous Papers of the Pickwick Club. By Charles Dickens. With Forty&hyphen;three Illustrations, by R. Seymour and Phiz",518,405,sparse,,3.160407543182373,4.19181946403385,512,1800
1989,_chadwyck/Nineteenth-Century_Fiction/ncf3206.01,1837,"Shelley, Mary Wollstonecraft, 1797&ndash;1851",Falkner; A Novel,555,88,none,,3.0303714275360107,4.022900763358779,512,1800
1990,_chadwyck/Nineteenth-Century_Fiction/ncf3206.01,1837,"Shelley, Mary Wollstonecraft, 1797&ndash;1851",Falkner; A Novel,523,207,sparse,,2.9715332984924316,3.859459459459459,512,1800
1991,_chadwyck/Nineteenth-Century_Fiction/ncf0101.01,1839,"Ainsworth, William Harrison, 1805&ndash;1882",Jack Sheppard. A Romance.,530,59,none,,2.8341732025146484,4.161082474226804,512,1800
1992,_chadwyck/Nineteenth-Century_Fiction/ncf0101.01,1839,"Ainsworth, William Harrison, 1805&ndash;1882",Jack Sheppard. A Romance.,530,119,none,1.2608845148620937,3.074248790740967,3.884223918575063,512,1800
1993,_chadwyck/Nineteenth-Century_Fiction/ncf0101.01,1839,"Ainsworth, William Harrison, 1805&ndash;1882",Jack Sheppard. A Romance.,500,238,sparse,1.1717058866210466,2.5742709636688232,3.995744680851064,512,1800
1994,_chadwyck/Nineteenth-Century_Fiction/ncf0101.01,1839,"Ainsworth, William Harrison, 1805&ndash;1882",Jack Sheppard. A Romance.,509,268,sparse,,2.710519552230835,3.920723226703755,512,1800
1995,_chadwyck/Nineteenth-Century_Fiction/ncf0101.01,1839,"Ainsworth, William Harrison, 1805&ndash;1882",Jack Sheppard. A Romance.,87,297,none,,2.636229991912842,3.840909090909091,132,1800
1996,_chadwyck/Nineteenth-Century_Fiction/ncf3801.01,1839,"Taylor, Meadows, 1808&ndash;1876",Confessions Of A Thug,504,257,sparse,1.1706877308186632,3.1111867427825928,4.094814814814815,512,1800
1997,_chadwyck/Nineteenth-Century_Fiction/ncf26308.10,1840,"Thackeray, William Makepeace, 1811&ndash;1863","A Shabby Genteel Story [in, Fraser's Magazine for Town And Country: Volumes XXl&hyphen;XXll]",504,7,none,,3.313037395477295,3.7233502538071064,512,1800
1998,_chadwyck/Nineteenth-Century_Fiction/ncf26308.10,1840,"Thackeray, William Makepeace, 1811&ndash;1863","A Shabby Genteel Story [in, Fraser's Magazine for Town And Country: Volumes XXl&hyphen;XXll]",527,38,sparse,1.3327768581292512,3.0820529460906982,3.671267252195734,512,1800
1999,_chadwyck/Nineteenth-Century_Fiction/ncf26308.10,1840,"Thackeray, William Makepeace, 1811&ndash;1863","A Shabby Genteel Story [in, Fraser's Magazine for Town And Country: Volumes XXl&hyphen;XXll]",516,54,sparse,,3.2906086444854736,3.732911392405063,512,1800
2000,_chadwyck/Nineteenth-Century_Fiction/ncf26502.01,1840,"Trollope, Frances Milton, 1780&ndash;1863","The Life and Adventures of Michael Armstrong, the Factory Boy.",504,78,none,1.4853251681987172,3.093013048171997,4.340909090909091,512,1800
2001,_chadwyck/Nineteenth-Century_Fiction/ncf26502.01,1840,"Trollope, Frances Milton, 1780&ndash;1863","The Life and Adventures of Michael Armstrong, the Factory Boy.",541,235,sparse,1.1322176473701948,3.042440891265869,4.122875816993464,512,1800
2002,_chadwyck/Nineteenth-Century_Fiction/ncf22503.03,1843,"Dickens, Charles, 1812&ndash;1870",A Christmas Carol. In Prose. Being a Ghost Story of Christmas. By Charles Dickens: With Illustrations by John Leech,581,27,none,2.190029077309252,3.1321122646331787,3.952873563218391,512,1800
2003,_chadwyck/Nineteenth-Century_Fiction/ncf22503.03,1843,"Dickens, Charles, 1812&ndash;1870",A Christmas Carol. In Prose. Being a Ghost Story of Christmas. By Charles Dickens: With Illustrations by John Leech,506,33,sparse,1.2147629180940385,3.008859872817993,3.850684931506849,512,1800
2004,_chadwyck/Nineteenth-Century_Fiction/ncf22503.07,1844,"Dickens, Charles, 1812&ndash;1870",The Life and Adventures of Martin Chuzzlewit. By Charles Dickens. With Illustrations by Phiz,530,194,none,1.4346042890617734,3.371617317199707,3.953519256308101,512,1800
2005,_chadwyck/Nineteenth-Century_Fiction/ncf22503.07,1844,"Dickens, Charles, 1812&ndash;1870",The Life and Adventures of Martin Chuzzlewit. By Charles Dickens. With Illustrations by Phiz,510,389,sparse,,3.232490301132202,4.021834061135372,512,1800
2006,_chadwyck/Nineteenth-Century_Fiction/ncf22503.07,1844,"Dickens, Charles, 1812&ndash;1870",The Life and Adventures of Martin Chuzzlewit. By Charles Dickens. With Illustrations by Phiz,146,648,none,1.8705721732827372,3.6783640384674072,3.872549019607843,204,1800
2007,_chadwyck/Nineteenth-Century_Fiction/ncf22601.01,1844,"Disraeli, Benjamin, Earl of Beaconsfield, 1804&ndash;1881",Coningsby; or The New Generation. By B. Disraeli ... In Three Vols,538,276,sparse,1.2348637059382201,2.7792558670043945,4.187079407806191,512,1800
2008,_chadwyck/Nineteenth-Century_Fiction/ncf22601.03,1845,"Disraeli, Benjamin, Earl of Beaconsfield, 1804&ndash;1881","Sybil; or, The Two Nations. By B. Disraeli",517,30,none,2.2123293372222608,3.1050474643707275,4.188172043010753,512,1800
2009,_chadwyck/Nineteenth-Century_Fiction/ncf22601.03,1845,"Disraeli, Benjamin, Earl of Beaconsfield, 1804&ndash;1881","Sybil; or, The Two Nations. By B. Disraeli",504,91,sparse,1.8304666877142959,3.37473201751709,4.0,512,1800
2010,_chadwyck/Nineteenth-Century_Fiction/ncf22601.03,1845,"Disraeli, Benjamin, Earl of Beaconsfield, 1804&ndash;1881","Sybil; or, The Two Nations. By B. Disraeli",528,243,none,1.264430738425641,3.3441197872161865,4.317614424410541,512,1800
2011,_chadwyck/Nineteenth-Century_Fiction/ncf21101.01,1847,"Bront&euml;, Anne, 1820&ndash;1849","Agnes Grey. A Novel, by Acton Bell",587,25,sparse,1.3114041028856134,2.9030330181121826,4.048721071863581,512,1800
2012,_chadwyck/Nineteenth-Century_Fiction/ncf21101.01,1847,"Bront&euml;, Anne, 1820&ndash;1849","Agnes Grey. A Novel, by Acton Bell",530,38,sparse,,2.68263578414917,3.8965071151358344,512,1800
2013,_chadwyck/Nineteenth-Century_Fiction/ncf21101.01,1847,"Bront&euml;, Anne, 1820&ndash;1849","Agnes Grey. A Novel, by Acton Bell",547,90,sparse,1.3425769688362204,2.693150758743286,3.962962962962963,512,1800
2014,_chadwyck/Nineteenth-Century_Fiction/ncf21101.01,1847,"Bront&euml;, Anne, 1820&ndash;1849","Agnes Grey. A Novel, by Acton Bell",394,128,sparse,1.2509759946594816,3.0253212451934814,4.018382352941177,512,1800
2015,_chadwyck/Nineteenth-Century_Fiction/ncf21201.01,1847,"Bront&euml;, Charlotte, 1816&ndash;1855",Jane Eyre. An Autobiography. Edited by Currer Bell. In Three Volumes,529,35,sparse,1.1649671200849236,2.8610150814056396,3.8758434547908234,512,1800
2016,_chadwyck/Nineteenth-Century_Fiction/ncf21201.01,1847,"Bront&euml;, Charlotte, 1816&ndash;1855",Jane Eyre. An Autobiography. Edited by Currer Bell. In Three Volumes,515,179,sparse,1.2671336213510977,2.9029645919799805,3.775,512,1800
2017,_chadwyck/Nineteenth-Century_Fiction/ncf22601.04,1847,"Disraeli, Benjamin, Earl of Beaconsfield, 1804&ndash;1881","Tancred: or, The New Crusade. By B. Disraeli",504,62,none,1.3734016363362547,2.847062826156616,3.818666666666666,512,1800
2018,_chadwyck/Nineteenth-Century_Fiction/ncf22601.04,1847,"Disraeli, Benjamin, Earl of Beaconsfield, 1804&ndash;1881","Tancred: or, The New Crusade. By B. Disraeli",507,218,sparse,2.0732977053628816,3.3768150806427,3.9447300771208225,512,1800
2019,_chadwyck/Nineteenth-Century_Fiction/ncf22601.04,1847,"Disraeli, Benjamin, Earl of Beaconsfield, 1804&ndash;1881","Tancred: or, The New Crusade. By B. Disraeli",510,249,none,1.8515772767119676,3.275648832321167,3.9659863945578233,512,1800
2020,_chadwyck/Nineteenth-Century_Fiction/ncf21101.02,1848,"Bront&euml;, Anne, 1820&ndash;1849",The Tenant of Wildfell Hall. By Acton Bell. In Three Volumes,517,98,sparse,1.8714884489992207,2.650055408477783,3.902013422818792,512,1800
2021,_chadwyck/Nineteenth-Century_Fiction/ncf21101.02,1848,"Bront&euml;, Anne, 1820&ndash;1849",The Tenant of Wildfell Hall. By Acton Bell. In Three Volumes,527,230,none,1.6440422802487349,2.8318607807159424,4.072625698324022,512,1800
2022,_chadwyck/Nineteenth-Century_Fiction/ncf22503.04,1848,"Dickens, Charles, 1812&ndash;1870",Dombey and Son. By Charles Dickens. With Illustrations by H. K. Browne,535,610,sparse,1.0876731338073564,3.0743420124053955,4.38515406162465,512,1800
2023,_chadwyck/Nineteenth-Century_Fiction/ncf25001.01,1848,"Newman, John Henry, 1801&ndash;1890",Loss and Gain,67,203,sparse,1.5425432922942104,3.6810576915740967,3.5849056603773586,106,1800
2024,_chadwyck/Nineteenth-Century_Fiction/ncf26308.11,1848,"Thackeray, William Makepeace, 1811&ndash;1863",Vanity Fair. A Novel Without a Hero. By William Makepeace Thackeray. With Illustrations on Steel and Wood by the Author,510,58,none,,3.012453317642212,3.840287769784173,512,1800
2025,_chadwyck/Nineteenth-Century_Fiction/ncf26308.11,1848,"Thackeray, William Makepeace, 1811&ndash;1863",Vanity Fair. A Novel Without a Hero. By William Makepeace Thackeray. With Illustrations on Steel and Wood by the Author,538,294,sparse,1.5028474238390754,3.1501543521881104,4.360955056179775,512,1800
2026,_chadwyck/Nineteenth-Century_Fiction/ncf26308.11,1848,"Thackeray, William Makepeace, 1811&ndash;1863",Vanity Fair. A Novel Without a Hero. By William Makepeace Thackeray. With Illustrations on Steel and Wood by the Author,518,471,sparse,1.3706337450437942,3.0555357933044434,4.122159090909091,512,1800
2027,_chadwyck/Nineteenth-Century_Fiction/ncf21201.03,1849,"Bront&euml;, Charlotte, 1816&ndash;1855","Shirley. A Tale. By Currer Bell, Author of &ldquo;Jane Eyre.&rdquo; In Three Volumes",547,248,none,2.0311040549641706,3.5980916023254395,3.866504854368932,512,1800
2028,_chadwyck/Nineteenth-Century_Fiction/ncf21201.03,1849,"Bront&euml;, Charlotte, 1816&ndash;1855","Shirley. A Tale. By Currer Bell, Author of &ldquo;Jane Eyre.&rdquo; In Three Volumes",509,290,none,,3.4877078533172607,4.07027027027027,512,1800
2029,_chadwyck/Nineteenth-Century_Fiction/ncf26308.05,1849,"Thackeray, William Makepeace, 1811&ndash;1863","The History of Pendennis. His Fortunes and Misfortunes, His Friends and His Greatest Enemy. By William Makepeace Thackeray. With Illustrations on Steel and Wood by the Author",526,68,sparse,1.6064365056291632,3.2306103706359863,4.017783857729138,512,1800
2030,_chadwyck/Nineteenth-Century_Fiction/ncf26308.05,1849,"Thackeray, William Makepeace, 1811&ndash;1863","The History of Pendennis. His Fortunes and Misfortunes, His Friends and His Greatest Enemy. By William Makepeace Thackeray. With Illustrations on Steel and Wood by the Author",510,480,sparse,2.193020694441425,3.2653276920318604,4.134370579915134,512,1800
2031,_chadwyck/Nineteenth-Century_Fiction/ncf20501.01,1850,"Bell, Robert, 1800&ndash;1867",The Ladder of Gold. An English Story. By Robert Bell ... In Three Volumes.,500,298,none,1.7184939994292756,3.0337862968444824,4.253709198813056,512,1850
2032,_chadwyck/Nineteenth-Century_Fiction/ncf24201.01,1850,"Kingsley, Charles, 1819&ndash;1875","Alton Locke, Tailor and Poet. An Autobiography. In Two Volumes",508,143,none,1.4935754111820139,3.1246438026428223,4.0,512,1850
2033,_chadwyck/Nineteenth-Century_Fiction/ncf20901.01,1851,"Borrow, George Henry, 1803&ndash;1881",Lavengro; the Scholar&mdash;the Gypsy&mdash;the Priest. By George Borrow ... In Three Volumes,528,41,sparse,1.8372237137214542,3.133288621902466,3.828644501278773,512,1850
2034,_chadwyck/Nineteenth-Century_Fiction/ncf20901.01,1851,"Borrow, George Henry, 1803&ndash;1881",Lavengro; the Scholar&mdash;the Gypsy&mdash;the Priest. By George Borrow ... In Three Volumes,501,125,sparse,1.3581135614735214,3.0616180896759033,3.906020558002937,512,1850
2035,_chadwyck/Nineteenth-Century_Fiction/ncf20901.01,1851,"Borrow, George Henry, 1803&ndash;1881",Lavengro; the Scholar&mdash;the Gypsy&mdash;the Priest. By George Borrow ... In Three Volumes,555,209,sparse,1.1018142824700201,2.678067922592163,3.951530612244898,512,1850
2036,_chadwyck/Nineteenth-Century_Fiction/ncf26308.04,1852,"Thackeray, William Makepeace, 1811&ndash;1863","The History of Henry Esmond, Esq. a Colonel in the Service of Her Majesty Q. Anne. Written By Himself. In Three Volumes",576,323,sparse,2.3275461784172573,3.008702278137207,3.915676959619952,512,1850
2037,_chadwyck/Nineteenth-Century_Fiction/ncf21201.04,1853,"Bront&euml;, Charlotte, 1816&ndash;1855","Villette. By Currer Bell, Author of &ldquo;Jane Eyre,&rdquo; ... In Three Volumes",550,75,sparse,1.3128461385998929,3.264814853668213,3.958709677419354,512,1850
2038,_chadwyck/Nineteenth-Century_Fiction/ncf21201.04,1853,"Bront&euml;, Charlotte, 1816&ndash;1855","Villette. By Currer Bell, Author of &ldquo;Jane Eyre,&rdquo; ... In Three Volumes",513,113,sparse,,3.3710427284240723,3.9156462585034015,512,1850
2039,_chadwyck/Nineteenth-Century_Fiction/ncf21201.04,1853,"Bront&euml;, Charlotte, 1816&ndash;1855","Villette. By Currer Bell, Author of &ldquo;Jane Eyre,&rdquo; ... In Three Volumes",585,226,sparse,1.3659921922545144,3.206181764602661,3.826397146254459,512,1850
2040,_chadwyck/Nineteenth-Century_Fiction/ncf21201.04,1853,"Bront&euml;, Charlotte, 1816&ndash;1855","Villette. By Currer Bell, Author of &ldquo;Jane Eyre,&rdquo; ... In Three Volumes",501,264,sparse,1.884242275183148,3.330402374267578,4.005434782608695,512,1850
2041,_chadwyck/Nineteenth-Century_Fiction/ncf21201.04,1853,"Bront&euml;, Charlotte, 1816&ndash;1855","Villette. By Currer Bell, Author of &ldquo;Jane Eyre,&rdquo; ... In Three Volumes",543,302,none,,3.607254266738891,3.858040201005025,512,1850
2042,_chadwyck/Nineteenth-Century_Fiction/ncf21201.04,1853,"Bront&euml;, Charlotte, 1816&ndash;1855","Villette. By Currer Bell, Author of &ldquo;Jane Eyre,&rdquo; ... In Three Volumes",514,340,sparse,2.030413642323163,3.432666301727295,3.864973262032086,512,1850
2043,_chadwyck/Nineteenth-Century_Fiction/ncf22503.02,1853,"Dickens, Charles, 1812&ndash;1870",Bleak House. By Charles Dickens. With Illustrations by H. K. Browne,504,480,sparse,1.549840011304306,3.09015154838562,4.07645259938838,512,1850
2044,_chadwyck/Nineteenth-Century_Fiction/ncf23203.03,1853,"Gaskell, Elizabeth Cleghorn, 1810&ndash;1865",Ruth. A Novel. By the Author of &ldquo;Mary Barton.&rdquo; In Three Volumes,509,31,sparse,1.3329056999264801,3.011118650436402,3.881953867028494,512,1850
2045,_chadwyck/Nineteenth-Century_Fiction/ncf23203.03,1853,"Gaskell, Elizabeth Cleghorn, 1810&ndash;1865",Ruth. A Novel. By the Author of &ldquo;Mary Barton.&rdquo; In Three Volumes,520,62,sparse,1.4748162944606624,3.050222158432007,3.9567642956764297,512,1850
2046,_chadwyck/Nineteenth-Century_Fiction/ncf27101.02,1853,"Yonge, Charlotte Mary, 1823&ndash;1901",The Heir of Redclyffe. By the Author of &lsquo;The Two Guardians&rsquo; ... In Two Volumes,552,179,sparse,1.3110335916936708,2.9224603176116943,4.0785340314136125,512,1850
2047,_chadwyck/Nineteenth-Century_Fiction/ncf22503.06,1854,"Dickens, Charles, 1812&ndash;1870",Hard Times. For These Times. By Charles Dickens,502,180,sparse,1.1510734102729079,2.9916350841522217,4.126524390243903,512,1850
2048,_chadwyck/Nineteenth-Century_Fiction/ncf26201.01,1854,"Surtees, Robert Smith, 1805&ndash;1864","Handley Cross; or, Mr. Jorrocks's Hunt. By the Author of &ldquo;Mr. Sponge's Sporting Tour,&rdquo;, &ldquo;Jorrocks's Jaunts,&rdquo; Etc. Etc. With Illustrations by John Leech",514,339,sparse,1.7172216303971224,3.497063636779785,3.9800266311584553,512,1850
2049,_chadwyck/Nineteenth-Century_Fiction/ncf26308.08,1854,"Thackeray, William Makepeace, 1811&ndash;1863","The Newcomes. Memoirs of a Most Respectable Family. Edited by Arthur Pendennis, Esq. With Illustrations on Steel and Wood by Richard Doyle",529,563,sparse,,3.5107483863830566,4.2091690544412605,512,1850
2050,_chadwyck/Nineteenth-Century_Fiction/ncf26405.13,1855,"Trollope, Anthony, 1815&ndash;1882",The Warden. By Anthony Trollope,558,13,sparse,1.8400288514985965,2.975773811340332,3.9198966408268734,512,1850
2051,_chadwyck/Nineteenth-Century_Fiction/ncf26405.13,1855,"Trollope, Anthony, 1815&ndash;1882",The Warden. By Anthony Trollope,513,111,none,,2.83530330657959,4.002816901408451,512,1850
2052,_chadwyck/Nineteenth-Century_Fiction/ncf26405.13,1855,"Trollope, Anthony, 1815&ndash;1882",The Warden. By Anthony Trollope,518,125,sparse,1.5542123803456764,2.843958854675293,3.988732394366197,512,1850
2053,_chadwyck/Nineteenth-Century_Fiction/ncf26308.07,1856,"Thackeray, William Makepeace, 1811&ndash;1863","The Memoirs of Barry Lyndon, Esq., of the Kingdom of Ireland ... By W. M. Thackeray [etc.]",531,47,none,,3.0059778690338135,4.03083109919571,512,1850
2054,_chadwyck/Nineteenth-Century_Fiction/ncf26308.07,1856,"Thackeray, William Makepeace, 1811&ndash;1863","The Memoirs of Barry Lyndon, Esq., of the Kingdom of Ireland ... By W. M. Thackeray [etc.]",522,71,none,1.615087352083951,2.9946165084838867,3.9958677685950414,512,1850
2055,_chadwyck/Nineteenth-Century_Fiction/ncf26308.07,1856,"Thackeray, William Makepeace, 1811&ndash;1863","The Memoirs of Barry Lyndon, Esq., of the Kingdom of Ireland ... By W. M. Thackeray [etc.]",524,95,none,1.968541692845979,3.1602513790130615,3.911111111111111,512,1850
2056,_chadwyck/Nineteenth-Century_Fiction/ncf26308.07,1856,"Thackeray, William Makepeace, 1811&ndash;1863","The Memoirs of Barry Lyndon, Esq., of the Kingdom of Ireland ... By W. M. Thackeray [etc.]",538,119,sparse,,3.127218246459961,4.005657708628005,512,1850
2057,_chadwyck/Nineteenth-Century_Fiction/ncf26308.07,1856,"Thackeray, William Makepeace, 1811&ndash;1863","The Memoirs of Barry Lyndon, Esq., of the Kingdom of Ireland ... By W. M. Thackeray [etc.]",504,191,sparse,1.6075282056571067,3.1341025829315186,4.027456647398844,512,1850
2058,_chadwyck/Nineteenth-Century_Fiction/ncf26308.07,1856,"Thackeray, William Makepeace, 1811&ndash;1863","The Memoirs of Barry Lyndon, Esq., of the Kingdom of Ireland ... By W. M. Thackeray [etc.]",56,238,none,1.4439514967801992,3.390267133712769,4.35064935064935,77,1850
2059,_chadwyck/Nineteenth-Century_Fiction/ncf21201.02,1857,"Bront&euml;, Charlotte, 1816&ndash;1855","The Professor, A Tale. By Currer Bell, Author of &ldquo;Jane Eyre,&rdquo; ... In Two Volumes",508,33,none,,3.283845901489258,3.8714859437751006,512,1850
2060,_chadwyck/Nineteenth-Century_Fiction/ncf21201.02,1857,"Bront&euml;, Charlotte, 1816&ndash;1855","The Professor, A Tale. By Currer Bell, Author of &ldquo;Jane Eyre,&rdquo; ... In Two Volumes",511,50,sparse,1.3626707130352416,3.026752233505249,4.022972972972973,512,1850
