family,label,prompt,axis,source,target,similarity,layer,source_pos,target_pos,target_freq,displacement_type
llama,neutral_7,He walked into the library and asked for a book about,repression,bees,fireflies,0.7801,8,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,bears,worms,0.7795,16,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,whales,tortoises,0.7794,16,NOUN,NOUN,2.78,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,worms,0.7793,8,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,worms,0.7793,16,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,cats,snakes,0.7791,8,NOUN,NOUN,3.86,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dogs,worms,0.779,16,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,pirates,0.779,16,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,space,0.779,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,pirates,0.7784,16,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,vampires,0.7779,16,NOUN,NOUN,3.59,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,whales,snakes,0.7778,8,NOUN,NOUN,3.86,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,Antarctica,0.7778,16,NOUN,PROPN,3.53,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,wolves,0.7776,16,NOUN,NOUN,4.01,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,zombies,0.7775,16,NOUN,NOUN,3.77,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,zombies,0.7771,16,NOUN,NOUN,3.77,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dinosaurs,wolves,0.777,16,NOUN,NOUN,4.01,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,snakes,0.7769,16,NOUN,NOUN,3.86,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Egypt,space,0.7761,16,PROPN,NOUN,5.23,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bears,fireflies,0.7759,16,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,space,0.775,8,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dogs,snakes,0.7749,8,NOUN,NOUN,3.86,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Africa,Argentina,0.7748,8,PROPN,PROPN,4.22,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,horses,puppies,0.7747,8,NOUN,NOUN,3.67,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,witches,0.7746,16,NOUN,NOUN,3.61,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,pirates,0.7745,16,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,spiders,0.7743,16,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,whales,space,0.7742,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,wormholes,0.7741,16,NOUN,NOUN,2.48,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,electricity,0.774,8,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bees,wolves,0.7734,8,NOUN,NOUN,4.01,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dogs,fireflies,0.7732,16,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,India,China,0.7732,24,PROPN,PROPN,5.1,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,astronomy,electricity,0.773,8,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,snakes,0.773,8,NOUN,NOUN,3.86,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dogs,witches,0.7721,16,NOUN,NOUN,3.61,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,whales,Antarctica,0.772,16,NOUN,PROPN,3.53,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bees,vampires,0.7719,16,NOUN,NOUN,3.59,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dinosaurs,Antarctica,0.7718,16,NOUN,PROPN,3.53,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,computers,space,0.7718,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dogs,zombies,0.7717,16,NOUN,NOUN,3.77,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dragons,witches,0.7716,8,NOUN,NOUN,3.61,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,horses,wolves,0.7715,8,NOUN,NOUN,4.01,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bears,tortoises,0.7715,16,NOUN,NOUN,2.78,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,dragons,worms,0.7714,16,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,pirates,0.7711,16,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,ants,0.7706,16,NOUN,NOUN,3.72,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dragons,zombies,0.7705,8,NOUN,NOUN,3.77,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,space,0.7705,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dinosaurs,tortoises,0.7703,16,NOUN,NOUN,2.78,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,tortoises,0.7703,16,NOUN,NOUN,2.78,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,dinosaurs,puppies,0.7699,16,NOUN,NOUN,3.67,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,pirates,0.7697,16,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bears,pirates,0.7696,16,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bees,worms,0.7694,8,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,cats,fireflies,0.7693,16,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,cats,worms,0.769,16,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,witchcraft,0.7687,16,NOUN,NOUN,3.42,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,horses,zombies,0.7686,16,NOUN,NOUN,3.77,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,fireflies,0.7683,16,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,fireflies,0.7682,8,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,dragons,tortoises,0.7682,16,NOUN,NOUN,2.78,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,witches,0.7679,16,NOUN,NOUN,3.61,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dragons,wolves,0.7677,8,NOUN,NOUN,4.01,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,horses,space,0.7676,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,space,0.7674,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,electricity,0.7673,16,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,animals,spiders,0.767,16,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bears,witches,0.7668,16,NOUN,NOUN,3.61,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,spiders,0.7667,16,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,ants,0.7665,16,NOUN,NOUN,3.72,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,spiders,0.7663,8,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dragons,wormholes,0.7663,16,NOUN,NOUN,2.48,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,witchcraft,0.7656,16,NOUN,NOUN,3.42,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,war,space,0.7655,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bears,puppies,0.7652,16,NOUN,NOUN,3.67,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dragons,pirates,0.7651,8,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,cats,wolves,0.765,8,NOUN,NOUN,4.01,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,spiders,0.7648,8,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,wolves,0.764,8,NOUN,NOUN,4.01,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,animals,space,0.7639,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,animals,puppies,0.7638,8,NOUN,NOUN,3.67,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,witches,0.7636,16,NOUN,NOUN,3.61,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,snakes,0.7635,8,NOUN,NOUN,3.86,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,cats,pirates,0.7631,16,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,mathematics,electricity,0.7631,16,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dragons,snakes,0.763,8,NOUN,NOUN,3.86,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dinosaurs,witches,0.7629,16,NOUN,NOUN,3.61,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,puppies,0.7628,16,NOUN,NOUN,3.67,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dragons,puppies,0.7625,16,NOUN,NOUN,3.67,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,space,0.7624,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,animals,snakes,0.7623,8,NOUN,NOUN,3.86,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bees,witches,0.7623,16,NOUN,NOUN,3.61,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bees,puppies,0.7622,16,NOUN,NOUN,3.67,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,tortoises,0.7622,16,NOUN,NOUN,2.78,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,cats,zombies,0.762,16,NOUN,NOUN,3.77,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Egypt,vampires,0.762,16,PROPN,NOUN,3.59,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bears,snakes,0.7615,8,NOUN,NOUN,3.86,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,vampires,0.7615,16,NOUN,NOUN,3.59,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dinosaurs,worms,0.7605,16,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dogs,pirates,0.7604,16,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,electricity,0.7604,16,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,cats,tortoises,0.7603,16,NOUN,NOUN,2.78,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,worms,0.7595,16,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,tortoises,0.7593,16,NOUN,NOUN,2.78,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,wormholes,0.759,8,NOUN,NOUN,2.48,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,horses,witchcraft,0.759,16,NOUN,NOUN,3.42,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,baseball,space,0.7589,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,puppies,0.7586,16,NOUN,NOUN,3.67,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,India,space,0.758,16,PROPN,NOUN,5.23,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,wolves,0.7578,16,NOUN,NOUN,4.01,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,horses,wormholes,0.7577,16,NOUN,NOUN,2.48,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,space,0.757,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,animals,vampires,0.7568,16,NOUN,NOUN,3.59,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,war,fire,0.7565,16,NOUN,NOUN,5.3,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,wolves,0.756,8,NOUN,NOUN,4.01,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,horses,snakes,0.7559,8,NOUN,NOUN,3.86,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,witches,0.7555,16,NOUN,NOUN,3.61,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,tortoises,0.755,16,NOUN,NOUN,2.78,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,bees,wormholes,0.7548,16,NOUN,NOUN,2.48,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,the,a,0.7546,8,PRON,PRON,7.36,genre_change
llama,neutral_7,He walked into the library and asked for a book about,repression,bees,pirates,0.7542,16,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,math,space,0.7542,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dogs,tortoises,0.7541,16,NOUN,NOUN,2.78,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,war,love,0.754,16,NOUN,NOUN,5.82,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,history,space,0.7537,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,fireflies,0.7536,8,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,worms,0.7536,8,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,India,Argentina,0.7536,24,PROPN,PROPN,4.22,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,cats,witchcraft,0.753,16,NOUN,NOUN,3.42,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bears,spiders,0.7529,8,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,astronomy,electricity,0.7528,16,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,pirates,0.7527,8,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,electricity,0.7527,16,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,wormholes,0.7524,16,NOUN,NOUN,2.48,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,worms,0.7522,8,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,wolves,0.7521,8,NOUN,NOUN,4.01,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Egypt,pirates,0.7521,16,PROPN,NOUN,3.99,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,whales,Antarctica,0.7519,8,NOUN,PROPN,3.53,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Egypt,witchcraft,0.7519,16,PROPN,NOUN,3.42,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Egypt,electricity,0.7516,16,PROPN,NOUN,4.43,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dinosaurs,snakes,0.7514,8,NOUN,NOUN,3.86,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,fireflies,0.7514,8,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,whales,witchcraft,0.7514,16,NOUN,NOUN,3.42,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,mathematics,space,0.7513,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dogs,spiders,0.7511,8,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,witchcraft,0.7511,16,NOUN,NOUN,3.42,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dinosaurs,pirates,0.7509,8,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bees,zombies,0.7509,16,NOUN,NOUN,3.77,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,spiders,0.7503,8,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,Antarctica,0.7503,8,NOUN,PROPN,3.53,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,vampires,0.7503,16,NOUN,NOUN,3.59,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bears,zombies,0.7502,16,NOUN,NOUN,3.77,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dogs,space,0.7498,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,vampires,0.7495,16,NOUN,NOUN,3.59,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,Antarctica,0.7494,16,NOUN,PROPN,3.53,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dragons,spiders,0.7492,8,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,fireflies,0.7484,8,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,dinosaurs,fireflies,0.7482,16,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,witchcraft,0.7482,16,NOUN,NOUN,3.42,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,whales,wormholes,0.7479,8,NOUN,NOUN,2.48,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,dinosaurs,space,0.7478,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,cats,China,0.7478,16,NOUN,PROPN,5.1,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,fireflies,0.7476,8,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,puppies,0.7473,16,NOUN,NOUN,3.67,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,horses,China,0.7473,16,NOUN,PROPN,5.1,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,animals,wolves,0.7471,8,NOUN,NOUN,4.01,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,astronomy,Antarctica,0.7471,16,NOUN,PROPN,3.53,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,whales,spiders,0.747,8,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,spiders,0.747,24,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,space,0.7469,8,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,China,0.7469,16,NOUN,PROPN,5.1,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,computers,vampires,0.7465,16,NOUN,NOUN,3.59,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,animals,fireflies,0.7462,16,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,screws,0.7458,16,NOUN,NOUN,3.64,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,baseball,vampires,0.7454,16,NOUN,NOUN,3.59,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,electricity,0.7453,16,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,whales,pirates,0.7452,8,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,snakes,0.7451,8,NOUN,NOUN,3.86,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,computer,electricity,0.7451,8,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Egypt,Antarctica,0.7449,8,PROPN,PROPN,3.53,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,whales,worms,0.7445,8,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,witches,0.7442,16,NOUN,NOUN,3.61,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,war,torture,0.7441,16,NOUN,NOUN,4.15,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,cats,space,0.744,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,computers,spiders,0.7438,16,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Jesus,China,0.7438,16,PROPN,PROPN,5.1,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,worms,0.7435,16,NOUN,NOUN,3.78,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,pirates,0.7434,16,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Jesus,vampires,0.7432,16,PROPN,NOUN,3.59,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Africa,space,0.7431,16,PROPN,NOUN,5.23,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,ants,0.7429,8,NOUN,NOUN,3.72,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,computers,China,0.7428,16,NOUN,PROPN,5.1,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,India,Antarctica,0.7427,8,PROPN,PROPN,3.53,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,wormholes,0.7426,16,NOUN,NOUN,2.48,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,computers,puppies,0.7426,16,NOUN,NOUN,3.67,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,animals,witches,0.7423,16,NOUN,NOUN,3.61,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,electricity,0.7422,8,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,electricity,0.742,16,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,animals,spiders,0.7417,8,NOUN,NOUN,3.75,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,computers,space,0.7415,8,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dinosaurs,wormholes,0.7413,16,NOUN,NOUN,2.48,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,space,0.741,8,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bears,wormholes,0.7408,16,NOUN,NOUN,2.48,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,baseball,pirates,0.7408,16,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,baseball,fireflies,0.7408,16,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,animals,electricity,0.7407,16,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trees,wormholes,0.7406,16,NOUN,NOUN,2.48,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,fire,0.7404,8,NOUN,NOUN,5.3,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dogs,China,0.7401,16,NOUN,PROPN,5.1,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,war,space,0.7399,8,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Egypt,wolves,0.7396,16,PROPN,NOUN,4.01,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,whales,space,0.7394,8,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,wormholes,0.7394,8,NOUN,NOUN,2.48,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,electricity,0.7393,8,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,war,fire,0.7393,8,NOUN,NOUN,5.3,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Egypt,witches,0.7392,16,PROPN,NOUN,3.61,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,trains,electricity,0.7391,8,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,war,love,0.7391,8,NOUN,NOUN,5.82,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dragons,space,0.7391,16,NOUN,NOUN,5.23,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,dogs,witchcraft,0.739,16,NOUN,NOUN,3.42,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,animals,pirates,0.739,16,NOUN,NOUN,3.99,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Egypt,snakes,0.7389,16,PROPN,NOUN,3.86,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bees,tortoises,0.7383,16,NOUN,NOUN,2.78,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,birds,zombies,0.7379,16,NOUN,NOUN,3.77,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,volcanoes,puppies,0.7378,16,NOUN,NOUN,3.67,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,horses,electricity,0.7376,16,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,horses,Argentina,0.7374,16,NOUN,PROPN,4.22,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,war,witchcraft,0.7372,16,NOUN,NOUN,3.42,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,whales,China,0.7367,16,NOUN,PROPN,5.1,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,fish,electricity,0.7366,16,NOUN,NOUN,4.43,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,insects,China,0.7366,16,NOUN,PROPN,5.1,category_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,Egypt,Argentina,0.7365,24,PROPN,PROPN,4.22,register_shift
llama,neutral_7,He walked into the library and asked for a book about,repression,bears,fireflies,0.7364,8,NOUN,NOUN,2.86,archaic
llama,neutral_7,He walked into the library and asked for a book about,repression,dogs,worms,0.7363,8,NOUN,NOUN,3.78,register_shift
