id,text,word_count,original_text,changes
10,"The wife of my old boss recently passed away after a long illness. I was surprised to find out that I was on a list of people to notify and invite to the funeral. I had worked for him for over 20 years so my history with him was long and complicated. The last 2 years were especially strained and stressful and when I had decided to quit the company, he was very disappointed in me. He also told my coworker that I was disloyal. I felt like I had no choice in leaving though. My other boss was deteriorating mentally and physically and would not admit to his deficiencies. He would not be able to concentrate and was shirking his work. I could not stand by and let him ignore his work. We managed other people's money. Their accounts were being ignored and there was nothing I could do about it. After being notified about the funeral, my old boss and I had a chance to chat and it was really nice. I realized that he only had good feelings toward me. I also would like to visit him soon if I can. He has Parkinsons so I do not know how many years he has left. I do miss him.",212,"The wife of my old boss recently passed away after a long illness. I was surprised to find out that I was on a list of people to notify and invite to the funeral. I had worked for him for over 20 years so my history with him was long and complicated. The last 2 years were especially strained and stressful and when I had decided to quit the company, he was very disappointed in me. He also told my coworker that I was disloyal. I felt like I had no choice in leaving though. My other boss was deteriorating mentally and physically and would not admit to his deficiencies. He would not be able to concentrate and was shirking his work. I could not stand by and let him ignore his work. We managed other people's money. Their accounts were being ignored and there was nothing I could do about it. After being notified about the funeral, my old boss and I had a chance to chat and it was really nice. I realized that he only had good feelings toward me. I also would like to visit him soon if I can. He has Parkinsons so I do not know how many years he has left. I do miss him.",
11,It was my cousins wedding that was very memorable. She just got married a week ago. It was a great wedding they rented out a building that was big and beautiful. It was like a big log cabin but not exactly. They had good music and great food. It was fun socializing with everyone. Until the actual wedding started they thanked everyone for being there and had great speeches. When they finally said their vows and did the ring and everything it was perfect and beautiful. The after party was especially memorable for me we had so much fun. We drank a lot and danced so much it was great. Overall just a great wedding really enjoyed it. I will be remembering it for a long time. I suppose the best thing was how sweet they were to each other. They were so cute and made for each other. I wish my wedding had been half as amazing. I hope to do something this fun again.,166,It was my cousins wedding that was very memorable. She just got married a week ago. It was a great wedding they rented out a building that was big and beautiful. It was like a big log cabin but not exactly. They had good music and great food. It was fun socializing with everyone. Until the actual wedding started they thanked everyone for being there and had great speeches. When they finally said their vows and did the ring and everything it was perfect and beautiful. The after party was especially memorable for me we had so much fun. We drank a lot and danced so much it was great. Overall just a great wedding really enjoyed it. I will be remembering it for a long time. I suppose the best thing was how sweet they were to each other. They were so cute and made for each other. I wish my wedding had been half as amazing. I hope to do something this fun again.,
12,"Approximately four months ago my family took our cabin off the market. It had been on the market for a year. It was a very memorable and happy occasion. This place that I have called a summer home for 44 years was placed on the market after my dad got cancer. It was a flip decision that he made. No matter how hard we tried to convince him to not place it on the market it did not work. We thought last summer was going to be our last time up there. People were in and out with realtors showing our home. It was a struggle, but more memories were made that summer as we thought it was our last. We were sure to enjoy each moment more than we ever had in the past. As each day passed and our place did not sell we felt a sigh of relief. I was such an amazing experience when my dad told me he was letting the contract expire and would not be putting it back on the market. This was such a relief and made not only me, but my kids and husband so very happy. It was quite a memorable time to see it finally come off all the realtor sights. We made sure that we were going to have another great summer up there. It also made me realize to enjoy everything we have to our best ability because you never know when things may change.",248,"Approximately four months ago my family took our cabin off the market. It had been on the market for a year. It was a very memorable and happy occasion. This place that I have called a summer home for 44 years was placed on the market after my dad got cancer. It was a flip decision that he made. No matter how hard we tried to convince him to not place it on the market it did not work. We thought last summer was going to be our last time up there. People were in and out with realtors showing our home. It was a struggle, but more memories were made that summer as we thought it was our last. We were sure to enjoy each moment more than we ever had in the past. As each day passed and our place did not sell we felt a sigh of relief. I was such an amazing experience when my dad told me he was letting the contract expire and would not be putting it back on the market. This was such a relief and made not only me, but my kids and husband so very happy. It was quite a memorable time to see it finally come off all the realtor sights. We made sure that we were going to have another great summer up there. It also made me realize to enjoy everything we have to our best ability because you never know when things may change.",
13,"This event occurred about 5-6 months ago. I had just began talking to my (now) girlfriend. Her and I had been friends for about a year prior but we had never really talked much up until that point. Eventually we started talking about a few political issues and then, gradually, one thing led to another we started talking more and more. I was working as a cook at the time at Old Chicago and after we began talking we just fell so deep into each other and couldn't stop talking. I quickly quit my job and we would spend 7-10 hours a day talking for a solid 3 weeks. During this event I had a profoundly spiritual experience...we both did. It was like a celebration as if God was singing about our relationship that one day would flourish into a marriage....it was beautiful. It lasted for the entirety of those 3 weeks. Eventually we were like okay...we really have to get back to our lives. Since then that spiritual connection has diminished...because of our sinfulness. But we feel that together that is our mission. Our goal in life. And we are partners on this adventure together. Deep, profound meaning. Finally, someone who understands. Our lives were so similar. Our thoughts, our actions, our feelings, all so similar. I've been in many relationships and none....none ever even compared to this. She is so beautiful and thinking about her soul, her spirit, her face, brings me to tears.",246,"This event occurred about 5-6 months ago. I had just began talking to my (now) girlfriend. Her and I had been friends for about a year prior but we had never really talked much up until that point. Eventually we started talking about a few political issues and then, gradually, one thing led to another we started talking more and more. I was working as a cook at the time at Old Chicago and after we began talking we just fell so deep into each other and couldn't stop talking. I quickly quit my job and we would spend 7-10 hours a day talking for a solid 3 weeks. During this event I had a profoundly spiritual experience...we both did. It was like a celebration as if God was singing about our relationship that one day would flourish into a marriage....it was beautiful. It lasted for the entirety of those 3 weeks. Eventually we were like okay...we really have to get back to our lives. Since then that spiritual connection has diminished...because of our sinfulness. But we feel that together that is our mission. Our goal in life. And we are partners on this adventure together. Deep, profound meaning. Finally, someone who understands. Our lives were so similar. Our thoughts, our actions, our feelings, all so similar. I've been in many relationships and none....none ever even compared to this. She is so beautiful and thinking about her soul, her spirit, her face, brings me to tears.",
14,"I am an alcoholic. I had been a drinker for most of my life but I had gotten worse over the last few years. I was staying with some family while staying dry but I slipped up and secretly started drinking again, which was actually no secret to the family I was staying with. I was kicked out, no where to go but my vehicle. No job. I had a little money for gas, most for alcohol because I didn't want to go through withdrawals. I started sleeping in my truck, the weather was cool and humid, worked out OK for a few days. After that, I started feeling rough: my chest hurt when I breathed and kept getting worse. Finally I had to go to the emergency room. They took me in, gave me tests, x-rayed my chest. I told them I was an alcoholic so they gave me medicine to hold off withdrawals. Turned out I had pneumonia. I had no idea pneumonia was that bad. They admitted me; private room, nice bed, fed me. And treated my pneumonia and alcoholism. Pneumonia sucks, it hurts. So they started giving me morphine, WOW! I had never had it before and it was great, didn't care if anything hurt. I stayed in the hospital nine nights and when they discharged me I wasn't quite healed unfortunately but I did finally heal up. I stopped drinking for a while but then I relapsed, doing OK now, dry for six months. And that's how I learned why heroin addicts had such a time quitting, morphine just lets you melt away and feel good, alcohol just lets you feel crappy.",277,"I am an alcoholic. I had been a drinker for most of my life but I had gotten worse over the last few years. I was staying with some family while staying dry but I slipped up and secretly started drinking again, which was actually no secret to the family I was staying with. I was kicked out, no where to go but my vehicle. No job. I had a little money for gas, most for alcohol because I didn't want to go through withdrawals. I started sleeping in my truck, the weather was cool and humid, worked out OK for a few days. After that, I started feeling rough: my chest hurt when I breathed and kept getting worse. Finally I had to go to the emergency room. They took me in, gave me tests, x-rayed my chest. I told them I was an alcoholic so they gave me medicine to hold off withdrawals. Turned out I had pneumonia. I had no idea pneumonia was that bad. They admitted me; private room, nice bed, fed me. And treated my pneumonia and alcoholism. Pneumonia sucks, it hurts. So they started giving me morphine, WOW! I had never had it before and it was great, didn't care if anything hurt. I stayed in the hospital nine nights and when they discharged me I wasn't quite healed unfortunately but I did finally heal up. I stopped drinking for a while but then I relapsed, doing OK now, dry for six months. And that's how I learned why heroin addicts had such a time quitting, morphine just lets you melt away and feel good, alcohol just lets you feel crappy.",
15,A month ago I proposed to my girlfriend.  We had been dating for three years and living together for one year.  I thought the time was right for us to take the next step in our relationship but didn't know how to go about it.  I thought about it for weeks on how to propose and more importantly where to propose.  The first time we met was at a park and I thought that would be a good place to ask her to marry me but I thought twice about it.  I then thought of the first date we had which was hiking at a local trail near our home.  Since we both love to hike I decided to propose to her while we were hiking but instead of doing it at our local trail I decided to go for a hike in Griffith Park.  In Griffith Park they have a great hiking trail on Mount Lee which leads you to the top of the Hollywood sign.  We got there really early in the morning and made our ascent up the mountain.  I didn't realize how long it was going to take.  After climbing for three hours we finally made it to the top completely exhausted.  Once we were there I got on my knees and asked her to marry me.  I could see the joy in her face as she said yes.  It was a great feeling something that I will never forget.  Knowing that I picked the right woman made it more special.  We both cried tears of joy and enjoyed the rest of the day celebrating our engagement!,271,A month ago I proposed to my girlfriend.  We had been dating for three years and living together for one year.  I thought the time was right for us to take the next step in our relationship but didn't know how to go about it.  I thought about it for weeks on how to propose and more importantly where to propose.  The first time we met was at a park and I thought that would be a good place to ask her to marry me but I thought twice about it.  I then thought of the first date we had which was hiking at a local trail near our home.  Since we both love to hike I decided to propose to her while we were hiking but instead of doing it at our local trail I decided to go for a hike in Griffith Park.  In Griffith Park they have a great hiking trail on Mount Lee which leads you to the top of the Hollywood sign.  We got there really early in the morning and made our ascent up the mountain.  I didn't realize how long it was going to take.  After climbing for three hours we finally made it to the top completely exhausted.  Once we were there I got on my knees and asked her to marry me.  I could see the joy in her face as she said yes.  It was a great feeling something that I will never forget.  Knowing that I picked the right woman made it more special.  We both cried tears of joy and enjoyed the rest of the day celebrating our engagement!,
16,"A few months ago I decided to take a long trip to Bogota, Colombia. I had been there  a few times before. Usually for a week or two. This trip was going to be long term. The plan was to be there for three months. I packed my bags the day before I was set to leave. I did not have a car and the airport was a few hours away. My flight was at 3 pm.   I left my dad's house at 5 am and took the city bus to the airport. I would arrive at 9 am and check in for my flight. I didn't have much money and had bought some snacks to tide me over. A few hours before my flight I went through security. I had never been so nervous. I was traveling with just two bags a laptop.  I had some PC gaming equipment and was unsure I would be able to get it through security.   I made it through with no problems and boarded my plane. Five hours later I was in Bogota and have never been happier.",185,"A few months ago I decided to take a long trip to Bogota, Colombia. I had been there  a few times before. Usually for a week or two. This trip was going to be long term. The plan was to be there for three months. I packed my bags the day before I was set to leave. I did not have a car and the airport was a few hours away. My flight was at 3 pm.   I left my dad's house at 5 am and took the city bus to the airport. I would arrive at 9 am and check in for my flight. I didn't have much money and had bought some snacks to tide me over. A few hours before my flight I went through security. I had never been so nervous. I was traveling with just two bags a laptop.  I had some PC gaming equipment and was unsure I would be able to get it through security.   I made it through with no problems and boarded my plane. Five hours later I was in Bogota and have never been happier.",
17,"Two months ago i had my birthday party and it was glorious. I enjoyed myself and it was a very awesome experience. I was surprised when i saw my ex girlfriend. i didn't expect her to come, She got me a brand new Ipone X Max. My present girlfriend gift was not as good as my ex. My friends said that they believe she still loves me. I drank so much on my birthday. I kissed my ex girlfriend in the closet. She was so pretty on my birthday party. My girlfriend was jealous .I was not really bothered about the kiss though it was a lovely moment . My girlfriend did not know about the kiss. I was tipsy but still active and alert. Later i told my friends about the kiss, and the little romance. we all laughed about it and we continued with the party. Later i went to the rest room, my ex also came to the rest room, we kissed and cuddled. I felt guilty because i was cheating on my girlfriend but i was not very bothered based on the fact that i was enjoying the moment.",193,"Two months ago i had my birthday party and it was glorious. I enjoyed myself and it was a very awesome experience. I was surprised when i saw my ex girlfriend. i didn't expect her to come, She got me a brand new Ipone X Max. My present girlfriend gift was not as good as my ex. My friends said that they believe she still loves me. I drank so much on my birthday. I kissed my ex girlfriend in the closet. She was so pretty on my birthday party. My girlfriend was jealous .I was not really bothered about the kiss though it was a lovely moment . My girlfriend did not know about the kiss. I was tipsy but still active and alert. Later i told my friends about the kiss, and the little romance. we all laughed about it and we continued with the party. Later i went to the rest room, my ex also came to the rest room, we kissed and cuddled. I felt guilty because i was cheating on my girlfriend but i was not very bothered based on the fact that i was enjoying the moment.",
18,"The toughest time in my life , yet most memorable was my major surgery. Since the beginning of 2014 I started to have some insane abdominal pain. My family and I had probably went to hospital over 30 times that fall. I remember vividly getting my diagnosis & just breaking down. I was diagnosed with not only Crohn's Disease, but also Ulcerative Colitis. From January of 2015 to now, I'm still suffering. 27 feet of intestines removed and over 20 surgeries later. Not to mention during this 13 hour surgery my lungs failed. I was put into ICU on a breathing machine. The impact this made on my life was dramatic. From having my intestines hanging out of my stomach. To feeling the absolute worst pain you can imagine and waking up not knowing whats going on. Overall it was a tough time, but I learned a lot! Looking back it was definitely something I could never forget. Most important it made me into the man I am today. Tomorrow is never promised and you just have to have faith.",180,"The toughest time in my life , yet most memorable was my major surgery. Since the beginning of 2014 I started to have some insane abdominal pain. My family and I had probably went to hospital over 30 times that fall. I remember vividly getting my diagnosis & just breaking down. I was diagnosed with not only Crohn's Disease, but also Ulcerative Colitis. From January of 2015 to now, I'm still suffering. 27 feet of intestines removed and over 20 surgeries later. Not to mention during this 13 hour surgery my lungs failed. I was put into ICU on a breathing machine. The impact this made on my life was dramatic. From having my intestines hanging out of my stomach. To feeling the absolute worst pain you can imagine and waking up not knowing whats going on. Overall it was a tough time, but I learned a lot! Looking back it was definitely something I could never forget. Most important it made me into the man I am today. Tomorrow is never promised and you just have to have faith.",
19,"A memorable event in my life that happened recently is when I was inducted into the International Honor Society of Nursing. This actually just happened 2 days ago. I am a senior in college majoring in nursing, and have worked hard the past 3 years to do well in my classes and get good grades. As a result, I have a high GPA (3.9) and so I was eligible to join the Honor Society. It started with an email sent to me inviting me to join. Once I decided to join, I signed up online and paid the fee. What was extra special was that my parents offered to pay the fee for me because they knew it was important for me to join and they wanted me to be recognized for all my hard work. Then, this past Monday was the induction ceremony. I was a little disappointed because my parents were unable to attend, but two of my friends came instead. I dressed up in a nice dress, picked up my friends, and we went to the ceremony. There was a speaker who presented her research project, and then it was time for the induction. One of my professors read off all of our names (only 7 people in my class were invited to join), and we all went up individually to sign our names in the booklet, receive a certificate, and receive purple cords that we will wear at graduation. Afterwards we took pictures and ate cake. It was a really special night and it was nice to be recognized for my hard work. I appreciated my friends coming to support me. I am proud of myself for this accomplishment and for almost making it through nursing school.",291,"A memorable event in my life that happened recently is when I was inducted into the International Honor Society of Nursing. This actually just happened 2 days ago. I am a senior in college majoring in nursing, and have worked hard the past 3 years to do well in my classes and get good grades. As a result, I have a high GPA (3.9) and so I was eligible to join the Honor Society. It started with an email sent to me inviting me to join. Once I decided to join, I signed up online and paid the fee. What was extra special was that my parents offered to pay the fee for me because they knew it was important for me to join and they wanted me to be recognized for all my hard work. Then, this past Monday was the induction ceremony. I was a little disappointed because my parents were unable to attend, but two of my friends came instead. I dressed up in a nice dress, picked up my friends, and we went to the ceremony. There was a speaker who presented her research project, and then it was time for the induction. One of my professors read off all of our names (only 7 people in my class were invited to join), and we all went up individually to sign our names in the booklet, receive a certificate, and receive purple cords that we will wear at graduation. Afterwards we took pictures and ate cake. It was a really special night and it was nice to be recognized for my hard work. I appreciated my friends coming to support me. I am proud of myself for this accomplishment and for almost making it through nursing school.",
