model,step,group,layer,n_layers,pole_sep
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,15,33,0.190042
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,16,33,0.186241
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,17,33,0.187536
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,18,33,0.193034
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,19,33,0.192540
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,20,33,0.194013
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,21,33,0.191992
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,22,33,0.202447
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,23,33,0.211201
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,24,33,0.218922
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,25,33,0.228145
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,26,33,0.234697
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,27,33,0.243857
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,28,33,0.256898
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,29,33,0.265536
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,30,33,0.273391
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,31,33,0.276958
EleutherAI/pythia-6.9b@step96000,96000,f11_beauty_ugly,32,33,0.386012
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,0,33,0.000000
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,1,33,0.053952
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,2,33,0.067252
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,3,33,0.076965
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,4,33,0.107017
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,5,33,0.154098
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,6,33,0.178380
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,7,33,0.191067
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,8,33,0.196282
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,9,33,0.208945
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,10,33,0.204986
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,11,33,0.213799
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,12,33,0.229152
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,13,33,0.273799
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,14,33,0.266666
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,15,33,0.287494
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,16,33,0.261628
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,17,33,0.253726
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,18,33,0.247013
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,19,33,0.236097
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,20,33,0.227603
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,21,33,0.218394
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,22,33,0.219068
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,23,33,0.217840
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,24,33,0.224383
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,25,33,0.230056
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,26,33,0.234715
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,27,33,0.240553
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,28,33,0.248556
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,29,33,0.254789
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,30,33,0.259399
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,31,33,0.261353
EleutherAI/pythia-6.9b@step96000,96000,f11_captive,32,33,0.387678
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,0,33,0.000000
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,1,33,0.057863
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,2,33,0.081145
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,3,33,0.105502
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,4,33,0.159423
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,5,33,0.197840
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,6,33,0.217997
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,7,33,0.230555
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,8,33,0.235510
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,9,33,0.242360
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,10,33,0.243425
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,11,33,0.245278
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,12,33,0.283312
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,13,33,0.304924
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,14,33,0.317450
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,15,33,0.344201
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,16,33,0.324481
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,17,33,0.310373
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,18,33,0.306897
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,19,33,0.300851
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,20,33,0.303109
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,21,33,0.307192
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,22,33,0.320940
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,23,33,0.338070
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,24,33,0.352044
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,25,33,0.368892
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,26,33,0.386615
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,27,33,0.406007
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,28,33,0.424047
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,29,33,0.442260
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,30,33,0.464481
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,31,33,0.492015
EleutherAI/pythia-6.9b@step96000,96000,f11_captive_b,32,33,0.567065
EleutherAI/pythia-6.9b@step96000,96000,f11_class,0,33,0.000000
EleutherAI/pythia-6.9b@step96000,96000,f11_class,1,33,0.043592
EleutherAI/pythia-6.9b@step96000,96000,f11_class,2,33,0.045796
EleutherAI/pythia-6.9b@step96000,96000,f11_class,3,33,0.048241
EleutherAI/pythia-6.9b@step96000,96000,f11_class,4,33,0.059468
EleutherAI/pythia-6.9b@step96000,96000,f11_class,5,33,0.071616
EleutherAI/pythia-6.9b@step96000,96000,f11_class,6,33,0.082354
EleutherAI/pythia-6.9b@step96000,96000,f11_class,7,33,0.100935
EleutherAI/pythia-6.9b@step96000,96000,f11_class,8,33,0.111664
EleutherAI/pythia-6.9b@step96000,96000,f11_class,9,33,0.129762
EleutherAI/pythia-6.9b@step96000,96000,f11_class,10,33,0.132822
EleutherAI/pythia-6.9b@step96000,96000,f11_class,11,33,0.158216
EleutherAI/pythia-6.9b@step96000,96000,f11_class,12,33,0.181817
EleutherAI/pythia-6.9b@step96000,96000,f11_class,13,33,0.215159
EleutherAI/pythia-6.9b@step96000,96000,f11_class,14,33,0.208107
EleutherAI/pythia-6.9b@step96000,96000,f11_class,15,33,0.237797
EleutherAI/pythia-6.9b@step96000,96000,f11_class,16,33,0.234811
EleutherAI/pythia-6.9b@step96000,96000,f11_class,17,33,0.219431
EleutherAI/pythia-6.9b@step96000,96000,f11_class,18,33,0.208554
EleutherAI/pythia-6.9b@step96000,96000,f11_class,19,33,0.202062
EleutherAI/pythia-6.9b@step96000,96000,f11_class,20,33,0.190070
EleutherAI/pythia-6.9b@step96000,96000,f11_class,21,33,0.183043
EleutherAI/pythia-6.9b@step96000,96000,f11_class,22,33,0.187779
EleutherAI/pythia-6.9b@step96000,96000,f11_class,23,33,0.194229
EleutherAI/pythia-6.9b@step96000,96000,f11_class,24,33,0.202437
EleutherAI/pythia-6.9b@step96000,96000,f11_class,25,33,0.208736
EleutherAI/pythia-6.9b@step96000,96000,f11_class,26,33,0.215972
EleutherAI/pythia-6.9b@step96000,96000,f11_class,27,33,0.223299
EleutherAI/pythia-6.9b@step96000,96000,f11_class,28,33,0.231263
EleutherAI/pythia-6.9b@step96000,96000,f11_class,29,33,0.237256
EleutherAI/pythia-6.9b@step96000,96000,f11_class,30,33,0.242060
EleutherAI/pythia-6.9b@step96000,96000,f11_class,31,33,0.244472
EleutherAI/pythia-6.9b@step96000,96000,f11_class,32,33,0.354034
EleutherAI/pythia-6.9b@step96000,96000,f11_create,0,33,0.000000
EleutherAI/pythia-6.9b@step96000,96000,f11_create,1,33,0.039318
EleutherAI/pythia-6.9b@step96000,96000,f11_create,2,33,0.040713
EleutherAI/pythia-6.9b@step96000,96000,f11_create,3,33,0.044422
EleutherAI/pythia-6.9b@step96000,96000,f11_create,4,33,0.062884
EleutherAI/pythia-6.9b@step96000,96000,f11_create,5,33,0.079792
EleutherAI/pythia-6.9b@step96000,96000,f11_create,6,33,0.085995
EleutherAI/pythia-6.9b@step96000,96000,f11_create,7,33,0.102895
EleutherAI/pythia-6.9b@step96000,96000,f11_create,8,33,0.122267
EleutherAI/pythia-6.9b@step96000,96000,f11_create,9,33,0.132135
EleutherAI/pythia-6.9b@step96000,96000,f11_create,10,33,0.146629
EleutherAI/pythia-6.9b@step96000,96000,f11_create,11,33,0.173231
EleutherAI/pythia-6.9b@step96000,96000,f11_create,12,33,0.190422
EleutherAI/pythia-6.9b@step96000,96000,f11_create,13,33,0.214758
EleutherAI/pythia-6.9b@step96000,96000,f11_create,14,33,0.229045
EleutherAI/pythia-6.9b@step96000,96000,f11_create,15,33,0.244189
EleutherAI/pythia-6.9b@step96000,96000,f11_create,16,33,0.245902
EleutherAI/pythia-6.9b@step96000,96000,f11_create,17,33,0.246060
EleutherAI/pythia-6.9b@step96000,96000,f11_create,18,33,0.257342
EleutherAI/pythia-6.9b@step96000,96000,f11_create,19,33,0.245591
EleutherAI/pythia-6.9b@step96000,96000,f11_create,20,33,0.236756
EleutherAI/pythia-6.9b@step96000,96000,f11_create,21,33,0.232119
EleutherAI/pythia-6.9b@step96000,96000,f11_create,22,33,0.242823
EleutherAI/pythia-6.9b@step96000,96000,f11_create,23,33,0.255139
EleutherAI/pythia-6.9b@step96000,96000,f11_create,24,33,0.267716
EleutherAI/pythia-6.9b@step96000,96000,f11_create,25,33,0.281969
EleutherAI/pythia-6.9b@step96000,96000,f11_create,26,33,0.296651
EleutherAI/pythia-6.9b@step96000,96000,f11_create,27,33,0.308347
EleutherAI/pythia-6.9b@step96000,96000,f11_create,28,33,0.321680
EleutherAI/pythia-6.9b@step96000,96000,f11_create,29,33,0.332027
EleutherAI/pythia-6.9b@step96000,96000,f11_create,30,33,0.344096
EleutherAI/pythia-6.9b@step96000,96000,f11_create,31,33,0.347808
EleutherAI/pythia-6.9b@step96000,96000,f11_create,32,33,0.511766
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,0,33,0.000000
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,1,33,0.061262
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,2,33,0.061225
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,3,33,0.068259
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,4,33,0.083521
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,5,33,0.100104
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,6,33,0.120242
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,7,33,0.134382
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,8,33,0.141114
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,9,33,0.145879
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,10,33,0.150770
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,11,33,0.167138
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,12,33,0.179437
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,13,33,0.200089
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,14,33,0.199515
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,15,33,0.232921
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,16,33,0.220390
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,17,33,0.215855
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,18,33,0.210105
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,19,33,0.205181
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,20,33,0.192108
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,21,33,0.192376
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,22,33,0.208779
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,23,33,0.219898
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,24,33,0.235431
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,25,33,0.254906
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,26,33,0.270323
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,27,33,0.285656
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,28,33,0.300624
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,29,33,0.314612
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,30,33,0.327412
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,31,33,0.333349
EleutherAI/pythia-6.9b@step96000,96000,f11_desire,32,33,0.479562
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,0,33,0.000000
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,1,33,0.053712
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,2,33,0.062506
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,3,33,0.074640
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,4,33,0.084787
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,5,33,0.093214
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,6,33,0.105084
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,7,33,0.119468
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,8,33,0.139867
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,9,33,0.154855
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,10,33,0.156403
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,11,33,0.164416
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,12,33,0.184977
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,13,33,0.191088
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,14,33,0.190385
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,15,33,0.216575
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,16,33,0.211826
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,17,33,0.204796
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,18,33,0.196900
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,19,33,0.194355
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,20,33,0.187558
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,21,33,0.186405
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,22,33,0.193355
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,23,33,0.202840
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,24,33,0.212667
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,25,33,0.223225
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,26,33,0.232670
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,27,33,0.241897
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,28,33,0.254156
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,29,33,0.264625
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,30,33,0.273584
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,31,33,0.275839
EleutherAI/pythia-6.9b@step96000,96000,f11_faithful,32,33,0.389892
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,0,33,0.000000
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,1,33,0.033606
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,2,33,0.036352
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,3,33,0.038464
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,4,33,0.047099
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,5,33,0.047726
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,6,33,0.051643
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,7,33,0.069538
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,8,33,0.074828
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,9,33,0.087747
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,10,33,0.092773
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,11,33,0.101857
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,12,33,0.114707
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,13,33,0.134251
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,14,33,0.152200
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,15,33,0.152403
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,16,33,0.145054
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,17,33,0.141707
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,18,33,0.137386
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,19,33,0.140992
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,20,33,0.132095
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,21,33,0.125962
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,22,33,0.127085
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,23,33,0.128071
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,24,33,0.130999
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,25,33,0.136014
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,26,33,0.140365
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,27,33,0.145339
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,28,33,0.150092
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,29,33,0.154818
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,30,33,0.157451
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,31,33,0.158958
EleutherAI/pythia-6.9b@step96000,96000,f11_gender,32,33,0.235029
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,0,33,0.000000
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,1,33,0.034248
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,2,33,0.034454
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,3,33,0.036081
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,4,33,0.045705
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,5,33,0.054462
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,6,33,0.065367
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,7,33,0.080788
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,8,33,0.086470
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,9,33,0.103741
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,10,33,0.110247
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,11,33,0.113548
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,12,33,0.120665
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,13,33,0.150323
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,14,33,0.158560
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,15,33,0.161552
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,16,33,0.148544
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,17,33,0.147396
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,18,33,0.145531
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,19,33,0.150217
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,20,33,0.142740
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,21,33,0.138076
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,22,33,0.141155
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,23,33,0.140370
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,24,33,0.142836
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,25,33,0.146681
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,26,33,0.151275
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,27,33,0.154731
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,28,33,0.159182
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,29,33,0.162396
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,30,33,0.165622
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,31,33,0.167005
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_he,32,33,0.238246
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,0,33,0.000000
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,1,33,0.033884
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,2,33,0.033315
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,3,33,0.035679
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,4,33,0.045446
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,5,33,0.051369
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,6,33,0.059993
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,7,33,0.075946
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,8,33,0.080220
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,9,33,0.096269
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,10,33,0.100970
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,11,33,0.102379
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,12,33,0.109740
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,13,33,0.130220
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,14,33,0.128587
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,15,33,0.124130
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,16,33,0.114832
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,17,33,0.116346
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,18,33,0.116665
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,19,33,0.115571
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,20,33,0.106464
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,21,33,0.100797
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,22,33,0.102174
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,23,33,0.103091
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,24,33,0.105586
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,25,33,0.109272
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,26,33,0.113210
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,27,33,0.116548
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,28,33,0.120866
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,29,33,0.123662
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,30,33,0.125852
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,31,33,0.128124
EleutherAI/pythia-6.9b@step96000,96000,f11_gender_she,32,33,0.183735
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,0,33,0.000000
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,1,33,0.052393
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,2,33,0.062039
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,3,33,0.070260
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,4,33,0.082036
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,5,33,0.089702
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,6,33,0.092903
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,7,33,0.101740
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,8,33,0.106056
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,9,33,0.106688
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,10,33,0.116857
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,11,33,0.124450
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,12,33,0.134542
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,13,33,0.149961
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,14,33,0.154736
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,15,33,0.180435
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,16,33,0.184996
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,17,33,0.185203
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,18,33,0.177781
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,19,33,0.175278
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,20,33,0.166429
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,21,33,0.164746
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,22,33,0.167663
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,23,33,0.171119
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,24,33,0.175596
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,25,33,0.179016
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,26,33,0.184352
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,27,33,0.186516
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,28,33,0.192299
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,29,33,0.197420
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,30,33,0.200802
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,31,33,0.202537
EleutherAI/pythia-6.9b@step96000,96000,f11_guilt,32,33,0.296608
EleutherAI/pythia-6.9b@step96000,96000,f11_holy,0,33,0.000000
EleutherAI/pythia-6.9b@step96000,96000,f11_holy,1,33,0.078237
EleutherAI/pythia-6.9b@step96000,96000,f11_holy,2,33,0.094095
EleutherAI/pythia-6.9b@step96000,96000,f11_holy,3,33,0.106805
EleutherAI/pythia-6.9b@step96000,96000,f11_holy,4,33,0.128911
EleutherAI/pythia-6.9b@step96000,96000,f11_holy,5,33,0.154452
EleutherAI/pythia-6.9b@step96000,96000,f11_holy,6,33,0.162018
EleutherAI/pythia-6.9b@step96000,96000,f11_holy,7,33,0.185799
EleutherAI/pythia-6.9b@step96000,96000,f11_holy,8,33,0.200997
EleutherAI/pythia-6.9b@step96000,96000,f11_holy,9,33,0.212402
EleutherAI/pythia-6.9b@step96000,96000,f11_holy,10,33,0.214422
EleutherAI/pythia-6.9b@step96000,96000,f11_holy,11,33,0.215631
