frm,to,fwd,rev,e_fwd,e_rev,p,bonf
only,it,193,165,28,28,0.15348243975341194,False
in,told,285,251,34,27,0.15398055413795378,False
rushed,looked,167,141,27,18,0.15418514080387147,False
called,wrote,208,179,31,30,0.15455243269399102,False
stop,wait,120,98,30,24,0.1547783268134749,False
threatened,held,120,98,25,19,0.1547783268134749,False
hung,turned,155,130,30,28,0.15500851362946136,False
looked,wrapped,156,131,25,22,0.15645697642573458,False
wiped,placed,169,143,25,24,0.1568560421510526,False
began,added,256,224,34,33,0.15701107565659164,False
only,send,133,110,29,28,0.15801483310327186,False
ran,read,133,110,32,24,0.15801483310327186,False
that,with,111,90,27,24,0.15816534520094067,False
began,pretended,111,90,20,18,0.15816534520094067,False
sat,raised,122,100,22,22,0.15855489498189748,False
just,began,122,100,26,22,0.15855489498189748,False
went,ran,581,533,33,27,0.15904993262684158,False
gave,blew,134,111,22,18,0.15972595314862986,False
slid,moved,185,158,25,23,0.16025969486215583,False
stood,reached,185,158,25,25,0.16025969486215583,False
sent,yelled,185,158,31,29,0.16025969486215583,False
up,the,123,101,32,26,0.1604302391196824,False
sat,hit,172,146,27,23,0.16083031402747683,False
will,tried,135,112,33,30,0.16142989032066304,False
that,ran,135,112,27,20,0.16142989032066304,False
go,wait,147,123,26,26,0.16146869788461696,False
stood,slowly,160,135,23,23,0.1622003736470261,False
my,then,124,102,31,21,0.16229691356513673,False
set,pointed,136,113,25,22,0.16312662303857622,False
took,lit,161,136,27,21,0.1636235376868416,False
said,her,779,724,37,36,0.1636335819833881,False
lay,turned,126,104,27,27,0.16600415196555274,False
kept,is,126,104,24,22,0.16600415196555274,False
change,know,126,104,26,25,0.16600415196555274,False
the,buried,176,150,26,23,0.1660689923568802,False
into,let,251,220,31,27,0.16680304172492622,False
came,sent,116,95,27,25,0.16840642629329217,False
handed,hurried,178,152,26,26,0.16866232185915914,False
there,tried,165,140,28,22,0.1692651386910352,False
use,let,193,166,30,27,0.16990527226764546,False
cried,i,166,141,20,19,0.17066274056096015,False
passed,let,153,129,26,23,0.17069198959921522,False
was,wondered,180,154,32,20,0.17123825547729998,False
if,we,180,154,27,24,0.17123825547729998,False
opened,showed,129,107,24,23,0.17149946345993616,False
see,feel,141,118,29,25,0.1715016735332201,False
held,found,368,331,32,32,0.1732662036495977,False
in,would,226,197,33,28,0.17331307826609837,False
tried,turned,700,649,36,33,0.17338616701368673,False
made,reached,211,183,30,23,0.17367665354125408,False
waited,poured,155,131,28,27,0.1737178247479881,False
slipped,watched,227,198,30,25,0.17432916528670342,False
asked,yelled,212,184,34,31,0.17476828372779624,False
asked,forced,156,132,30,25,0.17522161077606338,False
sat,stole,184,158,26,24,0.1763378538384683,False
watched,squeezed,120,99,24,21,0.17640787441003644,False
ran,picked,214,186,30,26,0.17694194177770492,False
tried,hit,199,172,30,27,0.17698343952922757,False
got,tore,110,90,21,19,0.17896403953325157,False
just,asked,159,135,30,25,0.17969644681447441,False
go,tell,359,323,35,35,0.18013175024564507,False
found,spoke,122,101,30,28,0.18034460782092832,False
just,make,381,344,34,30,0.18118108013295167,False
said,rested,135,113,24,22,0.1822534282223275,False
followed,left,235,206,34,32,0.1823583011358967,False
no,this,189,163,29,26,0.18261435187018052,False
quickly,sighed,112,92,22,16,0.18329354783284507,False
they,no,220,192,31,29,0.18338616251303552,False
waited,opened,253,223,29,28,0.18371903593937067,False
hurried,slid,124,103,18,18,0.18423875257376615,False
the,lay,176,151,30,27,0.18435662019046783,False
laid,pushed,113,93,25,24,0.18543871014096427,False
there,turned,177,152,30,27,0.1856978405033232,False
followed,let,150,127,27,21,0.18611887383564485,False
gave,pointed,257,227,32,24,0.18738688777929577,False
also,kept,114,94,26,25,0.1875708463740632,False
then,how,151,128,29,28,0.1877067454980802,False
slipped,handed,293,261,29,27,0.18776855409840268,False
give,see,275,244,36,31,0.18783568960098504,False
made,yelled,275,244,32,25,0.18783568960098504,False
looked,yelled,194,168,30,25,0.18878229069201694,False
placed,filled,115,95,28,26,0.1896899889791484,False
said,shut,140,118,28,27,0.19097469581451937,False
kicked,started,261,231,34,24,0.19101658390418685,False
walked,led,116,96,28,28,0.1917961748699361,False
called,poured,116,96,26,24,0.1917961748699361,False
it,blew,154,131,31,20,0.19242713586651494,False
i,threatened,141,119,26,22,0.19269290366286926,False
proceeded,kept,117,97,18,16,0.19388944511670775,False
make,not,340,306,35,30,0.1941216606197276,False
it,drew,169,145,27,24,0.1942185940657273,False
sent,headed,142,120,28,26,0.1944024798524062,False
this,made,184,159,27,17,0.19494402523244087,False
let,glanced,185,160,21,20,0.19624468762132646,False
fled,made,172,148,30,21,0.19845810502319547,False
walked,waved,172,148,29,23,0.19845810502319547,False
walked,showed,146,124,29,26,0.20115499276730706,False
out,gave,133,112,29,23,0.20124005879452764,False
then,looked,1494,1424,35,34,0.2014741786929238,False
wrote,got,312,280,35,29,0.20259124122920955,False
he,once,147,125,30,23,0.20282181715238004,False
moved,kept,135,114,30,29,0.20490359225571717,False
demanded,said,192,167,31,21,0.20520944515752348,False
is,made,358,324,32,32,0.20632794015296166,False
showed,it,209,183,31,31,0.20664322749170638,False
brought,ran,318,286,31,31,0.20713786370757453,False
also,go,281,251,28,25,0.20860031892819145,False
gave,raised,165,142,26,25,0.20918783295077198,False
began,stomped,151,129,22,18,0.2094048606992561,False
passed,pulled,138,117,29,19,0.21032224153608586,False
did,spent,113,94,27,25,0.21079990954518985,False
helped,took,139,118,32,25,0.21210820836786787,False
took,listened,167,144,29,25,0.2121444210527263,False
left,rubbed,126,106,23,23,0.21215615907855653,False
had,laid,126,106,22,22,0.21215615907855653,False
thought,closed,114,95,23,16,0.21300055763508588,False
wiped,then,288,258,25,24,0.2145365113548854,False
laid,waited,115,96,25,23,0.21518592344658025,False
yelled,slammed,115,96,25,23,0.21518592344658025,False
see,find,141,120,30,24,0.21565006963665628,False
asked,all,217,191,35,30,0.2157834430280975,False
wrote,pulled,155,133,28,24,0.21585480395572343,False
began,later,185,161,31,28,0.21621914573635692,False
stopped,let,116,97,25,18,0.21735610630420701,False
got,invited,116,97,29,23,0.21735610630420701,False
stared,looked,255,227,25,25,0.21872525319098918,False
will,was,172,149,35,31,0.21941649922215264,False
used,showed,117,98,28,23,0.21951120784183417,False
offered,felt,117,98,26,21,0.21951120784183417,False
rolled,gave,130,110,30,22,0.21995127170296663,False
wait,just,173,150,29,26,0.22085068701123195,False
give,hire,144,123,26,24,0.22088847342335474,False
dragged,took,189,165,33,25,0.22148925087331142,False
said,burned,118,99,25,24,0.2216513317679812,False
started,led,118,99,27,24,0.2216513317679812,False
poured,started,175,152,33,26,0.22369908270088407,False
that,only,132,112,24,23,0.22377628757372983,False
kissed,it,191,167,28,25,0.22409078553316938,False
walked,spent,146,125,30,28,0.2243317889787992,False
read,her,147,126,28,25,0.2260389295999426,False
wiped,watched,162,140,25,23,0.22682940521543385,False
threatened,walked,162,140,28,28,0.22682940521543385,False
gave,tied,122,103,26,25,0.2300641862555048,False
held,onto,150,129,26,23,0.2311029759004322,False
then,thought,353,321,31,29,0.23242398141118423,False
sat,said,867,817,36,30,0.23244587004177047,False
pushed,dropped,151,130,30,22,0.23277206168513773,False
rubbed,i,137,117,26,21,0.23313218968411806,False
went,shot,137,117,28,26,0.23313218968411806,False
sent,returned,182,159,29,29,0.23346206425855806,False
stared,checked,138,118,19,18,0.23496858381467953,False
tossed,grabbed,138,118,24,18,0.23496858381467953,False
slid,placed,293,264,28,25,0.23543671027818142,False
put,stuffed,168,146,24,17,0.23592860936909557,False
felt,forced,112,94,25,21,0.23616110894941494,False
read,slipped,112,94,25,23,0.23616110894941494,False
had,brought,219,194,26,24,0.23758038548267904,False
left,this,126,107,25,17,0.2382460977423,False
sent,just,113,95,26,25,0.2384302688961088,False
jumped,went,113,95,26,16,0.2384302688961088,False
tossed,continued,140,120,22,18,0.238607235610443,False
let,added,170,148,29,29,0.23890033241859335,False
squeezed,began,203,179,28,23,0.23924322765801076,False
laid,tried,171,149,28,24,0.2403748934211099,False
made,held,725,680,31,28,0.24044252429126697,False
the,drew,260,233,31,29,0.24157701220141267,False
pointed,said,301,272,37,27,0.2420898746661624,False
broke,held,173,151,31,26,0.2433016405318571,False
could,her,129,110,27,26,0.24423531796411047,False
he,killed,174,152,32,26,0.24475391737771116,False
proceeded,used,192,169,26,24,0.24687015974270546,False
into,slammed,176,154,32,27,0.2476365049294437,False
slipped,stared,211,187,26,22,0.24892491108368353,False
dropped,kept,118,100,26,21,0.24951574528641382,False
swung,gave,118,100,28,23,0.24951574528641382,False
ran,dropped,289,261,30,30,0.2495922686076312,False
have,live,147,127,30,23,0.25099275518334624,False
also,started,180,158,33,24,0.25331508944189035,False
give,let,180,158,31,28,0.25331508944189035,False
into,stuffed,134,115,24,19,0.2539461213367081,False
for,he,149,129,33,25,0.25443428256836276,False
watched,smiled,339,309,32,30,0.254590151570964,False
knocked,took,235,210,33,22,0.255215996152281,False
swung,pulled,135,116,25,25,0.2558486332407123,False
is,got,217,193,31,28,0.2559752274203081,False
left,hurried,236,211,25,22,0.2562824880395986,False
pulled,read,166,145,31,25,0.25671829342241986,False
asked,it,1164,1109,38,36,0.25735818505676655,False
so,a,183,161,31,23,0.25749969250741905,False
held,listened,136,117,28,22,0.25773819674144494,False
asked,later,257,231,34,28,0.25773928976677435,False
turned,kicked,300,272,30,27,0.25890984461853,False
threatened,called,109,92,26,21,0.2590335472172408,False
came,her,109,92,29,21,0.2590335472172408,False
he,i,1132,1078,40,37,0.25956667146531404,False
pushed,brought,168,147,26,22,0.2597629038281641,False
have,go,529,492,37,36,0.25987939007491917,False
give,cry,110,93,28,25,0.2613960516826494,False
it,stole,262,236,32,31,0.2625756505733556,False
tried,called,399,367,35,33,0.2626684384593635,False
got,her,351,321,36,30,0.26325366272942885,False
set,knocked,111,94,26,19,0.26373833548604814,False
dumped,said,125,107,29,15,0.2643360364060419,False
fired,said,155,135,35,26,0.264509627380981,False
let,write,207,184,30,27,0.265861563843535,False
to,we,141,122,28,27,0.2669957728187138,False
left,poured,227,203,30,29,0.26734072352462684,False
let,send,227,203,34,29,0.26734072352462684,False
that,i,434,401,35,32,0.2681078345492493,False
think,now,127,109,31,27,0.26842731169189293,False
slapped,then,174,153,27,16,0.2686986313239079,False
expect,just,192,170,32,31,0.2696841933997525,False
think,expect,114,97,25,21,0.2706461520303747,False
returned,did,193,171,31,29,0.27100479741306915,False
out,it,144,125,32,26,0.2724021811211509,False
wrapped,placed,129,111,27,25,0.27245731767300757,False
held,fell,115,98,25,19,0.2729098348297137,False
it,just,115,98,27,23,0.2729098348297137,False
started,stopped,177,156,33,25,0.2730580092734079,False
tossed,carried,161,141,24,20,0.2742248463027871,False
bowed,then,196,174,22,20,0.27492787633466503,False
said,bought,116,99,27,27,0.27515442992165307,False
pushed,kept,179,158,26,25,0.27592515788351873,False
sighed,noticed,131,113,21,18,0.2764272999428378,False
was,so,117,100,30,23,0.2773801588048457,False
into,called,147,128,32,22,0.2777011466280831,False
take,talk,217,194,31,26,0.27782493345911247,False
looked,ordered,132,114,30,26,0.2783901666320371,False
hit,drove,132,114,28,24,0.2783901666320371,False
never,walked,133,115,28,27,0.28033848638431047,False
asked,shook,305,278,32,27,0.2815543396517783,False
brought,i,283,257,34,30,0.28199234869442047,False
stole,ran,167,147,29,26,0.283597198287232,False
struck,pulled,120,103,24,23,0.2839463340473954,False
cried,ran,120,103,27,18,0.2839463340473954,False
headed,tried,264,239,26,25,0.28455971390216506,False
to,had,151,132,29,25,0.2846043566547745,False
will,can't,121,104,25,21,0.28609877375780085,False
let,felt,335,307,31,27,0.28659388056298535,False
placed,flipped,153,134,22,19,0.2879884084524718,False
the,asked,1469,1411,38,35,0.288173852007887,False
then,didn't,442,410,32,24,0.28821042708309197,False
pulled,stopped,108,92,28,17,0.28882049717476627,False
ran,waited,390,360,33,31,0.2896251202709311,False
use,find,154,135,29,27,0.2896639099747189,False
yelled,gave,249,225,31,24,0.29076447546950124,False
accept,send,109,93,26,26,0.29122267055843765,False
other,got,109,93,27,20,0.29122267055843765,False
threw,cut,139,121,32,27,0.29173125604565153,False
call,not,319,292,39,36,0.29286269346886884,False
looked,explained,110,94,29,26,0.2936024539793781,False
sat,it,824,781,36,33,0.2944688329758121,False
slowly,smiled,157,138,23,21,0.29462553914174605,False
stood,saw,253,229,30,25,0.29480519958952295,False
his,he,679,640,37,37,0.2954141525604843,False
did,if,141,123,25,24,0.29541913976063683,False
asked,there,233,210,37,28,0.2958985755396487,False
told,stroked,111,95,22,20,0.2959601475446411,False
dropped,called,142,124,30,23,0.29724315129740436,False
is,gave,278,253,33,28,0.29763207150304627,False
in,to,195,174,31,29,0.2977932394722194,False
my,asked,112,96,27,22,0.29829604748976685,False
found,began,652,614,34,32,0.2983912684696835,False
fell,set,127,110,30,24,0.29864708731250456,False
looked,shot,113,97,25,21,0.3006104461467382,False
did,waited,161,142,26,23,0.30109338860934903,False
down,the,145,127,31,26,0.30263711948599564,False
her,even,181,161,29,28,0.3042249460230156,False
ran,wrote,163,144,28,26,0.3042657853230647,False
she,could,360,332,35,33,0.30470667079577995,False
moved,saw,164,145,32,23,0.30583693464798134,False
sue,make,164,145,32,26,0.30583693464798134,False
waited,her,243,220,36,28,0.30657527735222334,False
squeezed,pressed,131,114,21,18,0.30667853950579027,False
put,bought,116,100,28,26,0.30742749872794795,False
show,be,149,131,31,30,0.30965193668448837,False
hurried,let,150,132,25,23,0.311374882628104,False
hid,let,118,102,27,23,0.31186987623644136,False
got,laid,134,117,22,20,0.31253553826267316,False
then,refused,187,167,27,24,0.3125707838089424,False
said,to,346,319,35,34,0.3133399318558845,False
yelled,forced,119,103,28,27,0.3140611856010525,False
passed,started,170,151,26,25,0.3150589513719362,False
yelled,pulled,275,251,33,29,0.31593412308886504,False
smashed,threw,154,136,32,21,0.3181474358529217,False
spent,made,154,136,29,27,0.3181474358529217,False
the,ordered,302,277,35,31,0.31856801639169385,False
proceeded,let,279,255,28,28,0.3195877000485312,False
started,waved,155,137,27,20,0.3198113824661027,False
other,it,194,174,35,26,0.32195988343873977,False
poured,took,236,214,35,26,0.32220085949350563,False
gave,hung,157,139,30,21,0.32310508817300704,False
just,give,238,216,34,28,0.3243426289056404,False
his,brought,261,238,31,30,0.3246978150945292,False
hid,tried,141,124,26,21,0.3256762723117166,False
slipped,made,338,312,34,24,0.326802078949457,False
other,left,110,95,29,24,0.3281819596032335,False
pushed,tried,456,426,32,30,0.3288284542365511,False
slipped,grabbed,126,110,24,21,0.32886686293311584,False
get,also,315,290,31,29,0.329197281449642,False
climbed,ran,161,143,24,23,0.32955901210196586,False
started,hurried,180,161,33,19,0.32968832892434036,False
broke,let,244,222,31,27,0.330654508918087,False
with,ran,144,127,30,19,0.33109394385577867,False
tore,the,245,223,28,26,0.33169027961185177,False
keep,mention,182,163,28,27,0.3325091307343133,False
proceeded,walked,271,248,30,27,0.3342033471264315,False
waited,the,714,677,38,29,0.3344225874721528,False
turned,waved,113,98,24,21,0.33516111181152464,False
complain,have,113,98,31,24,0.33516111181152464,False
used,gave,468,438,33,33,0.33531974904667666,False
the,dropped,441,412,37,35,0.33771291328886816,False
had,opened,208,188,31,30,0.33969529358437395,False
sent,set,278,255,32,29,0.34063480754100584,False
hire,ask,116,101,23,17,0.34193731487725404,False
there,looked,189,170,29,26,0.3421217345527516,False
started,spent,133,117,29,25,0.3427986668401339,False
her,there,233,212,29,28,0.3430925800435392,False
make,write,212,192,30,29,0.3445241502878749,False
do,report,171,153,33,27,0.344956499739022,False
then,promised,153,136,23,23,0.3466309617311255,False
after,gave,214,194,29,28,0.34690096339530613,False
watched,now,261,239,33,26,0.3476641793130149,False
raised,looked,174,156,27,25,0.3493819040611821,False
wrapped,pulled,155,138,24,23,0.34994541307462407,False
they,hit,155,138,33,31,0.34994541307462407,False
smiled,spoke,138,122,30,25,0.352257803918553,False
got,came,242,221,36,32,0.3526530406827931,False
removed,stood,157,140,30,25,0.3532120400060562,False
began,let,824,786,36,34,0.35646824433340507,False
started,wiped,180,162,29,23,0.3579809765924795,False
looked,showed,180,162,33,24,0.3579809765924795,False
placed,then,977,936,36,33,0.3604368281297793,False
lifted,his,125,110,28,27,0.3611354369008875,False
lifted,they,125,110,29,27,0.3611354369008875,False
tore,took,143,127,27,24,0.361335882669424,False
ordered,it,204,185,32,28,0.3614514446248209,False
only,she,204,185,32,28,0.3614514446248209,False
made,let,674,640,35,32,0.36263451436015887,False
stood,grabbed,252,231,27,27,0.3628203566389799,False
made,heard,185,167,28,25,0.36490207775309924,False
tried,picked,230,210,29,25,0.365063891360522,False
found,didn,127,112,11,9,0.36518674528795586,False
also,tell,186,168,33,25,0.3662606290786447,False
held,snapped,111,97,26,19,0.36741942071131084,False
write,a,112,98,22,22,0.3697117774763105,False
i,tore,130,115,21,19,0.3711268324877324,False
wrote,her,130,115,32,27,0.3711268324877324,False
brought,wrote,114,100,26,24,0.37422524579214095,False
ran,removed,172,155,31,23,0.37629034640615444,False
was,cried,173,156,32,20,0.37774542510450027,False
write,probably,116,102,26,22,0.3786462859772508,False
stopped,then,273,252,29,29,0.3827512726517999,False
pulled,entered,118,104,26,22,0.3829778651180765,False
told,a,693,660,37,35,0.3843274494643857,False
showed,set,158,142,29,23,0.38650982711273907,False
let,squeezed,120,106,25,20,0.38722282807685876,False
grabbed,left,366,342,34,28,0.3873863104950741,False
not,that,204,186,32,25,0.389359131115633,False
wrote,it,371,347,33,31,0.3907124997435735,False
paid,did,122,108,26,26,0.3913839030786506,False
carried,took,184,167,31,20,0.3931265264148298,False
said,slammed,375,351,36,29,0.3933359231389162,False
rested,then,142,127,23,18,0.3933699363757289,False
spoke,closed,123,109,25,22,0.3934338045986194,False
brought,she,208,190,31,25,0.3941677448504904,False
has,began,107,94,25,23,0.39737829008791575,False
set,moved,236,217,30,28,0.39773742865639694,False
left,spat,145,130,24,22,0.3985817018251934,False
my,they,126,112,30,29,0.399464750911674,False
kissed,called,108,95,26,21,0.3997140741780718,False
wiped,held,146,131,31,22,0.4002901309574472,False
swung,took,146,131,26,23,0.4002901309574472,False
stared,found,240,221,33,26,0.40186331471597697,False
a,as,296,275,30,28,0.40262794338987073,False
was,as,241,222,32,25,0.4028819538629638,False
tossed,slipped,192,175,29,26,0.40364163901179156,False
decided,now,148,133,24,24,0.4036648897829981,False
smashed,placed,110,97,26,20,0.4043073746901139,False
took,used,430,405,33,32,0.4062400993348877,False
closed,slipped,130,116,29,22,0.407240100106925,False
his,came,172,156,35,31,0.4075745384205715,False
was,never,220,202,35,29,0.4079565552939227,False
his,i,548,520,37,33,0.40870991249186894,False
called,has,112,99,23,21,0.408799399238493,False
looked,slipped,400,376,29,29,0.40901770112202057,False
put,laid,222,204,28,26,0.4101666836090842,False
turned,tore,113,100,21,20,0.4110085478613014,False
think,keep,132,118,27,26,0.4110189397350888,False
sat,picked,224,206,27,24,0.41235283810222795,False
pulled,threatened,176,160,26,26,0.4132149171658189,False
laughed,found,154,139,32,21,0.413465348098345,False
dropped,it,310,289,37,31,0.4138485361172164,False
tossed,pulled,342,320,33,32,0.4144122578746956,False
a,to,311,290,34,33,0.4146265936623067,False
called,stole,134,120,28,27,0.4147280964897638,False
on,a,227,209,35,25,0.4155880269745437,False
gave,pulled,696,665,39,32,0.4161186552366678,False
took,started,946,910,36,34,0.4165594644909172,False
heard,began,229,211,29,27,0.4177160473733975,False
gave,never,229,211,32,27,0.4177160473733975,False
started,then,1378,1335,36,34,0.42004521012642826,False
it,covered,137,123,23,21,0.4201656381174198,False
cried,tried,139,125,32,18,0.4237093817772145,False
used,shoved,184,168,24,21,0.42403901780624925,False
his,with,161,146,30,25,0.42432359462000296,False
did,tried,294,274,30,29,0.4253468653620333,False
i,came,210,193,32,29,0.425476545591161,False
gave,carried,266,247,35,31,0.4268046193124497,False
placed,poured,213,196,31,27,0.42889251430743053,False
stood,said,943,908,38,32,0.4293776939452361,False
yelled,left,269,250,29,27,0.4294902231185357,False
leave,keep,143,129,26,24,0.43061010582336484,False
said,forced,271,252,35,28,0.43126021720174373,False
shot,it,123,110,31,22,0.4318458053881852,False
move,feel,123,110,30,26,0.4318458053881852,False
glanced,felt,146,132,21,17,0.43562909849504694,False
wiped,continued,106,94,20,19,0.4367534895513287,False
drew,ran,126,113,27,22,0.4376862439080303,False
dropped,picked,127,114,29,25,0.4395941254506643,False
expect,give,108,96,26,23,0.44128575924792685,False
ran,rubbed,108,96,21,19,0.44128575924792685,False
never,would,128,115,33,25,0.4414830653415563,False
call,wait,128,115,30,28,0.4414830653415563,False
have,just,631,603,36,34,0.4421373554133323,False
read,tried,174,159,29,24,0.44301287245685317,False
started,has,109,97,26,24,0.4435119634598577,False
fight,do,109,97,34,26,0.4435119634598577,False
said,rolled,200,184,33,26,0.44403569121143177,False
pushed,used,176,161,30,26,0.44573247761248136,False
let,ask,202,186,32,28,0.44639412021639735,False
called,there,131,118,28,27,0.4470392438236245,False
walked,set,645,617,34,34,0.4472458508440729,False
fight,make,111,99,27,22,0.4478870210006742,False
that,had,292,273,33,24,0.4489194088910578,False
rushed,took,135,122,29,18,0.45420001873732047,False
looked,pulled,766,736,37,34,0.4543034766729407,False
held,looked,665,637,35,31,0.4543101227447069,False
put,had,486,462,35,32,0.45507795751630764,False
said,lay,159,145,27,26,0.4559638305998327,False
feel,make,241,224,33,32,0.4581345627960192,False
stepped,quickly,138,125,24,19,0.45939446053139726,False
prayed,left,218,202,29,28,0.4642557752667816,False
make,wait,141,128,31,27,0.4644454930365921,False
showed,asked,166,152,32,28,0.4660546262071446,False
cut,tried,120,108,26,24,0.46638947965447114,False
left,stood,818,788,36,35,0.4692950577073947,False
stood,moved,225,209,30,28,0.47155208627505973,False
placed,bowed,146,133,25,23,0.47256230516968206,False
slowly,watched,172,158,26,26,0.4742769860397971,False
fled,began,175,161,29,26,0.47825003805914346,False
came,had,203,188,33,25,0.47898586178025143,False
said,ate,127,115,29,22,0.4795766864745506,False
i,had,454,432,35,33,0.48051446022648103,False
looked,kicked,270,253,36,27,0.48419342797087234,False
paid,started,154,141,29,26,0.48482391340158604,False
to,there,130,118,28,24,0.48494012603726594,False
to,looked,108,97,25,16,0.4850003146822085,False
covered,set,108,97,27,25,0.4850003146822085,False
reached,tossed,131,119,27,22,0.48669184748411404,False
gave,reached,241,225,30,26,0.48718257181989066,False
live,go,132,120,26,22,0.4884260182866969,False
the,kicked,430,409,31,28,0.4899171043818785,False
i,opened,245,229,31,27,0.49088065108564194,False
write,send,113,102,29,26,0.495333071736994,False
a,threw,399,379,35,32,0.495780531024128,False
flipped,made,162,149,25,18,0.49627729439673635,False
start,take,222,207,28,25,0.4991329571909632,False
sat,rubbed,115,104,24,19,0.499297214423626,False
leaned,sighed,115,104,22,18,0.499297214423626,False
looked,screamed,141,129,28,27,0.5032891112117155,False
that,promised,141,129,22,21,0.5032891112117155,False
thought,saw,196,182,30,25,0.5037725093442504,False
asked,grabbed,296,279,36,29,0.5046493529586265,False
find,feel,142,130,30,28,0.5048625638301029,False
said,hung,228,213,34,27,0.5050300565573824,False
sat,proceeded,169,156,24,21,0.5057023448466105,False
they,did,509,487,36,32,0.5058078838573574,False
sat,out,144,132,26,25,0.5079655410720143,False
walked,placed,728,702,37,34,0.508557400500529,False
call,be,382,363,38,37,0.50962151557168,False
on,we,174,161,28,25,0.5121224968577498,False
kicked,gave,236,221,33,23,0.5125812089731739,False
also,gave,271,255,31,31,0.5131301681331076,False
looked,entered,148,136,30,29,0.514001932742401,False
entered,took,148,136,31,27,0.514001932742401,False
continued,made,350,332,31,29,0.5150996547128472,False
watched,laughed,208,194,33,29,0.5167892025150331,False
let,helped,125,114,27,21,0.5178172686986392,False
thought,smiled,209,195,31,27,0.5178286548732622,False
handed,offered,126,115,25,21,0.5195592474984366,False
placed,dragged,152,140,31,30,0.5198233007353309,False
made,just,128,117,29,25,0.5229877527325401,False
opened,his,183,170,29,28,0.5230794984048374,False
run,be,155,143,27,27,0.5240556839708722,False
slid,kissed,129,118,26,25,0.524674921906404,False
turned,did,325,308,35,32,0.524846262281687,False
started,gave,920,892,34,34,0.5259060196102054,False
pointed,asked,252,237,35,28,0.5267095361678936,False
raised,placed,157,145,27,27,0.5268163559154346,False
took,saw,562,540,35,35,0.5270143277834081,False
has,they,187,174,33,31,0.5277197154229937,False
returned,is,131,120,26,25,0.5279966429637907,False
started,slammed,254,239,32,29,0.5283912026704244,False
stepped,laughed,107,97,22,20,0.5287148701164898,False
set,tossed,292,276,31,27,0.5291330219316576,False
shoved,waited,109,99,19,17,0.5327042213056806,False
give,ask,225,211,31,31,0.5336040625003815,False
waited,with,136,125,21,18,0.5360076409594988,False
picked,sent,111,101,26,22,0.5365946370622453,False
pushed,returned,139,128,28,25,0.5406240719645123,False
kissed,she,310,294,36,30,0.5416708453374066,False
set,kicked,141,130,33,21,0.5436267147012663,False
asked,never,202,189,34,28,0.5439943373771354,False
change,keep,115,105,24,24,0.5440944078914436,False
ran,used,358,341,34,31,0.5450928189038385,False
a,smashed,173,161,26,20,0.5473094092813774,False
not,her,118,108,27,26,0.5494876579470014,False
went,brought,324,308,34,30,0.5507630413678057,False
try,send,178,166,30,30,0.5531901834616307,False
started,placed,768,744,37,30,0.5542022352888002,False
explain,contact,121,111,25,24,0.5546949971025648,False
left,is,290,275,34,32,0.5559099315826755,False
we,threw,123,113,24,22,0.5580684294868864,False
stole,started,217,204,35,29,0.5587039631948039,False
sat,used,338,322,34,28,0.559337750081933,False
after,if,124,114,25,25,0.5597268004928915,False
tell,think,184,172,33,31,0.5599551083046961,False
her,called,256,242,33,30,0.5602439187562351,False
get,think,220,207,35,30,0.5614796017479183,False
has,asked,154,143,31,25,0.5618134284783054,False
grabbed,fell,127,117,23,23,0.5645926559195695,False
asked,their,128,118,28,26,0.5661792835834811,False
ran,i,398,381,31,29,0.5664969598640508,False
just,did,129,119,27,21,0.567748776251942,False
stroked,she,130,120,29,20,0.5693014384434676,False
kicked,called,193,181,33,24,0.569552804615995,False
dropped,used,194,182,33,23,0.5705810734644067,False
opened,shoved,131,121,26,19,0.5708375672009756,False
after,he,272,258,31,30,0.5723300851038338,False
explained,made,133,123,28,19,0.5738613765945537,False
do,stay,198,186,31,29,0.5746220082058784,False
placed,saw,320,305,34,28,0.5755145154015624,False
started,just,107,98,25,24,0.5764440275804499,False
she,did,421,404,37,36,0.5775208757795469,False
they,even,239,226,33,31,0.5779254672661382,False
asked,explained,167,156,33,22,0.5779954497891786,False
even,took,136,126,28,27,0.5782801112786278,False
get,know,428,411,36,35,0.580713290333179,False
leave,stop,138,128,34,22,0.5811510176420142,False
drove,ran,207,195,33,28,0.5833141534417065,False
on,told,173,162,34,26,0.5848855564992013,False
held,forced,141,131,24,23,0.5853499610587793,False
back,said,112,103,32,20,0.585447145772404,False
pushed,shoved,112,103,22,13,0.585447145772404,False
covered,gave,112,103,26,25,0.585447145772404,False
an,i,142,132,32,25,0.5867219053297223,False
then,struck,175,164,30,26,0.58710863547417,False
swung,turned,113,104,25,23,0.5871801087346246,False
walked,gave,833,810,36,34,0.587311832464968,False
said,invited,114,105,27,24,0.588891601359259,False
out,looked,115,106,31,23,0.5905820614901203,False
a,for,118,109,32,20,0.5955314428768113,False
checked,saw,221,209,30,27,0.5958395617348087,False
make,let,222,210,34,30,0.5966917531043081,False
hit,i,150,140,30,28,0.5972300763616445,False
used,carried,122,113,28,26,0.6018606672387024,False
waited,rubbed,124,115,26,26,0.604916208688432,False
later,also,124,115,24,24,0.604916208688432,False
i,also,326,312,35,33,0.6068148424457238,False
the,finally,159,149,30,25,0.60814742482619,False
pressed,handed,196,185,27,26,0.6084883379248132,False
also,sue,127,118,22,21,0.6093708144344221,False
