stratum,labeling,frm,to,fwd,rev,e_fwd,e_rev,reciprocal,p,bonferroni,frm_name,to_name
m01_unmarked,TOKEN,smashed,offered,24,5,18,4,True,0.004343509674072266,False,,
m01_unmarked,TOKEN,smashed,paid,13,3,9,3,True,0.14599609375,False,,
m01_unmarked,TOKEN,smashed,replaced,9,2,9,2,True,0.0654296875,False,,
m01_unmarked,TOKEN,smashed,stopped,13,9,11,7,True,0.480682373046875,False,,
m01_unmarked,TOKEN,asked,stole,28,15,14,13,True,1.0,False,,
m01_unmarked,TOKEN,stole,called,22,23,14,14,True,1.0,False,,
m01_unmarked,TOKEN,stole,caused,37,1,19,1,True,4.00543212890625e-05,False,,
m01_unmarked,TOKEN,stole,helped,30,8,17,5,True,0.01690053939819336,False,,
m01_unmarked,TOKEN,stole,offered,29,9,17,8,True,0.10775214433670044,False,,
m01_unmarked,TOKEN,stole,replaced,23,6,14,4,True,0.0308837890625,False,,
m01_unmarked,TOKEN,stole,saved,16,2,8,2,True,0.109375,False,,
m01_unmarked,TOKEN,stole,showed,11,10,10,9,True,1.0,False,,
m01_unmarked,TOKEN,threw,stopped,45,15,18,5,True,0.010622024536132812,False,,
m01_unmarked,TOKEN,brought,could,18,7,8,3,True,0.2265625,False,,
m01_unmarked,TOKEN,as,gently,51,1,21,1,True,1.0967254638671875e-05,False,,
m01_unmarked,TOKEN,asked,shut,48,36,18,13,True,0.47312965989112854,False,,
m01_unmarked,TOKEN,shut,found,90,29,21,12,True,0.16275565745308995,False,,
m01_unmarked,TOKEN,held,shut,22,24,13,12,True,1.0,False,,
m01_unmarked,TOKEN,into,helped,34,27,15,13,True,0.8505540192127228,False,,
m01_unmarked,TOKEN,shut,pushed,24,31,15,13,True,0.8505540192127228,False,,
m01_unmarked,TOKEN,removed,helped,30,26,15,13,True,0.8505540192127228,False,,
m01_unmarked,TOKEN,removed,shut,21,9,12,6,True,0.237884521484375,False,,
m01_unmarked,TOKEN,showed,shut,18,6,11,4,True,0.11846923828124999,False,,
m01_unmarked,TOKEN,slammed,tucked,20,8,10,6,True,0.454498291015625,False,,
m01_unmarked,TOKEN,when,shut,33,7,14,6,True,0.11531829833984375,False,,
m01_unmarked,TOKEN,dragged,led,80,7,30,5,True,2.2361520677804947e-05,False,,
m01_unmarked,TOKEN,dragged,pulled,70,5,26,5,True,0.00019219517707824707,False,,
m01_unmarked,TOKEN,screamed,gently,24,3,10,3,True,0.09228515625,False,,
m01_unmarked,TOKEN,screamed,led,42,6,14,6,True,0.11531829833984375,False,,
m01_unmarked,TOKEN,screamed,pulled,68,23,22,16,True,0.417692190836533,False,,
m01_unmarked,TOKEN,shoved,led,73,21,25,13,True,0.07295138851623051,False,,
m01_unmarked,TOKEN,shoved,pulled,118,27,30,11,True,0.00432400493446039,False,,
m01_unmarked,TOKEN,explained,stepped,29,25,15,13,True,0.8505540192127228,False,,
m01_unmarked,TOKEN,returned,murmured,70,4,20,3,True,0.00048828125,False,,
m01_unmarked,TOKEN,smiled,murmured,39,13,15,9,True,0.30745625495910645,False,,
m01_unmarked,TOKEN,thanked,murmured,28,3,11,3,True,0.057373046875,False,,
m01_unmarked,TOKEN,returned,nodded,96,19,23,6,True,0.002315700054168701,False,,
m01_unmarked,TOKEN,returned,patted,30,7,11,4,True,0.11846923828124999,False,,
m01_unmarked,TOKEN,walked,patted,60,15,22,11,True,0.08014331245794892,False,,
m01_unmarked,TOKEN,followed,spoke,23,15,13,11,True,0.8388197422027588,False,,
m01_unmarked,TOKEN,offered,whispered,92,25,23,9,True,0.020061607006937265,False,,
m01_unmarked,TOKEN,applied,instructed,9,3,7,3,True,0.34375,False,,
m01_unmarked,TOKEN,applied,knelt,10,2,8,2,True,0.109375,False,,
m01_unmarked,TOKEN,bent,helped,21,4,13,3,True,0.021270751953125,False,,
m01_unmarked,TOKEN,carried,checked,59,12,25,8,True,0.004551384132355452,False,,
m01_unmarked,TOKEN,continued,instructed,21,10,12,5,True,0.143463134765625,False,,
m01_unmarked,TOKEN,covered,instructed,22,1,12,1,True,0.00341796875,False,,
m01_unmarked,TOKEN,helped,examined,22,3,13,3,True,0.021270751953125,False,,
m01_unmarked,TOKEN,rushed,examined,11,9,8,3,True,0.2265625,False,,
m01_unmarked,TOKEN,grabbed,instructed,22,10,11,4,True,0.11846923828124999,False,,
m01_unmarked,TOKEN,rushed,grabbed,21,9,9,5,True,0.4239501953125,False,,
m01_unmarked,TOKEN,laid,instructed,23,1,11,1,True,0.00634765625,False,,
m01_unmarked,TOKEN,laid,rushed,40,6,9,6,True,0.6072387695312499,False,,
m01_unmarked,TOKEN,lay,checked,56,3,15,3,True,0.007537841796875,False,,
m01_unmarked,TOKEN,let,instructed,33,19,15,7,True,0.13380050659179688,False,,
m01_unmarked,TOKEN,lifted,instructed,26,8,13,7,True,0.26317596435546875,False,,
m01_unmarked,TOKEN,patted,checked,10,8,8,5,True,0.5810546875,False,,
m01_unmarked,TOKEN,patted,quickly,8,12,7,7,True,1.0,False,,
m01_unmarked,TOKEN,rushed,patted,8,7,7,3,True,0.34375,False,,
m01_unmarked,TOKEN,picked,instructed,8,9,7,4,True,0.548828125,False,,
m01_unmarked,TOKEN,removed,instructed,21,6,12,3,True,0.03515625,False,,
m01_unmarked,TOKEN,rolled,instructed,14,2,8,2,True,0.109375,False,,
m01_unmarked,TOKEN,rubbed,helped,17,8,12,7,True,0.359283447265625,False,,
m01_unmarked,TOKEN,rubbed,instructed,12,4,9,3,True,0.14599609375,False,,
m01_unmarked,TOKEN,rubbed,knelt,30,5,13,5,True,0.09625244140625,False,,
m01_unmarked,TOKEN,instructed,stepped,10,7,6,5,True,1.0,False,,
m01_unmarked,TOKEN,stood,instructed,38,18,13,7,True,0.26317596435546875,False,,
m01_unmarked,TOKEN,tried,instructed,65,8,19,5,True,0.006610751152038574,False,,
m01_unmarked,TOKEN,walked,instructed,51,19,14,9,True,0.4048728942871094,False,,
m01_unmarked,TOKEN,led,guided,20,11,11,7,True,0.480682373046875,False,,
m01_unmarked,TOKEN,squeezed,guided,13,3,10,3,True,0.09228515625,False,,
m01_unmarked,TOKEN,hit,led,48,7,20,5,True,0.004077315330505371,False,,
m01_unmarked,TOKEN,hit,squeezed,15,4,11,4,True,0.11846923828124999,False,,
m01_unmarked,TOKEN,pointed,squeezed,23,3,11,3,True,0.057373046875,False,,
m01_unmarked,TOKEN,punched,led,13,1,11,1,True,0.00634765625,False,,
m01_unmarked,TOKEN,shouted,squeezed,9,7,7,6,True,1.0,False,,
m01_unmarked,TOKEN,shoved,squeezed,22,5,11,3,True,0.057373046875,False,,
m01_unmarked,TOKEN,threatened,led,35,4,19,3,True,0.0008554458618164062,False,,
m01_unmarked,TOKEN,threatened,pulled,33,14,17,10,True,0.24778856337070465,False,,
m01_unmarked,TOKEN,threw,squeezed,34,3,16,1,True,0.000274658203125,False,,
m01_unmarked,TOKEN,yelled,squeezed,21,5,9,5,True,0.4239501953125,False,,
m01_unmarked,TOKEN,continued,applied,22,12,11,7,True,0.480682373046875,False,,
m01_unmarked,TOKEN,applied,provided,11,3,8,3,True,0.2265625,False,,
m01_unmarked,TOKEN,showed,applied,13,5,10,3,True,0.09228515625,False,,
m01_unmarked,TOKEN,drew,explained,26,6,11,5,True,0.210113525390625,False,,
m01_unmarked,TOKEN,drew,instructed,10,5,8,4,True,0.3876953125,False,,
m01_unmarked,TOKEN,held,confirmed,13,2,11,1,True,0.00634765625,False,,
m01_unmarked,TOKEN,led,encouraged,15,0,10,0,False,0.001953125,False,,
m01_unmarked,TOKEN,led,ensured,19,0,11,0,False,0.0009765625,False,,
m01_unmarked,TOKEN,led,explained,22,11,12,9,True,0.6636238098144531,False,,
m01_unmarked,TOKEN,led,gently,56,8,22,8,True,0.016124801710247997,False,,
m01_unmarked,TOKEN,led,instructed,14,16,12,10,True,0.8318119049072266,False,,
m01_unmarked,TOKEN,showed,led,18,33,14,13,True,1.0,False,,
m01_unmarked,TOKEN,lifted,ensured,13,0,10,0,False,0.001953125,False,,
m01_unmarked,TOKEN,lifted,explained,45,4,19,3,True,0.0008554458618164062,False,,
m01_unmarked,TOKEN,lifted,showed,50,9,21,8,True,0.0241195447742939,False,,
m01_unmarked,TOKEN,lowered,explained,21,2,16,2,True,0.001312255859375,False,,
m01_unmarked,TOKEN,lowered,guided,30,4,21,3,True,0.0002771615982055664,False,,
m01_unmarked,TOKEN,lowered,helped,26,7,15,5,True,0.04138946533203125,False,,
m01_unmarked,TOKEN,lowered,instructed,8,4,7,3,True,0.34375,False,,
m01_unmarked,TOKEN,removed,lowered,15,8,11,5,True,0.210113525390625,False,,
m01_unmarked,TOKEN,pressed,encouraged,9,3,7,3,True,0.34375,False,,
m01_unmarked,TOKEN,pressed,explained,27,18,16,11,True,0.44206833839416504,False,,
m01_unmarked,TOKEN,pressed,instructed,18,5,10,4,True,0.1795654296875,False,,
m01_unmarked,TOKEN,proceeded,adjusted,45,1,20,1,True,2.09808349609375e-05,False,,
m01_unmarked,TOKEN,proceeded,carefully,117,1,23,1,True,2.9802322387695312e-06,False,,
m01_unmarked,TOKEN,confirmed,proceeded,17,10,9,8,True,1.0,False,,
m01_unmarked,TOKEN,proceeded,continued,72,17,19,9,True,0.08715855330228806,False,,
m01_unmarked,TOKEN,proceeded,guided,46,4,18,4,True,0.004343509674072266,False,,
m01_unmarked,TOKEN,proceeded,helped,42,20,18,12,True,0.36159460805356514,False,,
m01_unmarked,TOKEN,proceeded,instructed,36,8,14,7,True,0.18924713134765625,False,,
m01_unmarked,TOKEN,proceeded,provided,17,2,10,2,True,0.03857421875,False,,
m01_unmarked,TOKEN,proceeded,requested,13,4,9,4,True,0.266845703125,False,,
m01_unmarked,TOKEN,pushed,explained,78,9,27,6,True,0.0003240634687244892,False,,
m01_unmarked,TOKEN,pushed,instructed,60,18,18,10,True,0.1849333420395851,False,,
m01_unmarked,TOKEN,raised,adjusted,34,1,16,1,True,0.000274658203125,False,,
m01_unmarked,TOKEN,raised,explained,23,20,15,13,True,0.8505540192127228,False,,
m01_unmarked,TOKEN,raised,guided,44,5,20,4,True,0.001543879508972168,False,,
m01_unmarked,TOKEN,rolled,explained,15,1,11,1,True,0.00634765625,False,,
m01_unmarked,TOKEN,rolled,guided,11,2,9,2,True,0.0654296875,False,,
m01_unmarked,TOKEN,secured,explained,5,7,5,5,True,1.0,False,,
m01_unmarked,TOKEN,helped,secured,28,4,12,3,True,0.03515625,False,,
m01_unmarked,TOKEN,instructed,secured,13,4,9,4,True,0.266845703125,False,,
m01_unmarked,TOKEN,showed,secured,20,6,7,4,True,0.548828125,False,,
m01_unmarked,TOKEN,slowly,adjusted,26,4,13,4,True,0.049041748046875,False,,
m01_unmarked,TOKEN,slowly,checked,34,15,16,10,True,0.32693958282470703,False,,
m01_unmarked,TOKEN,slowly,explained,21,14,11,7,True,0.480682373046875,False,,
m01_unmarked,TOKEN,slowly,guided,11,6,7,5,True,0.7744140625,False,,
m01_unmarked,TOKEN,slowly,instructed,7,6,5,5,True,1.0,False,,
m01_unmarked,TOKEN,showed,slowly,19,17,13,6,True,0.1670684814453125,False,,
m01_unmarked,TOKEN,tried,encouraged,23,3,11,2,True,0.0224609375,False,,
m01_unmarked,TOKEN,used,confirmed,24,7,13,4,True,0.049041748046875,False,,
m01_unmarked,TOKEN,used,instructed,44,17,15,7,True,0.13380050659179688,False,,
m01_unmarked,TOKEN,walked,requested,31,6,15,6,True,0.0783538818359375,False,,
m01_unmarked,TOKEN,back,helped,18,12,9,8,True,1.0,False,,
m01_unmarked,TOKEN,lowered,carried,21,8,12,7,True,0.359283447265625,False,,
m01_unmarked,TOKEN,carried,swung,14,14,11,9,True,0.8238029479980469,False,,
m01_unmarked,TOKEN,helped,deposited,9,6,6,4,True,0.75390625,False,,
m01_unmarked,TOKEN,deposited,looked,41,42,17,13,True,0.5846647117286922,False,,
m01_unmarked,TOKEN,lowered,hugged,10,6,6,5,True,1.0,False,,
m01_unmarked,TOKEN,laid,lowered,17,8,7,7,True,1.0,False,,
m01_unmarked,TOKEN,laid,swung,20,4,10,4,True,0.1795654296875,False,,
m01_unmarked,TOKEN,led,settled,12,2,8,2,True,0.109375,False,,
m01_unmarked,TOKEN,she,lowered,34,18,15,7,True,0.13380050659179688,False,,
m01_unmarked,TOKEN,told,swung,63,25,23,12,True,0.08953107893466952,False,,
m01_unmarked,TOKEN,lowered,tossed,14,10,10,6,True,0.454498291015625,False,,
m01_unmarked,TOKEN,tossed,swung,9,10,9,6,True,0.6072387695312499,False,,
m01_unmarked,TOKEN,cried,pointed,17,9,15,4,True,0.0192108154296875,False,,
m01_unmarked,TOKEN,cried,shook,26,14,13,9,True,0.5234670639038086,False,,
m01_unmarked,TOKEN,guided,gently,16,11,11,8,True,0.6476058959960938,False,,
m01_unmarked,TOKEN,headed,pointed,43,27,16,14,True,0.8555355519056321,False,,
m01_unmarked,TOKEN,shook,hugged,17,8,10,8,True,0.8145294189453125,False,,
m01_unmarked,TOKEN,hurried,pointed,18,14,11,11,True,1.0,False,,
m01_unmarked,TOKEN,shook,hurried,32,20,13,11,True,0.8388197422027588,False,,
m01_unmarked,TOKEN,pointed,kissed,26,36,16,13,True,0.711071103811264,False,,
m01_unmarked,TOKEN,kissed,shook,22,17,11,11,True,1.0,False,,
m01_unmarked,TOKEN,moved,shook,47,45,19,17,True,0.8679394004284404,False,,
m01_unmarked,TOKEN,screamed,gave,42,31,18,15,True,0.7283324808813632,False,,
m01_unmarked,TOKEN,screamed,pointed,46,22,22,11,True,0.08014331245794892,False,,
m01_unmarked,TOKEN,shook,screamed,17,19,13,7,True,0.26317596435546875,False,,
m01_unmarked,TOKEN,shook,shouted,67,14,22,10,True,0.050102459732443094,False,,
m01_unmarked,TOKEN,shoved,pointed,60,28,24,9,True,0.013530986849218607,False,,
m01_unmarked,TOKEN,shoved,shook,28,11,13,4,True,0.049041748046875,False,,
m01_unmarked,TOKEN,they,pointed,149,46,29,22,True,0.4010619910279374,False,,
m01_unmarked,TOKEN,threw,pointed,92,36,29,8,True,0.0007528970600105822,False,,
m01_unmarked,TOKEN,shook,yelled,30,26,15,10,True,0.42435622215270996,False,,
m01_unmarked,TOKEN,bent,asked,54,21,22,8,True,0.016124801710247997,False,,
m01_unmarked,TOKEN,bent,examined,59,1,20,1,True,2.09808349609375e-05,False,,
m01_unmarked,TOKEN,bent,gently,52,3,17,2,True,0.000728607177734375,False,,
m01_unmarked,TOKEN,bent,muttered,20,0,10,0,False,0.001953125,False,,
m01_unmarked,TOKEN,bent,poured,27,1,17,1,True,0.00014495849609375,False,,
m01_unmarked,TOKEN,bent,pressed,60,3,22,3,True,0.00015652179718017578,False,,
m01_unmarked,TOKEN,bent,searched,21,0,12,0,False,0.00048828125,False,,
m01_unmarked,TOKEN,bent,waited,23,16,13,8,True,0.38331031799316406,False,,
m01_unmarked,TOKEN,bent,wrapped,17,13,10,8,True,0.8145294189453125,False,,
m01_unmarked,TOKEN,closed,examined,80,5,23,5,True,0.0009122341871261597,False,,
m01_unmarked,TOKEN,closed,gestured,13,3,7,3,True,0.34375,False,,
m01_unmarked,TOKEN,dragged,examined,24,3,13,2,True,0.00738525390625,False,,
m01_unmarked,TOKEN,dragged,looked,81,33,29,16,True,0.07245426016254441,False,,
m01_unmarked,TOKEN,dragged,pressed,38,6,17,6,True,0.03468966484069824,False,,
m01_unmarked,TOKEN,dragged,searched,20,0,10,0,False,0.001953125,False,,
m01_unmarked,TOKEN,drew,gestured,28,4,13,2,True,0.00738525390625,False,,
m01_unmarked,TOKEN,drew,pressed,81,23,20,14,True,0.39152830513194203,False,,
m01_unmarked,TOKEN,entered,examined,20,2,14,2,True,0.004180908203125,False,,
m01_unmarked,TOKEN,entered,pressed,22,12,11,10,True,1.0,False,,
m01_unmarked,TOKEN,entered,rubbed,8,8,7,6,True,1.0,False,,
m01_unmarked,TOKEN,searched,entered,10,8,7,6,True,1.0,False,,
m01_unmarked,TOKEN,had,peered,31,12,11,5,True,0.210113525390625,False,,
m01_unmarked,TOKEN,ran,kissed,59,49,20,16,True,0.617719317029696,False,,
m01_unmarked,TOKEN,kissed,searched,18,0,13,0,False,0.000244140625,False,,
m01_unmarked,TOKEN,opened,searched,33,20,17,10,True,0.24778856337070465,False,,
m01_unmarked,TOKEN,she,gestured,84,4,22,3,True,0.00015652179718017578,False,,
m01_unmarked,TOKEN,she,searched,30,9,15,8,True,0.21003961563110352,False,,
m01_unmarked,TOKEN,shoved,searched,25,2,14,2,True,0.004180908203125,False,,
m01_unmarked,TOKEN,slid,gestured,16,7,11,3,True,0.057373046875,False,,
m01_unmarked,TOKEN,rubbed,slipped,18,12,10,7,True,0.629058837890625,False,,
m01_unmarked,TOKEN,slipped,searched,9,8,8,5,True,0.5810546875,False,,
m01_unmarked,TOKEN,slipped,studied,34,12,15,8,True,0.21003961563110352,False,,
m01_unmarked,TOKEN,asked,stuck,24,16,12,10,True,0.8318119049072266,False,,
m01_unmarked,TOKEN,stuck,peered,25,3,15,2,True,0.002349853515625,False,,
m01_unmarked,TOKEN,stuck,poured,8,4,6,4,True,0.75390625,False,,
m01_unmarked,TOKEN,stuck,pressed,57,4,20,3,True,0.00048828125,False,,
m01_unmarked,TOKEN,brushed,whispered,32,3,16,3,True,0.004425048828125,False,,
m01_unmarked,TOKEN,checked,whispered,43,8,18,7,True,0.043285250663757324,False,,
m01_unmarked,TOKEN,examined,whispered,24,8,16,5,True,0.02660369873046875,False,,
m01_unmarked,TOKEN,searched,whispered,13,4,8,3,True,0.2265625,False,,
m01_unmarked,TOKEN,as,another,9,7,8,4,True,0.3876953125,False,,
m01_unmarked,TOKEN,as,frowned,20,6,14,3,True,0.012725830078125,False,,
m01_unmarked,TOKEN,as,glanced,43,8,12,5,True,0.143463134765625,False,,
m01_unmarked,TOKEN,as,motioned,21,1,17,1,True,0.00014495849609375,False,,
m01_unmarked,TOKEN,as,rolled,11,3,8,3,True,0.2265625,False,,
m01_unmarked,TOKEN,climbed,glanced,71,4,20,4,True,0.001543879508972168,False,,
m01_unmarked,TOKEN,climbed,scanned,20,1,13,1,True,0.0018310546875,False,,
m01_unmarked,TOKEN,entered,explained,13,2,8,2,True,0.109375,False,,
m01_unmarked,TOKEN,entered,glanced,25,11,11,7,True,0.480682373046875,False,,
m01_unmarked,TOKEN,crossed,followed,9,6,8,5,True,0.5810546875,False,,
m01_unmarked,TOKEN,followed,frowned,32,5,17,5,True,0.01690053939819336,False,,
m01_unmarked,TOKEN,followed,motioned,9,5,6,4,True,0.75390625,False,,
m01_unmarked,TOKEN,found,another,10,4,8,4,True,0.3876953125,False,,
m01_unmarked,TOKEN,tapped,found,29,32,16,11,True,0.44206833839416504,False,,
m01_unmarked,TOKEN,got,counted,52,12,18,8,True,0.07551869750022888,False,,
m01_unmarked,TOKEN,got,motioned,41,6,17,5,True,0.01690053939819336,False,,
m01_unmarked,TOKEN,had,counted,46,12,16,7,True,0.0931396484375,False,,
m01_unmarked,TOKEN,had,motioned,32,2,10,2,True,0.03857421875,False,,
m01_unmarked,TOKEN,had,tapped,19,8,11,4,True,0.11846923828124999,False,,
m01_unmarked,TOKEN,he,tapped,91,14,23,7,True,0.005222879350185395,False,,
m01_unmarked,TOKEN,it,counted,40,17,18,13,True,0.47312965989112854,False,,
m01_unmarked,TOKEN,it,motioned,44,11,16,8,True,0.15158963203430176,False,,
m01_unmarked,TOKEN,waited,joined,43,9,15,5,True,0.04138946533203125,False,,
m01_unmarked,TOKEN,joined,watched,16,24,11,10,True,1.0,False,,
m01_unmarked,TOKEN,counted,leaned,19,14,13,6,True,0.1670684814453125,False,,
m01_unmarked,TOKEN,explained,leaned,27,32,14,11,True,0.6900379657745361,False,,
m01_unmarked,TOKEN,leaned,frowned,8,7,6,6,True,1.0,False,,
m01_unmarked,TOKEN,motioned,leaned,17,9,11,8,True,0.6476058959960938,False,,
m01_unmarked,TOKEN,paid,counted,32,6,19,6,True,0.01463329792022705,False,,
m01_unmarked,TOKEN,sat,another,12,13,7,6,True,1.0,False,,
m01_unmarked,TOKEN,sat,motioned,29,3,12,3,True,0.03515625,False,,
m01_unmarked,TOKEN,she,counted,49,8,19,7,True,0.028959274291992188,False,,
m01_unmarked,TOKEN,she,motioned,53,4,16,4,True,0.01181793212890625,False,,
m01_unmarked,TOKEN,soon,explained,13,6,10,5,True,0.30175781249999994,False,,
m01_unmarked,TOKEN,waited,soon,13,8,7,6,True,1.0,False,,
m01_unmarked,TOKEN,counted,stared,45,20,16,9,True,0.2295229434967041,False,,
m01_unmarked,TOKEN,explained,stared,47,34,16,11,True,0.44206833839416504,False,,
m01_unmarked,TOKEN,stared,motioned,9,4,7,4,True,0.548828125,False,,
m01_unmarked,TOKEN,another,stood,16,3,10,3,True,0.09228515625,False,,
m01_unmarked,TOKEN,stood,explained,82,17,20,10,True,0.09873714670538905,False,,
m01_unmarked,TOKEN,stood,motioned,31,12,14,6,True,0.11531829833984375,False,,
m01_unmarked,TOKEN,rolled,stood,67,24,21,11,True,0.11018416518345475,False,,
m01_unmarked,TOKEN,another,then,44,14,20,9,True,0.06142834573984146,False,,
m01_unmarked,TOKEN,then,motioned,64,51,18,14,True,0.5966148958541453,False,,
m01_unmarked,TOKEN,they,motioned,55,16,18,8,True,0.07551869750022888,False,,
m01_unmarked,TOKEN,they,tapped,32,6,13,6,True,0.1670684814453125,False,,
m01_unmarked,TOKEN,told,motioned,73,12,19,9,True,0.08715855330228806,False,,
m01_unmarked,TOKEN,told,tapped,33,8,16,6,True,0.052478790283203125,False,,
m01_unmarked,TOKEN,walked,motioned,27,12,14,7,True,0.18924713134765625,False,,
m01_unmarked,TOKEN,walked,tapped,47,22,16,11,True,0.44206833839416504,False,,
m01_unmarked,TOKEN,was,motioned,97,5,21,5,True,0.002493917942047119,False,,
m01_unmarked,TOKEN,motioned,waved,13,13,8,6,True,0.79052734375,False,,
m01_unmarked,TOKEN,waved,tapped,11,4,8,4,True,0.3876953125,False,,
m01_unmarked,TOKEN,went,motioned,56,6,18,5,True,0.010622024536132812,False,,
m01_unmarked,TOKEN,dragged,onto,35,2,18,1,True,7.62939453125e-05,False,,
m01_unmarked,TOKEN,dragged,provided,15,0,14,0,False,0.0001220703125,False,,
m01_unmarked,TOKEN,dragged,rushed,11,3,9,3,True,0.14599609375,False,,
m01_unmarked,TOKEN,drove,rushed,27,6,12,5,True,0.143463134765625,False,,
m01_unmarked,TOKEN,rushed,into,13,16,10,7,True,0.629058837890625,False,,
m01_unmarked,TOKEN,into,wrapped,28,15,17,8,True,0.10775214433670044,False,,
m01_unmarked,TOKEN,kept,onto,18,7,16,6,True,0.052478790283203125,False,,
m01_unmarked,TOKEN,placed,assured,21,0,11,0,False,0.0009765625,False,,
m01_unmarked,TOKEN,pushed,rushed,39,8,10,5,True,0.30175781249999994,False,,
m01_unmarked,TOKEN,assured,saw,10,6,8,3,True,0.2265625,False,,
m01_unmarked,TOKEN,they,examined,64,6,22,6,True,0.0037191659212112427,False,,
m01_unmarked,TOKEN,they,onto,59,15,21,9,True,0.042773945257067694,False,,
m01_unmarked,TOKEN,to,looked,67,59,23,14,True,0.18774155899882317,False,,
m01_unmarked,TOKEN,to,rushed,18,3,11,2,True,0.0224609375,False,,
m01_unmarked,TOKEN,to,wrapped,12,5,8,2,True,0.109375,False,,
m01_unmarked,TOKEN,told,onto,76,5,22,4,True,0.0005335211753845215,False,,
m01_unmarked,TOKEN,took,assured,44,1,13,1,True,0.0018310546875,False,,
m01_unmarked,TOKEN,up,carefully,31,1,12,1,True,0.00341796875,False,,
m01_unmarked,TOKEN,up,checked,15,2,10,2,True,0.03857421875,False,,
m01_unmarked,TOKEN,up,examined,14,1,11,1,True,0.00634765625,False,,
m01_unmarked,TOKEN,we,examined,23,0,13,0,False,0.000244140625,False,,
m01_unmarked,TOKEN,we,wrapped,18,2,13,2,True,0.00738525390625,False,,
m01_unmarked,TOKEN,brought,demanded,20,5,10,5,True,0.30175781249999994,False,,
m01_unmarked,TOKEN,instructed,closed,16,11,11,7,True,0.480682373046875,False,,
m01_unmarked,TOKEN,demanded,dragged,10,11,8,6,True,0.79052734375,False,,
m01_unmarked,TOKEN,dragged,explained,23,3,12,3,True,0.03515625,False,,
m01_unmarked,TOKEN,dragged,instructed,15,6,9,4,True,0.266845703125,False,,
m01_unmarked,TOKEN,dragged,spoke,29,2,14,2,True,0.004180908203125,False,,
m01_unmarked,TOKEN,held,demanded,37,23,17,13,True,0.5846647117286922,False,,
m01_unmarked,TOKEN,held,informed,13,8,10,8,True,0.8145294189453125,False,,
m01_unmarked,TOKEN,hit,checked,17,9,11,4,True,0.11846923828124999,False,,
m01_unmarked,TOKEN,hit,demanded,41,13,15,8,True,0.21003961563110352,False,,
m01_unmarked,TOKEN,hit,explained,18,4,12,4,True,0.076812744140625,False,,
m01_unmarked,TOKEN,hit,instructed,18,5,9,3,True,0.14599609375,False,,
m01_unmarked,TOKEN,kicked,approached,16,7,11,5,True,0.210113525390625,False,,
m01_unmarked,TOKEN,kicked,demanded,13,5,7,4,True,0.548828125,False,,
m01_unmarked,TOKEN,demanded,leaned,16,11,11,7,True,0.480682373046875,False,,
m01_unmarked,TOKEN,demanded,led,21,18,13,10,True,0.6776394844055176,False,,
m01_unmarked,TOKEN,led,informed,16,15,12,9,True,0.6636238098144531,False,,
m01_unmarked,TOKEN,left,demanded,31,19,13,8,True,0.38331031799316406,False,,
m01_unmarked,TOKEN,instructed,locked,19,5,12,4,True,0.076812744140625,False,,
m01_unmarked,TOKEN,moved,demanded,34,12,14,8,True,0.28627872467041016,False,,
m01_unmarked,TOKEN,opened,informed,11,0,10,0,False,0.001953125,False,,
m01_unmarked,TOKEN,opened,instructed,25,2,11,2,True,0.0224609375,False,,
m01_unmarked,TOKEN,called,pointed,67,74,23,21,True,0.880395821280672,False,,
m01_unmarked,TOKEN,informed,pointed,17,8,11,7,True,0.480682373046875,False,,
m01_unmarked,TOKEN,demanded,pressed,16,13,10,7,True,0.629058837890625,False,,
m01_unmarked,TOKEN,proceeded,approached,51,7,17,7,True,0.06391465663909912,False,,
m01_unmarked,TOKEN,demanded,proceeded,15,13,11,8,True,0.6476058959960938,False,,
m01_unmarked,TOKEN,pulled,informed,20,11,15,6,True,0.0783538818359375,False,,
m01_unmarked,TOKEN,punched,approached,20,1,13,1,True,0.0018310546875,False,,
m01_unmarked,TOKEN,punched,asked,64,12,26,7,True,0.0013187271542847157,False,,
m01_unmarked,TOKEN,punched,demanded,19,3,11,3,True,0.057373046875,False,,
m01_unmarked,TOKEN,punched,explained,17,0,12,0,False,0.00048828125,False,,
m01_unmarked,TOKEN,punched,instructed,11,2,8,2,True,0.109375,False,,
m01_unmarked,TOKEN,pushed,demanded,47,15,21,10,True,0.07075554598122835,False,,
m01_unmarked,TOKEN,pushed,informed,19,4,12,4,True,0.076812744140625,False,,
m01_unmarked,TOKEN,put,demanded,74,14,21,9,True,0.042773945257067694,False,,
m01_unmarked,TOKEN,ran,demanded,41,6,17,3,True,0.0025768280029296875,False,,
m01_unmarked,TOKEN,ran,explained,62,10,22,4,True,0.0005335211753845215,False,,
m01_unmarked,TOKEN,reached,explained,13,3,10,3,True,0.09228515625,False,,
m01_unmarked,TOKEN,reached,spoke,27,24,18,12,True,0.36159460805356514,False,,
m01_unmarked,TOKEN,sat,demanded,19,7,11,5,True,0.210113525390625,False,,
m01_unmarked,TOKEN,sat,informed,13,4,10,4,True,0.1795654296875,False,,
m01_unmarked,TOKEN,demanded,shouted,27,12,15,10,True,0.42435622215270996,False,,
m01_unmarked,TOKEN,handed,shouted,31,30,15,13,True,0.8505540192127228,False,,
m01_unmarked,TOKEN,informed,shouted,12,5,10,4,True,0.1795654296875,False,,
