a,b,cos,jaccard,n_a,n_b,open_a,open_b
framenet:Giving,usas:Z8,0.11142027378082275,0.0,10,14,1.0,0.07142857142857142
gi_primary:Female,verbnet:lecture,0.11143088340759277,0.0,9,9,0.6666666666666666,1.0
gi_primary:EnlTot,induced:nonverbal_expression,0.11144739389419556,0.0,129,18,0.9844961240310077,1.0
framenet:Possession,usas:L1,0.11144852638244629,0.0,10,13,0.5,1.0
gi_primary:WltTot,induced:nonverbal_expression,0.11146390438079834,0.0,40,18,0.975,1.0
framenet:Attaching,usas:S7.4,0.1114739179611206,0.0,14,8,1.0,1.0
framenet:Possession,rid:expressive_behavior,0.11148029565811157,0.0,10,23,0.5,1.0
gi_primary:WltTran,verbnet:chew,0.11148291826248169,0.0,9,10,1.0,1.0
gi_primary:PowEnds,verbnet:chew,0.1114962100982666,0.0,8,10,0.875,1.0
framenet:Possession,induced:quality_manner,0.11150854825973511,0.0,10,19,0.5,1.0
gi_primary:BldgPt,induced:perception_cognition,0.11150997877120972,0.0,11,49,1.0,1.0
framenet:Attaching,gi_primary:Solve,0.11151039600372314,0.0,14,73,1.0,0.958904109589041
gi_primary:TimeSpc,induced:nonverbal_expression,0.11151641607284546,0.0,77,18,0.6363636363636364,1.0
gi_primary:Food,verbnet:bump,0.11153191328048706,0.0,11,8,1.0,1.0
gi_primary:Compare,usas:B1,0.11154705286026001,0.0,8,50,0.75,1.0
framenet:Commitment,usas:N4,0.11156469583511353,0.0,8,11,1.0,0.6363636363636364
gi_primary:Rise,verbnet:accompany,0.11158329248428345,0.0,10,8,1.0,1.0
gi_primary:Intrj,verbnet:advise,0.11158955097198486,0.0,19,12,0.7894736842105263,1.0
gi_primary:TIME,verbnet:manner_speaking,0.11160933971405029,0.0,8,18,0.75,1.0
gi_primary:Food,verbnet:declare,0.11162042617797852,0.0,11,8,1.0,1.0
gi_primary:Exch,induced:ritual_observance,0.1116330623626709,0.0,17,11,1.0,1.0
gi_primary:PowCon,induced:ritual_observance,0.11164450645446777,0.0,35,11,1.0,1.0
gi_primary:Need,verbnet:assessment,0.11166155338287354,0.0,13,8,0.9230769230769231,1.0
gi_primary:RspLoss,usas:N3.8,0.11167055368423462,0.0,9,14,1.0,1.0
gi_primary:BldgPt,verbnet:long,0.11168205738067627,0.0,11,8,1.0,1.0
gi_primary:Fail,verbnet:illustrate,0.11168897151947021,0.0,15,8,1.0,1.0
gi_primary:Complet,induced:property_damage,0.1116986870765686,0.0,27,16,1.0,1.0
framenet:Communication_response,usas:B4,0.11170506477355957,0.0,9,9,1.0,1.0
gi_primary:Negate,verbnet:lecture,0.11171811819076538,0.0,13,9,0.38461538461538464,1.0
gi_primary:Legal,induced:contact_care,0.11172223091125488,0.0,24,18,0.9583333333333334,1.0
gi_primary:TimeSpc,induced:contact_care,0.11173087358474731,0.0,77,18,0.6363636363636364,1.0
gi_primary:MALE,verbnet:long,0.11173814535140991,0.0,11,8,0.6363636363636364,1.0
gi_primary:Social,usas:O4.1,0.11174649000167847,0.0,19,15,1.0,1.0
gi_primary:Vice,induced:nonverbal_expression,0.11175364255905151,0.0,36,18,0.9722222222222222,1.0
gi_primary:AffPt,wordnet:consumption,0.11176252365112305,0.0,10,12,1.0,1.0
gi_primary:BldgPt,induced:speech_act,0.11176908016204834,0.0,11,39,1.0,1.0
gi_primary:MALE,verbnet:calibratable_cos,0.11178386211395264,0.0,11,20,0.6363636363636364,1.0
framenet:Possession,verbnet:begin,0.11178737878799438,0.0,10,9,0.5,1.0
gi_primary:Undrst,induced:ritual_observance,0.11179482936859131,0.0,39,11,0.717948717948718,1.0
gi_primary:Land,verbnet:illustrate,0.11180424690246582,0.0,11,8,1.0,1.0
gi_primary:RspTot,induced:contact_care,0.11180448532104492,0.0,34,18,0.9705882352941176,1.0
gi_primary:Try,induced:property_damage,0.11180466413497925,0.0,28,16,0.9642857142857143,1.0
framenet:Possession,gi_primary:NatObj,0.1118096113204956,0.0,10,12,0.5,1.0
framenet:Coming_to_believe,verbnet:tape,0.11181044578552246,0.0,8,14,1.0,1.0
framenet:Coming_to_believe,gi_primary:Compare,0.11181467771530151,0.0,8,8,1.0,0.75
gi_primary:Negate,induced:nonverbal_expression,0.1118389368057251,0.0,13,18,0.38461538461538464,1.0
framenet:Possession,verbnet:calibratable_cos,0.11184525489807129,0.0,10,20,0.5,1.0
framenet:Posture,gi_primary:MALE,0.11184990406036377,0.0,14,11,1.0,0.6363636363636364
gi_primary:BldgPt,verbnet:investigate,0.1118740439414978,0.0,11,12,1.0,1.0
gi_primary:If,verbnet:tape,0.11188054084777832,0.0,28,14,0.7857142857142857,1.0
gi_primary:Negate,induced:ritual_observance,0.11188912391662598,0.0,13,11,0.38461538461538464,1.0
framenet:Placing,gi_primary:Pleasur,0.11189353466033936,0.023255813953488372,34,10,1.0,1.0
framenet:Manipulation,gi_primary:Female,0.11192142963409424,0.0,38,9,1.0,0.6666666666666666
framenet:Request,gi_primary:Yes,0.11195403337478638,0.0,24,8,1.0,0.75
gi_primary:Goal,verbnet:advise,0.11196321249008179,0.0,12,12,1.0,1.0
usas:Z8,wordnet:contact,0.11196357011795044,0.0,14,119,0.07142857142857142,1.0
gi_primary:Negate,verbnet:chew,0.11196821928024292,0.0,13,10,0.38461538461538464,1.0
gi_primary:POS,usas:A3,0.11197078227996826,0.0,9,10,0.5555555555555556,0.2
gi_primary:MALE,wordnet:contact,0.11197292804718018,0.0,11,119,0.6363636363636364,1.0
framenet:Perception_active,gi_primary:Yes,0.11198669672012329,0.0,24,8,1.0,0.75
framenet:Awareness,verbnet:put,0.11198997497558594,0.0,11,15,1.0,1.0
framenet:Bringing,usas:Z8,0.11199629306793213,0.0,9,14,1.0,0.07142857142857142
gi_primary:Means,induced:ritual_observance,0.11199951171875,0.0,65,11,0.9538461538461539,1.0
framenet:Departing,gi_primary:NotLw,0.11200255155563354,0.0,8,10,1.0,0.5
framenet:Placing,gi_primary:MALE,0.11200428009033203,0.0,34,11,1.0,0.6363636363636364
gi_primary:PowCon,induced:nonverbal_expression,0.11200666427612305,0.0,35,18,1.0,1.0
gi_primary:Pleasur,verbnet:breathe,0.11205273866653442,0.0,10,16,1.0,1.0
gi_primary:AffPt,wordnet:possession,0.11206018924713135,0.0,10,32,1.0,0.90625
gi_primary:Food,verbnet:begin,0.11206680536270142,0.0,11,9,1.0,1.0
gi_primary:SklTOT,verbnet:spray,0.11207550764083862,0.0,23,14,1.0,1.0
framenet:Cogitation,gi_primary:POS,0.11207723617553711,0.0,9,9,1.0,0.5555555555555556
framenet:Possession,verbnet:assuming_position,0.11207818984985352,0.0,10,19,0.5,1.0
framenet:Departing,gi_primary:PowEnds,0.11208057403564453,0.0,8,8,1.0,0.875
framenet:Possession,verbnet:dress,0.11208122968673706,0.0,10,11,0.5,1.0
gi_primary:BldgPt,verbnet:order,0.11208188533782959,0.0,11,8,1.0,1.0
gi_primary:Fall,usas:O4.1,0.1121145486831665,0.0,20,15,1.0,1.0
framenet:Possession,usas:S3.2,0.11211621761322021,0.0,10,12,0.5,1.0
gi_primary:Compare,wordnet:perception,0.11212044954299927,0.0,8,28,0.75,1.0
gi_primary:Food,verbnet:nonverbal_expression,0.11213910579681396,0.0,11,22,1.0,1.0
gi_primary:RcGain,verbnet:illustrate,0.11215639114379883,0.0,11,8,1.0,1.0
framenet:Communication_noise,gi_primary:Intrj,0.11216801404953003,0.0,27,19,1.0,0.7894736842105263
framenet:Commitment,gi_primary:Increas,0.1121828556060791,0.0,8,16,1.0,1.0
gi_primary:Compare,usas:Q1.2,0.11219120025634766,0.0,8,30,0.75,1.0
gi_primary:WlbGain,verbnet:destroy,0.11219441890716553,0.0,9,8,1.0,1.0
framenet:Communication_noise,usas:E2,0.11221778392791748,0.0,27,8,1.0,0.875
gi_primary:PLACE,usas:O4.1,0.1122274398803711,0.0,48,15,1.0,1.0
gi_primary:Compare,verbnet:future_having,0.11223036050796509,0.0,8,10,0.75,0.8
gi_primary:Increas,verbnet:destroy,0.11223089694976807,0.0,16,8,1.0,1.0
usas:Z4,verbnet:illustrate,0.1122446060180664,0.0,10,8,0.5,1.0
framenet:Awareness,verbnet:run,0.11226212978363037,0.0,11,34,1.0,1.0
gi_primary:BldgPt,induced:process_event,0.11226701736450195,0.0,11,14,1.0,1.0
gi_primary:Compare,wordnet:creation,0.11227548122406006,0.0,8,16,0.75,1.0
framenet:Communication_noise,gi_primary:AffOth,0.11228042840957642,0.0,27,10,1.0,1.0
gi_primary:COM,induced:ritual_observance,0.11231851577758789,0.0,80,11,0.9875,1.0
gi_primary:BldgPt,usas:X2.4,0.11232239007949829,0.0,11,23,1.0,1.0
gi_primary:POS,verbnet:manner_speaking,0.11232942342758179,0.0,9,18,0.5555555555555556,1.0
gi_primary:Pstv,induced:contact_care,0.11235308647155762,0.0,124,18,0.9838709677419355,1.0
framenet:Cause_harm,usas:Z8,0.11236381530761719,0.0,45,14,1.0,0.07142857142857142
gi_primary:Intrj,verbnet:accompany,0.1123688817024231,0.0,19,8,0.7894736842105263,1.0
gi_primary:Decreas,verbnet:destroy,0.11237478256225586,0.0,9,8,1.0,1.0
gi_primary:MeansLw,verbnet:manner_speaking,0.11237967014312744,0.0,8,18,0.875,1.0
gi_primary:Virtue,usas:O4.1,0.11239045858383179,0.0,63,15,0.9523809523809523,1.0
gi_primary:TIME,usas:O4.4,0.1124078631401062,0.0,8,10,0.75,1.0
gi_primary:EnlTot,usas:O4.1,0.11241036653518677,0.0,129,15,0.9844961240310077,1.0
usas:Z5,verbnet:spray,0.11242842674255371,0.0,45,14,0.2222222222222222,1.0
gi_primary:ComnObj,verbnet:spray,0.11245965957641602,0.0,23,14,0.9565217391304348,1.0
gi_primary:If,verbnet:spray,0.11247050762176514,0.0,28,14,0.7857142857142857,1.0
framenet:Sending,gi_primary:Food,0.11248022317886353,0.0,8,11,1.0,1.0
gi_primary:AffPt,usas:S6,0.11248749494552612,0.0,10,9,1.0,0.7777777777777778
framenet:Motion,gi_primary:Yes,0.11249852180480957,0.0,11,8,1.0,0.75
framenet:Removing,gi_primary:Female,0.1125338077545166,0.0,16,9,1.0,0.6666666666666666
gi_primary:Yes,verbnet:battle,0.1125420331954956,0.0,8,13,0.75,1.0
gi_primary:BldgPt,verbnet:appoint,0.1125497817993164,0.0,11,8,1.0,1.0
gi_primary:Land,verbnet:accompany,0.11256051063537598,0.0,11,8,1.0,1.0
gi_primary:Negate,verbnet:spray,0.11256545782089233,0.0,13,14,0.38461538461538464,1.0
framenet:Arriving,gi_primary:Female,0.11259448528289795,0.0,15,9,1.0,0.6666666666666666
framenet:Possession,gi_primary:Food,0.11259657144546509,0.0,10,11,0.5,1.0
usas:Z8,verbnet:assuming_position,0.11259979009628296,0.0,14,19,0.07142857142857142,1.0
gi_primary:AffOth,wordnet:body,0.11260628700256348,0.0,10,21,1.0,1.0
gi_primary:Fetch,induced:contact_care,0.1126093864440918,0.0,26,18,1.0,1.0
gi_primary:Compare,verbnet:contribute,0.1126333475112915,0.0,8,21,0.75,1.0
gi_primary:AffPt,usas:Z4,0.11264491081237793,0.0,10,10,1.0,0.5
gi_primary:AffPt,usas:A2.1,0.1126561164855957,0.0,10,21,1.0,1.0
framenet:Attaching,gi_primary:PowGain,0.11266160011291504,0.0,14,20,1.0,1.0
gi_primary:Exprsv,induced:ritual_observance,0.11267119646072388,0.0,29,11,1.0,1.0
gi_primary:RspGain,verbnet:spray,0.11267703771591187,0.0,11,14,1.0,1.0
usas:H2,wordnet:body,0.11269426345825195,0.0,10,21,1.0,1.0
gi_primary:If,induced:property_damage,0.11274844408035278,0.0,28,16,0.7857142857142857,1.0
gi_primary:SklOth,verbnet:spray,0.11275970935821533,0.0,19,14,1.0,1.0
gi_primary:Pleasur,usas:A3,0.11276423931121826,0.0,10,10,1.0,0.2
gi_primary:Know,induced:ritual_observance,0.11277163028717041,0.0,33,11,0.9090909090909091,1.0
gi_primary:MALE,verbnet:convert,0.11277937889099121,0.0,11,10,0.6363636363636364,1.0
framenet:Attaching,gi_primary:TrnGain,0.11278140544891357,0.0,14,38,1.0,1.0
gi_primary:Female,wordnet:communication,0.11279785633087158,0.0,9,68,0.6666666666666666,0.9705882352941176
gi_primary:PowLoss,induced:contact_care,0.11280649900436401,0.0,26,18,1.0,1.0
gi_primary:PowAuPt,verbnet:order,0.11282491683959961,0.0,8,8,1.0,1.0
usas:B4,verbnet:declare,0.11283469200134277,0.0,9,8,1.0,1.0
gi_primary:Rise,induced:property_damage,0.11284077167510986,0.0,10,16,1.0,1.0
gi_primary:Need,verbnet:remove,0.11284095048904419,0.0,13,10,0.9230769230769231,1.0
usas:H2,verbnet:nonverbal_expression,0.11285465955734253,0.0,10,22,1.0,1.0
gi_primary:PLACE,induced:nonverbal_expression,0.11286050081253052,0.0,48,18,1.0,1.0
gi_primary:AffPt,wordnet:stative,0.11286062002182007,0.0,10,26,1.0,0.8076923076923077
framenet:Attaching,gi_primary:Fail,0.11289006471633911,0.0,14,15,1.0,1.0
gi_primary:EnlOth,induced:ritual_observance,0.11290198564529419,0.0,92,11,0.9891304347826086,1.0
gi_primary:Compare,verbnet:calibratable_cos,0.11290276050567627,0.037037037037037035,8,20,0.75,1.0
gi_primary:MeansLw,verbnet:illustrate,0.11290895938873291,0.0,8,8,0.875,1.0
framenet:Communication_response,gi_primary:POS,0.1129145622253418,0.0,9,9,1.0,0.5555555555555556
gi_primary:Yes,usas:S3.2,0.1129218339920044,0.0,8,12,0.75,1.0
framenet:Attaching,gi_primary:If,0.1129300594329834,0.0,14,28,1.0,0.7857142857142857
usas:T3,verbnet:disassemble,0.112934410572052,0.0,9,8,1.0,1.0
framenet:Placing,usas:Z8,0.11293834447860718,0.0,34,14,1.0,0.07142857142857142
gi_primary:Female,induced:object_handling,0.11296868324279785,0.0,9,105,0.6666666666666666,1.0
gi_primary:Female,usas:A11.1,0.11297023296356201,0.0,9,9,0.6666666666666666,0.7777777777777778
gi_primary:WltTot,usas:O4.1,0.11298328638076782,0.0,40,15,0.975,1.0
gi_primary:SklTOT,induced:property_damage,0.11298376321792603,0.02631578947368421,23,16,1.0,1.0
gi_primary:AffPt,usas:A7,0.11299049854278564,0.0,10,17,1.0,0.8235294117647058
framenet:Departing,gi_primary:Goal,0.11300492286682129,0.0,8,12,1.0,1.0
gi_primary:Increas,verbnet:bump,0.11300814151763916,0.0,16,8,1.0,1.0
framenet:Awareness,verbnet:manner_speaking,0.11301887035369873,0.0,11,18,1.0,1.0
gi_primary:Land,induced:property_damage,0.11302870512008667,0.0,11,16,1.0,1.0
gi_primary:Affil,usas:O4.1,0.1130373477935791,0.0,85,15,0.9529411764705882,1.0
framenet:Closure,gi_primary:NotLw,0.1130407452583313,0.0,10,10,1.0,0.5
gi_primary:Compare,verbnet:amalgamate,0.11306142807006836,0.0,8,10,0.75,1.0
framenet:Removing,gi_primary:MALE,0.11306476593017578,0.0,16,11,1.0,0.6363636363636364
gi_primary:MALE,rid:anxiety,0.11306929588317871,0.0,11,12,0.6363636363636364,1.0
usas:N4,verbnet:manner_speaking,0.11312836408615112,0.0,11,18,0.6363636363636364,1.0
gi_primary:TranLw,induced:contact_care,0.11314475536346436,0.0,124,18,0.9838709677419355,1.0
gi_primary:Female,induced:perception_cognition,0.1131630539894104,0.017543859649122806,9,49,0.6666666666666666,1.0
framenet:Emptying,gi_primary:Goal,0.11316680908203125,0.0,9,12,1.0,1.0
gi_primary:Quan,usas:O4.1,0.11316990852355957,0.0,60,15,0.6166666666666667,1.0
usas:N4,verbnet:remove,0.11317211389541626,0.0,11,10,0.6363636363636364,1.0
gi_primary:NatObj,usas:O4.1,0.11317676305770874,0.0,12,15,1.0,1.0
framenet:Awareness,verbnet:break,0.1131899356842041,0.0,11,16,1.0,1.0
usas:Z8,verbnet:carry,0.11319619417190552,0.0,14,17,0.07142857142857142,1.0
gi_primary:Rel,induced:ritual_observance,0.11320680379867554,0.0,30,11,0.8,1.0
framenet:Communication_noise,gi_primary:NotLw,0.11322039365768433,0.0,27,10,1.0,0.5
framenet:Coming_to_believe,induced:property_damage,0.1132233738899231,0.0,8,16,1.0,1.0
gi_primary:AffPt,usas:Z8,0.11322933435440063,0.0,10,14,1.0,0.07142857142857142
framenet:Path_shape,gi_primary:AffPt,0.11324137449264526,0.0,18,10,1.0,1.0
gi_primary:PowCon,usas:O4.1,0.11324435472488403,0.0,35,15,1.0,1.0
framenet:Commitment,gi_primary:TIME,0.11325132846832275,0.0,8,8,1.0,0.75
gi_primary:Fall,usas:A3,0.11327362060546875,0.0,20,10,1.0,0.2
gi_primary:AffPt,wordnet:competition,0.11327582597732544,0.0,10,12,1.0,1.0
gi_primary:SklTOT,verbnet:tape,0.1132969856262207,0.0,23,14,1.0,1.0
framenet:Possession,usas:A1.7,0.11329877376556396,0.0,10,20,0.5,1.0
gi_primary:PowAuPt,induced:process_event,0.11330145597457886,0.0,8,14,1.0,1.0
gi_primary:Compare,verbnet:crane,0.11332052946090698,0.0,8,25,0.75,1.0
gi_primary:Affil,induced:nonverbal_expression,0.11335873603820801,0.0,85,18,0.9529411764705882,1.0
gi_primary:Virtue,induced:nonverbal_expression,0.11336416006088257,0.0,63,18,0.9523809523809523,1.0
framenet:Coming_to_believe,induced:ritual_observance,0.11344248056411743,0.0,8,11,1.0,1.0
induced:entity_noun,verbnet:disassemble,0.11345374584197998,0.0,39,8,1.0,1.0
gi_primary:Female,usas:X3.2,0.11349296569824219,0.0,9,15,0.6666666666666666,1.0
gi_primary:Compare,usas:G2.1,0.11351341009140015,0.0,8,16,0.75,1.0
framenet:Request,gi_primary:Compare,0.11352330446243286,0.0,24,8,1.0,0.75
framenet:Desiring,verbnet:disassemble,0.11352652311325073,0.0,8,8,0.875,1.0
usas:H2,verbnet:chew,0.11354410648345947,0.0,10,10,1.0,1.0
usas:Z8,verbnet:cheat,0.11356520652770996,0.0,14,10,0.07142857142857142,1.0
gi_primary:Compare,verbnet:force,0.11357712745666504,0.0,8,14,0.75,1.0
gi_primary:ComnObj,wordnet:body,0.11358577013015747,0.0,23,21,0.9565217391304348,1.0
gi_primary:Yes,usas:S7.4,0.11359083652496338,0.0,8,8,0.75,1.0
gi_primary:POS,verbnet:chew,0.11359179019927979,0.0,9,10,0.5555555555555556,1.0
framenet:Possession,verbnet:chase,0.11360228061676025,0.0,10,8,0.5,1.0
gi_primary:Causal,verbnet:bump,0.11362063884735107,0.0,15,8,0.6666666666666666,1.0
gi_primary:Female,rid:anxiety,0.11362242698669434,0.0,9,12,0.6666666666666666,1.0
framenet:Evidence,gi_primary:BldgPt,0.11364400386810303,0.0,16,11,1.0,1.0
gi_primary:Land,verbnet:spray,0.11364924907684326,0.0,11,14,1.0,1.0
gi_primary:NotLw,verbnet:chase,0.11365652084350586,0.0,10,8,0.5,1.0
gi_primary:SklOth,induced:property_damage,0.11367130279541016,0.029411764705882353,19,16,1.0,1.0
rid:anxiety,usas:Z8,0.11367499828338623,0.0,12,14,1.0,0.07142857142857142
gi_primary:Decreas,verbnet:appoint,0.11368399858474731,0.0,9,8,1.0,1.0
gi_primary:POLIT,usas:O4.1,0.11369884014129639,0.0,35,15,0.9428571428571428,1.0
gi_primary:RspOth,induced:nonverbal_expression,0.11370271444320679,0.0,16,18,0.9375,1.0
gi_primary:SklOth,verbnet:tape,0.11371374130249023,0.0,19,14,1.0,1.0
gi_primary:Yes,verbnet:bill,0.1137276291847229,0.0,8,9,0.75,1.0
framenet:Cogitation,gi_primary:Pleasur,0.11373436450958252,0.0,9,10,1.0,1.0
verbnet:disassemble,wordnet:unassigned,0.11376368999481201,0.0,8,120,1.0,0.4583333333333333
gi_primary:WlbGain,usas:N3.8,0.11378777027130127,0.0,9,14,1.0,1.0
framenet:Possession,rid:order,0.113788902759552,0.0,10,10,0.5,1.0
gi_primary:Food,verbnet:accompany,0.1137925386428833,0.0,11,8,1.0,1.0
gi_primary:Solve,induced:ritual_observance,0.1137966513633728,0.0,73,11,0.958904109589041,1.0
gi_primary:Yes,wordnet:change,0.11380362510681152,0.0,8,35,0.75,0.9714285714285714
framenet:Possession,usas:X3.2,0.11381816864013672,0.0,10,15,0.5,1.0
gi_primary:RspGain,verbnet:tape,0.11382424831390381,0.0,11,14,1.0,1.0
gi_primary:POLIT,induced:nonverbal_expression,0.1138269305229187,0.0,35,18,0.9428571428571428,1.0
gi_primary:EndsLw,wordnet:body,0.11384165287017822,0.0,44,21,0.9545454545454546,1.0
gi_primary:Perceiv,induced:property_damage,0.11385411024093628,0.0,26,16,1.0,1.0
gi_primary:Rise,verbnet:spray,0.11386257410049438,0.0,10,14,1.0,1.0
gi_primary:Land,verbnet:assessment,0.11389094591140747,0.0,11,8,1.0,1.0
framenet:Communication_response,gi_primary:Fall,0.11390328407287598,0.0,9,20,1.0,1.0
framenet:Performers_and_roles,verbnet:chew,0.11391204595565796,0.0,12,10,0.3333333333333333,1.0
usas:A6.1,verbnet:disassemble,0.11391240358352661,0.0,17,8,0.9411764705882353,1.0
gi_primary:RcGain,verbnet:tape,0.11391299962997437,0.0,11,14,1.0,1.0
gi_primary:Ritual,usas:O4.1,0.11391407251358032,0.0,33,15,1.0,1.0
gi_primary:RspGain,induced:ritual_observance,0.11391687393188477,0.0,11,11,1.0,1.0
framenet:Performers_and_roles,verbnet:bump,0.11392271518707275,0.0,12,8,0.3333333333333333,1.0
gi_primary:Female,wordnet:motion,0.11393368244171143,0.0,9,89,0.6666666666666666,1.0
gi_primary:PowCoop,induced:ritual_observance,0.11393505334854126,0.0,13,11,0.9230769230769231,1.0
framenet:Change_position_on_a_scale,gi_primary:AffPt,0.11394864320755005,0.0,17,10,1.0,1.0
framenet:Request,gi_primary:Female,0.11395537853240967,0.0,24,9,1.0,0.6666666666666666
gi_primary:WlbPsyc,verbnet:illustrate,0.11395704746246338,0.0,14,8,1.0,1.0
gi_primary:AffPt,usas:L1,0.11395889520645142,0.0,10,13,1.0,1.0
gi_primary:PosAff,verbnet:spray,0.11396753787994385,0.0,22,14,0.9545454545454546,1.0
gi_primary:Yes,usas:Q1.2,0.11397486925125122,0.0,8,30,0.75,1.0
gi_primary:Role,induced:ritual_observance,0.11399662494659424,0.0,32,11,0.9375,1.0
gi_primary:Perceiv,verbnet:tape,0.11400806903839111,0.0,26,14,1.0,1.0
usas:I3.1,verbnet:disassemble,0.1140626072883606,0.0,10,8,1.0,1.0
gi_primary:Compare,verbnet:battle,0.11406290531158447,0.0,8,13,0.75,1.0
gi_primary:MALE,verbnet:contribute,0.11406552791595459,0.0,11,21,0.6363636363636364,1.0
usas:H2,verbnet:bump,0.11407047510147095,0.0,10,8,1.0,1.0
induced:grammatical_function,verbnet:disassemble,0.11407077312469482,0.0,100,8,0.42,1.0
gi_primary:WltOth,induced:nonverbal_expression,0.11408567428588867,0.0,32,18,0.96875,1.0
gi_primary:RspLoss,wordnet:body,0.11410725116729736,0.0,9,21,1.0,1.0
gi_primary:Compare,verbnet:admit,0.114108145236969,0.0,8,8,0.75,1.0
rid:temporal_references,verbnet:disassemble,0.11411845684051514,0.0,35,8,0.7714285714285715,1.0
framenet:Emptying,gi_primary:WltTran,0.11412346363067627,0.0,9,9,1.0,1.0
gi_primary:MALE,verbnet:animal_sounds,0.11412858963012695,0.0,11,18,0.6363636363636364,1.0
framenet:Motion,gi_primary:PowAuPt,0.11413812637329102,0.0,11,8,1.0,1.0
gi_primary:ComnObj,verbnet:nonverbal_expression,0.1141396164894104,0.0,23,22,0.9565217391304348,1.0
gi_primary:Arousal,induced:property_damage,0.11415386199951172,0.0,26,16,0.9230769230769231,1.0
gi_primary:Arousal,verbnet:spray,0.11416798830032349,0.0,26,14,0.9230769230769231,1.0
framenet:Communication_noise,usas:Z3c,0.114177405834198,0.0,27,9,1.0,0.6666666666666666
framenet:Departing,gi_primary:Need,0.11417782306671143,0.0,8,13,1.0,0.9230769230769231
framenet:Emptying,gi_primary:TIME,0.1142081618309021,0.0,9,8,1.0,0.75
framenet:Cause_change_of_position_on_a_scale,usas:Z8,0.11421215534210205,0.0,9,14,1.0,0.07142857142857142
gi_primary:PowEnds,usas:A3,0.11422860622406006,0.0,8,10,0.875,0.2
gi_primary:NotLw,verbnet:begin,0.1142357587814331,0.0,10,9,0.5,1.0
induced:ritual_observance,usas:Z5,0.11423671245574951,0.0,11,45,1.0,0.2222222222222222
framenet:Scrutiny,gi_primary:MALE,0.114238440990448,0.0,18,11,1.0,0.6363636363636364
gi_primary:PowGain,induced:property_damage,0.11427658796310425,0.0,20,16,1.0,1.0
gi_primary:Food,wordnet:body,0.11427783966064453,0.0,11,21,1.0,1.0
gi_primary:BldgPt,verbnet:indicate,0.11428368091583252,0.0,11,16,1.0,1.0
gi_primary:Yes,verbnet:pocket,0.11429381370544434,0.0,8,15,0.75,0.8666666666666667
gi_primary:WlbGain,wordnet:body,0.11429595947265625,0.0,9,21,1.0,1.0
gi_primary:Decreas,verbnet:accompany,0.11429673433303833,0.0,9,8,1.0,1.0
gi_primary:Academ,verbnet:tape,0.11429834365844727,0.0,14,14,0.9285714285714286,1.0
framenet:Motion,usas:N3.8,0.11430597305297852,0.0,11,14,1.0,1.0
gi_primary:Negativ,verbnet:disassemble,0.11431384086608887,0.0,189,8,0.9894179894179894,1.0
gi_primary:Compare,usas:X3.2,0.11432284116744995,0.0,8,15,0.75,1.0
usas:Z4,verbnet:begin,0.11433553695678711,0.0,10,9,0.5,1.0
framenet:Make_noise,gi_primary:TIME,0.1143372654914856,0.0,13,8,1.0,0.75
gi_primary:Causal,induced:property_damage,0.11434400081634521,0.0,15,16,0.6666666666666666,1.0
gi_primary:PosAff,verbnet:tape,0.11438959836959839,0.0,22,14,0.9545454545454546,1.0
gi_primary:Yes,wordnet:creation,0.11439347267150879,0.0,8,16,0.75,1.0
gi_primary:SureLw,induced:ritual_observance,0.11440151929855347,0.0,33,11,0.8484848484848485,1.0
gi_primary:Exprsv,usas:O4.1,0.11440783739089966,0.0,29,15,1.0,1.0
gi_primary:Persist,verbnet:assessment,0.11441415548324585,0.0,10,8,1.0,1.0
framenet:Attaching,gi_primary:EVAL,0.11442375183105469,0.0,14,22,1.0,0.9545454545454546
gi_primary:ComnObj,verbnet:tape,0.11442548036575317,0.0,23,14,0.9565217391304348,1.0
framenet:Motion,induced:property_damage,0.11442697048187256,0.0,11,16,1.0,1.0
gi_primary:Goal,verbnet:destroy,0.11445236206054688,0.0,12,8,1.0,1.0
gi_primary:Complet,verbnet:spray,0.11446285247802734,0.0,27,14,1.0,1.0
framenet:Awareness,gi_primary:BldgPt,0.11452066898345947,0.0,11,11,1.0,1.0
gi_primary:Causal,verbnet:tape,0.11452960968017578,0.0,15,14,0.6666666666666666,1.0
gi_primary:Female,verbnet:break,0.11453503370285034,0.0,9,16,0.6666666666666666,1.0
framenet:Possession,verbnet:cheat,0.11454695463180542,0.0,10,10,0.5,1.0
framenet:Motion,verbnet:spray,0.11456865072250366,0.0,11,14,1.0,1.0
usas:E2,verbnet:chew,0.11457401514053345,0.0,8,10,0.875,1.0
gi_primary:Hostile,verbnet:disassemble,0.11457443237304688,0.0,136,8,0.9926470588235294,1.0
gi_primary:NotLw,verbnet:illustrate,0.11457759141921997,0.0,10,8,0.5,1.0
framenet:Experiencer_obj,gi_primary:AffPt,0.11459946632385254,0.0,14,10,0.9285714285714286,1.0
gi_primary:Quan,induced:nonverbal_expression,0.11462092399597168,0.0,60,18,0.6166666666666667,1.0
gi_primary:AffOth,verbnet:accompany,0.11464071273803711,0.0,10,8,1.0,1.0
gi_primary:Female,verbnet:carry,0.11464214324951172,0.0,9,17,0.6666666666666666,1.0
gi_primary:Exprsv,induced:nonverbal_expression,0.11465078592300415,0.0,29,18,1.0,1.0
