word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
slipped	verb	0.4853	0.4995	85	0.000543	0.000543
wounded	adjective	0.4853	0.5175	20	0.000039	0.000033
shudder	verb	0.4853	0.4787	39	0.000181	0.000202
peruse	verb	0.4849	0.5170	22	0.000042	0.000035
headed	verb	0.4849	0.4853	86	0.000520	0.000489
touched	verb	0.4846	0.5818	91	0.000634	0.000578
column	noun	0.4846	0.4993	34	0.000068	0.000057
rear	noun	0.4844	0.4811	22	0.000050	0.000036
kicked	verb	0.4842	0.4787	90	0.000908	0.000932
blood	noun	0.4842	0.5730	83	0.000254	0.000223
bark	verb	0.4842	0.4674	78	0.000219	0.000188
moaned	verb	0.4839	0.5359	23	0.000045	0.000048
arm	verb	0.4828	0.4957	20	0.000042	0.000036
chopped	verb	0.4828	0.5584	89	0.000286	0.000255
though	adverb	0.4828	0.5187	88	0.000255	0.000217
close	adverb	0.4828	0.5404	38	0.000079	0.000063
sucked	verb	0.4825	0.5756	23	0.000049	0.000048
he'd	verb	0.4825	0.4405	49	0.000230	0.000185
gap	noun	0.4825	0.4929	41	0.000081	0.000065
puke	verb	0.4823	0.5177	70	0.000309	0.000289
eggs	noun	0.4820	0.5142	23	0.000045	0.000036
dumped	verb	0.4820	0.4643	63	0.000194	0.000172
gaping	verb	0.4820	0.4797	21	0.000042	0.000032
teach	verb	0.4818	0.5380	92	0.001180	0.001154
getting	verb	0.4818	0.4764	89	0.000458	0.000424
grated	adjective	0.4816	0.5050	32	0.000061	0.000053
tingling	noun	0.4816	0.5799	61	0.000177	0.000149
shore	noun	0.4813	0.4690	32	0.000077	0.000059
leave	verb	0.4806	0.4991	92	0.008046	0.007992
pride	noun	0.4804	0.5255	92	0.000304	0.000271
picked	verb	0.4802	0.4393	91	0.001000	0.000980
spooned	verb	0.4799	0.5069	48	0.000096	0.000077
lit	verb	0.4792	0.4679	35	0.000088	0.000081
fire	noun	0.4790	0.3689	63	0.000152	0.000119
translate	verb	0.4785	0.5102	23	0.000046	0.000036
help	noun	0.4778	0.4716	23	0.000047	0.000037
coming	verb	0.4778	0.5515	72	0.000283	0.000227
done	verb	0.4773	0.4967	67	0.000206	0.000180
mineral	noun	0.4771	0.4334	40	0.000081	0.000062
main	adjective	0.4771	0.5742	51	0.000109	0.000086
ends	verb	0.4771	0.5586	48	0.000103	0.000089
kitchen	noun	0.4771	0.4088	85	0.000290	0.000243
injected	verb	0.4771	0.4953	69	0.000215	0.000178
placing	verb	0.4771	0.5165	69	0.000201	0.000171
pointed	verb	0.4768	0.4509	91	0.001761	0.001721
regained	verb	0.4764	0.5104	23	0.000045	0.000037
soon	adverb	0.4764	0.4565	80	0.000252	0.000211
suck	verb	0.4759	0.4832	84	0.000370	0.000276
fry	noun	0.4759	0.4929	21	0.000042	0.000033
attack	verb	0.4757	0.5468	92	0.000533	0.000510
pen	noun	0.4754	0.4802	33	0.000067	0.000050
twinge	noun	0.4752	0.3618	54	0.000123	0.000093
pull	verb	0.4750	0.5425	92	0.000967	0.000997
is	verb	0.4742	0.5463	92	0.000658	0.000660
gin	noun	0.4742	0.5324	26	0.000053	0.000040
climbed	verb	0.4740	0.4605	91	0.000562	0.000518
weep	verb	0.4738	0.4350	92	0.003046	0.002876
white	adjective	0.4735	0.4634	86	0.000331	0.000280
buck	verb	0.4735	0.5118	21	0.000092	0.000087
instead	adverb	0.4733	0.4896	65	0.000163	0.000150
Donald	noun	0.4731	0.5496	68	0.000141	0.000103
tip	noun	0.4731	0.5477	68	0.000152	0.000113
cock	noun	0.4731	0.3518	62	0.000127	0.000096
jump	verb	0.4731	0.5711	92	0.000843	0.000815
United	noun	0.4726	0.5463	24	0.000050	0.000038
laughter	noun	0.4724	0.4716	46	0.000095	0.000069
reward	verb	0.4724	0.5473	78	0.000194	0.000154
Lord	noun	0.4719	0.4780	50	0.000103	0.000088
feet	noun	0.4716	0.4343	85	0.000241	0.000192
flash	noun	0.4716	0.4594	29	0.000066	0.000050
Coke	noun	0.4716	0.4527	20	0.000042	0.000030
things	noun	0.4714	0.4530	65	0.000152	0.000118
broke	verb	0.4712	0.5780	92	0.001709	0.001649
lap	noun	0.4707	0.4991	24	0.000049	0.000036
hot	adjective	0.4705	0.5569	90	0.000446	0.000401
building	noun	0.4705	0.4910	30	0.000074	0.000057
tingle	noun	0.4702	0.4728	24	0.000064	0.000048
God	noun	0.4702	0.4823	51	0.000131	0.000102
prosecute	verb	0.4700	0.4764	22	0.000046	0.000033
paw	verb	0.4700	0.4544	20	0.000042	0.000029
altar	noun	0.4698	0.4249	55	0.000113	0.000085
butter	noun	0.4695	0.5624	66	0.000163	0.000126
dropping	verb	0.4693	0.5201	28	0.000067	0.000043
children	noun	0.4693	0.5581	58	0.000120	0.000092
thrust	noun	0.4688	0.5229	24	0.000067	0.000050
NOT	adverb	0.4688	0.5080	25	0.000119	0.000073
whacked	verb	0.4688	0.5253	20	0.000046	0.000029
paid	verb	0.4683	0.5217	25	0.000052	0.000037
avenge	verb	0.4683	0.5569	25	0.000083	0.000061
mess	noun	0.4679	0.5600	36	0.000074	0.000056
swung	noun	0.4679	0.5033	88	0.000810	0.000771
hung	noun	0.4676	0.5187	36	0.000073	0.000063
drink	verb	0.4676	0.4565	62	0.000221	0.000196
hands	noun	0.4674	0.6016	85	0.000287	0.000250
home	noun	0.4674	0.5061	46	0.000114	0.000077
upstairs	adverb	0.4674	0.5172	22	0.000046	0.000033
jerked	verb	0.4674	0.4416	20	0.000050	0.000040
dismiss	verb	0.4672	0.5435	23	0.000049	0.000036
lighting	noun	0.4669	0.4546	23	0.000047	0.000036
living	noun	0.4669	0.4894	38	0.000081	0.000059
knotted	verb	0.4667	0.5430	36	0.000074	0.000056
downstairs	verb	0.4660	0.4393	24	0.000050	0.000036
cocked	verb	0.4657	0.4861	82	0.000251	0.000206
length	noun	0.4655	0.5118	78	0.000209	0.000165
billfold	noun	0.4653	0.5430	59	0.000124	0.000088
squirming	verb	0.4653	0.5076	39	0.000081	0.000060
beg	verb	0.4653	0.5116	35	0.000114	0.000093
sugar	noun	0.4650	0.5480	91	0.000280	0.000238
prophesy	verb	0.4650	0.5090	23	0.000057	0.000056
could	verb	0.4648	0.5428	92	0.001021	0.001005
rape	verb	0.4648	0.4438	27	0.000063	0.000040
open	adjective	0.4646	0.4012	87	0.000413	0.000371
buy	verb	0.4643	0.4998	92	0.001362	0.001293
police	noun	0.4641	0.5198	53	0.000152	0.000120
canal	noun	0.4638	0.5579	54	0.000112	0.000081
remove	verb	0.4631	0.4905	90	0.000595	0.000546
media	noun	0.4627	0.5855	25	0.000053	0.000036
worship	verb	0.4624	0.5291	86	0.000408	0.000393
licked	verb	0.4624	0.5158	33	0.000078	0.000080
bathe	verb	0.4622	0.5354	25	0.000054	0.000056
cats	noun	0.4617	0.4832	43	0.000089	0.000074
palm	noun	0.4615	0.5711	50	0.000106	0.000076
returned	verb	0.4612	0.4490	92	0.000720	0.000681
opening	noun	0.4610	0.5130	30	0.000063	0.000044
“I'm	verb	0.4608	0.4879	46	0.000113	0.000083
sand	noun	0.4608	0.4783	29	0.000070	0.000050
concluded	verb	0.4608	0.4679	44	0.000095	0.000069
shirt	noun	0.4603	0.5142	23	0.000053	0.000038
angrily	adverb	0.4598	0.4338	90	0.000589	0.000540
sob	verb	0.4598	0.4513	91	0.001476	0.001376
scalp	noun	0.4598	0.5581	23	0.000049	0.000032
steaks	noun	0.4589	0.4778	30	0.000063	0.000044
heading	verb	0.4586	0.5938	91	0.000598	0.000557
led	verb	0.4584	0.5080	92	0.000950	0.000893
April	noun	0.4584	0.5631	45	0.000095	0.000066
jubilation	noun	0.4584	0.5035	44	0.000092	0.000066
drank	noun	0.4582	0.4913	70	0.000199	0.000152
given	verb	0.4582	0.4530	32	0.000074	0.000063
posted	verb	0.4577	0.4797	24	0.000057	0.000045
she'd	verb	0.4575	0.5151	28	0.000071	0.000048
black	adjective	0.4570	0.5170	39	0.000113	0.000080
thrust	verb	0.4565	0.5005	65	0.000290	0.000244
President	noun	0.4565	0.6028	38	0.000085	0.000064
back	adverb	0.4563	0.4534	92	0.000859	0.000819
climbing	verb	0.4563	0.4690	36	0.000089	0.000069
car	noun	0.4560	0.4889	79	0.000233	0.000189
bar	noun	0.4558	0.5442	35	0.000085	0.000058
sacrifice	verb	0.4558	0.5007	89	0.000385	0.000346
president	noun	0.4556	0.5562	40	0.000085	0.000062
enter	verb	0.4553	0.4927	65	0.000253	0.000197
life	noun	0.4553	0.5529	57	0.000169	0.000128
leg	noun	0.4544	0.5279	63	0.000226	0.000176
how	adverb	0.4542	0.5128	91	0.001024	0.000995
knees	noun	0.4539	0.5054	28	0.000064	0.000044
left	verb	0.4537	0.5274	92	0.003662	0.003562
hh	adjective	0.4532	0.5123	34	0.000107	0.000076
May	noun	0.4532	0.5220	53	0.000112	0.000076
sing	verb	0.4530	0.5059	92	0.002149	0.002108
terrifying	verb	0.4527	0.5243	30	0.000064	0.000045
talked	verb	0.4527	0.4138	89	0.000322	0.000285
lost	verb	0.4523	0.5272	90	0.000516	0.000466
hugged	verb	0.4523	0.5338	90	0.000554	0.000495
pant	verb	0.4520	0.4832	70	0.000482	0.000416
tossed	verb	0.4513	0.5300	89	0.000658	0.000585
stood	verb	0.4513	0.5359	92	0.002009	0.001892
play	verb	0.4511	0.4544	92	0.002938	0.002903
made	verb	0.4509	0.5851	92	0.007652	0.007521
elbow	verb	0.4509	0.4662	41	0.000099	0.000069
hire	verb	0.4506	0.4563	81	0.000439	0.000382
Earth	noun	0.4506	0.5619	75	0.000227	0.000174
grabbed	verb	0.4504	0.4726	92	0.002044	0.001905
throat	noun	0.4501	0.4634	71	0.000177	0.000129
demote	verb	0.4499	0.4979	34	0.000071	0.000051
milk	noun	0.4490	0.5286	92	0.000371	0.000322
bra	noun	0.4490	0.5293	22	0.000049	0.000029
pinned	verb	0.4487	0.4828	75	0.000669	0.000580
Sanders	noun	0.4483	0.4794	60	0.000124	0.000089
eye	noun	0.4483	0.4953	47	0.000113	0.000079
carried	verb	0.4483	0.5288	79	0.000364	0.000316
repent	verb	0.4480	0.5624	36	0.000116	0.000080
smile	verb	0.4480	0.4768	57	0.000261	0.000193
pounding	verb	0.4480	0.5158	55	0.000117	0.000081
replace	verb	0.4478	0.4060	67	0.000182	0.000160
that's	verb	0.4471	0.5484	79	0.000628	0.000581
counted	verb	0.4468	0.4969	53	0.000163	0.000117
fast	adverb	0.4461	0.4553	30	0.000064	0.000044
dick	noun	0.4461	0.5314	24	0.000053	0.000032
free	verb	0.4461	0.5581	87	0.000520	0.000460
flew	verb	0.4457	0.5227	34	0.000091	0.000057
wash	verb	0.4457	0.5047	89	0.000729	0.000677
sell	verb	0.4457	0.5515	92	0.000868	0.000809
bury	verb	0.4452	0.5232	32	0.000074	0.000060
destroyed	verb	0.4449	0.4889	59	0.000160	0.000124
masturbate	verb	0.4447	0.5250	71	0.000306	0.000255
died	verb	0.4447	0.4667	91	0.000358	0.000309
ankles	noun	0.4438	0.4988	22	0.000054	0.000032
rip	verb	0.4438	0.4565	82	0.000691	0.000648
snow	noun	0.4435	0.4974	31	0.000085	0.000045
ripped	verb	0.4428	0.4844	45	0.000172	0.000131
other	adjective	0.4428	0.5780	91	0.000459	0.000400
flirt	verb	0.4428	0.4556	31	0.000102	0.000081
brought	verb	0.4428	0.5501	90	0.001385	0.001266
whimper	verb	0.4426	0.5002	77	0.000513	0.000436
smacked	verb	0.4423	0.4216	26	0.000063	0.000039
well	adverb	0.4423	0.5269	50	0.000140	0.000101
chest	noun	0.4419	0.5336	92	0.000420	0.000361
washed	verb	0.4419	0.4586	48	0.000117	0.000088
please	verb	0.4416	0.5395	79	0.000482	0.000425
swell	verb	0.4414	0.4390	48	0.000109	0.000072
gorgeous	adjective	0.4412	0.5418	25	0.000056	0.000033
fuck	noun	0.4397	0.4249	78	0.000268	0.000199
squirm	verb	0.4390	0.5165	57	0.000383	0.000320
spit	verb	0.4390	0.4875	76	0.000488	0.000427
sink	noun	0.4386	0.4929	52	0.000117	0.000083
cracked	verb	0.4386	0.5669	91	0.000509	0.000434
lips	noun	0.4381	0.4487	90	0.000342	0.000282
science	noun	0.4381	0.4608	21	0.000058	0.000038
writhe	adjective	0.4376	0.4447	46	0.000099	0.000069
scream	verb	0.4376	0.4849	92	0.003245	0.003110
quietly	adverb	0.4374	0.5047	83	0.000475	0.000427
ruined	verb	0.4374	0.4341	82	0.000418	0.000351
country	noun	0.4374	0.5380	30	0.000068	0.000042
has	verb	0.4369	0.6165	82	0.000370	0.000305
qualify	verb	0.4369	0.5827	47	0.000121	0.000089
Mr	noun	0.4364	0.5028	62	0.000285	0.000238
stabbing	noun	0.4364	0.5035	20	0.000069	0.000033
breaking	noun	0.4364	0.4955	41	0.000089	0.000058
eat	verb	0.4362	0.5052	91	0.001258	0.001163
become	verb	0.4362	0.5380	92	0.004116	0.003909
cream	noun	0.4357	0.5151	39	0.000103	0.000065
ate	verb	0.4357	0.5092	44	0.000161	0.000111
mother	noun	0.4355	0.5451	42	0.000091	0.000059
path	noun	0.4353	0.5121	22	0.000067	0.000028
writhe	verb	0.4350	0.4369	85	0.000730	0.000650
stock	noun	0.4350	0.4492	58	0.000127	0.000080
toilet	noun	0.4343	0.5064	27	0.000060	0.000036
burn	verb	0.4343	0.5099	89	0.000635	0.000578
stab	verb	0.4343	0.5310	87	0.000498	0.000435
beating	verb	0.4341	0.5912	49	0.000138	0.000101
bank	noun	0.4341	0.4405	56	0.000162	0.000110
vampires	noun	0.4338	0.5019	21	0.000052	0.000028
letters	noun	0.4329	0.5402	32	0.000071	0.000044
Bible	noun	0.4329	0.4891	28	0.000064	0.000038
dirt	noun	0.4327	0.5286	51	0.000127	0.000085
being	verb	0.4317	0.5539	88	0.000478	0.000408
bag	noun	0.4317	0.5078	40	0.000092	0.000059
return	verb	0.4315	0.4965	92	0.001450	0.001330
good	adjective	0.4305	0.5087	89	0.000462	0.000383
inside	adverb	0.4301	0.5369	75	0.000209	0.000155
looking	verb	0.4301	0.5572	86	0.000577	0.000489
shoulders	noun	0.4301	0.4981	47	0.000123	0.000085
again	adverb	0.4301	0.4627	92	0.000605	0.000497
purse	noun	0.4298	0.5350	67	0.000145	0.000094
lake	noun	0.4296	0.5475	86	0.000313	0.000252
dropped	verb	0.4293	0.5640	91	0.000591	0.000550
stay	verb	0.4291	0.5723	92	0.005801	0.005682
thats	verb	0.4291	0.5508	28	0.000103	0.000069
dragged	verb	0.4289	0.4690	91	0.001112	0.001016
fell	verb	0.4289	0.4787	88	0.000571	0.000566
public	noun	0.4284	0.5024	26	0.000060	0.000035
slammed	verb	0.4282	0.5787	91	0.001309	0.001177
growl	verb	0.4279	0.5288	50	0.000130	0.000084
jerk	verb	0.4270	0.4064	69	0.000216	0.000152
struggle	verb	0.4267	0.4681	89	0.000572	0.000524
pound	noun	0.4265	0.4537	69	0.000152	0.000097
not	adverb	0.4260	0.5182	92	0.005302	0.005186
yard	noun	0.4249	0.5343	76	0.000188	0.000126
chocolate	noun	0.4244	0.5248	42	0.000096	0.000057
bathroom	noun	0.4239	0.5123	65	0.000172	0.000119
bridge	noun	0.4237	0.5574	38	0.000106	0.000061
dried	verb	0.4237	0.5617	43	0.000116	0.000069
were	verb	0.4234	0.5714	65	0.000281	0.000229
Champagne	noun	0.4230	0.4483	40	0.000088	0.000054
money	noun	0.4227	0.4594	75	0.000166	0.000105
leaving	verb	0.4225	0.5203	91	0.000724	0.000643
doctors	noun	0.4218	0.4041	47	0.000120	0.000080
shoulder	noun	0.4208	0.4818	87	0.000431	0.000377
evict	verb	0.4204	0.5853	92	0.000386	0.000330
railing	noun	0.4199	0.5499	41	0.000091	0.000060
first	adjective	0.4194	0.5090	52	0.000135	0.000087
drank	verb	0.4192	0.5236	90	0.000426	0.000341
note	verb	0.4192	0.5080	91	0.001259	0.001083
plants	noun	0.4192	0.5123	41	0.000117	0.000076
animals	noun	0.4168	0.4286	47	0.000154	0.000098
bush	noun	0.4168	0.4735	32	0.000074	0.000040
shit	noun	0.4166	0.5102	80	0.000359	0.000274
complain	verb	0.4166	0.5255	67	0.000347	0.000263
own	adjective	0.4164	0.5567	31	0.000092	0.000058
bent	adjective	0.4161	0.4998	73	0.000282	0.000210
gate	noun	0.4161	0.4861	66	0.000181	0.000123
throwing	verb	0.4154	0.4518	47	0.000149	0.000090
keep	verb	0.4149	0.5201	92	0.004330	0.004147
pork	noun	0.4149	0.5009	39	0.000087	0.000051
rice	noun	0.4147	0.5350	84	0.000303	0.000241
mud	noun	0.4138	0.5865	48	0.000131	0.000083
study	verb	0.4138	0.5359	89	0.000417	0.000368
jumped	verb	0.4133	0.5255	76	0.000344	0.000261
nt	adverb	0.4130	0.5669	36	0.000327	0.000146
mention	verb	0.4128	0.5543	88	0.001526	0.001255
shoved	verb	0.4128	0.5158	86	0.001248	0.001103
bed	noun	0.4123	0.5371	65	0.000211	0.000152
doorway	noun	0.4123	0.4761	33	0.000088	0.000047
elevator	noun	0.4119	0.5274	57	0.000127	0.000079
gave	verb	0.4119	0.5744	92	0.006039	0.005628
punish	verb	0.4116	0.5222	92	0.001002	0.000895
thumb	verb	0.4116	0.5156	25	0.000059	0.000028
long	adverb	0.4112	0.4497	49	0.000144	0.000086
slid	adjective	0.4112	0.5087	88	0.001375	0.001130
why	adverb	0.4112	0.4589	25	0.000063	0.000029
neck	noun	0.4112	0.5222	92	0.000386	0.000309
sliced	verb	0.4109	0.5354	88	0.000727	0.000605
stuck	verb	0.4107	0.5430	28	0.000093	0.000045
end	noun	0.4100	0.4882	90	0.000318	0.000264
placed	verb	0.4100	0.5818	92	0.003034	0.002743
move	verb	0.4097	0.4842	92	0.004835	0.004567
ice	noun	0.4088	0.4568	56	0.000134	0.000088
whisky	noun	0.4086	0.4511	60	0.000134	0.000080
running	verb	0.4083	0.4995	89	0.000452	0.000387
June	noun	0.4076	0.5872	50	0.000112	0.000064
poured	verb	0.4076	0.5593	91	0.001043	0.000897
bedroom	noun	0.4074	0.5525	54	0.000120	0.000077
sack	verb	0.4074	0.5782	21	0.000052	0.000021
OK	noun	0.4071	0.4804	33	0.000077	0.000040
street	noun	0.4067	0.4972	86	0.000282	0.000234
sleep	verb	0.4064	0.5061	91	0.000942	0.000825
walking	verb	0.4060	0.4872	91	0.000756	0.000653
receive	verb	0.4060	0.5288	91	0.001278	0.001138
maybe	adverb	0.4057	0.4953	50	0.000152	0.000100
drove	verb	0.4057	0.5135	87	0.000532	0.000415
body	noun	0.4050	0.4532	91	0.000421	0.000354
praise	verb	0.4050	0.4447	33	0.000110	0.000072
pleasure	noun	0.4048	0.4889	57	0.000130	0.000079
relief	noun	0.4045	0.5482	91	0.000416	0.000356
vote	verb	0.4043	0.5234	74	0.000248	0.000168
anyone	noun	0.4043	0.4156	92	0.000938	0.000830
arrest	verb	0.4034	0.5676	91	0.000406	0.000338
raped	verb	0.4026	0.4726	49	0.000193	0.000136
eyel	noun	0.4019	0.5319	31	0.000075	0.000036
there's	verb	0.4010	0.4903	46	0.000130	0.000081
lawn	noun	0.4010	0.5976	50	0.000113	0.000066
skull	noun	0.4010	0.5255	31	0.000074	0.000036
lamb	noun	0.4005	0.5262	33	0.000077	0.000039
head	noun	0.4003	0.5910	92	0.000668	0.000595
something	noun	0.3993	0.4636	92	0.001962	0.001841
deck	noun	0.3982	0.4757	20	0.000052	0.000018
rebel	verb	0.3974	0.5366	76	0.000330	0.000234
very	adverb	0.3972	0.6106	88	0.000404	0.000323
still	adverb	0.3967	0.5142	90	0.000855	0.000676
obey	verb	0.3963	0.5624	86	0.000887	0.000724
laid	verb	0.3951	0.5494	87	0.000538	0.000432
gets	verb	0.3948	0.4582	25	0.000064	0.000036
floor	noun	0.3948	0.4253	86	0.000335	0.000264
began	verb	0.3946	0.5184	92	0.010427	0.009472
grow	verb	0.3946	0.5922	87	0.000654	0.000514
tried	verb	0.3941	0.5879	92	0.004681	0.004255
ground	noun	0.3941	0.5751	92	0.000818	0.000707
brandy	noun	0.3937	0.4572	33	0.000077	0.000039
came	verb	0.3934	0.5425	90	0.000708	0.000566
room	noun	0.3932	0.5057	33	0.000088	0.000048
did	verb	0.3927	0.5121	92	0.001897	0.001695
eyelids	noun	0.3922	0.5232	40	0.000096	0.000047
shot	verb	0.3920	0.5572	92	0.000761	0.000667
vomit	verb	0.3915	0.5801	91	0.001088	0.000928
prayed	verb	0.3913	0.4745	33	0.000107	0.000051
face	noun	0.3904	0.5012	91	0.000402	0.000332
prompted	verb	0.3904	0.4941	39	0.000096	0.000054
Obama	noun	0.3897	0.5007	52	0.000120	0.000065
putting	verb	0.3897	0.5378	81	0.000323	0.000234
download	verb	0.3897	0.5565	35	0.000085	0.000040
rested	verb	0.3894	0.4991	87	0.000663	0.000559
walked	verb	0.3894	0.5279	92	0.003426	0.003057
unbuttoned	adjective	0.3889	0.5456	43	0.000099	0.000061
rub	verb	0.3882	0.5149	91	0.000781	0.000643
hole	noun	0.3875	0.5092	68	0.000152	0.000089
wonder	verb	0.3871	0.5392	92	0.002387	0.002081
pile	noun	0.3863	0.5411	40	0.000096	0.000051
slapped	verb	0.3856	0.4636	71	0.000323	0.000264
serve	verb	0.3856	0.5130	92	0.002252	0.002057
Scotch	noun	0.3852	0.4338	27	0.000066	0.000028
rock	noun	0.3840	0.4875	72	0.000491	0.000354
rocks	noun	0.3821	0.4263	81	0.000261	0.000183
rubbed	verb	0.3811	0.5326	80	0.000508	0.000412
jacket	noun	0.3802	0.5546	34	0.000084	0.000036
water	noun	0.3797	0.5610	92	0.000961	0.000867
people	noun	0.3788	0.4972	89	0.000631	0.000507
shake	verb	0.3783	0.4497	91	0.001822	0.001569
sent	verb	0.3781	0.4905	91	0.001596	0.001387
window	noun	0.3781	0.4282	84	0.000385	0.000282
state	verb	0.3781	0.5695	39	0.000109	0.000065
kick	verb	0.3778	0.5241	84	0.000667	0.000499
where	adverb	0.3776	0.4598	37	0.000107	0.000052
take	verb	0.3776	0.4705	92	0.018295	0.017167
beat	noun	0.3769	0.5834	90	0.000340	0.000218
run	verb	0.3764	0.4738	92	0.005992	0.005550
looked	verb	0.3762	0.4896	92	0.006813	0.006211
vodka	noun	0.3762	0.5291	60	0.000138	0.000080
asked	verb	0.3752	0.5274	92	0.005921	0.005341
explode	noun	0.3750	0.4558	46	0.000109	0.000056
killed	verb	0.3741	0.6014	84	0.000477	0.000343
opened	verb	0.3719	0.4631	90	0.001632	0.001322
there	adverb	0.3698	0.5369	92	0.001406	0.001234
call	verb	0.3696	0.4726	92	0.003325	0.002931
waited	verb	0.3696	0.4570	92	0.002156	0.001929
seat	noun	0.3686	0.5567	38	0.000093	0.000044
door	noun	0.3684	0.4837	92	0.000633	0.000528
page	noun	0.3670	0.4832	37	0.000096	0.000040
situated	verb	0.3663	0.4362	53	0.000125	0.000068
pray	verb	0.3648	0.5822	92	0.001742	0.001481
oil	noun	0.3646	0.5102	33	0.000089	0.000036
pretty	adverb	0.3644	0.5822	41	0.000137	0.000060
sure	adverb	0.3639	0.4879	30	0.000078	0.000029
rode	verb	0.3637	0.4794	58	0.000167	0.000087
wall	noun	0.3629	0.5612	75	0.000299	0.000184
returning	verb	0.3622	0.5491	91	0.000676	0.000538
really	adverb	0.3603	0.5135	88	0.001184	0.000823
ran	verb	0.3592	0.5066	92	0.002815	0.002506
held	verb	0.3589	0.4156	91	0.006831	0.006076
resulted	verb	0.3589	0.5539	24	0.000096	0.000032
Clinton	noun	0.3587	0.5080	58	0.000134	0.000072
ankle	noun	0.3580	0.4853	64	0.000205	0.000120
fire	verb	0.3570	0.5243	91	0.000903	0.000763
would	verb	0.3549	0.5945	92	0.001149	0.001002
melt	verb	0.3535	0.5161	69	0.000234	0.000145
turned	verb	0.3526	0.4934	92	0.005186	0.004439
wrote	verb	0.3521	0.4835	89	0.000479	0.000353
meant	verb	0.3518	0.5844	55	0.000172	0.000090
stop	verb	0.3502	0.4976	92	0.001835	0.001717
dogs	noun	0.3497	0.5258	43	0.000109	0.000047
kiss	verb	0.3488	0.5799	92	0.001952	0.001653
never	adverb	0.3478	0.5189	92	0.002377	0.001978
suffer	verb	0.3478	0.5766	92	0.001236	0.000944
work	verb	0.3469	0.5109	92	0.002990	0.002558
house	noun	0.3466	0.6371	88	0.000410	0.000305
cash	noun	0.3457	0.4861	30	0.000081	0.000026
slide	noun	0.3450	0.4471	25	0.000070	0.000018
computers	noun	0.3450	0.5206	41	0.000107	0.000043
front	noun	0.3436	0.5366	90	0.000513	0.000404
knocked	verb	0.3436	0.5551	91	0.001392	0.001168
cry	verb	0.3436	0.5104	92	0.005800	0.005273
cut	verb	0.3422	0.5317	92	0.002372	0.002052
moan	verb	0.3417	0.5444	85	0.001001	0.000800
Ms	noun	0.3417	0.5366	41	0.000105	0.000059
hip	noun	0.3407	0.5603	32	0.000088	0.000029
death	noun	0.3396	0.4794	40	0.000106	0.000040
pocketbook	noun	0.3393	0.4641	23	0.000067	0.000014
lifted	verb	0.3386	0.4180	92	0.001476	0.001187
started	verb	0.3374	0.5388	92	0.008599	0.007543
took	verb	0.3370	0.4721	92	0.011577	0.010203
lick	verb	0.3370	0.5794	80	0.000509	0.000335
smashed	verb	0.3327	0.6361	90	0.000872	0.000663
see	verb	0.3322	0.5175	92	0.008774	0.007938
check	noun	0.3313	0.5633	29	0.000081	0.000022
horses	noun	0.3284	0.5047	26	0.000074	0.000017
kissed	verb	0.3275	0.5841	91	0.002845	0.002375
got	verb	0.3266	0.5751	92	0.002338	0.001848
turning	verb	0.3237	0.4284	92	0.001224	0.001090
stab	noun	0.3233	0.5151	62	0.000222	0.000119
tell	verb	0.3233	0.5019	92	0.007145	0.005998
like	verb	0.3197	0.5180	68	0.000526	0.000265
hit	verb	0.3188	0.5343	92	0.003255	0.002827
give	verb	0.3181	0.5298	92	0.010263	0.009098
sue	verb	0.3140	0.4804	92	0.001951	0.001542
throw	verb	0.3129	0.5180	92	0.002692	0.002322
bottom	noun	0.3110	0.5272	87	0.000473	0.000334
probably	adverb	0.3086	0.4939	91	0.003086	0.002625
look	verb	0.3039	0.5922	92	0.004099	0.003364
also	adverb	0.3034	0.5336	91	0.002800	0.002020
earth	noun	0.3032	0.5104	90	0.000304	0.000224
when	adverb	0.3015	0.5955	92	0.001681	0.001237
sat	verb	0.3015	0.5213	92	0.002906	0.002484
side	noun	0.3013	0.5659	92	0.001006	0.000842
make	verb	0.3010	0.5761	92	0.017945	0.016530
murder	verb	0.2973	0.5569	66	0.000591	0.000343
going	verb	0.2942	0.5437	92	0.000884	0.000639
love	verb	0.2921	0.6229	92	0.002920	0.002295
stabbed	noun	0.2906	0.4969	36	0.000099	0.000029
pulled	verb	0.2897	0.5170	92	0.008438	0.007156
taking	verb	0.2862	0.5508	92	0.001032	0.000830
punched	verb	0.2828	0.4568	85	0.000829	0.000527
had	verb	0.2821	0.5662	92	0.002854	0.002308
pay	verb	0.2793	0.5577	92	0.001827	0.001362
add	verb	0.2793	0.4830	92	0.001407	0.000900
slashed	verb	0.2772	0.5728	82	0.000527	0.000325
fuck	verb	0.2760	0.5019	68	0.000969	0.000405
all	adverb	0.2750	0.5371	92	0.000849	0.000688
point	verb	0.2722	0.5298	83	0.000946	0.000531
come	verb	0.2717	0.5255	92	0.001743	0.001146
shoot	verb	0.2715	0.5517	86	0.000528	0.000308
know	verb	0.2713	0.5151	92	0.008374	0.007175
then	adverb	0.2713	0.5690	92	0.014377	0.012596
checkbook	noun	0.2698	0.5253	40	0.000113	0.000029
live	verb	0.2618	0.6399	92	0.006933	0.005800
beat	verb	0.2543	0.4457	89	0.001158	0.000816
pushed	verb	0.2526	0.4913	92	0.005224	0.004098
