word	proj	n_cells
part	0.250678	44
deduce	0.250535	1
confident	0.250493	3
mitosis	0.250417	1
monthly	0.250226	9
College	0.250100	2
Library	0.250090	1
elbow	0.249982	116
counted	0.249922	966
bluntly	0.249890	2
driver	0.249831	36
motion	0.249759	2
healed	0.249601	22
own	0.249233	139
pool	0.249206	18
distant	0.249164	1
owned	0.249142	4
uniform	0.249064	28
This	0.249012	110
bread	0.248799	69
hairdresser	0.248658	2
storage	0.248613	15
weeds	0.248471	9
avatar	0.248425	1
heave	0.248407	9
hosted	0.248306	5
tears	0.248204	129
landlords	0.248009	2
changes	0.247825	7
hard	0.247767	211
host	0.247717	19
jerk	0.247409	135
WTF	0.247318	4
remit	0.247100	2
strike．	0.247041	1
camped	0.246946	2
itemised	0.246887	12
include	0.246864	456
Pepsi	0.246859	1
Tasered	0.246843	1
conditions	0.246816	1
release	0.246732	426
cradled	0.246691	258
herself	0.246671	166
shout	0.246596	504
stored	0.246587	104
resprayed	0.246582	1
credited	0.246560	12
“what	0.246519	2
injuries	0.246465	22
安徽省	0.246406	1
settings	0.246299	13
purchased	0.246216	258
3600	0.246190	4
literature	0.246101	6
Naples	0.245956	1
unplug	0.245796	1
fires	0.245769	7
withdraw	0.245727	442
abide	0.245721	13
stopped	0.245714	2057
pepper-spray	0.245605	2
rescind	0.245524	16
dead	0.245493	25
remarry	0.245307	2
napkin	0.245073	3
candidates	0.244951	16
retransfer	0.244909	1
effect	0.244711	4
clucked	0.244589	3
well	0.244573	143
starts	0.244560	6
success	0.244518	1
tie	0.244343	79
occasionally	0.244133	55
cheekbones	0.244107	1
readers	0.243923	13
multiply	0.243817	5
frequent	0.243741	11
restart	0.243495	6
balked	0.243314	1
flunk	0.243204	1
loveseat	0.242969	1
bedspread	0.242889	2
fish	0.242841	40
stun	0.242825	1
groin	0.242773	71
stashed	0.242735	292
sink	0.242621	207
torture	0.242613	135
Dwarf	0.242556	1
snaked	0.242473	9
away	0.242457	481
pills	0.242444	2
lip	0.242426	41
page	0.242304	53
orally	0.242189	2
wire	0.242141	29
lighted	0.242125	145
soaped	0.242031	15
294	0.241913	2
unless	0.241805	34
correctly	0.241686	6
texted	0.241362	264
begs	0.241304	1
Quranic	0.241296	2
things	0.241171	149
heart	0.241082	182
human	0.241055	12
suit	0.240988	30
tree	0.240925	114
despite	0.240867	9
pleaded	0.240855	75
unclasped	0.240672	5
latched	0.240661	20
cuff	0.240647	1
arose	0.240547	1
king	0.240532	3
spell	0.240479	12
gravel	0.240319	31
curse	0.240228	94
Barry	0.240227	1
Off	0.240185	4
symbol	0.240148	3
exactly	0.240122	6
link	0.239944	17
queuing	0.239876	1
These	0.239773	1
boasted	0.239712	24
debris	0.239552	63
accommodation	0.239467	2
otherwise	0.239428	199
atrocious	0.239410	2
waistcoat	0.239206	5
dragging	0.239072	28
spears	0.239041	3
nice	0.238999	35
grabbed	0.238821	5119
specified	0.238734	6
Nazi	0.238695	2
reapplied	0.238629	20
bright	0.238532	23
ricotta	0.237936	1
lettuce	0.237935	24
Islamic	0.237887	4
sand	0.237566	84
clit	0.237450	19
everybody	0.237250	132
zero	0.237207	1
local	0.237206	16
slipped	0.237186	4296
ghosted	0.237121	7
soar	0.237098	21
details	0.237073	31
individual	0.237058	1
Feb	0.236655	11
coworkers	0.236555	24
played	0.236511	831
ducking	0.236509	6
upcoming	0.236460	3
snap	0.236458	79
flour	0.236417	66
Mount	0.236366	4
hand	0.236292	669
mat	0.236281	2
sinister	0.236234	1
fool	0.236106	2
groceries	0.236001	10
sources	0.235849	3
colleague	0.235798	5
stumps	0.235652	1
__Solution	0.235508	3
description	0.235443	2
stacks	0.235358	2
Northwest	0.235122	3
boulders	0.235114	15
you've	0.235089	12
often	0.234867	193
thyroid	0.234833	1
largest	0.234700	17
descending	0.234611	18
blowing	0.234589	42
data	0.234577	7
uprooted	0.234183	13
dire	0.234160	4
pitched	0.234076	19
trade	0.234000	33
general	0.233959	1
unhooked	0.233956	24
calf's	0.233896	7
splash	0.233895	1
former	0.233720	60
Table	0.233676	1
kissing	0.233664	71
claimants	0.233650	5
quaked	0.233442	1
chickens	0.233082	47
lost	0.232936	1050
group	0.232911	25
restroom	0.232878	1
math	0.232846	4
mound	0.232667	5
lamppost	0.232617	2
flank	0.232582	18
Newton	0.232558	2
dumping	0.232496	28
government	0.232495	25
parry	0.232357	5
legal	0.232054	6
wants	0.231594	60
clipped	0.231401	130
<strong>The	0.231172	1
carried	0.231172	2973
Neither	0.231156	1
ballroom	0.231085	1
or	0.230959	126
writhe	0.230951	258
feared	0.230896	14
antihistamine	0.230825	5
painting	0.230792	4
remained	0.230677	197
political	0.230458	25
spanked	0.230423	41
vessels	0.230308	18
shove	0.230161	83
slam	0.230003	108
36000	0.230000	6
cup	0.229784	5
geez	0.229775	2
family's	0.229712	1
replies	0.229660	7
sarcophagus	0.229592	1
overboard	0.229486	4
telephone	0.229038	30
henge	0.229020	1
insulinSolution	0.228725	1
Hall	0.228560	1
waders	0.228512	2
attack	0.228496	558
grassy	0.228450	31
pressured	0.228450	10
hamburger	0.228357	2
begging	0.228259	29
chugging	0.228112	1
gin	0.228047	17
44	0.227989	273
toward	0.227968	249
```python	0.227843	1
â€™re	0.227704	13
deserve	0.227678	1
razed	0.227541	1
dyeing	0.227450	1
gym	0.227431	2
hardened	0.227418	17
fork	0.227344	28
redoubled	0.227331	1
forbidden	0.227102	20
contradicted	0.226895	35
remove	0.226847	749
downloaded	0.226800	300
le	0.226782	2
720	0.226669	9
rallied	0.226576	3
tumbling	0.226516	4
browser	0.226453	9
teacher	0.226363	5
respect	0.226238	300
referring	0.226199	2
re-post	0.226083	8
acting	0.226047	2
strive	0.225959	7
m	0.225916	3
forced	0.225794	2457
firedSolution	0.225652	2
batted	0.225642	7
Dispatch	0.225588	5
recieve	0.225529	2
sleep	0.225520	656
saw	0.225471	7830
cats	0.225442	15
khaki	0.225389	3
tit	0.225385	7
boiling	0.225363	14
mowed	0.225227	25
forked	0.225136	3
swung	0.225029	1956
sharply	0.224893	12
steaks	0.224882	22
spinach	0.224501	7
retaliated	0.224251	3
very	0.224248	232
clip	0.224232	2
restructuring	0.224204	5
demotions	0.224149	1
jeer	0.224115	4
wings	0.224060	2
Mail	0.223988	1
profile	0.223984	15
detachment	0.223712	1
ignition	0.223673	3
amps	0.223658	6
cornered	0.223526	44
hisThe	0.223439	1
deny	0.223313	258
Don't	0.223169	1
studied	0.223115	1255
teleport	0.222884	1
twisted	0.222835	1060
retained	0.222698	7
tail	0.222640	41
discouraged	0.222631	3
area	0.222420	46
bottled	0.222412	1
dangerous	0.222263	23
dummy	0.222074	1
lire	0.221991	4
antibioticSolution	0.221956	1
targeted	0.221823	7
travelled	0.221505	17
invitation	0.221492	1
smashing	0.221458	26
wishes	0.221075	1
wrists	0.221021	28
athletes	0.221009	26
Ancient	0.220896	3
metal	0.220833	50
dad	0.220638	44
God	0.220589	115
torn	0.220483	5
133	0.220457	3
humped	0.220244	2
Edison	0.220243	2
actually	0.220082	304
download	0.220051	32
dong	0.219918	1
strength	0.219756	5
orgasm	0.219432	30
balloon	0.219216	1
hearts	0.219010	12
resurrected	0.219008	1
aground	0.218964	1
gnaw	0.218930	9
accomplishment	0.218927	19
dismissing	0.218919	1
t-shirt	0.218784	5
moves	0.218328	1
doled	0.218134	2
flown	0.218034	2
berries	0.218013	23
stolen	0.217889	7
Esquilino	0.217729	1
skin	0.217674	104
moving>>COMMENT<<	0.217617	1
ceased	0.217534	21
recoil	0.217507	25
conned	0.217472	1
rap	0.217391	3
Lyon	0.217269	3
pressed	0.217265	5267
sway	0.217159	104
carrying	0.217140	13
change	0.217052	2413
carotid	0.216994	1
originally	0.216794	19
grabbing	0.216342	255
splatter	0.216209	4
thrill	0.216159	36
peeled	0.216157	129
user	0.216057	8
tomorrowSolution	0.215995	1
difference	0.215970	18
mayonnaise	0.215966	2
surrender	0.215961	130
sinking	0.215881	24
hoped	0.215803	914
constructions	0.215662	6
do	0.215616	8276
aurora	0.215515	2
impose	0.215467	54
magnificent	0.215271	3
repo_path	0.215169	1
First	0.215122	2
play	0.215020	1356
ruling	0.214973	1
allowance	0.214785	4
pummel	0.214785	71
pre	0.214629	7
arriving	0.214583	21
soon	0.214524	858
mourd	0.214517	1
bind	0.214385	59
motorcycle	0.214384	8
gums	0.214337	4
NCOs	0.214253	28
Kyoya	0.213833	1
conceive	0.213712	5
flight	0.213607	10
polished	0.213593	175
Teacher	0.213588	2
slab	0.213388	1
<h2>The	0.213245	1
Charles	0.213241	1
island's	0.213227	2
baptizing	0.213170	4
homeland	0.213129	14
entwined	0.213055	10
strawberries	0.212987	12
freely	0.212875	8
crunch	0.212721	25
sunshine	0.212678	9
chopsticks	0.212605	1
shortly	0.212602	10
98	0.212589	47
switch	0.212481	434
cries	0.212329	18
leads	0.212052	8
junior	0.212034	3
lawyer	0.211996	19
Based	0.211961	1
hatched	0.211917	1
painted	0.211773	897
taxes	0.211747	2
pillar	0.211715	2
land	0.211677	212
desktop	0.211439	21
truth	0.211409	4
spiked	0.211380	60
accuse	0.211332	14
organ	0.211243	6
husband	0.211217	144
I'm	0.211043	388
270	0.210831	9
sergeants	0.210808	25
private	0.210795	28
affected	0.210757	1
betray	0.210652	79
payroll	0.210638	1
grip	0.210477	6
knew	0.210436	1482
Courier	0.210193	11
breakfasted	0.210142	1
bound	0.210101	49
ripping	0.210096	1
jetty	0.210049	1
strove	0.209889	2
mama	0.209713	8
self-rising	0.209512	1
chugged	0.209404	16
spitting	0.209124	12
ravage	0.209034	17
packed	0.208912	261
electricity	0.208815	8
regular	0.208580	3
administered	0.208506	248
accusing	0.208421	1
fantastic	0.208339	9
Dec	0.208153	7
thus	0.207845	370
wines	0.207770	1
police	0.207722	330
whips	0.207709	2
cutbacks	0.206957	1
spinning	0.206952	7
flocked	0.206944	1
origin	0.206908	11
scare	0.206790	117
seeds	0.206753	1
rubble．	0.206721	1
She's	0.206572	18
tunic	0.206538	6
sparrows	0.206468	4
foam	0.206346	13
bunny	0.206286	1
finally	0.206251	1729
revert	0.206044	2
everyone	0.205921	1580
streaks	0.205730	1
claimed	0.205728	1444
puddles	0.205421	2
ney	0.205349	4
blamed	0.205301	231
rooted	0.205285	3
behave	0.204936	35
Mildred	0.204838	1
fro	0.204781	1
tried	0.204588	13565
bat	0.204376	9
merely	0.204343	32
chili	0.204322	10
expel	0.204314	32
stopped．	0.204214	1
stuffing	0.204194	5
scuttled	0.204149	1
casket	0.203982	17
dreaming	0.203868	5
bow	0.203772	6
moreover	0.203719	6
clips	0.203435	1
recoiled	0.203424	12
lowered	0.203364	967
their	0.203261	1590
dive	0.203190	8
gained	0.203167	75
93	0.203156	29
wires	0.202704	16
hatchet	0.202612	1
saidSolution	0.202158	4
spit	0.201976	605
waste	0.201905	29
predict	0.201822	4
ford	0.201647	6
rammed	0.201451	165
whitewashed	0.201385	12
candidate	0.201257	5
drift	0.201256	26
flew	0.201152	494
Solve	0.201054	1
Corona	0.200982	2
hammers	0.200802	1
Adam	0.200771	3
equation	0.200473	5
48	0.200352	480
withhold	0.200336	76
calls	0.200299	13
ring	0.200035	107
march	0.199983	24
England	0.199941	1
conjured	0.199864	1
unclipped	0.199828	1
redesign	0.199754	1
brother	0.199725	205
timetable	0.199439	1
dragged	0.199395	2277
holstered	0.199327	23
probability	0.199267	7
artillery	0.199234	2
rising	0.199003	24
Democrat	0.198806	1
nine	0.198746	4
refuse	0.198667	887
animalâs	0.198583	1
dad's	0.198555	2
226	0.198430	1
dreamed	0.198153	77
re-add	0.198097	1
worship	0.198044	161
harshly	0.197621	14
HMRC	0.197518	1
hoes	0.197477	1
296	0.197477	1
bicep	0.197443	1
me	0.197437	791
sped	0.196658	415
“That's	0.196607	12
Police	0.196449	6
Independent	0.196448	17
held	0.196355	10929
court	0.196186	4
humans	0.196169	17
divorced	0.196105	2
bleat	0.196088	8
elbows	0.195835	6
akin	0.195750	1
empathy	0.195721	19
no>>COMMENT<<	0.195542	1
doused	0.195422	33
individuals	0.195322	1
vice	0.195321	12
eff	0.195302	1
bees	0.195299	4
prescription	0.195141	18
chemical	0.195131	2
but	0.194884	244
smile	0.194794	163
drawers	0.194769	5
User	0.194596	5
Foreign	0.194563	4
plate	0.194483	30
nightgown	0.194184	4
rushed	0.193689	1141
Coke	0.193668	13
pill	0.193635	8
dawn	0.193327	33
interred	0.193298	2
changing	0.193293	62
tug	0.193230	83
“The	0.193055	5
Certainly	0.192848	4
years	0.192649	53
“Wow	0.192621	1
garlanded	0.192545	22
shied	0.192518	25
cage	0.192451	3
lips	0.192317	212
journalism	0.192301	21
corners	0.191949	27
lived	0.191913	233
context	0.191897	1
soak	0.191844	28
kids	0.191728	120
dean	0.191695	1
begged	0.191657	343
lots	0.191619	17
semi-hard	0.191558	1
denying	0.191553	1
released	0.191540	1012
referred	0.191489	95
team	0.191264	19
profanities	0.191216	15
stonework	0.191065	1
disposed	0.190958	44
reins	0.190926	1
Centre	0.190684	1
crosses	0.190439	1
basement	0.190239	80
receives	0.190220	1
animalâ€™s	0.190153	1
depart	0.190115	16
Castello	0.190057	1
glow	0.189870	64
printed	0.189817	193
Venice	0.189502	2
consumed	0.189397	27
sunlight	0.189096	22
Dios	0.188901	1
barrel	0.188654	1
heaven	0.188637	1
utility	0.188623	2
knock	0.188581	230
slice	0.188480	122
Xiao	0.188464	2
paus	0.188442	5
stoning	0.188422	3
Toyota	0.188412	1
shampooed	0.188291	5
season	0.188290	8
lash	0.188189	248
assaulting	0.188166	15
awful	0.188063	48
felt____	0.187992	1
viewers	0.187901	1
196	0.187757	1
joy．	0.187713	2
yuan	0.187632	1
mere	0.187556	2
keel	0.187502	23
others	0.187402	121
defendant	0.187381	5
Town	0.187329	1
discharge	0.187294	64
fodder	0.187166	6
roughly	0.186979	62
reduce	0.186855	147
launched	0.186502	132
James	0.186494	28
leapt	0.186354	142
vineyard	0.186206	2
reap	0.186179	2
Carol	0.185898	2
appellant	0.185636	10
soreness	0.185503	2
34800	0.185281	1
frightful	0.185156	3
thermodynamics	0.184906	1
dumplings	0.184818	1
scroll	0.184763	24
ten	0.184757	28
fade	0.184667	59
Lin	0.184600	1
spun	0.184600	686
Sun	0.184430	20
antlers	0.184423	9
towel	0.184379	2
relief	0.184177	132
Other	0.184061	3
personal	0.183964	30
anchor	0.183862	2
poets	0.183848	2
rebuilt	0.183726	111
clut	0.183719	2
demand	0.183717	346
flood	0.183609	14
haven't	0.183548	417
dream	0.183420	103
clasped	0.183383	99
you'd	0.183362	1
sweat	0.183334	241
500000	0.183023	2
wasn't	0.182926	149
cleavage	0.182797	24
vowed	0.182749	360
“Hey	0.182735	1
>>COMMENT<<	0.182582	3
hubby	0.182191	2
attribute	0.182045	1
barrister	0.182001	1
inject	0.181795	6
skip	0.181650	113
theories	0.181539	1
parlor	0.181507	1
e-mail	0.181411	6
vitals	0.181354	1
lust	0.181283	21
deprived	0.181182	28
fees	0.181171	21
pistol	0.181102	7
preached	0.181024	50
inflicted	0.181015	14
injury	0.180928	20
potatoes	0.180776	42
barf	0.180417	8
Hello	0.180406	42
filched	0.180086	2
believes	0.179989	3
balls	0.179693	122
prison	0.179598	3
low	0.179448	47
catch	0.179347	169
don't	0.179324	1308
surgery	0.179297	3
denied	0.179225	200
nation	0.179218	40
Theresa	0.179114	1
Aaron	0.178889	1
still	0.178846	2289
organise	0.178693	70
ben	0.178619	1
blog	0.178555	35
glossy	0.178419	1
bronze	0.178416	2
rely	0.178040	24
retaliate	0.177882	95
charged	0.177815	621
background	0.177738	37
hardwood	0.177675	4
mamma	0.177645	1
gouged	0.177370	2
CC'd	0.177280	2
swear	0.177126	7
statistics	0.177088	5
what's	0.177051	2
orems	0.177006	1
visited	0.176940	171
perish	0.176893	1
350000	0.176625	2
None	0.176584	4
met	0.176534	528
conquered	0.176524	1
Rowling	0.176475	1
<filename>src	0.176361	1
15000	0.176038	4
them	0.175976	446
Chevy	0.175955	1
rotten	0.175904	2
61	0.175819	161
marks	0.175572	27
driver's	0.175500	12
positively	0.175377	1
grocery	0.175212	1
neighbor	0.174878	17
18	0.174770	416
lamb	0.174740	20
surged	0.174366	16
descend	0.174304	13
trave	0.174296	1
rim	0.174101	38
Champs-Elysees	0.173838	1
google	0.173828	7
piano	0.173775	33
probation	0.173708	2
clues	0.173426	19
prey's	0.173400	20
greyhaired	0.173378	1
blast	0.173362	43
ered	0.173126	122
tips	0.173120	6
flopped	0.173093	134
writers	0.172961	5
ends	0.172911	45
boxes	0.172843	2
reinterred	0.172776	1
scurrying	0.172694	2
fatigue	0.172647	1
diced	0.172481	16
%s	0.172300	2
stables	0.171946	1
strolling	0.171906	7
celebrating	0.171899	1
centre	0.171879	3
relationship	0.171765	5
received	0.171725	2444
refore	0.171612	5
calf	0.171524	8
bulldozed	0.171519	6
cheat	0.171501	78
brushed	0.171315	681
socked	0.170969	2
Dev	0.170724	1
sailors	0.170588	1
desire	0.170453	103
busy	0.170264	29
roofing	0.170006	1
galloped	0.169712	53
washing	0.169666	18
grow	0.169575	344
decorate	0.169387	2
indictment	0.169238	1
stamps	0.169225	3
ignited	0.169060	77
killedSolution	0.169060	1
bounce	0.169033	17
stomped	0.168881	1581
hold	0.168878	928
floorboards	0.168788	4
resulted	0.168334	232
envisioned	0.168278	1
coordinates	0.168251	1
barbecue	0.168030	1
icon	0.167842	17
sprinkle	0.167812	2
output	0.167635	2
comedian	0.167601	1
2500	0.167559	11
Shabbat	0.167495	1
cancellation	0.167467	3
query	0.167112	16
paintwork	0.167075	1
screen-saver	0.167052	1
waded	0.167031	98
ok	0.167012	63
imagine	0.166991	172
club	0.166893	31
does	0.166879	87
stoleTo	0.166848	3
initially	0.166461	25
jar	0.166427	6
involved	0.165985	238
compute	0.165906	4
steam	0.165810	2
ascended	0.165620	43
sliding	0.165454	79
underpants	0.165427	12
more's	0.165396	2
forgave	0.165384	20
mad	0.165380	7
penicillinSolution	0.165098	1
skyward	0.165065	2
savings	0.164982	18
spend	0.164954	1436
++	0.164759	1
returning	0.164635	628
tinkered	0.164601	1
boxed	0.164487	4
cousin	0.164414	49
medications	0.164396	1
shrill	0.164365	11
plastered	0.164279	50
clubbed	0.164226	22
accused	0.163943	262
removed	0.163908	2990
redistribution	0.163823	2
classmate	0.163800	3
Parole	0.163584	4
winter	0.163546	17
use	0.163467	3676
rubble	0.163320	35
Repo	0.163303	1
Relationship	0.163201	1
simply	0.163119	444
torch	0.163002	2
94	0.162803	19
spin	0.162733	106
banging	0.162269	3
rows	0.162241	13
demote	0.162229	40
shushed	0.162179	2
hurry	0.162101	33
milk	0.161909	120
upwards	0.161813	3
commanded	0.161486	225
230	0.161393	17
ritual	0.161384	4
Church	0.161359	18
stuck	0.161339	1559
despise	0.161242	40
kitchen	0.161175	167
dialing	0.161160	12
wild	0.161146	44
started	0.161094	16724
G-d	0.161046	1
playground	0.161045	1
mounted	0.160844	101
womb	0.160605	1
condemn	0.160476	3
graze	0.160444	10
fencing	0.160409	2
ran．	0.160050	1
cabbage	0.159880	6
fetching	0.159605	3
staffing	0.159593	1
2000	0.159538	46
attendance	0.159483	7
underwear	0.159373	50
hasn	0.159372	36
loneliness	0.159087	20
123	0.158963	2
Skip	0.158758	1
trying	0.158757	125
treasures	0.158735	1
handcuffed	0.158631	201
lock	0.158607	151
betrayed	0.158520	55
linkage	0.158399	3
reconsecrated	0.158262	1
spray-painted	0.158078	57
aspirin	0.157993	7
advocated	0.157872	1
craved	0.157674	2
crashed	0.157611	392
fortifications	0.157551	6
riders	0.157505	4
embarrass	0.157405	7
fit	0.157192	25
harness	0.157120	5
lodge	0.156821	110
less	0.156808	18
Nobody	0.156467	28
scrotum	0.156169	4
blood-curdling	0.156165	2
protected	0.156137	47
Temple	0.155895	3
interest	0.155848	45
Moses	0.155809	1
ginger	0.155767	11
hell's	0.155727	9
finalize	0.155342	32
denies	0.155143	1
crying	0.154790	67
bies	0.154724	2
see	0.154653	4267
humanity	0.154636	1
Patriot	0.154435	1
BJP	0.154379	2
sits	0.154198	3
neighbourhood	0.154102	17
blocked	0.154073	170
seam	0.154042	10
artifacts	0.153999	1
365	0.153960	2
tuck	0.153950	2
quake	0.153853	6
try	0.153725	4092
levy	0.153641	8
women	0.153597	11
across	0.153447	621
Some	0.153221	7
trunk	0.152713	27
willow	0.152550	4
hugging	0.152306	24
battered	0.152295	18
undergone	0.152218	1
phoned	0.152152	75
Herald	0.152075	23
onions	0.152038	27
Dawn	0.152022	1
diagnosed	0.151923	31
endearments	0.151774	8
notSolution	0.151715	1
overcharged	0.151708	2
hadn	0.151703	22
10	0.151587	608
hence	0.151495	6
phallus	0.151313	2
embarrassment	0.151185	1
0	0.151079	63
jugular	0.150988	10
includes	0.150607	203
travelers	0.150541	75
massage	0.150358	135
enlisted	0.150233	24
furnace	0.150114	7
cry．	0.149981	2
swelling	0.149529	15
leaving	0.149144	792
rescuing	0.149062	2
trouser	0.148826	3
specify	0.148662	7
skated	0.148598	28
firstSolution	0.148516	1
wildly	0.148478	7
twine	0.148298	1
encyclopaedia	0.148252	1
egged	0.148188	1
base	0.148133	36
pointed	0.148112	3518
peppered	0.148110	1
drained	0.147559	127
yet	0.147446	84
purchase	0.147383	40
siblings	0.147255	35
beans	0.147048	22
live．She	0.147031	3
answered	0.146970	319
theoretically	0.146933	1
warmth	0.146838	159
birthplace	0.146723	22
constriction	0.146612	1
feasted	0.146607	1
hindquarters	0.146518	22
carries	0.146360	8
shortcuts	0.146336	1
relatives	0.146150	3
Brandon	0.146064	1
column	0.145894	29
submission	0.145769	1
kingdom	0.145707	7
citizens	0.145702	2
330	0.145632	3
banjo	0.145547	4
redo	0.145533	10
Joseph	0.145371	1
sky	0.145254	62
island	0.144848	14
show	0.144774	1753
heated	0.144699	27
barn	0.144643	24
49	0.144607	181
logically	0.144602	1
maybe	0.144597	110
regularly	0.144468	15
97	0.144385	26
screenshot	0.144249	4
drown	0.144141	138
torqued	0.144119	9
shone	0.144072	89
Coca-Cola	0.144010	1
ghost	0.143523	1
ascending	0.143486	6
marvelous	0.143480	1
blames	0.143389	1
flush	0.143382	68
rules	0.143366	3
fast-forwarded	0.143283	1
headmaster	0.143205	4
posting	0.143178	5
graveside．	0.143177	1
news	0.143085	70
undo	0.142973	54
reduced	0.142955	4
scared	0.142931	62
removes	0.142880	4
cashed	0.142761	212
183	0.142353	3
cascade	0.142325	1
hasn't	0.142278	43
